date,GPP_daily_mean,ER_daily_mean,K600_daily_mean
2022-07-29,2.3048773281504604,-16.815663855278206,5.872958874716284
2022-08-28,2.6050691759124387,-19.38775130505648,6.5778462137308855
2022-08-29,2.8282837073104052,-19.80693020926337,6.139902117805141
2022-08-30,2.5252969096527953,-19.181873999367188,5.462464346198775
2022-08-31,3.035234861380109,-20.026924869909912,5.095178363712239
2022-09-01,2.5074487414814257,-21.664930616237122,5.265064278881911
2022-09-02,1.9836488327458914,-21.178921114319962,5.011488652362465
2022-09-03,1.8135495714347398,-20.545358437988494,4.867887310402767
2022-09-04,1.9909603002756422,-6.889742689605852,1.163718462979032
2022-09-05,1.6405506107329004,-19.98572211761206,4.916693458149349
2022-09-06,1.6724030597846824,-19.870552588111682,4.901040586546042
2022-09-07,2.04585157090077,-21.287497047978036,5.1498591949674575
2022-09-08,1.1977653121235632,-16.39092175932567,3.9383598979522616
2022-09-09,1.1315562295516797,-17.972777720238025,4.489872147122028
2022-09-10,1.073437506771736,-18.395235178840927,4.758522621857748
2022-09-11,1.8981788241314685,-19.549014160677167,4.81899846733086
2022-09-12,1.622339291113095,-18.51240079728323,4.19679419254601
2022-09-13,1.7572175551944216,-18.40528780818834,3.678678006179957
2022-09-14,1.952078821419196,-21.496383063260502,3.8851038386489227
2022-09-15,1.5612155802384111,-20.198958901667055,3.6821353582746976
2022-09-16,1.2309070600729681,-18.894700125078074,3.697166911774831
2022-09-17,1.5457212769134927,-20.40308214106882,4.328435342549261
2022-09-18,1.75693011871827,-20.28598849299343,4.4233020695219425
2022-09-19,1.8945884844303136,-21.201109755716793,4.731013276829873
2022-09-20,1.9265496173725654,-21.045986340058377,4.806872643014196
2022-09-21,1.9506013552884263,-21.146229807952484,5.043850376869731
2022-09-22,1.9165659250202325,-20.501523513866125,4.9760821968138185
2022-09-23,2.1146857446079093,-20.2953697832888,5.149597781793187
2022-09-24,1.6668187220109325,-19.495753049291178,5.355467059508907
2022-09-25,1.4992123767590617,-18.313671275779093,5.215298067409774
2022-09-26,1.866468030502782,-19.057338450087762,5.5425420002891395
2022-09-27,2.726065387945504,-20.726913798713593,6.309772358324261
2022-09-28,0.2743787458303189,-15.495940649432972,5.129070993521335
2022-09-29,2.1268580364144087,-19.677367428457323,6.2290391467801545
2022-09-30,1.9593172718317575,-19.510686949025494,6.385886721320576
2022-10-01,1.4003065932759493,-17.775075038994586,5.944941184759082
2022-10-02,1.303376034410949,-17.253896348128663,5.986476167848588
2022-10-03,1.3560085956821113,-17.21651736824174,6.276370564294894
2022-10-04,1.374936440753104,-16.661901235308463,6.27121776482832
2022-10-05,1.1262720632274936,-15.42826792175173,5.848965031569982
2022-10-06,1.2413833833779278,-16.11771915202738,6.038211810961433
2022-10-11,2.138220227693182,-19.218470386820997,6.593109733790555
2022-10-12,2.769039404072549,-20.523647996028306,7.074574017874136
2022-10-13,2.20407804636258,-19.19401075658645,6.750966973508862
2022-10-14,1.6398583979521524,-17.244958322881285,6.536576837165945
2022-12-24,1.5013628312219944,-11.036263603841803,7.451863374709132
2022-12-25,1.4480636308741792,-11.187458279280497,7.281931075732533
2022-12-26,1.3979179654254676,-11.255615913900867,7.238995716371289
2023-01-06,1.0458433122426176,-10.356872968354994,6.853580904770319
2023-01-14,0.5240244796453003,-5.13540075699916,5.0198119129954115
2023-01-15,0.4726240896468243,-4.630750190914266,3.9480755037728783
2023-01-16,0.9087832875901032,-8.050745696818577,5.811800791012941
2023-01-27,0.49985695650619444,-5.9645485418255335,5.253074762487888
2023-08-04,1.631475660386306,-12.764221729657525,3.6225668148013965
2023-08-05,2.154166317468909,-18.472023859521254,4.045435230455419
2023-08-06,2.3992214804988388,-22.61324157604457,4.491405395682307
2023-08-07,2.0820827083547506,-21.57525673730446,4.423486796976735
2023-08-08,1.673817772660125,-20.37849012928856,4.3450933986185465
2023-08-09,1.75306940838027,-20.44459093272136,4.635925925310342
2023-08-10,1.6562978907207497,-19.66214015408246,4.6855454709563995
2023-08-11,2.0182559406469673,-20.20302720865384,4.977728195370538
2023-08-12,2.0937155881896827,-19.863893605354914,5.12371653527076
2023-08-13,1.8946761019148266,-18.91126802471401,5.051846884557389
2023-08-14,0.6407127436408417,-13.726108141021598,3.9332340032284634
2023-08-15,1.6224345623188494,-18.27114306658536,5.301599974056034
2023-08-16,1.3631931076187231,-16.477184497544343,4.916049232126552
2023-08-17,2.2282302577403152,-19.739282456806173,5.84104989335132
2023-08-18,2.384872522982818,-20.50741991719981,6.036124382566372
2023-08-19,1.9229848734195745,-19.12557431000866,5.68775986214549
2023-08-20,2.0856227510895216,-20.133905075880616,6.043469306899654
2023-08-21,2.12851028227917,-19.57618304974359,5.974853467977009
2023-08-22,2.0939062932585006,-19.2250368136757,5.775072921386884
2023-08-23,2.6315130584507056,-21.089674362282473,6.3542855798602265
2023-08-24,2.454197191944379,-20.397287693728014,6.301598724257744
2023-08-25,2.1116660023496894,-19.200049306022546,6.041740378285504
2023-08-26,2.1597681512311917,-18.908664238518305,6.05482618105376
2023-08-27,1.79774943233755,-18.22774138950211,5.998617836798912
2023-08-28,2.0817845226501874,-18.970368167242405,6.4155183433289835
2023-12-19,1.8344203713452427,-11.801949389195679,3.4604659619287057
2023-12-20,1.6515288574740938,-14.045183554636951,2.5276725728983815
2023-12-25,2.1823540019396424,-8.809948320794794,0.49702077981336634
2023-12-26,1.4832689465327344,-17.643300115855983,2.708162540222615
2023-12-27,2.2876775839988595,-24.161333770546594,4.317991098790917
2023-12-28,1.5046575136199345,-20.057517071997808,3.8623209582956815
2023-12-29,1.7710551051856724,-22.109356550064415,4.817115715137113
2023-12-30,1.8588394534463082,-22.200935718205958,5.06035995583351
2023-12-31,2.002711851508732,-22.129313782827246,5.194135356870929
2024-01-01,2.3881883856013295,-23.123208684794157,5.405088146932072
2024-01-02,2.6088041223421747,-23.64021418058467,6.106848465921213
2024-01-03,3.2330821425710483,-24.194387898753675,5.997628526638517
2024-01-04,3.339461988185928,-24.41023586337319,6.663107530909526
2024-01-05,3.525474988324558,-23.948789862893967,6.270669645393794
2024-01-12,2.4304230850175084,-20.272673341883603,5.190583745006279
2024-01-13,5.596544144761751,-27.331325458686706,7.61909548395551
2024-01-14,4.830961708282787,-27.35006902970694,7.610155893968228
2024-01-15,4.964145091199506,-27.0384815316658,6.601999665301618
2024-01-16,1.5082500443676088,-14.93270904386199,3.815016631956473
2024-01-17,5.876124616947512,-29.364236591454546,8.40051072780438
2024-01-18,2.2394956693467116,-19.00793073375262,5.298601127337271
2024-01-19,5.864165362745083,-24.946747947481885,6.4446251450567456
2024-01-20,5.267428759794327,-26.368205363845075,7.846237946442609
2024-01-21,5.912927197660521,-26.56785547682326,8.041110671587884
2024-01-22,6.409180581991347,-27.743554985390556,7.648901894852223
2024-01-23,4.96458265297518,-25.96909200839276,6.8195603507835685
2024-01-24,7.534789621544065,-29.582431356062724,7.756967376683296
