date,GPP_daily_mean,ER_daily_mean,K600_daily_mean
2024-01-25,7.126888682859801,-30.083257867141185,7.885469392818837
2024-01-26,6.952435433463171,-26.52580244974546,6.988994366120284
2024-01-27,6.5819129143800454,-26.721369114474246,7.077089495024377
2024-01-28,7.10073597251533,-28.290634848603396,8.224831688185006
2024-01-29,6.906105534771472,-28.458301484342552,8.81123053867535
2024-01-30,6.528100479682578,-26.809448047496556,8.169443056681844
2024-01-31,6.568792771107801,-26.35745978979772,7.985795378685058
2024-02-01,7.304114944210789,-26.99672512322938,8.186935604961171
2024-02-02,7.647988437012145,-29.312552756763377,8.843905272210145
2024-02-03,7.847387329283782,-30.344838513918777,8.94362247109104
2024-02-04,4.365349829225526,-21.16747694058985,6.09479699440882
2024-02-05,5.680405255337713,-27.626381942069976,9.133009001222716
2024-02-06,6.147126241451493,-26.473659782503148,9.365181485736908
2024-02-07,6.0967304080270095,-25.561128583314918,9.436842201104728
2024-02-08,6.441349058573042,-26.481625632816282,9.417686446555791
2024-02-09,6.741025644682356,-27.501680468474202,9.638347171266341
2024-02-10,6.8165697472054365,-27.413423338286528,9.347416103332353
2024-02-11,8.394876539469633,-29.23728522471561,9.760307095292212
2024-02-12,5.7189764686584,-25.995351460480254,8.890427124509358
2024-02-13,7.427609007484786,-25.783874764638632,9.993971246698862
2024-02-20,6.9168865786256175,-24.811545489811035,10.119664138146161
2024-02-21,7.042200052608323,-25.461891111131937,10.028563072840688
2024-02-22,7.54335544499629,-26.981325942160282,9.928696566739287
2024-02-23,5.749692532751653,-23.918925148266425,8.01889069543917
2024-02-24,8.022906111305637,-29.238960862826758,10.15423618931721
2024-02-25,7.594619649147744,-28.24738897748501,10.192901240606936
2024-02-26,7.805675689587499,-28.255813511834166,9.952541008691457
2024-02-27,8.100003405820871,-28.803640947974046,9.903399585722386
2024-02-28,8.762750143699472,-29.207351351435964,9.512489602793906
2024-02-29,9.08683000776465,-30.15492523473683,10.47491619317158
2024-03-01,6.754313441071666,-26.18349637501243,8.915694635646117
2024-03-07,7.261786153823382,-26.999282340668476,9.137018111901385
2024-03-08,8.193017719932683,-29.779553424678618,9.549424266467895
2024-03-09,6.7306488225881855,-28.90052804275196,8.901616686228007
2024-03-10,6.1766986646505115,-25.93037538527896,8.893070247457748
2024-03-11,6.195297622906562,-25.709716898086004,9.03717085326741
2024-03-12,5.7852394547245485,-25.353509169386168,8.41196908321518
2024-03-13,6.7013976539857785,-28.11463154103038,9.08156312365368
2024-03-14,7.725431884788871,-30.567170133830302,9.297378612640234
2024-03-15,7.2970483800268715,-29.83003542388125,8.492941728397193
2024-03-16,5.916695590505944,-27.701114302974595,7.768989092574565
2024-03-17,6.4105383333568415,-28.838511179248197,8.235531478591952
2024-03-18,3.5443035219695145,-19.101774223041314,5.737886968126755
2024-03-19,3.1901127812351833,-19.466992727275127,6.986966805871318
2024-03-20,3.2667370485498064,-18.64070914549804,6.673672093046755
2024-03-21,4.92952511124778,-23.162594713640356,7.780204564623962
2024-03-22,2.075339000751484,-17.598334963886884,5.828233297011316
2024-03-27,1.0185568372679545,-16.251543147429793,5.570513916023402
2024-03-30,2.854912978104791,-16.98810313860821,6.07633593199542
2024-03-31,3.6186210977998257,-19.471936844696888,6.739861330457886
2024-04-01,4.79162352717124,-23.509901827224553,8.07210545823079
2024-04-05,2.7100224780865174,-17.574429652181102,6.14767241807347
2024-04-06,2.661904918808793,-18.411805496382595,6.191584529999024
2024-04-07,2.827169178796051,-19.613845935458112,6.280917236325167
2024-04-08,3.5246703556608594,-21.072493206208296,6.524267843605666
2024-04-09,4.947180392924602,-24.602749363380692,7.36761108649491
2024-04-10,4.6056627346489405,-24.574477306236954,7.286973760325376
2024-04-11,3.319717592044691,-18.51484624237298,5.529702279960194
2024-04-12,2.843463076845326,-18.588490854481933,6.290787259546409
2024-04-13,2.2364467490014506,-16.658181827059533,5.801787737889952
2024-04-14,2.486581680815899,-17.938807102886084,6.0644329084575235
