Date,GPPavg,ER,K600_1d,NEP,ID
2024-05-05,2.99508992406553,-14.71241156368001,1.0832882251056688,17.70750148774554,IU
2024-05-06,3.666376798269367,-12.442400293072721,1.0902455511212974,16.108777091342088,IU
2024-05-07,3.977362899025236,-13.137053865497384,1.092725443515966,17.11441676452262,IU
2024-05-08,4.579915542819853,-12.825342819851624,1.093074794918956,17.405258362671475,IU
2024-05-09,NA,NA,NA,NA,IU
2024-05-10,3.361728945820794,-12.440164070631512,1.098723559771752,15.801893016452306,IU
2024-05-11,5.402508795070104,-11.913735186907996,1.0975418376891677,17.3162439819781,IU
2024-05-12,4.682274996216898,-11.096422699292008,1.1019751912253606,15.778697695508907,IU
2024-05-13,5.334808962575325,-13.204977352675533,1.0969735696287706,18.539786315250858,IU
2024-05-14,4.958526596093976,-11.099327913821975,1.0963152984700475,16.057854509915952,IU
2024-05-15,5.048894168564294,-11.184789807732468,1.100992494601739,16.23368397629676,IU
2024-05-16,5.390207841271687,-11.363460842243466,1.1027429929052477,16.75366868351515,IU
2024-05-17,4.144371688335266,-11.120809553774505,1.1009120135888486,15.26518124210977,IU
2024-05-18,5.2136624722948754,-11.679096668677795,1.1013440265993042,16.89275914097267,IU
2024-05-19,5.194380158797868,-12.294974631293975,1.0994240971836782,17.489354790091845,IU
2024-05-20,4.82572732344644,-11.032558430710518,1.1011939013095318,15.858285754156958,IU
2024-05-21,4.41202295269769,-12.211646979954866,1.0966941615828585,16.623669932652554,IU
2024-05-22,4.16238966165854,-12.168318296789156,1.0916522042205905,16.330707958447697,IU
2024-05-23,3.587532512093071,-12.240112362592765,1.0908042124416035,15.827644874685836,IU
2024-05-24,3.0892802827319983,-12.26696048577343,1.0962638643689984,15.356240768505428,IU
2024-05-25,2.5929808088596857,-13.890619633196232,1.091437012650181,16.483600442055916,IU
2024-05-26,2.2458911393497605,-13.99631885307758,1.0886722135736242,16.24220999242734,IU
2024-05-27,1.9234419896350696,-16.071926324496975,1.084820826820093,17.995368314132044,IU
2024-05-28,1.6672501933371977,-16.898995623655004,1.0845083926588892,18.5662458169922,IU
2024-05-29,1.7609674047416843,-15.32508701492929,1.08091859648743,17.086054419670972,IU
2024-05-30,1.7361580753469423,-15.277215211477952,1.0866303649028637,17.013373286824894,IU
2024-05-31,1.86950244421348,-14.689995294763072,1.0818772766611306,16.559497738976553,IU
2024-06-01,1.9681051175408295,-13.600626029032648,1.0952424488905146,15.568731146573478,IU
2024-06-02,1.846806348006457,-17.08072350731064,1.0797190984624847,18.927529855317097,IU
2024-06-03,2.264143736672863,-13.882654829961162,1.088287302549495,16.146798566634025,IU
2024-06-04,2.6154554298735646,-14.013370261463969,1.0904449222188104,16.628825691337532,IU
2024-06-05,2.578211870127771,-14.632793052185288,1.0873208363121158,17.21100492231306,IU
2024-06-06,2.979664449811715,-13.174464887411215,1.0937162732327803,16.15412933722293,IU
2024-06-07,3.120589303084066,-13.963487399294168,1.0877718865447668,17.084076702378233,IU
2024-06-08,3.760932576920671,-13.967461462016104,1.0865634190947986,17.728394038936774,IU
2024-06-09,4.220788331085727,-13.38688965896866,1.0916473358596197,17.607677990054384,IU
2024-06-10,4.794349744863781,-12.292195235814203,1.0980070252094123,17.086544980677985,IU
2024-06-11,NA,NA,NA,NA,IU
2024-06-12,5.618068034490992,-12.96718642552982,1.0928746249399874,18.585254460020813,IU
2024-06-13,5.673256294979683,-11.086989565906714,1.1006195926488285,16.760245860886396,IU
2024-06-14,5.6367112035901465,-10.897255778714968,1.1047136630561163,16.533966982305113,IU
2024-06-15,5.464261804750462,-10.770173548576448,1.102689039599073,16.23443535332691,IU
2024-06-16,5.708547911059653,-11.226846807480667,1.0978359365614418,16.93539471854032,IU
2024-06-17,5.722526153433856,-9.342247155563236,1.104708516793741,15.064773308997092,IU
