Date,DO,depth,Temp,light,VentDO,VentTemp_F,velocity_m/s,Q_m/s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,velocity_m/h,Q_m/h,U/H,deltaDO,deltaDO_rate,K600_1d,Q_m.s,K_reaeration,not,hour,day,Month,year,time.x,time.y,ER,GPP,GPPavg
2022-12-19T13:00:00Z,8.19,0.6830583789249829,69.08,1320.9717571645594,5.2,67.82,0.30027321756387215,10.255206861188361,20.6,8.985221708977045,0.7952217089770457,19.9,9.110517488063264,3.910517488063264,2.352869598520155,1080.9835832299398,36918.7447002781,0.4396011041346874,2.9899999999999993,18.923493712085396,13.326252953205023,NA,21.417251370065166,-2.4937576579797707,13,19,12,2022,AM,ER,-25.13600621445531,22.64224855647554,6.543689088404471
2022-12-19T14:00:00Z,8.1,0.6830583789249829,69.55,1131.2980911819404,5.4,67.82,0.30027321756387215,10.255206861188361,20.86,8.939470031122857,0.8394700311228576,19.9,9.110517488063264,3.710517488063264,2.2749937595930607,1080.9835832299398,36918.7447002781,0.4396011041346874,2.6999999999999993,17.088104689843,13.326252953205023,NA,20.70837807806237,-3.6202733882193705,14,19,12,2022,AM,ER,-25.13600621445531,21.51573282623594,6.543689088404471
2022-12-19T15:00:00Z,8.21,0.6830583789249829,69.98,833.200869487777,5.7,68.18,0.30027321756387215,10.255206861188361,21.1,8.897607920709788,0.6876079207097874,20.1,9.074399186440624,3.374399186440624,2.031003553575206,1080.9835832299398,36918.7447002781,0.4396011041346874,2.5100000000000007,15.885608433891095,13.326252953205023,NA,18.487430696445877,-2.6018222625547818,15,19,12,2022,AM,ER,-25.13600621445531,22.53418395190053,6.543689088404471
2022-12-19T16:00:00Z,8.02,0.6830583789249829,70.3,446.98182466065106,6,68.54,0.30027321756387215,10.255206861188361,21.28,8.866441752243746,0.8464417522437468,20.3,9.038537859684148,3.0385378596841477,1.9424898059639473,1080.9835832299398,36918.7447002781,0.4396011041346874,2.0199999999999996,12.784433879067729,13.326252953205023,NA,17.681724683886088,-4.897290804818359,16,19,12,2022,AM,ER,-25.13600621445531,20.238715409636953,6.543689088404471
2022-12-19T17:00:00Z,7.6,0.6830583789249829,70.59,0,6.4,69.08,0.30027321756387215,10.255206861188361,21.44,8.838902583284488,1.2389025832844887,20.6,8.985221708977045,2.585221708977045,1.9120621461307667,1080.9835832299398,36918.7447002781,0.4396011041346874,1.1999999999999993,7.594713195485775,13.326252953205023,NA,17.40475360157029,-9.810040406084518,17,19,12,2022,ER,ER,-25.13600621445531,15.325965808370793,6.543689088404471
2022-12-19T18:00:00Z,7.13,0.6830583789249829,70.77,0,6.8,69.62,0.30027321756387215,10.255206861188361,21.54,8.821768415077317,1.6917684150773171,20.9,8.932468464382957,2.1324684643829572,1.9121184397301372,1080.9835832299398,36918.7447002781,0.4396011041346874,0.33000000000000007,2.0885461287585896,13.326252953205023,NA,17.40526602017989,-15.3167198914213,18,19,12,2022,ER,ER,-25.13600621445531,9.81928632303401,6.543689088404471
2022-12-19T19:00:00Z,6.74,0.6830583789249829,70.74,0,7.2,70.34,0.30027321756387215,10.255206861188361,21.52,8.825190480753239,2.085190480753239,21.3,8.862990940365217,1.6629909403652166,1.8740907105592277,1080.9835832299398,36918.7447002781,0.4396011041346874,-0.45999999999999996,-2.9113067249362152,13.326252953205023,NA,17.059114480290734,-19.97042120522695,19,19,12,2022,ER,ER,-25.13600621445531,5.165585009228362,6.543689088404471
2022-12-19T20:00:00Z,6.41,0.6830583789249829,70.48,0,7.3,70.88,0.30027321756387215,10.255206861188361,21.38,8.84921176361997,2.4392117636199693,21.6,8.811516481156673,1.511516481156673,1.9753641223883212,1080.9835832299398,36918.7447002781,0.4396011041346874,-0.8899999999999997,-5.632745619985285,13.326252953205023,NA,17.980966723871095,-23.61371234385638,20,19,12,2022,ER,ER,-25.13600621445531,1.5222938705989293,6.543689088404471
2022-12-19T21:00:00Z,6.11,0.6830583789249829,70.09,0,7.1,71.24,0.30027321756387215,10.255206861188361,21.16,8.887197371101092,2.7771973711010913,21.8,8.777497115359886,1.6774971153598859,2.2273472432304886,1080.9835832299398,36918.7447002781,0.4396011041346874,-0.9899999999999993,-6.265638386275764,13.326252953205023,NA,20.27467048182034,-26.540308868096105,21,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T22:00:00Z,5.84,0.6830583789249829,69.73,0,6.8,71.24,0.30027321756387215,10.255206861188361,20.96,8.921984571558113,3.081984571558113,21.8,8.777497115359886,1.9774971153598857,2.5297408434589994,1080.9835832299398,36918.7447002781,0.4396011041346874,-0.96,-6.075770556388624,13.326252953205023,NA,23.027241109987063,-29.103011666375686,22,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T23:00:00Z,5.64,0.6830583789249829,69.44,0,6.3,71.06,0.30027321756387215,10.255206861188361,20.8,8.949990891341619,3.309990891341619,21.7,8.794477315848283,2.4944773158482834,2.9022341035949513,1080.9835832299398,36918.7447002781,0.4396011041346874,-0.6600000000000001,-4.177092257517179,13.326252953205023,NA,26.417901515053458,-30.59499377257064,23,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T00:00:00Z,5.81,0.6830583789249829,67.86,0,6,69.8,0.30027321756387215,10.255206861188361,19.92,9.106894015280428,3.2968940152804285,21,8.915007583802467,2.915007583802467,3.1059507995414477,1080.9835832299398,36918.7447002781,0.4396011041346874,-0.1900000000000004,-1.2024962559519174,13.326252953205023,NA,28.27225489192968,-29.474751147881598,0,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T01:00:00Z,5.81,0.6830583789249829,67.71,0,5.5,69.26,0.30027321756387215,10.255206861188361,19.84,9.121403502191745,3.3114035021917454,20.7,8.96757519537183,3.467575195371831,3.389489348781788,1080.9835832299398,36918.7447002781,0.4396011041346874,0.3099999999999996,1.9619675755004906,13.326252953205023,NA,30.8531953681904,-28.891227792689907,1,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T02:00:00Z,5.82,0.6830583789249829,67.53,0,5.2,68.9,0.30027321756387215,10.255206861188361,19.74,9.139599012691054,3.3195990126910537,20.5,9.002930766482084,3.802930766482084,3.561264889586569,1080.9835832299398,36918.7447002781,0.4396011041346874,0.6200000000000001,3.923935151000987,13.326252953205023,NA,32.41680090712837,-28.492865756127383,2,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T03:00:00Z,5.86,0.6830583789249829,67.39,0,5,68.72,0.30027321756387215,10.255206861188361,19.66,9.154202561257303,3.294202561257303,20.4,9.020702704052342,4.020702704052342,3.6574526326548225,1080.9835832299398,36918.7447002781,0.4396011041346874,0.8600000000000003,5.442877790098144,13.326252953205023,NA,33.29236029780082,-27.849482507702675,3,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T04:00:00Z,5.89,0.6830583789249829,67.28,0,5,68.54,0.30027321756387215,10.255206861188361,19.6,9.165182839378987,3.2751828393789877,20.3,9.038537859684148,4.038537859684148,3.6568603495315677,1080.9835832299398,36918.7447002781,0.4396011041346874,0.8899999999999997,5.632745619985285,13.326252953205023,NA,33.2869689762669,-27.654223356281612,4,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T05:00:00Z,5.92,0.6830583789249829,67.21,0,5,68.36,0.30027321756387215,10.255206861188361,19.56,9.172516218002574,3.252516218002574,20.2,9.056436573239338,4.056436573239338,3.6544763956209563,1080.9835832299398,36918.7447002781,0.4396011041346874,0.9199999999999999,5.8226134498724305,13.326252953205023,NA,33.26526877656594,-27.442655326693508,5,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T06:00:00Z,5.95,0.6830583789249829,67.14,0,5,68.36,0.30027321756387215,10.255206861188361,19.52,9.179860177653529,3.2298601776535287,20.2,9.056436573239338,4.056436573239338,3.6431483754464336,1080.9835832299398,36918.7447002781,0.4396011041346874,0.9500000000000002,6.012481279759578,13.326252953205023,NA,33.16215424112568,-27.1496729613661,6,19,12,2022,ER,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T07:00:00Z,5.98,0.6830583789249829,67.06,38.77296629465199,5,68.18,0.30027321756387215,10.255206861188361,19.48,9.187214741072498,3.207214741072498,20.1,9.074399186440624,4.074399186440624,3.640806963756561,1080.9835832299398,36918.7447002781,0.4396011041346874,0.9800000000000004,6.202349109646723,13.326252953205023,NA,33.140841286615,-26.93849217696828,7,19,12,2022,AM,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T08:00:00Z,6.08,0.6830583789249829,66.99,482.6885669054739,5.1,68.18,0.30027321756387215,10.255206861188361,19.44,9.194579931049285,3.1145799310492848,20.1,9.074399186440624,3.9743991864406247,3.5444895587449547,1080.9835832299398,36918.7447002781,0.4396011041346874,0.9800000000000004,6.202349109646723,13.326252953205023,NA,32.26410163400383,-26.061752524357107,8,19,12,2022,AM,ER,-25.13600621445531,0,6.543689088404471
2022-12-19T09:00:00Z,6.34,0.6830583789249829,67.06,862.3536918160868,5.1,68,0.30027321756387215,10.255206861188361,19.48,9.187214741072498,2.8472147410724986,20,9.092426042885567,3.992426042885567,3.419820391979033,1080.9835832299398,36918.7447002781,0.4396011041346874,1.2400000000000002,7.847870302001974,13.326252953205023,NA,31.12928698707156,-23.281416685069587,9,19,12,2022,AM,ER,-25.13600621445531,1.8545895293857235,6.543689088404471
2022-12-19T10:00:00Z,6.81,0.6830583789249829,67.39,1151.9114871917966,5.1,68,0.30027321756387215,10.255206861188361,19.66,9.154202561257303,2.344202561257304,20,9.092426042885567,3.992426042885567,3.1683143020714355,1080.9835832299398,36918.7447002781,0.4396011041346874,1.71,10.822466303567236,13.326252953205023,NA,28.839925455076276,-18.01745915150904,10,19,12,2022,AM,ER,-25.13600621445531,7.11854706294627,6.543689088404471
