Date,LowRangeSpC,FullRangeSpC,Temp
2022-07-25 11:45,544.5,548.1,75.69
2022-07-25 11:46,544.1,546.6,75.24
2022-07-25 11:47,541.7,544,74.88
2022-07-25 11:48,541.6,543.7,74.71
2022-07-25 11:49,541.2,542.5,74.64
2022-07-25 11:50,541.1,542.5,74.59
2022-07-25 11:51,540.8,542.2,74.57
2022-07-25 11:52,540.8,541.8,74.59
2022-07-25 11:53,540.6,541.8,74.57
2022-07-25 11:54,540.5,541.8,74.59
2022-07-25 11:55,540.3,541.4,74.57
2022-07-25 11:56,540.5,541.4,74.59
2022-07-25 11:57,540.3,541.4,74.59
2022-07-25 11:58,540.3,541.4,74.59
2022-07-25 11:59,540.2,541,74.57
2022-07-25 12:00,540,541,74.57
2022-07-25 12:01,539.8,540.6,74.57
2022-07-25 12:02,539.8,540.6,74.57
2022-07-25 12:03,540,541,74.62
2022-07-25 12:04,540.1,541,74.68
2022-07-25 12:05,540,540.9,74.71
2022-07-25 12:06,540.3,541.3,74.75
2022-07-25 12:07,539.6,540.6,74.62
2022-07-25 12:08,539.5,540.2,74.59
2022-07-25 12:09,539.4,540.2,74.57
2022-07-25 12:10,539.4,540.2,74.57
2022-07-25 12:11,539.7,540.6,74.71
2022-07-25 12:12,539.4,540.2,74.64
2022-07-25 12:13,539.5,540.6,74.71
2022-07-25 12:14,539.3,540.2,74.71
2022-07-25 12:15,539.1,540.2,74.68
2022-07-25 12:16,538.8,539.8,74.66
2022-07-25 12:17,539,539.8,74.71
2022-07-25 12:18,539.6,540.5,74.88
2022-07-25 12:19,538.6,539.4,74.71
2022-07-25 12:20,538.6,539.8,74.71
2022-07-25 12:21,538.2,539,74.66
2022-07-25 12:22,538.2,539,74.73
2022-07-25 12:23,537.5,538.6,74.64
2022-07-25 12:24,537.6,538.6,74.66
2022-07-25 12:25,537.5,538.6,74.71
2022-07-25 12:26,537.3,538.2,74.71
2022-07-25 12:27,537.1,537.8,74.68
2022-07-25 12:28,536.8,537.8,74.64
2022-07-25 12:29,536.3,537.5,74.59
2022-07-25 12:30,535.9,537.1,74.59
2022-07-25 12:31,535.7,537.1,74.59
2022-07-25 12:32,535.5,536.7,74.57
2022-07-25 12:33,535.3,536.3,74.59
2022-07-25 12:34,535.1,536.3,74.62
2022-07-25 12:35,534.6,535.9,74.59
2022-07-25 12:36,534.3,535.5,74.59
2022-07-25 12:37,534,535.5,74.57
2022-07-25 12:38,533.8,535.1,74.57
2022-07-25 12:39,533.4,534.7,74.57
2022-07-25 12:40,533.1,534.7,74.57
2022-07-25 12:41,532.9,534.3,74.57
2022-07-25 12:42,532.7,534.3,74.57
2022-07-25 12:43,532.4,533.9,74.59
2022-07-25 12:44,532,533.6,74.57
2022-07-25 12:45,531.7,533.6,74.57
2022-07-25 12:46,531.2,532.8,74.57
2022-07-25 12:47,530.9,532.4,74.57
2022-07-25 12:48,530.6,532.4,74.57
2022-07-25 12:49,530.3,532,74.57
2022-07-25 12:50,529.9,531.6,74.55
2022-07-25 12:51,529.5,531.2,74.57
2022-07-25 12:52,529.3,531.2,74.57
2022-07-25 12:53,528.8,530.8,74.57
2022-07-25 12:54,528.5,530,74.57
2022-07-25 12:55,528.1,530,74.57
2022-07-25 12:56,527.7,529.3,74.57
2022-07-25 12:57,527.2,528.9,74.57
2022-07-25 12:58,526.9,528.5,74.57
2022-07-25 12:59,526.4,528.1,74.57
2022-07-25 13:00,526,528.1,74.57
2022-07-25 13:01,525.6,527.3,74.57
2022-07-25 13:02,525.2,526.9,74.57
2022-07-25 13:03,524.9,526.5,74.57
2022-07-25 13:04,524.3,526.1,74.57
2022-07-25 13:05,524,525.8,74.57
2022-07-25 13:06,523.4,525.4,74.57
2022-07-25 13:07,523.1,524.6,74.57
2022-07-25 13:08,522.4,524.6,74.57
2022-07-25 13:09,522.1,524.2,74.57
2022-07-25 13:10,521.7,523.4,74.55
2022-07-25 13:11,521.2,523,74.57
2022-07-25 13:12,520.7,522.6,74.55
