"TOA5","GilchristBlue","CR1000X","22889","CR1000X.Std.04.02","CPU:GilchristBlue_04272022.CR1X","22393","Test"
"2023-04-09 10:00:00",1891,12.47,12.48,8.223101,7849.549,7751.726,27.46
"2023-04-09 11:00:00",1892,12.47,13.18,8.242301,7503.688,7431.525,27.63
"2023-04-09 12:00:00",1893,12.47,13.92,8.2615,7238.846,7181.12,27.71
"2023-04-09 13:00:00",1894,12.47,14.55,8.280701,7058.401,7010.6,27.78
"2023-04-09 14:00:00",1895,12.47,15.05,8.280701,6865.958,6832.994,27.81
"2023-04-09 15:00:00",1896,12.47,15.3,8.299901,6965.649,6923.234,27.81
"2023-04-09 16:00:00",1897,12.47,15.38,8.299901,7088.128,7039.293,27.74
"2023-04-09 17:00:00",1898,12.47,15.4,8.299901,7379.392,7314.971,27.66
"2023-04-09 18:00:00",1899,12.46,15.19,8.3191,7665.833,7582.873,27.54
"2023-04-09 19:00:00",1900,12.47,14.82,8.3191,8105.672,7991.756,27.48
"2023-04-09 20:00:00",1901,12.46,14.47,8.299901,8411.642,8272.361,27.45
"2023-04-09 21:00:00",1902,12.47,14.4,8.299901,8549.246,8400.192,27.44
"2023-04-09 22:00:00",1903,12.46,14.51,8.280701,8650.321,8490.483,27.48
"2023-04-09 23:00:00",1904,12.47,14.55,8.280701,8716.553,8550.562,27.46
"2023-04-10 00:00:00",1905,12.45,14.61,8.280701,8719.754,8552.664,27.44
"2023-04-10 01:00:00",1906,12.46,14.61,8.2615,8686.872,8523.154,27.47
"2023-04-10 02:00:00",1907,12.45,14.67,8.2615,8671.939,8509.896,27.47
"2023-04-10 03:00:00",1908,12.46,14.78,8.2615,8687.088,8522.961,27.48
"2023-04-10 04:00:00",1909,12.45,14.93,8.2615,8664.853,8503.797,27.48
"2023-04-10 05:00:00",1910,12.46,15.01,8.2615,8662.027,8501.461,27.48
"2023-04-10 06:00:00",1911,12.45,15.04,8.223101,8625.601,8467.162,27.49
"2023-04-10 07:00:00",1912,12.46,15.05,8.223101,8577.561,8423.462,27.5
"2023-04-10 08:00:00",1913,12.45,15.23,8.2039,8321.577,8182.269,27.54
"2023-04-10 09:00:00",1914,12.46,15.58,8.2039,7886.648,7788.454,27.64
"2023-04-10 10:00:00",1915,12.45,16.03,8.223101,7376.694,7311.983,27.77
"2023-04-10 11:00:00",1916,12.46,16.37,8.223101,7038.782,6992.584,27.82
"2023-04-10 12:00:00",1917,12.45,16.95,8.2615,6834.237,6797.9,27.91
"2023-04-10 13:00:00",1918,12.46,17.88,8.280701,6739.006,6707.208,28.05
"2023-04-10 14:00:00",1919,12.45,18.89,8.299901,6659.164,6629.428,28.18
"2023-04-10 15:00:00",1920,12.46,19,8.280701,6843.166,6806.074,28.09
"2023-04-10 16:00:00",1921,12.45,18.68,8.299901,7306.807,7245.611,27.94
"2023-04-10 17:00:00",1922,12.46,18.45,8.299901,7594.37,7516.257,27.86
"2023-04-10 18:00:00",1923,12.45,18.11,8.299901,7912.549,7812.215,27.75
"2023-04-10 19:00:00",1924,12.46,17.73,8.280701,8286.67,8158.385,27.68
"2023-04-10 20:00:00",1925,12.45,17.33,8.280701,8580.873,8427.312,27.61
"2023-04-10 21:00:00",1926,12.45,16.99,8.299901,8763.88,8593.146,27.58
"2023-04-10 22:00:00",1927,12.44,16.78,8.280701,8811.17,8636.599,27.58
"2023-04-10 23:00:00",1928,12.45,16.66,8.2615,8857.921,8677.997,27.6
"2023-04-11 00:00:00",1929,12.44,16.63,8.2615,8876.111,8696.103,27.6
"2023-04-11 01:00:00",1930,12.44,16.17,8.2615,8798.008,8624.596,27.53
"2023-04-11 02:00:00",1931,12.43,15.78,8.2615,8740.989,8572.134,27.5
"2023-04-11 03:00:00",1932,12.44,15.61,8.280701,8672.32,8510.606,27.48
"2023-04-11 04:00:00",1933,12.43,15.53,8.280701,8655.088,8494.424,27.49
"2023-04-11 05:00:00",1934,12.43,15.48,8.2615,8783.648,8611.413,27.49
"2023-04-11 06:00:00",1935,12.42,15.42,8.2615,8888.937,8705.827,27.48
"2023-04-11 07:00:00",1936,12.43,15.3,8.2615,8845.69,8672.611,27.48
"2023-04-11 08:00:00",1937,12.42,16.04,8.223101,8569.003,8416.195,27.58
"2023-04-11 09:00:00",1938,12.43,19.08,8.223101,8216.113,8092.543,27.9
"2023-04-11 10:00:00",1939,12.43,20.65,8.223101,7780.376,7688.946,28.48
"2023-04-11 11:00:00",1940,12.44,21.05,8.223101,7349.108,7284.693,28.63
"2023-04-11 12:00:00",1941,12.43,21.65,8.223101,7033.615,6986.726,28.71
"2023-04-11 13:00:00",1942,12.44,21.33,8.453501,6949.766,6905.188,28.63
"2023-04-11 14:00:00",1943,12.43,22.13,8.2615,6907.411,6866.729,28.67
"2023-04-11 15:00:00",1944,12.44,21.8,8.223101,6931.817,6888.841,28.51
"2023-04-11 16:00:00",1945,12.43,21.73,8.184701,7194.81,7139.299,28.32
"2023-04-11 17:00:00",1946,12.44,21.39,8.2039,7411.154,7342.157,28.15
"2023-04-11 18:00:00",1947,12.43,20.81,8.184701,7798.381,7705.454,27.96
"2023-04-11 19:00:00",1948,12.44,20.01,8.2039,8225.269,8102.482,27.82
"2023-04-11 20:00:00",1949,12.42,19.4,8.184701,8713.261,8548.738,27.72
"2023-04-11 21:00:00",1950,12.43,18.76,8.2039,8961.663,8765.097,27.68
"2023-04-11 22:00:00",1951,12.42,18.23,8.2039,8986.201,8792.91,27.64
"2023-04-11 23:00:00",1952,12.42,17.84,8.184701,9039.031,8837.18,27.64
"2023-04-12 00:00:00",1953,12.41,17.41,8.223101,9009.203,8814.995,27.61
"2023-04-12 01:00:00",1954,12.41,17.04,8.184701,8923.261,8736.862,27.59
"2023-04-12 02:00:00",1955,12.4,16.68,8.2039,8919.641,8733.544,27.55
"2023-04-12 03:00:00",1956,12.41,16.45,8.223101,8935.357,8748.585,27.56
"2023-04-12 04:00:00",1957,12.4,16.43,8.184701,8940.716,8752.09,27.62
"2023-04-12 05:00:00",1958,12.4,16.43,8.1463,9037.515,8840.351,27.64
"2023-04-12 06:00:00",1959,12.39,16.42,8.127101,9082.114,8880.617,27.64
"2023-04-12 07:00:00",1960,12.4,16.4,8.2039,9032.879,8835.425,27.64
"2023-04-12 08:00:00",1961,12.39,17.07,8.1463,8733.475,8565.479,27.72
"2023-04-12 09:00:00",1962,12.4,20.28,8.223101,8437.498,8295.693,28
"2023-04-12 10:00:00",1963,13.01,21.89,"NAN",-476.6822,1094.302,-16.33
"2023-04-12 11:00:00",1964,12.97,22.79,8.299901,7817.614,7723.408,28.66
"2023-04-12 12:00:00",1965,12.97,23.73,8.3191,7348.442,7283.855,28.93
"2023-04-12 13:00:00",1966,12.98,23.9,8.338301,7124.023,7072.851,28.74
"2023-04-12 14:00:00",1967,12.98,24.12,8.338301,7149.571,7096.177,28.64
"2023-04-12 15:00:00",1968,12.99,23.64,8.3575,7376.238,7309.833,28.44
"2023-04-12 16:00:00",1969,12.97,23.25,8.3767,7623.524,7542.745,28.28
"2023-04-12 17:00:00",1970,12.96,22.81,8.3191,7913.441,7813.241,28.14
"2023-04-12 18:00:00",1971,12.96,22.16,8.280701,8343.322,8205.903,28.02
"2023-04-12 19:00:00",1972,12.97,21.83,8.242301,8695.737,8531.897,27.93
"2023-04-12 20:00:00",1973,12.95,21.43,8.242301,9031.227,8835.022,27.87
"2023-04-12 21:00:00",1974,12.96,21.12,8.280701,9344.739,9115.718,27.87
"2023-04-12 22:00:00",1975,12.94,20.82,8.2039,9526.087,9277.271,27.86
"2023-04-12 23:00:00",1976,12.95,20.59,8.2039,9614.381,9354.141,27.86
"2023-04-13 00:00:00",1977,12.91,20.38,8.242301,9657.395,9392.316,27.86
"2023-04-13 01:00:00",1978,12.94,20.28,8.3575,9735.785,9462.054,27.86
"2023-04-13 02:00:00",1979,12.92,20.29,8.338301,9807.03,9524.763,27.91
"2023-04-13 03:00:00",1980,12.93,20.39,8.280701,9784.975,9505.422,27.94
"2023-04-13 04:00:00",1981,12.91,20.22,8.299901,9842.237,9555.763,27.93
"2023-04-13 05:00:00",1982,12.92,20.27,8.338301,9885.804,9593.977,27.93
"2023-04-13 06:00:00",1983,12.91,20.34,8.280701,9934.843,9634.95,27.96
"2023-04-13 07:00:00",1984,12.9,20.53,8.338301,9937.446,9640.55,28.02
"2023-04-13 08:00:00",1985,12.9,21.47,8.395901,9715.831,9446.522,28.1
"2023-04-13 09:00:00",1986,12.92,23.47,8.4151,9342.708,9113.55,28.36
"2023-04-13 10:00:00",1987,12.9,24.46,8.395901,8907.978,8724.778,28.82
"2023-04-13 11:00:00",1988,12.92,25.47,8.338301,8450.908,8307.561,29.09
"2023-04-13 12:00:00",1989,12.91,26.48,8.3575,8181.988,8059.995,29.18
"2023-04-13 13:00:00",1990,12.92,26.69,8.3575,8084.443,7970.967,29.16
"2023-04-13 14:00:00",1991,12.91,25.35,8.3767,8064.313,7952.4,28.77
"2023-04-13 15:00:00",1992,12.92,26.34,8.3191,8284.184,8155.514,28.89
"2023-04-13 16:00:00",1993,12.93,27.37,8.3575,8450.179,8307.022,28.69
"2023-04-13 17:00:00",1994,12.92,26.64,8.395901,8845.413,8667.258,28.46
"2023-04-13 18:00:00",1995,12.92,26.58,8.3191,9266.223,9045.923,28.28
"2023-04-13 19:00:00",1996,12.91,25.52,8.3191,9522.418,9273.096,28.17
"2023-04-13 20:00:00",1997,12.92,24.38,8.299901,9835.942,9552.527,28.07
"2023-04-13 21:00:00",1998,12.88,23.12,8.280701,9933.188,9636.264,27.97
"2023-04-13 22:00:00",1999,12.9,22.12,8.2615,9937.867,9640.762,27.93
"2023-04-13 23:00:00",2000,12.88,21.25,8.2615,9895.438,9600.279,27.89
"2023-04-14 00:00:00",2001,12.89,20.55,8.242301,9857.058,9568.416,27.85
"2023-04-14 01:00:00",2002,12.87,19.98,8.2615,9856.015,9567.296,27.82
"2023-04-14 02:00:00",2003,12.88,19.54,8.2615,9799.892,9518.303,27.82
"2023-04-14 03:00:00",2004,12.86,19.18,8.3191,9759.655,9483.573,27.79
"2023-04-14 04:00:00",2005,12.85,18.82,8.4343,9706.418,9437.103,27.77
"2023-04-14 05:00:00",2006,12.85,18.47,8.3575,9672.374,9406.026,27.77
"2023-04-14 06:00:00",2007,12.86,18.42,8.338301,9700.238,9435.675,27.83
"2023-04-14 07:00:00",2008,12.85,18.9,8.4343,9819.782,9539.88,27.91
"2023-04-14 08:00:00",2009,12.86,19.97,8.395901,9724.525,9453.06,28.09
"2023-04-14 09:00:00",2010,12.85,21.74,8.3575,9395.55,9160.632,28.33
"2023-04-14 10:00:00",2011,12.87,23.97,8.338301,8986.09,8794.09,29.02
"2023-04-14 11:00:00",2012,12.84,25.44,8.3575,8579.506,8425.381,29.17
"2023-04-14 12:00:00",2013,12.88,26.77,8.338301,8311.82,8180.662,29.45
"2023-04-14 13:00:00",2014,12.87,27.99,8.3575,8074.844,7961.116,29.73
"2023-04-14 14:00:00",2015,12.88,28.52,8.3191,8079.119,7965.358,29.32
"2023-04-14 15:00:00",2016,12.87,28.06,8.3191,8389.151,8250.706,28.99
"2023-04-14 16:00:00",2017,12.88,27.46,8.338301,8554.836,8411.135,28.63
"2023-04-14 17:00:00",2018,12.87,26.94,8.338301,8951.45,8762.391,28.38
"2023-04-14 18:00:00",2019,12.86,26.5,8.2615,9381.122,9147.894,28.21
"2023-04-14 19:00:00",2020,12.86,25.36,8.223101,9676.349,9409.946,28.08
"2023-04-14 20:00:00",2021,12.87,24.08,8.2039,9837.327,9551.784,27.95
"2023-04-14 21:00:00",2022,12.85,22.65,8.223101,9867.431,9578.095,27.85
"2023-04-14 22:00:00",2023,12.86,21.28,8.299901,9812.951,9530.347,27.77
"2023-04-14 23:00:00",2024,12.84,20.08,8.242301,9721.526,9449.505,27.71
"2023-04-15 00:00:00",2025,12.84,19.21,8.223101,9618.882,9359.088,27.68
"2023-04-15 01:00:00",2026,12.8,18.63,8.223101,9504.883,9257.181,27.67
"2023-04-15 02:00:00",2027,12.83,18.12,8.223101,9441.137,9199.694,27.64
"2023-04-15 03:00:00",2028,12.81,17.55,8.3191,9380.598,9147.813,27.61
"2023-04-15 04:00:00",2029,12.82,17.03,8.3767,9365.478,9133.99,27.6
"2023-04-15 05:00:00",2030,12.8,16.54,8.3575,9330.288,9103.08,27.58
"2023-04-15 06:00:00",2031,12.81,16.15,8.3191,9285.648,9062.542,27.58
"2023-04-15 07:00:00",2032,12.79,15.96,8.3191,9255.074,9035.18,27.57
"2023-04-15 08:00:00",2033,12.78,17.28,8.299901,9166.114,8955.142,27.71
"2023-04-15 09:00:00",2034,12.8,21.98,8.3575,9122.044,8914.659,28.18
"2023-04-15 10:00:00",2035,12.82,23.81,8.3575,8804.575,8630.007,28.91
"2023-04-15 11:00:00",2036,12.81,24.97,8.3191,8599.942,8444.098,29.33
"2023-04-15 12:00:00",2037,12.83,26.56,8.3575,8543.475,8385.225,29.68
"2023-04-15 13:00:00",2038,12.82,28.09,8.3767,8416.316,8275.971,29.83
"2023-04-15 14:00:00",2039,12.84,28.89,8.3191,8486.222,8339.817,29.52
"2023-04-15 15:00:00",2040,12.81,29.3,8.2615,8695.211,8530.023,29.3
"2023-04-15 16:00:00",2041,12.84,29.37,8.280701,8911.859,8727.266,28.97
"2023-04-15 17:00:00",2042,12.83,28.59,8.280701,9305.775,9081.968,28.66
"2023-04-15 18:00:00",2043,12.84,27.95,8.299901,9642.62,9381.423,28.49
"2023-04-15 19:00:00",2044,12.83,27.13,8.2615,9835.107,9551.004,28.35
"2023-04-15 20:00:00",2045,12.84,26.22,8.280701,10127.41,9805.66,28.24
"2023-04-15 21:00:00",2046,12.82,25.55,8.1463,10304.99,9959.753,28.21
"2023-04-15 22:00:00",2047,12.81,25,8.127101,10381.44,10027.45,28.18
"2023-04-15 23:00:00",2048,12.81,23.4,8.165501,10306.65,9962.149,28.03
"2023-04-16 00:00:00",2049,12.82,21.29,8.127101,10289.3,9949.198,27.9
"2023-04-16 01:00:00",2050,12.8,20.74,8.107901,10180.22,9851.013,27.88
"2023-04-16 02:00:00",2051,12.8,20.35,8.0887,10068.46,9754.202,27.87
"2023-04-16 03:00:00",2052,12.79,19.98,8.107901,9930.546,9632.912,27.87
"2023-04-16 04:00:00",2053,12.8,19.66,8.0887,9878.651,9587.628,27.85
"2023-04-16 05:00:00",2054,12.76,19.49,8.107901,9824.421,9540.161,27.86
"2023-04-16 06:00:00",2055,12.79,19.3,8.0887,9809.92,9528.435,27.85
"2023-04-16 07:00:00",2056,12.77,19.11,8.165501,9692.885,9416.122,27.83
"2023-04-16 08:00:00",2057,12.78,20.12,8.165501,9513.114,9265.42,27.93
"2023-04-16 09:00:00",2058,12.77,22.42,8.2039,9113.606,8907.655,28.24
"2023-04-16 10:00:00",2059,12.79,23.61,8.2039,8502.781,8354.596,28.59
"2023-04-16 11:00:00",2060,12.78,24.11,8.2039,8342.73,8208.94,28.58
"2023-04-16 12:00:00",2061,12.77,25.84,8.184701,8238.496,8117.458,29.18
"2023-04-16 13:00:00",2062,12.78,26.95,8.069501,7980.435,7873.624,29.37
"2023-04-16 14:00:00",2063,12.8,27.54,8.069501,8119.394,8002.034,29.17
"2023-04-16 15:00:00",2064,12.79,28,8.069501,8591.375,8436.432,29.06
"2023-04-16 16:00:00",2065,12.8,28.76,8.107901,9063.772,8863.327,28.8
"2023-04-16 17:00:00",2066,12.79,28.19,8.0887,9586.566,9331.092,28.54
"2023-04-16 18:00:00",2067,12.8,27.21,8.0887,9858.875,9571.197,28.36
"2023-04-16 19:00:00",2068,12.77,26.05,8.107901,9987.755,9683.698,28.23
"2023-04-16 20:00:00",2069,12.79,25.04,8.127101,10211.73,9879.725,28.12
"2023-04-16 21:00:00",2070,12.78,24.28,8.069501,10368.06,10014.32,28.09
"2023-04-16 22:00:00",2071,12.78,23.88,8.107901,10341.66,9991.395,28.09
"2023-04-16 23:00:00",2072,12.77,23.55,8.0887,10212.03,9879.854,28.09
"2023-04-17 00:00:00",2073,12.78,23.25,8.1463,10133.94,9813.466,28.09
"2023-04-17 01:00:00",2074,12.76,22.95,8.184701,10064.5,9750.83,28.07
"2023-04-17 02:00:00",2075,12.75,22.57,8.242301,9994.438,9688.931,28.05
"2023-04-17 03:00:00",2076,12.76,22.39,8.242301,9949.669,9649.757,28.04
"2023-04-17 04:00:00",2077,12.76,21.93,8.280701,9790.644,9510.279,27.9
"2023-04-17 05:00:00",2078,12.75,21.21,8.280701,9673.557,9407.139,27.82
"2023-04-17 06:00:00",2079,12.76,20.48,8.299901,9415.854,9179.021,27.72
"2023-04-17 07:00:00",2080,12.74,19.62,8.299901,9169.915,8958.97,27.59
"2023-04-17 08:00:00",2081,12.75,19.1,8.299901,8713.097,8545.142,27.65
"2023-04-17 09:00:00",2082,12.71,19.22,8.280701,8039.131,7928.255,27.71
"2023-04-17 10:00:00",2083,12.74,19.38,8.280701,7477.102,7405.18,27.92
"2023-04-17 11:00:00",2084,12.73,20.62,8.2615,6955.701,6912.525,28.64
"2023-04-17 12:00:00",2085,12.74,21.87,8.299901,6752.208,6718.101,29.07
"2023-04-17 13:00:00",2086,12.73,23.09,8.3191,6795.021,6758.731,29.25
"2023-04-17 14:00:00",2087,12.75,23.81,8.280701,7086.354,7036.46,28.92
"2023-04-17 15:00:00",2088,12.74,23.97,8.280701,7539.872,7463.173,28.55
"2023-04-17 16:00:00",2089,12.73,25,8.223101,8042.342,7931.208,28.25
"2023-04-17 17:00:00",2090,12.74,24.32,8.242301,8503.554,8356.399,28.01
"2023-04-17 18:00:00",2091,12.75,23.97,8.280701,8935.021,8748.408,27.89
"2023-04-17 19:00:00",2092,12.73,22.54,8.280701,9095.132,8892.183,27.76
"2023-04-17 20:00:00",2093,12.74,20.82,8.299901,9069.184,8865.806,27.59
"2023-04-17 21:00:00",2094,12.72,19.12,8.299901,8990.464,8797.974,27.47
"2023-04-17 22:00:00",2095,12.73,17.54,8.299901,8866.419,8685.209,27.39
"2023-04-17 23:00:00",2096,12.69,16.09,8.2615,8814.856,8638.678,27.31
"2023-04-18 00:00:00",2097,12.71,14.86,8.299901,8634.847,8474.802,27.23
"2023-04-18 01:00:00",2098,12.69,13.81,8.280701,8518.886,8369.649,27.19
"2023-04-18 02:00:00",2099,12.69,12.8,8.280701,8465.821,8321.816,27.12
"2023-04-18 03:00:00",2100,12.68,11.9,8.280701,8401.806,8262.931,27.08
"2023-04-18 04:00:00",2101,12.68,10.92,8.299901,8328.29,8195.761,27.02
"2023-04-18 05:00:00",2102,12.66,10.16,8.2615,8305.824,8174.175,27.01
"2023-04-18 06:00:00",2103,12.64,9.44,8.280701,8272.298,8144.307,26.95
"2023-04-18 07:00:00",2104,12.65,9.01,8.280701,8194.271,8071.769,26.97
"2023-04-18 08:00:00",2105,12.66,10.75,8.299901,8122.447,8006.224,27.13
"2023-04-18 09:00:00",2106,12.65,15.83,8.280701,8045.772,7936.015,27.64
"2023-04-18 10:00:00",2107,12.68,19.13,8.280701,7699.82,7613.771,28.5
"2023-04-18 11:00:00",2108,12.68,21.04,8.280701,7258.918,7199.837,28.86
"2023-04-18 12:00:00",2109,12.7,22.99,8.280701,6957.276,6912.894,29.32
"2023-04-18 13:00:00",2110,12.67,24.65,8.3191,6892.483,6852.234,29.52
"2023-04-18 14:00:00",2111,12.71,25.23,8.3191,7065.694,7017.152,29.1
"2023-04-18 15:00:00",2112,12.7,25.66,8.280701,7350.905,7285.924,28.75
"2023-04-18 16:00:00",2113,12.72,26.86,8.242301,7677.489,7592.484,28.45
"2023-04-18 17:00:00",2114,12.71,26.4,8.242301,8118.83,8002.84,28.27
"2023-04-18 18:00:00",2115,12.72,25.81,8.2039,8545.451,8394.911,28.12
"2023-04-18 19:00:00",2116,12.7,24.02,8.242301,8821.857,8645.428,27.92
"2023-04-18 20:00:00",2117,12.69,21.9,8.2615,8988.818,8795.934,27.68
"2023-04-18 21:00:00",2118,12.69,20.07,8.280701,9015.061,8821.736,27.55
"2023-04-18 22:00:00",2119,12.69,18.58,8.2615,8954.277,8764.84,27.46
"2023-04-18 23:00:00",2120,12.68,17.58,8.280701,8901.653,8718.072,27.43
"2023-04-19 00:00:00",2121,12.68,16.69,8.2615,8812.222,8637.706,27.39
"2023-04-19 01:00:00",2122,12.66,15.94,8.2615,8727.017,8559.48,27.36
"2023-04-19 02:00:00",2123,12.67,15.3,8.299901,8664.522,8502.774,27.34
"2023-04-19 03:00:00",2124,12.63,14.72,8.280701,8598.611,8443.029,27.32
"2023-04-19 04:00:00",2125,12.66,14.07,8.223101,8580.911,8432.508,27.28
"2023-04-19 05:00:00",2126,12.64,13.32,8.242301,8582.872,8429.194,27.24
"2023-04-19 06:00:00",2127,12.65,12.71,8.242301,8496.184,8349.308,27.21
"2023-04-19 07:00:00",2128,12.63,12.31,8.280701,8436.391,8294.479,27.23
"2023-04-19 08:00:00",2129,12.64,13.52,8.299901,8252.104,8126.046,27.41
"2023-04-19 09:00:00",2130,12.63,16.55,8.3191,7945.942,7843.325,27.79
"2023-04-19 10:00:00",2131,12.63,18.57,8.3191,7574.056,7496.697,28.07
"2023-04-19 11:00:00",2132,12.64,20.97,8.338301,7222.013,7165.149,28.61
"2023-04-19 12:00:00",2133,12.66,23.88,8.338301,6950.807,6907.975,29.2
"2023-04-19 13:00:00",2134,12.66,26.26,8.338301,6767.547,6732.021,29.43
"2023-04-19 14:00:00",2135,12.68,26.24,8.338301,6792.655,6756.862,29.11
"2023-04-19 15:00:00",2136,12.67,26.64,8.3575,7006.828,6961.303,28.8
"2023-04-19 16:00:00",2137,12.68,26.3,8.3575,7229.79,7172.212,28.56
"2023-04-19 17:00:00",2138,12.65,26.26,8.338301,7594.838,7515.63,28.43
"2023-04-19 18:00:00",2139,12.68,25.88,8.3575,8002.835,7894.622,28.25
"2023-04-19 19:00:00",2140,12.67,24.87,8.3191,8511.012,8362.591,28.1
"2023-04-19 20:00:00",2141,12.68,23.77,8.280701,8890.061,8706.509,27.94
"2023-04-19 21:00:00",2142,12.66,22.67,8.2615,9115.809,8910.259,27.82
"2023-04-19 22:00:00",2143,12.67,21.47,8.2615,9197.767,8984.573,27.72
"2023-04-19 23:00:00",2144,12.65,20.29,8.2615,9173.695,8962.92,27.63
"2023-04-20 00:00:00",2145,12.64,19.1,8.2039,9076.249,8874.737,27.54
"2023-04-20 01:00:00",2146,12.64,18.16,8.2039,8973.551,8782.868,27.5
"2023-04-20 02:00:00",2147,12.64,17.22,8.223101,8852.594,8673.01,27.46
"2023-04-20 03:00:00",2148,12.63,16.37,8.223101,8810.001,8635.665,27.4
"2023-04-20 04:00:00",2149,12.63,15.76,8.280701,8737.72,8569.361,27.37
"2023-04-20 05:00:00",2150,12.62,15.17,8.3191,8686.901,8524.136,27.33
"2023-04-20 06:00:00",2151,12.62,14.59,8.299901,8648.936,8489.314,27.31
"2023-04-20 07:00:00",2152,12.59,14.2,8.3191,8613.174,8456.539,27.33
"2023-04-20 08:00:00",2153,12.61,15.94,8.3191,8537.918,8388.182,27.5
"2023-04-20 09:00:00",2154,12.61,20.65,8.3191,8427.306,8287.061,28.06
"2023-04-20 10:00:00",2155,12.63,23.2,8.2615,8103.063,7987.801,28.95
"2023-04-20 11:00:00",2156,12.62,24.68,8.242301,7637.931,7555.185,29.41
"2023-04-20 12:00:00",2157,12.64,26.38,8.2615,7245.682,7181.074,29.71
"2023-04-20 13:00:00",2158,12.63,27.88,8.223101,6972.093,6926.946,29.79
"2023-04-20 14:00:00",2159,12.63,27.9,8.184701,7062.685,7013.715,29.32
"2023-04-20 15:00:00",2160,12.64,28.35,8.223101,7421.267,7353.158,29.01
"2023-04-20 16:00:00",2161,12.65,28.88,8.223101,7844.795,7747.683,28.63
"2023-04-20 17:00:00",2162,12.64,28.15,8.2615,8284.133,8154.909,28.38
"2023-04-20 18:00:00",2163,12.65,27.67,8.280701,8917.73,8732.432,28.22
"2023-04-20 19:00:00",2164,12.64,26.44,8.3191,9570.125,9316.165,28.09
"2023-04-20 20:00:00",2165,12.65,25.16,8.299901,9727.466,9455.794,27.97
"2023-04-20 21:00:00",2166,12.61,23.99,8.3191,9671.29,9405.838,27.86
"2023-04-20 22:00:00",2167,12.63,22.86,8.280701,9562.474,9309.14,27.77
"2023-04-20 23:00:00",2168,12.62,21.43,8.299901,9428.933,9182.314,27.67
"2023-04-21 00:00:00",2169,12.62,20.01,8.3191,9233.436,9014.048,27.59
"2023-04-21 01:00:00",2170,12.61,18.91,8.3191,9134.718,8928.824,27.53
"2023-04-21 02:00:00",2171,12.61,17.9,8.3191,9002.732,8811.485,27.48
"2023-04-21 03:00:00",2172,12.59,17.04,8.338301,8896.915,8713.083,27.43
"2023-04-21 04:00:00",2173,12.58,16.34,8.280701,8814.94,8639.19,27.4
"2023-04-21 05:00:00",2174,12.58,15.66,8.223101,8786.056,8613.629,27.36
"2023-04-21 06:00:00",2175,12.59,15.12,8.223101,8776.679,8604.834,27.35
"2023-04-21 07:00:00",2176,12.57,14.93,8.242301,8713.404,8547.914,27.39
"2023-04-21 08:00:00",2177,12.58,16.71,8.2615,8648.611,8488.773,27.57
"2023-04-21 09:00:00",2178,12.58,21.12,8.2615,8521.119,8372.439,28.11
"2023-04-21 10:00:00",2179,12.59,23.32,8.2615,8138.097,8019.639,28.69
"2023-04-21 11:00:00",2180,12.57,24.55,8.242301,7714.231,7626.103,29.1
"2023-04-21 12:00:00",2181,12.6,26.26,8.2615,7532.918,7456.322,29.5
"2023-04-21 13:00:00",2182,12.59,27.45,8.242301,7285.018,7223.441,29.54
"2023-04-21 14:00:00",2183,12.61,27.67,8.2615,7265.66,7205.373,29.28
"2023-04-21 15:00:00",2184,12.6,28.32,8.3191,7617.816,7536.277,29.02
"2023-04-21 16:00:00",2185,12.62,29.04,8.3191,7893.117,7794.04,28.76
"2023-04-21 17:00:00",2186,12.6,28.66,8.3191,8331.753,8199.719,28.52
"2023-04-21 18:00:00",2187,12.6,28.04,8.3191,8846.054,8667.974,28.31
"2023-04-21 19:00:00",2188,12.6,26.55,8.299901,9251.168,9032.192,28.15
"2023-04-21 20:00:00",2189,12.61,24.98,8.338301,9595.245,9338.673,28
"2023-04-21 21:00:00",2190,12.58,23.45,8.338301,9709.04,9439.633,27.87
"2023-04-21 22:00:00",2191,12.6,22.16,8.3191,9568.703,9314.077,27.78
"2023-04-21 23:00:00",2192,12.57,21.18,8.3191,9474.241,9230.636,27.74
"2023-04-22 00:00:00",2193,12.59,20.55,8.299901,9401.294,9165.426,27.74
"2023-04-22 01:00:00",2194,12.54,20.23,8.3191,9384.303,9150.982,27.77
"2023-04-22 02:00:00",2195,12.58,19.99,8.3191,9386.311,9152.271,27.78
"2023-04-22 03:00:00",2196,12.55,19.84,8.338301,9408.882,9171.825,27.79
"2023-04-22 04:00:00",2197,12.57,19.36,8.338301,9392.81,9157.406,27.73
"2023-04-22 05:00:00",2198,12.54,18.79,8.3191,9297.146,9073.287,27.68
"2023-04-22 06:00:00",2199,12.55,18.25,8.338301,9197.144,8982.524,27.63
"2023-04-22 07:00:00",2200,12.56,17.86,8.338301,9076.542,8875.469,27.63
"2023-04-22 08:00:00",2201,12.53,18.96,8.299901,8911.658,8726.978,27.8
"2023-04-22 09:00:00",2202,12.56,22.73,8.3191,8711.87,8545.608,28.28
"2023-04-22 10:00:00",2203,12.55,24.95,8.3191,8483.787,8338.187,29.05
"2023-04-22 11:00:00",2204,12.57,26.12,8.3191,7994.048,7886.516,29.41
"2023-04-22 12:00:00",2205,12.56,27.74,8.299901,7674.888,7589.581,29.79
"2023-04-22 13:00:00",2206,12.58,28.56,8.3191,7740.624,7651.002,29.79
