depth,ID,day,mnth,yr,Date,DO,Temp,CO2,pH,SpC,min,light,velocity_m.s,VentDO,VentTemp_F,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,mean.DO.deficit,mean.DO.sat,DO.sat.def,velocity_m.h,Q_m.h,u.h,deltaDO,deltaDO_rate,K600_1d,K_reaeration,rearation,not,hour,Month,year,time.x,time.y,ER,GPP,GPPavg,u_md,L_max,L_min,demars
0.6269594394552936,LF,10,5,2022,2022-05-10T00:00:00Z,2.74,72.61,14722.911285301156,NA,NA,0,0,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.56,8.650341929403519,5.910341929403518,22.97,8.583104273228685,6.837235605305608,6.373788767354563,8.6167231013161,0.7396998478900922,310.9229988102422,3898.722180956567,0.13775611982897704,0.9941313320769234,13.288600714807544,9.85167780843906,39.36835897505558,29.12076914553116,-15.832168430723616,0,5,2022,ER,ER,-13.436754904355974,0,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
0.6269594394552936,LF,10,5,2022,2022-05-10T01:00:00Z,2.78,72.54,14722.911285301156,NA,523.8,0,0,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.52,8.656952049126414,5.876952049126414,22.97,8.583104273228685,6.837235605305608,6.357093827216011,8.620028161177549,0.7374794731932283,310.9229988102422,3898.722180956567,0.13775611982897704,1.034131332076923,13.823282613910155,9.85167780843906,39.265240967786816,28.957309223728586,-15.13402660981843,1,5,2022,ER,ER,-13.436754904355974,0,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
0.6269594394552936,LF,10,5,2022,2022-05-10T02:00:00Z,2.85,72.46,14722.911285301156,NA,523.2,0,0,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.48,8.663571198100966,5.813571198100966,22.97,8.583104273228685,6.837235605305608,6.325403401703287,8.623337735664826,0.7335214734246545,310.9229988102422,3898.722180956567,0.13775611982897704,1.1041313320769233,14.75897593733973,9.85167780843906,39.06950180961967,28.658318533359427,-13.899342596019697,2,5,2022,ER,ER,-13.436754904355974,0,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
0.6269594394552936,LF,10,5,2022,2022-05-10T03:00:00Z,2.91,72.36,14722.911285301156,NA,522.8,0,0,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.42,8.673516893734934,5.763516893734934,22.97,8.583104273228685,6.837235605305608,6.300376249520271,8.62831058348181,0.7301981295830754,310.9229988102422,3898.722180956567,0.13775611982897704,1.1641313320769233,15.560998785993654,9.85167780843906,38.91491904146916,28.415601096957587,-12.854602310963934,3,5,2022,ER,ER,-13.436754904355974,0.5821525933920402,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
0.6269594394552936,LF,10,5,2022,2022-05-10T04:00:00Z,2.97,72.32,14722.911285301156,NA,522.3,0,0,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.4,8.67683666122181,5.706836661221809,22.97,8.583104273228685,6.837235605305608,6.2720361332637085,8.629970467225247,0.7267737655746956,310.9229988102422,3898.722180956567,0.13775611982897704,1.2241313320769234,16.36302163464758,9.85167780843906,38.73987341148255,28.155123677150204,-11.792102042502624,4,5,2022,ER,ER,-13.436754904355974,1.6446528618533502,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
0.6269594394552936,LF,10,5,2022,2022-05-10T05:00:00Z,2.89,72.28,14722.911285301156,NA,522.1,0,0,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.38,8.680158700560774,5.790158700560774,22.97,8.583104273228685,6.837235605305608,6.313697152933191,8.63163148689473,0.7314604617353253,310.9229988102422,3898.722180956567,0.13775611982897704,1.1441313320769233,15.29365783644235,9.85167780843906,38.99719696541259,28.52490769870412,-13.23124986226177,5,5,2022,ER,ER,-13.436754904355974,0.20550504209420417,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
0.6269594394552936,LF,10,5,2022,2022-05-10T06:00:00Z,3.03,72.21,14722.911285301156,NA,521.8,0,365.7739351345537,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.34,8.686809604528337,5.656809604528338,22.97,8.583104273228685,6.837235605305608,6.247022604916973,8.63495693887851,0.7234572967920698,310.9229988102422,3898.722180956567,0.13775611982897704,1.284131332076923,17.165044483301497,9.85167780843906,38.58537479235186,27.914870942983747,-10.74982645968225,6,5,2022,AM,ER,-13.436754904355974,2.6869284446737236,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
0.6269594394552936,LF,10,5,2022,2022-05-10T07:00:00Z,3.15,72.25,14722.911285301156,NA,521.9,0,865.4309861959449,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.36,8.683483014184452,5.533483014184451,22.97,8.583104273228685,6.837235605305608,6.18535930974503,8.633293643706569,0.7164541790205392,310.9229988102422,3898.722180956567,0.13775611982897704,1.404131332076923,18.769090180609343,9.85167780843906,38.204505135618405,27.37177736182546,-8.602687181216115,7,5,2022,AM,ER,-13.436754904355974,4.834067723139858,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
0.6269594394552936,LF,10,5,2022,2022-05-10T08:00:00Z,3.32,72.43,2754.1976683241446,NA,523.2,0,1328.938604592683,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.46,8.666884164600134,5.346884164600134,22.97,8.583104273228685,6.837235605305608,6.092059884952871,8.62499421891441,0.7063262571925123,310.9229988102422,3898.722180956567,0.13775611982897704,1.574131332076923,21.041488251795457,9.85167780843906,37.62823168485759,26.577808050738163,-5.536319798942706,8,5,2022,AM,ER,-13.436754904355974,7.900435105413267,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
0.6269594394552936,LF,10,5,2022,2022-05-10T09:00:00Z,3.53,72.68,NA,NA,524.8,0,1724.7075053652507,0.08636749966951171,1.7458686679230768,73.34492582666667,1.0829783835990465,22.6,8.64374081962798,5.113740819627981,22.97,8.583104273228685,6.837235605305608,5.975488212466795,8.613422546428332,0.6937414460114475,310.9229988102422,3898.722180956567,0.13775611982897704,1.784131332076923,23.848568222084182,9.85167780843906,36.90821481321922,25.604758314223826,-1.7561900921396436,9,5,2022,AM,ER,-13.436754904355974,11.68056481221633,8.58217363639599,7462.151971445812,2272.3495783795265,302.9799437839369,two
