Date,DO,depth,Temp,light,SpC,velocity_m.s,VentDO,VentTemp_F,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,mean.DO.deficit,mean.DO.sat,DO.sat.def,velocity_m.h,Q_m.h,u.h,deltaDO,deltaDO_rate,K600_1d,K_reaeration,rearation,not,hour,day,Month,year,time.x,time.y,ER,GPP,GPPavg,u_md,L_max,L_min,demars
2022-05-23T10:00:00Z,6.43,0.5539129383015573,73.72,2052.948987353712,381.3,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,23.18,8.549025402987395,2.119025402987395,22.73,8.62234920530432,3.3745714275265417,2.7467984152569684,8.585687304145857,0.319927609514802,477.67958010690324,4365.782846430536,0.23954806446438354,1.1822222222222223,24.217363042565474,29.881646470328967,45.46454205527703,14.545362257429963,9.672000785135511,10,23,5,2022,AM,ER,-34.61721123769072,44.28921202282623,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
2022-05-23T11:00:00Z,6.44,0.5539129383015573,74.12,2235.329772057707,382.2,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,23.4,8.513581354544918,2.0735813545449178,22.73,8.62234920530432,3.3745714275265417,2.7240763910357297,8.567965279924618,0.3179373750986648,477.67958010690324,4365.782846430536,0.23954806446438354,1.192222222222223,24.42220915852704,29.881646470328967,45.08845095953097,14.33530374533815,10.08690541318889,11,23,5,2022,AM,ER,-34.61721123769072,44.704116650879605,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
2022-05-23T12:00:00Z,6.71,0.5539129383015573,74.48,2292.523720216308,383.9,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,23.6,8.481585695894635,1.7715856958946352,22.73,8.62234920530432,3.3745714275265417,2.5730785617105885,8.551967450599477,0.30087562617304164,477.67958010690324,4365.782846430536,0.23954806446438354,1.4622222222222225,29.95305428948888,29.881646470328967,42.5891604679256,12.814040323971266,17.139013965517613,12,23,5,2022,AM,ER,-34.61721123769072,51.75622520320833,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
2022-05-23T13:00:00Z,6.8,0.5539129383015573,74.52,2220.6336613028093,383.9,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,23.62,8.478397886155816,1.6783978861558166,22.73,8.62234920530432,3.3745714275265417,2.526484656841179,8.550373545730068,0.2954823720073457,477.67958010690324,4365.782846430536,0.23954806446438354,1.5522222222222224,31.796669333142823,29.881646470328967,41.81794604764327,12.356465890632839,19.440203442509983,13,23,5,2022,AM,ER,-34.61721123769072,54.0574146802007,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
2022-05-23T14:00:00Z,6.48,0.5539129383015573,74.23,2024.5583592822318,383.2,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,23.46,8.503960149372926,2.0239601493729253,22.73,8.62234920530432,3.3745714275265417,2.6992657884497335,8.563154677338623,0.3152186186234638,477.67958010690324,4365.782846430536,0.23954806446438354,1.232222222222223,25.241593622373237,29.881646470328967,44.67779006850149,14.083271268542148,11.158322353831089,14,23,5,2022,AM,ER,-34.61721123769072,45.77553359152181,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
2022-05-23T15:00:00Z,6.14,0.5539129383015573,74.12,1717.6586904412754,382.4,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,23.4,8.513581354544918,2.3735813545449185,22.73,8.62234920530432,3.3745714275265417,2.87407639103573,8.567965279924618,0.33544444884363683,477.67958010690324,4365.782846430536,0.23954806446438354,0.8922222222222222,18.27682567968052,29.881646470328967,47.571225549181214,15.957503535161427,2.3193221445190932,15,23,5,2022,AM,ER,-34.61721123769072,36.93653338220981,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
2022-05-23T16:00:00Z,5.75,0.5539129383015573,73.87,1320.8472046852844,381.4,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,23.26,8.536106314531425,2.786106314531425,22.73,8.62234920530432,3.3745714275265417,3.0803388710289834,8.579227759917872,0.35904617026491803,477.67958010690324,4365.782846430536,0.23954806446438354,0.5022222222222226,10.287827157180075,29.881646470328967,50.98524717668449,18.30605773879879,-8.018230581618713,16,23,5,2022,AM,ER,-34.61721123769072,26.598980656072005,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
2022-05-23T17:00:00Z,5.61,0.5539129383015573,73.65,861.1631100361325,380.9,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,23.14,8.555498011981616,2.9454980119816154,22.73,8.62234920530432,3.3745714275265417,3.1600347197540786,8.588923608642968,0.36791976081544836,477.67958010690324,4365.782846430536,0.23954806446438354,0.3622222222222229,7.419981533718383,29.881646470328967,52.30435936411966,19.24380738685216,-11.823825853133778,17,23,5,2022,AM,ER,-34.61721123769072,22.79338538455694,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
2022-05-23T18:00:00Z,5.42,0.5539129383015573,73.47,369.9297836648743,380.3,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,23.04,8.571717789780884,3.151717789780884,22.73,8.62234920530432,3.3745714275265417,3.263144608653713,8.5970334975426,0.3795663480416191,477.67958010690324,4365.782846430536,0.23954806446438354,0.1722222222222225,3.5279053304489234,29.881646470328967,54.0110167781308,20.500764392489724,-16.9728590620408,18,23,5,2022,AM,ER,-34.61721123769072,17.644352175649917,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
2022-05-23T19:00:00Z,5.07,0.5539129383015573,73.22,0,379.3,0.13268877225191755,5.247777777777777,72.9061925,1.2127174573418156,22.9,8.594517751081435,3.5245177510814347,22.73,8.62234920530432,3.3745714275265417,3.449544589303988,8.608433478192877,0.40071687816865525,477.67958010690324,4365.782846430536,0.23954806446438354,-0.17777777777777715,-3.6417087282053213,29.881646470328967,57.096277681262805,22.879442147486298,-26.521150875691617,19,23,5,2022,ER,ER,-34.61721123769072,8.0960603619991,25.18941529350889,11464.309922565677,1150.9717110751428,153.46289481001904,two
