Date,LowRangeSpC,FullRangeSpC,Temp
2022-07-25 14:00,505.5,493,78.24
2022-07-25 15:00,501.5,492.3,79.12
2022-07-25 16:00,461.9,453.6,79.72
2022-07-25 17:00,476,467.7,79.57
2022-07-25 18:00,485,475.4,78.69
2022-07-25 19:00,490.3,479.9,78.28
2022-07-25 20:00,483.8,473.9,78.53
2022-07-25 21:00,498.5,488.1,78.35
2022-07-25 22:00,497.4,486.9,78.53
2022-07-25 23:00,496.4,486.6,78.57
2022-07-26 00:00,490.9,481.8,78.48
2022-07-26 01:00,483,474.4,78.35
2022-07-26 02:00,482,473.3,78.28
2022-07-26 03:00,476.1,467.3,78.21
2022-07-26 04:00,469.9,461.4,78.12
2022-07-26 05:00,464,455.9,78.06
2022-07-26 06:00,511.2,499.4,78.03
2022-07-26 07:00,513.2,500.5,77.9
2022-07-26 08:00,517.3,505,77.88
2022-07-26 09:00,518,505.4,77.88
2022-07-26 10:00,519,506.8,78.01
2022-07-26 11:00,520.3,507.8,78.31
2022-07-26 12:00,521,508.6,78.35
2022-07-26 13:00,522.4,509.6,78.53
2022-07-26 14:00,523.6,511,78.73
2022-07-26 15:00,522.8,510.5,79.16
2022-07-26 16:00,522.1,510,79.84
2022-07-26 17:00,517.1,505.1,79.88
2022-07-26 18:00,509.4,497.7,79.72
2022-07-26 19:00,208.8,203.5,84.27
2022-07-26 20:00,364,356.8,81.68
2022-07-26 21:00,414.2,405.6,80.78
2022-07-26 22:00,447.3,436.4,80.11
2022-07-26 23:00,469.6,458.8,79.59
2022-07-27 00:00,487,474.9,79.21
2022-07-27 01:00,498.1,485,78.78
2022-07-27 02:00,501.7,488.4,78.55
2022-07-27 03:00,502.6,489.2,78.33
2022-07-27 04:00,502.5,488.9,78.19
2022-07-27 05:00,502.9,489.7,78.06
2022-07-27 06:00,499.8,486,78.04
2022-07-27 07:00,499.7,486,77.94
2022-07-27 08:00,499.6,485.6,77.86
2022-07-27 09:00,501,486.8,77.76
2022-07-27 10:00,501.6,487.1,77.81
2022-07-27 11:00,502.6,488.6,77.97
2022-07-27 12:00,503.3,489.3,78.1
2022-07-27 13:00,504.1,490.4,78.28
2022-07-27 14:00,504.4,490.7,78.39
2022-07-27 15:00,504.4,491.4,78.6
2022-07-27 16:00,501.8,488.9,79.39
2022-07-27 17:00,491.2,478.9,79.39
2022-07-27 18:00,494.1,481.1,79.3
2022-07-27 19:00,495.4,482.9,79.66
2022-07-27 20:00,497.5,484.5,79.32
2022-07-27 21:00,500.9,488.2,79.2
2022-07-27 22:00,504.2,490.5,79.02
2022-07-27 23:00,505.7,492,79.02
2022-07-28 00:00,503.6,490.1,79.02
2022-07-28 01:00,505.6,492,78.87
2022-07-28 02:00,506.3,493.2,78.84
2022-07-28 03:00,507.1,493.6,78.73
2022-07-28 04:00,507.4,493.6,78.64
2022-07-28 05:00,507.5,494,78.6
2022-07-28 06:00,504.7,491,78.6
2022-07-28 07:00,503.8,490.3,78.6
2022-07-28 08:00,505.3,491.4,78.42
2022-07-28 09:00,506.5,492.9,78.39
2022-07-28 10:00,506.5,492.2,78.4
2022-07-28 11:00,508,494,78.48
2022-07-28 12:00,511.4,497.3,78.64
2022-07-28 13:00,513.5,499.9,78.85
2022-07-28 14:00,516.4,502.8,79.12
2022-07-28 15:00,515.9,502.7,79.39
2022-07-28 16:00,516.5,503.4,79.59
2022-07-28 17:00,517.8,504.8,79.68
2022-07-28 18:00,518.7,505.5,79.72
2022-07-28 19:00,519.4,506.3,79.61
2022-07-28 20:00,519.9,506.7,79.65
2022-07-28 21:00,521.6,508.2,79.5
2022-07-28 22:00,522.8,509.3,79.5
2022-07-28 23:00,523.7,509.7,79.38
2022-07-29 00:00,521.7,507.9,79.38
2022-07-29 01:00,519.3,505.6,79.43
2022-07-29 02:00,519.9,506.4,79.32
2022-07-29 03:00,520.1,506.4,79.21
2022-07-29 04:00,519.9,506.1,79.12
2022-07-29 05:00,519.2,505.4,79.02
2022-07-29 06:00,517.8,504.6,79.05
2022-07-29 07:00,517.9,504.3,78.91
2022-07-29 08:00,517,503.2,78.85
2022-07-29 09:00,518.1,504.7,78.8
2022-07-29 10:00,517.9,504.7,78.87
2022-07-29 11:00,520.5,506.9,79.07
2022-07-29 12:00,523,509.4,79.25
2022-07-29 13:00,525.9,512.3,79.57
2022-07-29 14:00,528.1,515.6,79.81
2022-07-29 15:00,528.8,515.9,79.92
2022-07-29 16:00,529.8,517.4,80.02
2022-07-29 17:00,529.2,516.2,80.26
2022-07-29 18:00,525.2,512.7,80.76
2022-07-29 19:00,521.9,509,80.47
2022-07-29 20:00,525.4,512.4,80.42
2022-07-29 21:00,529.7,517.3,80.19
2022-07-29 22:00,530.6,517.7,80.02
2022-07-29 23:00,531.4,518.5,79.9
2022-07-30 00:00,529.8,517,79.95
2022-07-30 01:00,523.3,510.3,79.9
2022-07-30 02:00,525.4,512.2,79.75
2022-07-30 03:00,526.8,513.1,79.5
2022-07-30 04:00,527,513.1,79.36
2022-07-30 05:00,526.9,512.7,79.29
2022-07-30 06:00,525.7,511.6,79.21
2022-07-30 07:00,524.7,510.5,79.2
2022-07-30 08:00,524.8,510.6,79.12
2022-07-30 09:00,523.7,509.4,79.12
2022-07-30 10:00,525.6,511.3,79.09
2022-07-30 11:00,527.6,513.5,79.23
2022-07-30 12:00,528.9,515.3,79.38
2022-07-30 13:00,531.3,518.2,79.72
2022-07-30 14:00,533.2,519.6,79.95
2022-07-30 15:00,534.4,520.7,80.02
2022-07-30 16:00,534.7,521,80.11
2022-07-30 17:00,534.5,521,80.37
2022-07-30 18:00,530.9,518.2,80.92
2022-07-30 19:00,511.5,499.6,81.07
2022-07-30 20:00,521.3,508.6,80.65
2022-07-30 21:00,528.5,515.4,80.42
2022-07-30 22:00,531.9,518.8,80.17
2022-07-30 23:00,530.8,517.6,80.33
2022-07-31 00:00,528.8,515.5,80.06
2022-07-31 01:00,526.7,513.2,80.17
2022-07-31 02:00,530.9,517.8,79.9
2022-07-31 03:00,531.8,518.2,79.66
2022-07-31 04:00,531.5,517.5,79.52
2022-07-31 05:00,531,517.2,79.39
2022-07-31 06:00,530.3,516.1,79.3
2022-07-31 07:00,530,515.7,79.23
2022-07-31 08:00,529.1,514.6,79.29
2022-07-31 09:00,524,509.4,79.36
2022-07-31 10:00,528.8,514.2,79.25
2022-07-31 11:00,529.4,515.7,79.47
2022-07-31 12:00,531.2,517.5,79.57
2022-07-31 13:00,533.1,519.3,79.68
2022-07-31 14:00,535.9,521.7,80.35
2022-07-31 15:00,537.7,523.9,80.55
2022-07-31 16:00,539.9,526.4,80.73
2022-07-31 17:00,539.4,525.7,80.8
2022-07-31 18:00,539.3,525.6,81.1
2022-07-31 19:00,536.5,522.9,81.21
2022-07-31 20:00,536.8,523,80.92
2022-07-31 21:00,534.6,521.2,80.76
2022-07-31 22:00,536.9,523.2,80.51
2022-07-31 23:00,537.3,522.8,80.37
2022-08-01 00:00,536.7,522.5,80.19
2022-08-01 01:00,531.2,517.7,80.17
2022-08-01 02:00,532.5,518.5,79.97
2022-08-01 03:00,533.4,519.3,79.68
2022-08-01 04:00,532.8,518.3,79.5
2022-08-01 05:00,531.9,517.6,79.32
2022-08-01 06:00,531.3,516.9,79.2
2022-08-01 07:00,530.5,515.8,79.09
