Date,depth,ID,DO,Temp,K600_1.d_daily,velocity,w,km,m,area,VentDO,VentTemp,discharge,change.DO.flux,Vent.DO.sat,stat2.DO.sat,DO.deficit.from.sat,K.flux,not.air.water.xchange,reach.km,reach.test,time,date,GPP,ER
2022-05-12T04:00:00Z,0.8906395998317,AM,4.34,70.7,13.725815343577487,0.2619958566006799,28,1,1000,28000,1.2566666666666666,22.056666666666665,564505.5263026468,62.1628109321367,8.734182306796402,8.82861492785695,5.9830652839933425,73.14150536096498,-10.978694428828284,1.6491874211968525,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T05:00:00Z,0.9019748536730176,AM,4.35,70.66,13.725815343577487,0.25985753759662483,28,1,1000,28000,1.2566666666666666,22.056666666666665,567024.1059963425,62.64266313864354,8.734182306796402,8.832041758942863,5.979778699536299,74.03169513562958,-11.389031996986034,1.6357273274009085,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T06:00:00Z,0.8906395998317,AM,4.37,70.63,13.725815343577487,0.2619958566006799,28,1,1000,28000,1.2566666666666666,22.056666666666665,564505.5263026468,62.767638281746684,8.734182306796402,8.835470976566173,5.971493308347954,73.0000407974797,-10.232402515733014,1.6491874211968525,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T07:00:00Z,0.901974853673022,AM,4.46,70.66,13.725815343577487,0.259857537596624,28,1,1000,28000,1.2566666666666666,22.056666666666665,567024.1059963435,64.87025784077215,8.734182306796402,8.832041758942863,5.924778699536299,73.35077641989629,-8.480518579124137,1.6357273274009032,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T08:00:00Z,0.8906395998317,AM,4.56,70.95,13.725815343577487,0.2619958566006799,28,1,1000,28000,1.2566666666666666,22.056666666666665,564505.5263026468,66.5982114959432,8.734182306796402,8.804693719033105,5.861104679581421,71.65056689079886,-5.0523553948556525,1.6491874211968525,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T09:00:00Z,0.8906395998316965,AM,4.73,71.42,13.725815343577487,0.2619958566006806,28,1,1000,28000,1.2566666666666666,22.056666666666665,564505.526302646,70.02556647706633,8.734182306796402,8.760575564843709,5.7540456024867215,70.34179593651683,-0.3162294594504971,1.649187421196857,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T10:00:00Z,0.8906395998316965,AM,4.98,71.78,13.725815343577487,0.2619958566006806,28,1,1000,28000,1.2566666666666666,22.056666666666665,564505.526302646,75.06579439048281,8.734182306796402,8.72690716286343,5.612211401496582,68.60790762347399,6.457886767008816,1.649187421196857,passes,day,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T11:00:00Z,0.8906395998317,AM,5.25,72.39,13.725815343577487,0.2619958566006799,28,1,1000,28000,1.2566666666666666,22.056666666666665,564505.5263026468,80.50924053697273,8.734182306796402,8.670199395670164,5.448857517899949,66.61094646966866,13.898294067304064,1.6491874211968525,passes,day,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T12:00:00Z,0.8793043459903798,AM,5.45,73.08,13.725815343577487,0.2641341756047355,28,1,1000,28000,1.2566666666666666,22.056666666666665,561869.6715890417,84.14667224512077,8.734182306796402,8.60759491005138,5.317555275090558,64.17847372788813,19.968198517232636,1.6626475149927997,passes,day,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T13:00:00Z,0.9019748536730176,AM,5.45,73.44,13.725815343577487,0.25985753759662483,28,1,1000,28000,1.2566666666666666,22.056666666666665,567024.1059963425,84.91861015992843,8.734182306796402,8.574968322123162,5.301241981126449,65.63117966512498,19.28743049480346,1.6357273274009085,passes,day,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T14:00:00Z,0.8793043459903798,AM,5.33,73.33,13.725815343577487,0.2641341756047355,28,1,1000,28000,1.2566666666666666,22.056666666666665,561869.6715890417,81.73865936688202,8.734182306796402,8.584733114988547,5.3661243775591405,64.76466243783321,16.97399692904881,1.6626475149927997,passes,day,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T15:00:00Z,0.8906395998317,AM,5.15,72.72,13.725815343577487,0.2619958566006799,28,1,1000,28000,1.2566666666666666,22.056666666666665,564505.5263026468,78.49314937160614,8.734182306796402,8.640443637449378,5.483979638789556,67.0403057815599,11.452843590046243,1.6491874211968525,passes,day,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T16:00:00Z,0.8793043459903798,AM,4.91,72.18,13.725815343577487,0.2641341756047355,28,1,1000,28000,1.2566666666666666,22.056666666666665,561869.6715890417,73.3106142930464,8.734182306796402,8.690138474029585,5.6288270570796595,67.93526549575184,5.3753487972945635,1.6626475149927997,passes,day,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T17:00:00Z,0.8566338383077401,AM,4.79,71.92,13.725815343577487,0.2684108136128466,28,1,1000,28000,1.2566666666666666,22.056666666666665,556246.1371021055,70.19296492002759,8.734182306796402,8.713504582301143,5.700510111215439,67.02658581212127,3.166379107906323,1.6895677025846931,passes,day,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T18:00:00Z,0.8679690921490577,AM,4.55,71.71,13.725815343577487,0.26627249460879143,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555274,65.7627551611025,8.734182306796402,8.73362229499681,5.830568967563273,69.4629701471164,-3.70021498601389,1.6761076087887488,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T19:00:00Z,0.8793043459903798,AM,4.38,71.56,13.725815343577487,0.2641341756047355,28,1,1000,28000,1.2566666666666666,22.056666666666665,561869.6715890417,62.67522408082524,8.734182306796402,8.747080341923198,5.922297991026467,71.47721581875685,-8.801991737931608,1.6626475149927997,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T20:00:00Z,0.8566338383077357,AM,4.28,71.42,13.725815343577487,0.2684108136128474,28,1,1000,28000,1.2566666666666666,22.056666666666665,556246.1371021045,60.061338851382,8.734182306796402,8.760575564843709,5.979045602486722,70.30160552845912,-10.240266677077123,1.6895677025846982,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T21:00:00Z,0.8679690921490577,AM,4.24,71.31,13.725815343577487,0.26627249460879143,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555274,59.572536304844895,8.734182306796402,8.770721474731397,6.004118557430566,71.53056767440098,-11.958031369556089,1.6761076087887488,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T22:00:00Z,0.8679690921490621,AM,4.25,71.24,13.725815343577487,0.26627249460879066,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555286,59.772220784079124,8.734182306796402,8.777497115359886,6.00250637774481,71.51136083712586,-11.73914005304674,1.6761076087887439,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-12T23:00:00Z,0.8679690921490577,AM,4.26,71.2,13.725815343577487,0.26627249460879143,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555274,59.97190526331312,8.734182306796402,8.780888453410075,5.999202046769906,71.47199441420128,-11.500089150888158,1.6761076087887488,passes,night,2022-05-12,12.072547283830614,-8.699080529124268
2022-05-13T00:00:00Z,0.8793043459903798,AM,4.28,71.2,13.725815343577487,0.2641341756047355,28,1,1000,28000,1.2566666666666666,22.056666666666665,561869.6715890417,60.66854668229296,8.734182306796402,8.780888453410075,5.989202046769905,72.28469217992101,-11.616145497628047,1.6626475149927997,passes,night,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T01:00:00Z,0.8793043459903798,AM,4.28,71.2,13.725815343577487,0.2641341756047355,28,1,1000,28000,1.2566666666666666,22.056666666666665,561869.6715890417,60.66854668229296,8.734182306796402,8.780888453410075,5.989202046769905,72.28469217992101,-11.616145497628047,1.6626475149927997,passes,night,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T02:00:00Z,0.8679690921490577,AM,4.29,71.17,13.725815343577487,0.26627249460879143,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555274,60.57095870101546,8.734182306796402,8.784282139966361,5.985898890048048,71.31350614601105,-10.742547444995587,1.6761076087887488,passes,night,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T03:00:00Z,0.8679690921490621,AM,4.3,71.13,13.725815343577487,0.26627249460879066,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555286,60.77064318024971,8.734182306796402,8.787678177544361,5.982596908837048,71.27416771719562,-10.503524536945918,1.6761076087887439,passes,night,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T04:00:00Z,0.8793043459903798,AM,4.32,71.06,13.725815343577487,0.2641341756047355,28,1,1000,28000,1.2566666666666666,22.056666666666665,561869.6715890417,61.47121764170587,8.734182306796402,8.794477315848283,5.975996477989009,72.1253119374557,-10.654094295749836,1.6626475149927997,passes,night,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T05:00:00Z,0.8679690921490577,AM,4.33,71.02,13.725815343577487,0.26627249460879143,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555274,61.36969661795194,8.734182306796402,8.797880421619155,5.9726980308744455,71.15623660820204,-9.786539990250098,1.6761076087887488,passes,night,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T06:00:00Z,0.8679690921490577,AM,4.35,71.02,13.725815343577487,0.26627249460879143,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555274,61.76906557642017,8.734182306796402,8.797880421619155,5.962698030874446,71.03710077337433,-9.268035196954166,1.6761076087887488,passes,night,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T07:00:00Z,0.8679690921490621,AM,4.48,71.1,13.725815343577487,0.26627249460879066,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555286,64.36496380646383,8.734182306796402,8.791076568665051,5.894296104397393,70.22218871190798,-5.857224905444141,1.6761076087887439,passes,night,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T08:00:00Z,0.8679690921490577,AM,4.68,71.35,13.725815343577487,0.26627249460879143,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555274,68.35865339114602,8.734182306796402,8.767337167133048,5.782426403631392,68.88941969263932,-0.5307663014933013,1.6761076087887488,passes,night,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T09:00:00Z,0.8679690921490577,AM,4.87,71.67,13.725815343577487,0.26627249460879143,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555274,72.15265849659426,8.734182306796402,8.73698333017752,5.672249485153627,67.57681777648006,4.575840720114201,1.6761076087887488,passes,day,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T10:00:00Z,0.8906395998317,AM,5.2,72,13.725815343577487,0.2619958566006799,28,1,1000,28000,1.2566666666666666,22.056666666666665,564505.5263026468,79.50119495428945,8.734182306796402,8.706817094417758,5.492166367273747,67.14038652895157,12.36080842533788,1.6491874211968525,passes,day,2022-05-13,10.495359021919626,-8.123594385548781
2022-05-13T11:00:00Z,0.8679690921490577,AM,5.39,72.28,13.725815343577487,0.26627249460879143,28,1,1000,28000,1.2566666666666666,22.056666666666665,559116.5418555274,82.53625141676832,8.734182306796402,8.680158700560774,5.383837170345255,64.14079358655141,18.395457830216912,1.6761076087887488,passes,day,2022-05-13,10.495359021919626,-8.123594385548781
