ID,Date,K600_1.d_daily
AM,2022-05-12 00:00:00,13.425235607803446
AM,2022-05-13 00:00:00,13.725815343577489
AM,2022-05-14 00:00:00,13.904284561693332
AM,2022-05-15 00:00:00,14.627554550899637
AM,2022-05-16 00:00:00,14.824810002501334
AM,2022-05-17 00:00:00,15.162962205247146
AM,2022-05-18 00:00:00,15.735942326566418
AM,2022-05-19 00:00:00,16.19620504697044
AM,2022-05-20 00:00:00,16.393460498572143
AM,2022-05-21 00:00:00,16.60950218365973
AM,2022-05-22 00:00:00,16.52496413297328
AM,2022-05-23 00:00:00,16.61889530040267
AM,2022-05-24 00:00:00,16.30892244788572
AM,2022-05-25 00:00:00,15.905018427939323
AM,2022-05-26 00:00:00,16.186811930227496
AM,2022-05-27 00:00:00,16.08348764605518
AM,2022-05-28 00:00:00,15.96137712839695
AM,2022-05-29 00:00:00,15.444755707535304
AM,2022-05-30 00:00:00,15.670190509365865
AM,2022-05-31 00:00:00,15.876839077710518
AM,2022-06-01 00:00:00,15.679583626108784
AM,2022-06-02 00:00:00,15.99894959536875
AM,2022-06-03 00:00:00,16.477998549258615
AM,2022-06-04 00:00:00,16.853723218976167
AM,2022-06-05 00:00:00,16.2149912804563
AM,2022-06-06 00:00:00,16.384067381829208
AM,2022-06-07 00:00:00,16.365281148343335
AM,2022-06-08 00:00:00,15.538686874964705
AM,2022-06-09 00:00:00,15.86744596096756
AM,2022-06-10 00:00:00,16.50617789948741
AM,2022-06-11 00:00:00,17.00401308686319
AM,2022-06-12 00:00:00,17.229447888693734
AM,2022-06-13 00:00:00,17.31398593938017
AM,2022-06-14 00:00:00,17.041585553834935
AM,2022-06-15 00:00:00,17.530027624467767
AM,2022-06-16 00:00:00,18.12179397927291
AM,2022-06-17 00:00:00,18.582056699676922
AM,2022-06-18 00:00:00,18.920208902422736
AM,2022-06-19 00:00:00,18.8920295521939
AM,2022-06-20 00:00:00,18.967174486137413
AM,2022-06-21 00:00:00,19.02353318659506
AM,2022-06-22 00:00:00,18.59144981641986
AM,2022-06-23 00:00:00,18.948388252651547
AM,2022-06-24 00:00:00,19.286540455397347
AM,2022-06-25 00:00:00,18.88263643545098
AM,2022-06-26 00:00:00,18.967174486137406
AM,2022-06-27 00:00:00,19.258361105168532
AM,2022-06-28 00:00:00,19.60590642465727
AM,2022-06-29 00:00:00,19.793768759516052
AM,2022-06-30 00:00:00,20.047382911575404
AM,2022-07-01 00:00:00,17.454882690524258
AM,2022-07-02 00:00:00,16.61889530040269
AM,2022-07-03 00:00:00,17.323379056123102
AM,2022-07-04 00:00:00,17.78364177652713
AM,2022-07-05 00:00:00,18.36601501458933
AM,2022-07-06 00:00:00,18.769919034535693
AM,2022-07-07 00:00:00,19.07989188705269
AM,2022-07-08 00:00:00,19.305326688883227
AM,2022-07-09 00:00:00,18.863850201965068
AM,2022-07-10 00:00:00,18.056042162072345
AM,2022-07-11 00:00:00,17.248234122179603
AM,2022-07-12 00:00:00,16.53435724971623
AM,2022-07-13 00:00:00,14.965706753645428
AM,2022-07-14 00:00:00,13.622491059405162
AM,2022-07-15 00:00:00,11.76265394430326
AM,2022-07-16 00:00:00,9.320443591139126
AM,2022-07-17 00:00:00,5.45047949304827
AM,2022-07-18 00:00:00,3.2442021310156224
AM,2022-07-19 00:00:00,-0.5404503655981774
AM,2022-07-20 00:00:00,-3.388443362057277
AM,2022-07-21 00:00:00,-5.821260598478458
AM,2022-07-22 00:00:00,-6.366061369568917
AM,2022-07-23 00:00:00,-6.37545448631185
AM,2022-07-24 00:00:00,-5.952764232879616
AM,2022-07-25 00:00:00,-5.64279138036262
AM,2022-07-26 00:00:00,-6.056088517051932
AM,2022-07-27 00:00:00,-5.5958257966479366
AM,2022-07-28 00:00:00,-4.1868582852070855
AM,2022-07-29 00:00:00,-2.6933527230797885
AM,2022-07-30 00:00:00,-1.2092402776954327
AM,2022-07-31 00:00:00,0.3124446346606546
AM,2022-08-01 00:00:00,1.8904882474744131
AM,2022-08-02 00:00:00,3.656394195146933
AM,2022-08-03 00:00:00,5.516231310248843
AM,2022-08-04 00:00:00,7.28213725792139
AM,2022-08-05 00:00:00,8.83200152050629
AM,2022-08-06 00:00:00,10.043713580345418
AM,2022-08-07 00:00:00,10.100072280803062
AM,2022-08-08 00:00:00,10.147037864517744
AM,2022-08-09 00:00:00,9.771313194800207
AM,2022-08-10 00:00:00,9.555271509712608
AM,2022-08-11 00:00:00,9.010470738622143
AM,2022-08-12 00:00:00,7.037916222604963
AM,2022-08-13 00:00:00,7.131847390034352
AM,2022-08-14 00:00:00,7.404247775579589
AM,2022-08-15 00:00:00,7.469999592780159
AM,2022-08-16 00:00:00,7.7048275113536215
AM,2022-08-17 00:00:00,8.672318535876338
AM,2022-08-18 00:00:00,9.611630210170233
AM,2022-08-19 00:00:00,10.39125889983416
AM,2022-08-20 00:00:00,11.029990838354024
AM,2022-08-21 00:00:00,11.462074208529222
AM,2022-08-22 00:00:00,11.490253558758043
AM,2022-08-23 00:00:00,11.105135772297531
AM,2022-08-24 00:00:00,9.752526961314311
AM,2022-08-25 00:00:00,9.57405774319848
AM,2022-08-26 00:00:00,10.466403833777672
AM,2022-08-27 00:00:00,9.451947225540279
AM,2022-08-28 00:00:00,4.313912367152668
AM,2022-08-29 00:00:00,-2.590028438907466
AM,2022-08-30 00:00:00,-7.380517977806326
AM,2022-08-31 00:00:00,-11.372592593555375
AM,2022-09-01 00:00:00,-14.913797605643364
AM,2022-09-02 00:00:00,-17.478118476465696
AM,2022-09-03 00:00:00,-16.77363472074526
AM,2022-09-04 00:00:00,-14.735328387527533
AM,2022-09-05 00:00:00,-13.89934099740597
AM,2022-09-06 00:00:00,-13.880554763920086
AM,2022-09-07 00:00:00,-13.504830094202516
AM,2022-09-08 00:00:00,-12.790953221739167
AM,2022-09-09 00:00:00,-12.020717648818202
AM,2022-09-10 00:00:00,-11.043833507552515
AM,2022-09-11 00:00:00,-10.470853386233225
AM,2022-09-12 00:00:00,-10.968688573609008
AM,2022-09-13 00:00:00,-12.349476734821037
AM,2022-09-14 00:00:00,-12.847311922196802
AM,2022-09-15 00:00:00,-12.537339069679827
AM,2022-09-16 00:00:00,-11.231695842411295
AM,2022-09-17 00:00:00,-9.822728330970447
AM,2022-09-18 00:00:00,-8.488905753473126
AM,2022-09-19 00:00:00,-7.108117592261097
AM,2022-09-20 00:00:00,-5.652184497105565
AM,2022-09-21 00:00:00,-4.130499584749448
AM,2022-09-22 00:00:00,-2.683959606336852
AM,2022-09-23 00:00:00,-1.2468127446671944
AM,2022-09-24 00:00:00,-0.01631445134218031
AM,2022-09-25 00:00:00,1.1484320247822242
AM,2022-09-26 00:00:00,2.1534955162767075
AM,2022-09-27 00:00:00,3.271276408686432
AM,2022-09-28 00:00:00,4.58631275269789
AM,2022-09-29 00:00:00,6.098604548311064
AM,2022-09-30 00:00:00,6.37100493385629
AM,2022-10-01 00:00:00,7.357282191864882
AM,2022-10-02 00:00:00,8.334166333130533
AM,2022-10-03 00:00:00,9.414374758568512
AM,2022-10-04 00:00:00,10.147037864517758
AM,2022-10-05 00:00:00,10.748197336065841
AM,2022-10-06 00:00:00,11.527826025729786
AM,2022-10-07 00:00:00,12.185344197735498
AM,2022-10-08 00:00:00,12.786503669283602
AM,2022-10-09 00:00:00,13.312518206888184
AM,2022-10-10 00:00:00,14.258457199829957
AM,2022-10-11 00:00:00,15.34717112462916
AM,2022-10-12 00:00:00,15.708125482016248
AM,2022-10-13 00:00:00,15.830952934487073
AM,2022-10-14 00:00:00,16.01913671541676
AM,2022-10-15 00:00:00,16.464012966728365
AM,2022-10-16 00:00:00,17.189774987264173
AM,2022-10-17 00:00:00,17.364487327818605
AM,2022-10-18 00:00:00,17.462724972351126
AM,2022-10-19 00:00:00,17.587246042884484
AM,2022-10-20 00:00:00,17.695297258753406
AM,2022-10-21 00:00:00,17.735461259645167
AM,2022-10-22 00:00:00,17.837071333253895
AM,2022-10-23 00:00:00,17.892708282276985
AM,2022-10-24 00:00:00,17.875475654142004
AM,2022-10-25 00:00:00,17.805114476622915
AM,2022-10-26 00:00:00,17.78679777325696
AM,2022-10-27 00:00:00,17.75974314445634
AM,2022-10-28 00:00:00,17.723175844243695
