Date,ID,flood,conc,loess,base,variable
2022-08-30T00:00:00Z,AM,1,2.28,3.9885410212788455,4.6566702562629905,DO
2022-08-30T01:00:00Z,AM,1,1.59,3.968701620164683,4.6566702562629905,DO
2022-08-30T02:00:00Z,AM,1,1.42,3.9485953118137602,4.6566702562629905,DO
2022-08-30T03:00:00Z,AM,1,1.68,3.9282401498399966,4.6566702562629905,DO
2022-08-30T04:00:00Z,AM,1,1.83,3.907654187857311,4.6566702562629905,DO
2022-08-30T05:00:00Z,AM,1,0.67,3.8868554794796233,4.6566702562629905,DO
2022-08-30T06:00:00Z,AM,1,1.67,3.865862078320853,4.6566702562629905,DO
2022-08-30T07:00:00Z,AM,1,1.82,3.8446920379949185,4.6566702562629905,DO
2022-08-30T08:00:00Z,AM,1,1.79,3.8233634121157403,4.6566702562629905,DO
2022-08-30T09:00:00Z,AM,1,2.83,3.801894254297237,4.6566702562629905,DO
2022-08-30T10:00:00Z,AM,1,3.83,3.780302618153328,4.6566702562629905,DO
2022-08-30T11:00:00Z,AM,1,2.64,3.7586065572979317,4.6566702562629905,DO
2022-08-30T12:00:00Z,AM,1,3.15,3.7368241253449694,4.6566702562629905,DO
2022-08-30T13:00:00Z,AM,1,3.91,3.7149733759083587,4.6566702562629905,DO
2022-08-30T14:00:00Z,AM,1,6.03,3.6930723626020203,4.6566702562629905,DO
2022-08-30T15:00:00Z,AM,1,6.2,3.6711391390398727,4.6566702562629905,DO
2022-08-30T16:00:00Z,AM,1,6.37,3.649191758835835,4.6566702562629905,DO
2022-08-30T17:00:00Z,AM,1,5.67,3.627248275603827,4.6566702562629905,DO
2022-08-30T18:00:00Z,AM,1,5.02,3.605326742957768,4.6566702562629905,DO
2022-08-30T19:00:00Z,AM,1,3.91,3.583445214511576,4.6566702562629905,DO
2022-08-30T20:00:00Z,AM,1,3.43,3.5616217438791717,4.6566702562629905,DO
2022-08-30T21:00:00Z,AM,1,2.59,3.5398743846744742,4.6566702562629905,DO
2022-08-30T22:00:00Z,AM,1,1.53,3.518221190511403,4.6566702562629905,DO
2022-08-30T23:00:00Z,AM,1,2.6,3.496680215003877,4.6566702562629905,DO
