Date,ID,flood,conc,loess,base,variable
2022-07-01T05:00:00Z,AM,1,4768.011019875924,4303.395193865368,2272.435969037584,CO2
2022-07-01T06:00:00Z,AM,1,4758.47413284862,4305.960988853506,2272.435969037584,CO2
2022-07-01T07:00:00Z,AM,1,4762.561934642589,4308.526341067865,2272.435969037584,CO2
2022-07-01T09:00:00Z,AM,1,4762.561934642589,4313.655713140484,2272.435969037584,CO2
2022-07-01T10:00:00Z,AM,1,4758.47413284862,4316.219730981362,2272.435969037584,CO2
2022-07-01T11:00:00Z,AM,1,4768.011019875924,4318.783302013699,2272.435969037584,CO2
2022-07-01T16:00:00Z,AM,1,4757.1128494092545,4331.594419743094,2272.435969037584,CO2
2022-07-01T17:00:00Z,AM,1,4759.837392025922,4334.155288741683,2272.435969037584,CO2
2022-07-01T19:00:00Z,AM,1,4761.880305053938,4339.275664122046,2272.435969037584,CO2
2022-07-01T21:00:00Z,AM,1,4767.671192950567,4344.394215955386,2272.435969037584,CO2
2022-07-01T22:00:00Z,AM,1,4757.1128494092545,4346.952805520198,2272.435969037584,CO2
2022-07-01T23:00:00Z,AM,1,4767.671192950567,4349.510936172182,2272.435969037584,CO2
2022-07-02T01:00:00Z,AM,1,1429.7960991030147,4354.625816702908,2272.435969037584,CO2
2022-07-02T02:00:00Z,AM,1,4755.749590231952,4357.182564564269,2272.435969037584,CO2
2022-07-02T03:00:00Z,AM,1,4764.606823408543,4359.738849478042,2272.435969037584,CO2
2022-07-02T04:00:00Z,AM,1,4755.749590231952,4362.294670435535,2272.435969037584,CO2
2022-07-02T05:00:00Z,AM,1,4767.671192950567,4364.850026428058,2272.435969037584,CO2
2022-07-02T06:00:00Z,AM,1,4752.343418026633,4367.404916446923,2272.435969037584,CO2
2022-07-02T07:00:00Z,AM,1,4765.286477259257,4369.959339483436,2272.435969037584,CO2
2022-07-02T08:00:00Z,AM,1,4756.091392895247,4372.513294528909,2272.435969037584,CO2
2022-07-02T09:00:00Z,AM,1,4763.243564231241,4375.06678057465,2272.435969037584,CO2
2022-07-02T10:00:00Z,AM,1,4764.265020745249,4377.619796611969,2272.435969037584,CO2
2022-07-02T11:00:00Z,AM,1,4757.1128494092545,4380.1723416321765,2272.435969037584,CO2
2022-07-02T12:00:00Z,AM,1,4761.880305053938,4382.724414626582,2272.435969037584,CO2
2022-07-02T13:00:00Z,AM,1,4756.091392895247,4385.276014586493,2272.435969037584,CO2
2022-07-02T14:00:00Z,AM,1,4763.243564231241,4387.827140503221,2272.435969037584,CO2
2022-07-02T15:00:00Z,AM,1,4758.47413284862,4390.377791368076,2272.435969037584,CO2
2022-07-02T18:00:00Z,AM,1,4768.011019875924,4398.026883564488,2272.435969037584,CO2
2022-07-02T19:00:00Z,AM,1,4758.47413284862,4400.575624134942,2272.435969037584,CO2
2022-07-02T20:00:00Z,AM,1,4768.352822539219,4403.123884610069,2272.435969037584,CO2
2022-07-02T22:00:00Z,AM,1,4768.011019875924,4408.218961239581,2272.435969037584,CO2
2022-07-03T01:00:00Z,AM,1,4756.091392895247,4415.857950251644,2272.435969037584,CO2
2022-07-03T02:00:00Z,AM,1,4768.011019875924,4418.403308972313,2272.435969037584,CO2
2022-07-03T03:00:00Z,AM,1,4758.134305923262,4420.948180536824,2272.435969037584,CO2
2022-07-03T04:00:00Z,AM,1,4768.011019875924,4423.492563936485,2272.435969037584,CO2
2022-07-03T05:00:00Z,AM,1,4758.47413284862,4426.036458162605,2272.435969037584,CO2
2022-07-03T06:00:00Z,AM,1,4761.880305053938,4428.579862206494,2272.435969037584,CO2
2022-07-03T07:00:00Z,AM,1,4758.47413284862,4431.122775059463,2272.435969037584,CO2
2022-07-03T09:00:00Z,AM,1,4758.47413284862,4436.207123157874,2272.435969037584,CO2
2022-07-03T10:00:00Z,AM,1,1569.4416517169163,4438.748556385935,2272.435969037584,CO2
2022-07-03T11:00:00Z,AM,1,4758.134305923262,4441.289494388314,2272.435969037584,CO2
2022-07-03T12:00:00Z,AM,1,4768.011019875924,4443.82993615632,2272.435969037584,CO2
2022-07-26T15:00:00Z,AM,1,4757.458603548425,5748.315654858459,2272.435969037584,CO2
2022-07-26T16:00:00Z,AM,1,4766.999442051607,5750.4239986334205,2272.435969037584,CO2
2022-07-26T17:00:00Z,AM,1,4757.802381949658,5752.531284333428,2272.435969037584,CO2
2022-07-26T18:00:00Z,AM,1,4767.001417789545,5754.6375109497885,2272.435969037584,CO2
2022-07-26T20:00:00Z,AM,1,4765.8139992887345,5758.846782896819,2272.435969037584,CO2
2022-07-26T22:00:00Z,AM,1,4757.988101315841,5763.051806404985,2272.435969037584,CO2
2022-07-27T01:00:00Z,AM,1,4764.286753862568,5769.351358192282,2272.435969037584,CO2
2022-07-27T02:00:00Z,AM,1,602.922309242502,5771.449075826632,2272.435969037584,CO2
2022-07-27T03:00:00Z,AM,1,2672.0435010076267,5773.545725299124,2272.435969037584,CO2
2022-07-27T05:00:00Z,AM,1,4766.7485233334655,5777.7358157237695,2272.435969037584,CO2
2022-07-27T06:00:00Z,AM,1,4756.3403358754495,5779.8292546585435,2272.435969037584,CO2
2022-07-27T08:00:00Z,AM,1,4648.76338088276,5784.012914929538,2272.435969037584,CO2
2022-07-27T09:00:00Z,AM,1,4765.900931758012,5786.103134248379,2272.435969037584,CO2
2022-07-27T10:00:00Z,AM,1,4756.5082736001905,5788.192278344528,2272.435969037584,CO2
2022-07-27T11:00:00Z,AM,1,4766.015524558423,5790.280346209296,2272.435969037584,CO2
2022-07-27T12:00:00Z,AM,1,4754.366573675268,5792.3673368339905,2272.435969037584,CO2
2022-07-27T13:00:00Z,AM,1,4442.909269372111,5794.453249209922,2272.435969037584,CO2
2022-07-27T15:00:00Z,AM,1,4751.470141857984,5798.621835180735,2272.435969037584,CO2
2022-07-27T16:00:00Z,AM,1,4766.98561188604,5800.704506758234,2272.435969037584,CO2
2022-07-27T20:00:00Z,AM,1,2962.6468913739286,5809.02436014608,2272.435969037584,CO2
2022-07-27T22:00:00Z,AM,1,4766.337569842337,5813.177772965047,2272.435969037584,CO2
2022-07-28T01:00:00Z,AM,1,4756.229694550915,5819.399727154262,2272.435969037584,CO2
2022-07-28T02:00:00Z,AM,1,4759.8749310467465,5821.471530505443,2272.435969037584,CO2
2022-07-28T03:00:00Z,AM,1,4756.474686055241,5823.542241486196,2272.435969037584,CO2
2022-07-28T05:00:00Z,AM,1,4756.306748330502,5827.680382301651,2272.435969037584,CO2
2022-07-28T07:00:00Z,AM,1,4758.685536807999,5831.814141531101,2272.435969037584,CO2
2022-07-28T08:00:00Z,AM,1,4751.819847473032,5833.87937552935,2272.435969037584,CO2
2022-07-28T11:00:00Z,AM,1,4766.872994823567,5840.068482953902,2272.435969037584,CO2
2022-07-28T14:00:00Z,AM,1,4755.413714782471,5846.247677340664,2272.435969037584,CO2
2022-07-28T15:00:00Z,AM,1,4766.999442051607,5848.30520119841,2272.435969037584,CO2
2022-07-28T17:00:00Z,AM,1,956.777764254949,5852.4169314549945,2272.435969037584,CO2
2022-07-28T18:00:00Z,AM,1,4751.325912988502,5854.471135836451,2272.435969037584,CO2
2022-07-28T19:00:00Z,AM,1,4765.2943802110085,5856.524231708434,2272.435969037584,CO2
2022-07-28T20:00:00Z,AM,1,4757.304495989252,5858.57621806225,2272.435969037584,CO2
2022-07-28T21:00:00Z,AM,1,4766.653687912435,5860.627093889207,2272.435969037584,CO2
2022-07-28T23:00:00Z,AM,1,4755.340612478762,5864.725509927787,2272.435969037584,CO2
2022-07-29T04:00:00Z,AM,1,4764.711537519264,5874.9520451959015,2272.435969037584,CO2
2022-07-29T05:00:00Z,AM,1,3094.1362026316833,5876.994000495144,2272.435969037584,CO2
2022-07-29T07:00:00Z,AM,1,634.2138491326509,5881.074551269723,2272.435969037584,CO2
2022-07-29T08:00:00Z,AM,1,4765.669770419252,5883.113144727679,2272.435969037584,CO2
2022-07-29T10:00:00Z,AM,1,4766.465992808314,5887.186962741472,2272.435969037584,CO2
2022-07-29T11:00:00Z,AM,1,4757.10692219544,5889.222185279927,2272.435969037584,CO2
2022-07-29T16:00:00Z,AM,1,4750.304456474493,5899.381392940188,2272.435969037584,CO2
2022-07-29T19:00:00Z,AM,1,2884.885797605406,5905.46335719787,2272.435969037584,CO2
2022-07-29T20:00:00Z,AM,1,4757.375622555024,5907.482986573205,2272.435969037584,CO2
2022-07-29T21:00:00Z,AM,1,4767.195040107481,5909.490795201827,2272.435969037584,CO2
2022-07-29T22:00:00Z,AM,1,4756.828343146165,5911.4870308641275,2272.435969037584,CO2
2022-07-29T23:00:00Z,AM,1,4761.8921594815665,5913.471941340508,2272.435969037584,CO2
2022-07-30T01:00:00Z,AM,1,794.9525775477141,5917.408777857076,2272.435969037584,CO2
2022-07-30T02:00:00Z,AM,1,2314.7510522780262,5919.361199458054,2272.435969037584,CO2
2022-07-30T03:00:00Z,AM,1,2360.129801240764,5921.303286994691,2272.435969037584,CO2
2022-07-30T04:00:00Z,AM,1,4248.870070731418,5923.235288247377,2272.435969037584,CO2
2022-07-30T05:00:00Z,AM,1,2996.9634836211326,5925.157450996511,2272.435969037584,CO2
2022-07-30T06:00:00Z,AM,1,2305.030421622476,5927.0700230224875,2272.435969037584,CO2
2022-07-30T08:00:00Z,AM,1,4748.20622278421,5930.867386026546,2272.435969037584,CO2
2022-07-30T10:00:00Z,AM,1,4766.187413759039,5934.6293595027155,2272.435969037584,CO2
2022-07-30T11:00:00Z,AM,1,4756.63472082823,5936.497694618827,2272.435969037584,CO2
2022-07-30T14:00:00Z,AM,1,4639.572247994626,5942.055066844017,2272.435969037584,CO2
2022-07-30T15:00:00Z,AM,1,4709.758362508397,5943.8924724793505,2272.435969037584,CO2
