recess.intercept,recess.slope,ID,flood,r2.recess,flood.start,flood.end,duration,rise.intercept,rise.slope,r2.rise,peak.Date,maximum,base,variable
1.2380129063707361,-2.9488879133046826e-4,LF,5,0.7370872333930244,2023-12-08,2024-03-15,98,1.5634054361700862,8.899381206886867e-4,0.7696979368441876,2024-01-25T23:00:00Z,1.3423488228151044,0.3171127827363935,depth
1.933822722456526,-7.008469241047696e-4,LF,6,0.6399877362744409,2022-04-01,2024-06-28,819,1.9220187006116936,9.92035371788621e-4,0.9027088305936996,2024-04-26T07:00:00Z,2.0940413425141866,0.669557739634714,depth
2.057873574895629,-0.001016290018225315,LF,7,0.8437375252282819,2024-08-02,2024-10-06,65,2.2854071422743623,0.004277474129699767,0.9762819697254429,2024-08-16T19:00:00Z,2.159630404271568,0.669557739634714,depth
1.668818318541077,-0.00129283722047876,OS,1,0.9219589964300222,2022-08-30,2022-10-04,35,1.362881367777905,2.4743225918099753e-4,0.3103669565957373,2022-09-17T09:00:00Z,1.5889086459995228,0.979041056420052,depth
1.5229674440144474,-5.108544394177147e-4,OS,2,0.8978136520003515,2023-02-06,2023-04-16,69,1.6031929841997021,0.0016096684071776456,0.927572810065697,2023-02-24T08:00:00Z,1.6763364696133964,0.7469263899055124,depth
1.1313058931715818,-8.69686127126607e-5,OS,3,0.2043809176321996,2023-06-17,2023-07-22,35,1.5408686508210048,0.0019543994382301634,0.9676090303174905,2023-07-03T13:00:00Z,1.4730454562065467,0.7997396351821984,depth
1.8240273026872762,-3.00399980477054e-4,OS,4,0.6265722434162471,2023-12-09,2024-03-18,100,2.195312497116122,9.214104071454315e-4,0.776621305940123,2024-01-25T20:00:00Z,1.9730881666735616,0.8319096212520191,depth
2.642354999796514,-8.035365509048024e-4,OS,5,0.7230252221570459,2024-03-18,2024-07-13,117,2.650260503433002,0.0012041873991955117,0.9079888322698098,2024-04-26T05:00:00Z,2.814225378680305,0.8319096212520191,depth
2.020083983639439,-5.361207600271255e-4,OS,6,0.8094598954145561,2024-07-13,2024-10-06,85,1.7126002553839104,9.570851839115005e-4,0.4697821638600345,2024-08-11T01:00:00Z,2.1846500107380393,0.8319096212520191,depth
1.7035312287131958,-5.226910162150672e-4,OS,7,0.903043500000128,2022-04-01,2022-06-06,66,1.7980894220314767,7.260364216997695e-5,0.068324568525553,NA,NA,0.8319096212520191,depth
NA,NA,AM,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-05T03:00:00Z,2.111200136247965,NA,depth
NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,2024-08-08T10:00:00Z,1.870654938115887,NA,depth
NA,NA,ID,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-25T23:00:00Z,3.6191439248770383,NA,depth
NA,NA,LF,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02T10:00:00Z,1.589763157839284,NA,depth
NA,NA,OS,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-12T03:00:00Z,1.8329029417918028,NA,depth
