recess.intercept,recess.slope,ID,flood,r2.recess,flood.start,flood.end,duration,rise.intercept,rise.slope,r2.rise,peak.Date,maximum,base,variable
1.5752720893708252,-0.0013215722682516063,AM,1,0.9546388694598733,2022-07-10,2022-10-05,87,0.8182175001707114,1.6546299334029523e-4,0.04537522873134088,2022-09-02T18:00:00Z,1.507050376093468,0.43514078490658425,depth
1.679949729422602,-8.50891251905678e-4,AM,2,0.8524671868030795,2023-01-17,2023-04-29,102,1.8618782651980836,0.0019786655256430487,0.8565250184918407,2023-02-21T23:00:00Z,2.202334117617346,0.28549114320404084,depth
1.4265131086132377,-9.84241626517881e-4,AM,3,0.6288076716955772,2023-05-26,2023-08-12,78,1.8081987789649459,0.004949645282627091,0.9808569853360548,2023-06-28T12:00:00Z,1.7451270447944562,0.27618459476517776,depth
1.1355301405632847,-5.137805657222145e-4,AM,4,0.630007275216372,2023-08-12,2023-10-03,52,1.5481860763421766,0.0068007335108145675,0.9523381180027396,2023-09-06T05:00:00Z,1.4080786395108995,0.5475613472229658,depth
2.124978835682068,-6.443254385469761e-4,AM,5,0.6572286509247882,2023-11-29,2024-03-06,98,2.664289204798454,0.0017088967602967295,0.8141715124666639,2024-01-19T17:00:00Z,2.3557399683862355,0.33764556420919206,depth
3.4608077816504252,-0.0014186220533682226,AM,6,0.6533652885729319,2024-03-06,2024-07-10,126,3.567725419019294,0.002126096962831093,0.8600493872560832,2024-04-22T04:00:00Z,4.12116206809644,0.33764556420919206,depth
1.5782499604093825,-6.833674918091659e-4,AM,7,0.2837084917010411,2024-07-10,2024-10-06,88,1.6345085701903168,0.0014305299701616247,0.4924813520432913,2024-08-08T16:00:00Z,2.410587622747777,0.33764556420919206,depth
0.724302074742516,-8.00448498419151e-5,GB,1,0.6115311396509202,2022-08-23,2022-10-14,52,1.0093862808781686,8.41174886583104e-4,0.8546795170069299,2022-09-14T20:00:00Z,1.0630487319773996,0.503206298731338,depth
0.8502407699567677,-2.172588873811146e-4,GB,2,0.15436475874443242,2023-07-18,2024-04-28,285,0.8540407927015935,7.296412720345573e-4,0.3706888054591832,2023-12-23T13:00:00Z,1.2378163703711875,0.5002642360640807,depth
0.9303617871201796,-0.001235480249574973,GB,7,0.8684806567068557,NA,2022-04-05,NA,NA,NA,NA,NA,NA,0.8319096212520191,depth
1.8133856557289096,-4.0787083088802945e-4,ID,1,0.620034439805012,2022-08-17,2022-11-11,86,2.745234344838945,0.0021839089131797645,0.8365579024890247,2022-09-17T08:00:00Z,2.629261273934335,0.8319096212520191,depth
2.3794875087736664,-9.030402710852057e-4,ID,2,0.9202122208444818,2023-01-29,2023-04-23,84,2.6001432947898446,0.0033831389149375952,0.9163520779506326,2023-02-23T22:00:00Z,2.6757062799196136,0.9216208181438899,depth
1.9289744435360192,-2.8216187843950995e-4,ID,3,0.6289975455681388,2023-06-14,2023-11-07,146,2.335523934684533,0.004054743516090677,0.9554265469444814,2023-07-01T07:00:00Z,2.3052932571379703,0.8884440044340969,depth
3.0108424545256267,-5.063557846478818e-4,ID,4,0.644472211293171,2023-12-06,2024-03-18,103,3.6151832114398714,0.0020201437243592586,0.7930037337129489,2024-01-20T23:00:00Z,3.1996581891482165,0.9486324226483609,depth
4.075065040602685,-0.0016380128071416804,ID,5,0.5493184529259294,2024-03-18,2024-05-26,69,4.122207338113267,0.0018412438262105115,0.8942101808110904,2024-04-24T06:00:00Z,4.3712032891220955,0.9486324226483609,depth
3.4168137591359655,-0.0016772101446017717,ID,6,0.752706603387822,2024-05-26,2024-06-24,29,3.824104347018125,0.0022306465749445973,0.9638674083887856,2024-05-29T11:00:00Z,3.8055371595769945,1.53707184151642,depth
1.0424665637802037,-0.0011115213622862657,LF,1,0.8775479513837362,2022-08-31,2022-10-03,33,1.1044895112604491,0.0011100332598571847,0.9276522850008134,2022-09-18T01:00:00Z,0.9955756894896934,0.5364730183620955,depth
0.9418290507074871,-3.844051352184176e-4,LF,2,0.8954726367832289,2023-02-02,2023-05-01,88,1.0010838978524457,0.0013058781881730268,0.9216708800906261,2023-02-24T03:00:00Z,1.0753804241749272,0.29199011375479594,depth
0.7309521816268146,-2.4057562465878044e-4,LF,3,0.43332183289288584,2023-06-17,2023-08-21,65,0.9655583261434743,0.0014575465046264022,0.9569339520140683,2023-07-03T23:00:00Z,0.9207153899178306,0.32485298075985253,depth
0.6833495723524012,-1.8507028796791477e-4,LF,4,0.5003377343744881,2023-08-25,2023-09-26,32,0.6177679063424214,7.638164851995887e-4,0.3113161780838558,2023-08-31T05:00:00Z,0.8290453475578112,0.43457730998661825,depth
