recess.intercept,recess.slope,ID,flood,r2.recess,flood.start,flood.end,duration,rise.intercept,rise.slope,r2.rise,peak.Date,maximum,base,variable
25.086061732957972,-0.5183553417126966,LF,2,0.542632112224408,2023-02-08,2023-04-13,64,30.30891867069418,1.5317080130038367,0.7070276353901749,2023-03-02,33.880213626276614,4.943505152417595,ER
17.35328907928773,-0.41564794110750886,LF,3,0.4658145590351844,2023-06-07,2023-07-18,41,24.232694062593247,1.2471644852652504,0.7597209266380925,2023-07-03,25.48612564848398,3.7729543176373923,ER
13.972458539706675,-0.3469020317400155,LF,4,0.6498660617188623,2022-04-12,2022-05-30,48,23.683389248192608,0.7315548698988387,0.32132822764984365,2023-08-31,24.75144944741739,4.230409921630796,ER
19.53461656493665,0.022613560618359237,LF,5,5.920668035917445e-4,2023-12-03,2024-03-14,102,21.115295515866592,0.2561225078789362,0.5145108794394074,2024-02-12,29.31533806853641,2.3728832357699186,ER
16.464215735307157,-0.043369667799002344,LF,6,0.013778967219981692,NA,2024-06-08,NA,27.272319877235176,0.9793433593804316,1,2024-03-21,26.783087258277437,2.3728832357699186,ER
10.519976077179921,-0.04795988364126961,OS,1,0.4315753865029256,2022-07-30,2022-08-31,32,10.52783032886633,0.397531726999772,0.5506760691223314,2022-08-05,13.379557312840282,6.9536918298509285,ER
10.986910293106819,-0.08132477495563617,OS,2,0.11255819638245562,2023-02-22,2023-03-25,31,12.917020669467231,1.245755519380534,0.9220717379907769,2023-02-24,13.06772448565112,7.1908027080439965,ER
10.117513331744098,-0.07617155574130205,OS,3,0.34392670020907046,2023-08-19,2023-09-04,16,8.616340301123754,-0.010040000694638986,0.029006002329114405,2023-07-21,10.646334104264811,7.3271647369820485,ER
10.731177159968963,-0.024563048878291294,OS,4,0.10897429431483695,2023-12-29,2024-02-06,39,9.31749709602528,0.032316694779376064,0.04312357979539969,2024-01-01,13.72153435736874,6.9536918298509285,ER
14.555323411908855,-0.33024014719996314,OS,5,0.9525790972624768,2024-03-18,2024-06-25,99,12.512695181112727,0.019508661570389826,0.0823158396292162,2024-06-07,15.772141068981457,6.9536918298509285,ER
NA,NA,AM,6,NA,2024-03-09,2024-07-10,123,11.58452830504025,0.04125373514603462,0.13406049906252757,2024-06-25,21.593162860635307,4.8484848179448505,ER
NA,NA,ID,6,NA,NA,2024-06-18,NA,13.15471096112009,0.12643413662706604,0.9872057121673061,2024-06-17,16.657665314633796,11.067746134427097,ER
NA,NA,IU,2,NA,NA,2023-07-09,NA,11.190091161584771,NA,0,2023-02-26,10.795257195608604,11.067746134427097,ER
NA,NA,IU,6,NA,NA,2022-08-22,NA,NA,NA,NA,NA,NA,NA,ER
NA,NA,AM,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-11,33.12297834982902,NA,ER
NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-03,22.410142794276585,NA,ER
NA,NA,ID,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-30,19.177907721642637,NA,ER
NA,NA,IU,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31,18.185987306503943,NA,ER
NA,NA,LF,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-28,29.32095361551325,NA,ER
NA,NA,OS,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-29,12.566485482655242,NA,ER
