recess.intercept,recess.slope,ID,flood,r2.recess,flood.start,flood.end,duration,rise.intercept,rise.slope,r2.rise,peak.Date,maximum,base,variable
27.12917744779543,-2.5363719486200584,AM,1,0.9296205432671826,2022-07-15,2022-10-12,89,8.482098392378022,-0.021618456521506284,0.005778825765647385,2022-09-28,32.742592212562926,4.09208368308976,ER
23.000473272901,-0.7083613813610412,AM,2,0.22808699205851074,2023-01-27,2023-05-25,118,10.903554015267574,0.08912796923798545,0.014805595912335342,2023-04-20,27.30919707213254,4.65024893929988,ER
20.372019554891445,NA,AM,3,0,2023-06-17,2023-08-15,59,17.62422005281698,-0.02809812373872442,0.001936704876608953,2023-06-19,33.16215520177372,7.872872391722987,ER
35.62730639078036,-2.1569697130699526,AM,4,0.9073784583859844,2023-09-18,2023-10-27,39,33.67860006619245,1.7356611791399654,0.5929469452440639,2023-09-02,40.27466972539267,20.063383855621424,ER
12.130295638127263,-0.18547439364868837,AM,5,0.14356962720442157,2023-12-02,2024-01-11,40,28.989245967297023,2.3257608989016014,0.6330481378862042,2023-12-05,25.702918521718612,4.8484848179448505,ER
19.743364042210217,NA,AM,7,0,2024-07-10,2024-07-25,15,12.445258723702493,-0.5367095740895672,0.45950305594333585,2024-07-23,19.80394102235007,4.8484848179448505,ER
23.342656805627158,-0.20934818540732347,GB,1,0.7103102170182358,2022-08-19,2022-10-18,60,17.43993988132654,0.5353982495116771,0.4219608861416679,2022-09-01,25.24846641886661,9.546912566234912,ER
23.789886460971697,-0.09887188278968713,GB,2,0.08028143823351079,2023-06-22,2023-11-04,135,20.9224813130998,0.1810384550352363,0.4400719511710523,2023-08-06,26.06031069593871,6.848631659966261,ER
22.783725027641843,-0.0927229635112393,GB,3,0.46496448322912637,2023-12-20,2024-05-22,154,31.153834488120307,0.8048767283046829,0.5847452136330573,2024-01-17,32.13892792460744,10.048167434988933,ER
16.30670653922791,-0.21673748420771596,GB,7,0.7403581607746816,2022-05-23,2022-08-17,86,13.581721133710262,0.12537586128073505,0.5785789426253267,NA,NA,6.9536918298509285,ER
18.710497324290543,-0.08356643090846913,ID,2,0.495116066788941,2023-01-31,2023-04-28,87,20.55223902120439,0.09205484547435722,0.4902048877980993,2023-04-03,22.95431543142312,12.460056790314344,ER
19.237764097879822,-0.07523119522178284,ID,3,0.5948345838337453,2023-07-02,2023-10-09,99,18.819959725458073,0.06412926244646293,0.4216846981546809,2023-08-14,21.340831583054012,12.840299731693111,ER
16.593523573482127,-1.3787863246666243,ID,4,0.8423188392824291,2023-12-07,2024-03-12,96,16.804979078935606,0.5679599872706377,0.6109848069281975,2023-12-10,15.656670285952266,11.067746134427097,ER
10.474298132880948,0.3568235091989728,ID,5,0.9980285204349856,NA,2024-04-18,NA,NA,NA,NA,2024-04-14,12.390873478117664,11.067746134427097,ER
11.213347732175798,0.01578943564881712,IU,1,0.015057894240850253,2022-09-11,2022-09-19,8,11.701976515849848,0.023674102893678925,0.6394948092221187,2022-09-16,11.9721756937104,11.067746134427097,ER
12.701138972634075,-0.02902941733971454,IU,3,0.2663379816598838,2023-12-22,2024-02-11,51,12.87519154311763,0.026445855771568827,0.062053967159122,2024-01-18,15.569868453832049,11.067746134427097,ER
14.266260920887264,-0.03320587148496415,IU,4,0.14130444478081808,2024-04-12,2024-05-04,22,16.327380213905176,0.14159693909533003,0.5631536773025541,2024-04-25,20.048755981185973,11.067746134427097,ER
12.989695687323094,-1.4036513884424688,LF,1,1,2022-07-26,2022-10-03,69,25.242938424026857,0.55844391458217,1,2022-09-27,25.790019364025017,6.581902422900127,ER
