Date,ID,flood,conc,loess,base,variable,h.percent.change,SpC,pH,class
2023-02-17T00:00:00Z,AM,2,0.753038396704708,1.3090753413274063,12.471933317948729,GPP,549.0157443143931,54.8,5.7648,FR
2023-02-18T00:00:00Z,AM,2,1.0535102852056593,1.2696408178204242,12.471933317948729,GPP,590.5200280353404,54.8,5.7648,FR
2023-02-19T00:00:00Z,AM,2,0.9583171641223348,1.1617009091487305,12.471933317948729,GPP,624.4307378483725,54.8,5.7648,FR
2023-02-20T00:00:00Z,AM,2,0.07213910108360146,1.0928057003364473,12.471933317948729,GPP,649.9605531284127,54.8,5.7648,FR
2023-02-21T00:00:00Z,AM,2,2.4104871894427697,1.1080839699638765,12.471933317948729,GPP,666.1818488460415,54.8,5.7648,FR
2023-02-22T00:00:00Z,AM,2,1.907393985948867,1.1481335463924678,12.471933317948729,GPP,671.4150915892801,54.8,5.7648,FR
2023-02-23T00:00:00Z,AM,2,0.29425248007622956,1.178544848092162,12.471933317948729,GPP,665.6047804438907,54.8,5.7648,FR
2023-02-24T00:00:00Z,AM,2,1.2156491201915491,0.9619661797155556,12.471933317948729,GPP,646.2673011651361,54.8,5.7648,FR
2023-02-25T00:00:00Z,AM,2,0,0.6404541738280417,12.471933317948729,GPP,617.0706040998838,54.8,5.7648,FR
2023-02-26T00:00:00Z,AM,2,2.111195020052385,0.4516327293842663,12.471933317948729,GPP,587.1836251131624,54.8,5.7648,FR
2023-02-27T00:00:00Z,AM,2,0,0.6366793323897175,12.471933317948729,GPP,558.9141311482506,54.8,5.7648,FR
2023-02-28T00:00:00Z,AM,2,0.00138812618704386,1.1990418990125042,12.471933317948729,GPP,527.4992250443263,54.8,5.7648,FR
2023-03-01T00:00:00Z,AM,2,2.1370306408639426,2.073898824083289,12.471933317948729,GPP,493.76022930826065,54.8,5.7648,FR
2023-03-02T00:00:00Z,AM,2,3.8113140853807175,3.4870019781955697,12.471933317948729,GPP,461.4446478912626,54.8,5.7648,FR
2023-03-03T00:00:00Z,AM,2,5.282615989831727,5.3163050204157445,12.471933317948729,GPP,431.78573496841574,54.8,5.7648,FR
2023-03-04T00:00:00Z,AM,2,6.555149023829189,7.173635421622802,12.471933317948729,GPP,404.61652093428614,54.8,5.7648,FR
2023-03-05T00:00:00Z,AM,2,10.167137699785435,8.653683557755546,12.471933317948729,GPP,378.6462520239424,54.8,5.7648,FR
2023-03-06T00:00:00Z,AM,2,11.589580141344507,10.108754691648784,12.471933317948729,GPP,353.2294839551299,54.8,5.7648,FR
2023-03-07T00:00:00Z,AM,2,11.992142491679548,11.371135947811489,12.471933317948729,GPP,330.1959677437184,54.8,5.7648,FR
2023-06-18T00:00:00Z,AM,3,28.465164454942443,17.3747842685191,26.277282851918507,GPP,106.36049568593108,68.1,7.336201000000001,BO
2023-06-19T00:00:00Z,AM,3,2.752336079153423,11.949939496555738,26.277282851918507,GPP,182.2413163595132,68.1,7.336201000000001,BO
2023-06-20T00:00:00Z,AM,3,9.781341926416644,7.503786334902319,26.277282851918507,GPP,220.17077473092098,68.1,7.336201000000001,BO
2023-06-21T00:00:00Z,AM,3,3.276383505735157,4.0011992778908985,26.277282851918507,GPP,236.1699578213119,68.1,7.336201000000001,BO
2023-06-22T00:00:00Z,AM,3,0,1.9139445642856632,26.277282851918507,GPP,252.08855481032754,68.1,7.336201000000001,BO
2023-06-24T00:00:00Z,AM,3,2.3703983390926484,0.6505282595477154,26.277282851918507,GPP,338.6294458205799,68.1,7.336201000000001,BO
2023-06-25T00:00:00Z,AM,3,0,0.3762131123528123,26.277282851918507,GPP,407.22624250898605,68.1,7.336201000000001,BO
2023-06-26T00:00:00Z,AM,3,0,0.3332756780100256,26.277282851918507,GPP,467.6112485080534,68.1,7.336201000000001,BO
2023-06-27T00:00:00Z,AM,3,0.14092433282912753,0.08854229292362092,26.277282851918507,GPP,509.3082496199075,68.1,7.336201000000001,BO
2023-06-28T00:00:00Z,AM,3,0,0.09381604106792923,26.277282851918507,GPP,529.2609847536762,68.1,7.336201000000001,BO
2023-06-29T00:00:00Z,AM,3,0.42328010442461594,0.2638929073260834,26.277282851918507,GPP,530.2130308530982,68.1,7.336201000000001,BO
2023-06-30T00:00:00Z,AM,3,0.7647356506459957,0.5434093994854784,26.277282851918507,GPP,519.2561621435237,68.1,7.336201000000001,BO
2023-07-01T00:00:00Z,AM,3,0.755234826214975,0.9752083277176536,26.277282851918507,GPP,506.0735446393661,68.1,7.336201000000001,BO
2023-07-02T00:00:00Z,AM,3,1.5013056345213005,1.614520758557917,26.277282851918507,GPP,493.71442165727444,68.1,7.336201000000001,BO
2023-07-03T00:00:00Z,AM,3,2.35808980848922,2.4252140812692375,26.277282851918507,GPP,481.66003286370176,68.1,7.336201000000001,BO
2023-07-04T00:00:00Z,AM,3,3.370174184599895,3.359366374345538,26.277282851918507,GPP,465.93046423080267,68.1,7.336201000000001,BO
2023-07-05T00:00:00Z,AM,3,4.770784847308373,4.6419903527558715,26.277282851918507,GPP,443.6238679788499,68.1,7.336201000000001,BO
2023-07-06T00:00:00Z,AM,3,5.629278340112167,5.778175839787956,26.277282851918507,GPP,417.47340691652,68.1,7.336201000000001,BO
2023-07-07T00:00:00Z,AM,3,5.847474997800585,6.157192036417347,26.277282851918507,GPP,389.5581937638405,68.1,7.336201000000001,BO
2023-07-08T00:00:00Z,AM,3,8.34192834879291,6.091687668766164,26.277282851918507,GPP,360.49540394827704,68.1,7.336201000000001,BO
2023-07-10T00:00:00Z,AM,3,3.8637597268858057,5.841892920836543,26.277282851918507,GPP,289.13448725673106,68.1,7.336201000000001,BO
2023-07-11T00:00:00Z,AM,3,6.018709015823319,6.287037626795283,26.277282851918507,GPP,256.811258199947,68.1,7.336201000000001,BO
2023-07-12T00:00:00Z,AM,3,6.896756267126498,7.208754477711416,26.277282851918507,GPP,230.46391229145144,68.1,7.336201000000001,BO
2023-07-14T00:00:00Z,AM,3,16.18278717642421,12.230676573195137,26.277282851918507,GPP,194.06026568822224,68.1,7.336201000000001,BO
2023-07-15T00:00:00Z,AM,3,9.944993235456092,16.387918373619762,26.277282851918507,GPP,178.7113745357562,68.1,7.336201000000001,BO
2023-07-16T00:00:00Z,AM,3,19.63580690782769,20.721691943162572,26.277282851918507,GPP,166.45534413596957,68.1,7.336201000000001,BO
2023-07-17T00:00:00Z,AM,3,26.56627923785685,25.029574776940255,26.277282851918507,GPP,160.43144085804636,68.1,7.336201000000001,BO
2023-07-18T00:00:00Z,AM,3,31.372356765595452,28.621041585670564,26.277282851918507,GPP,156.62117849026623,68.1,7.336201000000001,BO
2023-09-02T00:00:00Z,AM,4,12.669560995471214,11.414509619543884,26.660000670454824,GPP,59.30691411273115,205.5,7.743601,HI
2023-09-04T00:00:00Z,AM,4,4.569469591344403,6.721986612629468,26.660000670454824,GPP,131.92424087610476,205.5,7.743601,HI
2023-09-05T00:00:00Z,AM,4,3.3789768251705974,5.302831753893263,26.660000670454824,GPP,149.7988529242031,205.5,7.743601,HI
2023-09-06T00:00:00Z,AM,4,2.854679394376187,4.624621879870369,26.660000670454824,GPP,156.92536342589807,205.5,7.743601,HI
2023-09-07T00:00:00Z,AM,4,4.1591361829050095,4.249495500045893,26.660000670454824,GPP,155.4119246208618,205.5,7.743601,HI
2023-09-08T00:00:00Z,AM,4,4.544873744221678,4.173098166008648,26.660000670454824,GPP,149.53540889162977,205.5,7.743601,HI
2023-09-09T00:00:00Z,AM,4,5.3557326501627935,4.4968208443095135,26.660000670454824,GPP,143.84474534036457,205.5,7.743601,HI
2023-09-10T00:00:00Z,AM,4,5.259719334033603,5.034202787940665,26.660000670454824,GPP,142.27873946223332,205.5,7.743601,HI
2023-09-11T00:00:00Z,AM,4,7.23963288556428,5.598783249894274,26.660000670454824,GPP,138.83465124271348,205.5,7.743601,HI
2023-09-12T00:00:00Z,AM,4,8.3384262722362,6.254020176396532,26.660000670454824,GPP,131.17689365307658,205.5,7.743601,HI
2023-09-15T00:00:00Z,AM,4,11.31255812633292,9.412333447093555,26.660000670454824,GPP,97.73535847849601,205.5,7.743601,HI
2023-09-16T00:00:00Z,AM,4,12.129321248404151,10.663502467101791,26.660000670454824,GPP,85.85053359326854,205.5,7.743601,HI
2023-09-17T00:00:00Z,AM,4,12.423653667480105,11.914302335020878,26.660000670454824,GPP,76.35430174575885,205.5,7.743601,HI
2023-09-18T00:00:00Z,AM,4,12.794825188894931,13.150938965653456,26.660000670454824,GPP,68.44514749544425,205.5,7.743601,HI
2023-09-19T00:00:00Z,AM,4,12.875436157197868,14.39245350998615,26.660000670454824,GPP,61.16702319655351,205.5,7.743601,HI
2023-12-25T00:00:00Z,AM,5,3.2531152920879336,1.071648153181087,15.44931417968412,GPP,564.612557876614,50.6,7.4299838978039965,FR
2023-12-26T00:00:00Z,AM,5,0,1.1309152668881253,15.44931417968412,GPP,564.8886877608604,50.6,7.4299838978039965,FR
2023-12-27T00:00:00Z,AM,5,0.00242242998107931,1.459841670752919,15.44931417968412,GPP,563.0381752953464,50.6,7.4299838978039965,FR
2023-12-28T00:00:00Z,AM,5,0.4212694860927516,1.9901028596697297,15.44931417968412,GPP,560.1797335787061,50.6,7.4299838978039965,FR
2023-12-29T00:00:00Z,AM,5,0.4989615594547912,2.344807815628065,15.44931417968412,GPP,555.0308197865877,50.6,7.4299838978039965,FR
2023-12-30T00:00:00Z,AM,5,5.535592209079192,2.5629363374894942,15.44931417968412,GPP,547.022898394484,50.6,7.4299838978039965,FR
2023-12-31T00:00:00Z,AM,5,7.546782362093191,2.835123556596618,15.44931417968412,GPP,537.0443377622439,50.6,7.4299838978039965,FR
2024-01-01T00:00:00Z,AM,5,1.1996112990224157,3.011961453660491,15.44931417968412,GPP,526.4519714596818,50.6,7.4299838978039965,FR
2024-03-06T00:00:00Z,AM,6,8.959357823223876,9.991521732897391,15.44931417968412,GPP,297.67479896668493,50.1,6.061056009901803,BO
2024-03-07T00:00:00Z,AM,6,8.81358875442447,8.92521327519201,15.44931417968412,GPP,299.6220498318991,50.1,6.061056009901803,BO
2024-03-08T00:00:00Z,AM,6,6.827707461930752,7.9177105513851505,15.44931417968412,GPP,306.7506264174005,50.1,6.061056009901803,BO
2024-03-09T00:00:00Z,AM,6,6.082697493038818,6.970229807653145,15.44931417968412,GPP,312.15453871370994,50.1,6.061056009901803,BO
2024-03-10T00:00:00Z,AM,6,9.513395350311075,6.083658600232142,15.44931417968412,GPP,317.84153085732044,50.1,6.061056009901803,BO
2024-03-11T00:00:00Z,AM,6,8.668017501236324,5.257285078751542,15.44931417968412,GPP,339.95386430796856,50.1,6.061056009901803,BO
2024-03-12T00:00:00Z,AM,6,5.360310189324231,4.489926379477554,15.44931417968412,GPP,372.88553082701765,50.1,6.061056009901803,BO
2024-03-13T00:00:00Z,AM,6,3.080829572497803,3.7803996386763856,15.44931417968412,GPP,402.13155321503916,50.1,6.061056009901803,BO
2024-03-14T00:00:00Z,AM,6,0,3.1290616117567325,15.44931417968412,GPP,428.6986461865779,50.1,6.061056009901803,BO
2024-03-15T00:00:00Z,AM,6,0.04049832268992331,2.5365229986611157,15.44931417968412,GPP,450.5150298614243,50.1,6.061056009901803,BO
2024-03-16T00:00:00Z,AM,6,3.1411946707827028,2.0019818524564843,15.44931417968412,GPP,466.7351860217372,50.1,6.061056009901803,BO
2024-03-17T00:00:00Z,AM,6,1.8675217924739556,1.5246362262097872,15.44931417968412,GPP,478.0818212042658,50.1,6.061056009901803,BO
2024-03-18T00:00:00Z,AM,6,0,1.096149604464551,15.44931417968412,GPP,485.50549176886955,50.1,6.061056009901803,BO
2024-03-19T00:00:00Z,AM,6,1.4562555731471083,0.718651655279538,15.44931417968412,GPP,488.47321730555944,50.1,6.061056009901803,BO
2024-03-20T00:00:00Z,AM,6,0.5281712007580989,0.4070397069945546,15.44931417968412,GPP,488.5399570602033,50.1,6.061056009901803,BO
2024-03-21T00:00:00Z,AM,6,0.20790181266670865,0.18993097720306984,15.44931417968412,GPP,485.97615127154194,50.1,6.061056009901803,BO
2024-03-22T00:00:00Z,AM,6,0,0.06474778546523458,15.44931417968412,GPP,479.36205902092155,50.1,6.061056009901803,BO
2024-03-23T00:00:00Z,AM,6,0,-4.048869291233894e-4,15.44931417968412,GPP,474.5707330093896,50.1,6.061056009901803,BO
2024-03-24T00:00:00Z,AM,6,0,-0.03742205869017623,15.44931417968412,GPP,475.39311732625373,50.1,6.061056009901803,BO
2024-03-25T00:00:00Z,AM,6,0,0.01292465317509063,15.44931417968412,GPP,480.3865094955269,50.1,6.061056009901803,BO
2024-03-26T00:00:00Z,AM,6,0,0.16084188088452,15.44931417968412,GPP,486.5152714037457,50.1,6.061056009901803,BO
2024-03-27T00:00:00Z,AM,6,0,0.3009019795651818,15.44931417968412,GPP,491.4865264788918,50.1,6.061056009901803,BO
2024-03-28T00:00:00Z,AM,6,0.6010091278599448,0.49785398701247857,15.44931417968412,GPP,497.75375525135627,50.1,6.061056009901803,BO
2024-03-29T00:00:00Z,AM,6,1.3474763985663505,0.8155336706599614,15.44931417968412,GPP,508.5783560615323,50.1,6.061056009901803,BO
2024-03-30T00:00:00Z,AM,6,0.2777140256076438,1.147143480091924,15.44931417968412,GPP,528.2959446637644,50.1,6.061056009901803,BO
2024-03-31T00:00:00Z,AM,6,0,1.3858858648926586,15.44931417968412,GPP,550.733486080243,50.1,6.061056009901803,BO
2024-04-01T00:00:00Z,AM,6,2.581568730166138,1.6707597625689214,15.44931417968412,GPP,571.9403244533202,50.1,6.061056009901803,BO
2024-04-02T00:00:00Z,AM,6,3.5217910850840193,2.055943767105601,15.44931417968412,GPP,591.9292896581909,50.1,6.061056009901803,BO
2024-04-03T00:00:00Z,AM,6,0.43732121027314,2.307409812804189,15.44931417968412,GPP,612.3651635016599,50.1,6.061056009901803,BO
2024-04-04T00:00:00Z,AM,6,0,2.428906592722653,15.44931417968412,GPP,634.1079817438899,50.1,6.061056009901803,BO
2024-04-05T00:00:00Z,AM,6,2.780054741069041,2.555117061861339,15.44931417968412,GPP,653.3037090423609,50.1,6.061056009901803,BO
2024-04-06T00:00:00Z,AM,6,4.697975997084602,2.6484145474353067,15.44931417968412,GPP,667.809211850268,50.1,6.061056009901803,BO
2024-04-07T00:00:00Z,AM,6,5.630312610844613,2.671172376659618,15.44931417968412,GPP,673.1328791040014,50.1,6.061056009901803,BO
2024-04-08T00:00:00Z,AM,6,4.5864305738908255,2.575355967960949,15.44931417968412,GPP,667.7443984299262,50.1,6.061056009901803,BO
2024-04-09T00:00:00Z,AM,6,2.9760829603268544,2.4014944146275363,15.44931417968412,GPP,653.2492328756033,50.1,6.061056009901803,BO
2024-04-10T00:00:00Z,AM,6,2.4921084963485836,2.244806556166788,15.44931417968412,GPP,637.7178362274913,50.1,6.061056009901803,BO
2024-04-11T00:00:00Z,AM,6,0,2.0340874391745296,15.44931417968412,GPP,630.3732055882175,50.1,6.061056009901803,BO
2024-04-12T00:00:00Z,AM,6,2.817519149608763,1.7040751492385844,15.44931417968412,GPP,656.6296951252353,50.1,6.061056009901803,BO
2024-04-13T00:00:00Z,AM,6,0,1.3589030843543528,15.44931417968412,GPP,725.4034226478698,50.1,6.061056009901803,BO
2024-04-14T00:00:00Z,AM,6,0,1.1027046425172358,15.44931417968412,GPP,810.5711017425683,50.1,6.061056009901803,BO
2024-04-15T00:00:00Z,AM,6,0,0.836841732903914,15.44931417968412,GPP,889.0348963670543,50.1,6.061056009901803,BO
2024-04-16T00:00:00Z,AM,6,0,0.49871950715064617,15.44931417968412,GPP,949.9088844838076,50.1,6.061056009901803,BO
2024-04-17T00:00:00Z,AM,6,0.4852386941846458,0.24653622694219957,15.44931417968412,GPP,993.7263178683023,50.1,6.061056009901803,BO
2024-04-18T00:00:00Z,AM,6,0,0.10485184113322304,15.44931417968412,GPP,1031.2842586648014,50.1,6.061056009901803,BO
2024-04-19T00:00:00Z,AM,6,0,-0.00951257527463142,15.44931417968412,GPP,1065.4777306040874,50.1,6.061056009901803,BO
2024-04-20T00:00:00Z,AM,6,0,-0.09996707137609176,15.44931417968412,GPP,1092.913334433666,50.1,6.061056009901803,BO
2024-04-21T00:00:00Z,AM,6,0,-0.1699216962658861,15.44931417968412,GPP,1111.2726894935736,50.1,6.061056009901803,BO
2024-04-22T00:00:00Z,AM,6,0,-0.1654961357495281,15.44931417968412,GPP,1120.2224519518093,50.1,6.061056009901803,BO
2024-04-23T00:00:00Z,AM,6,0,-0.09425162236207212,15.44931417968412,GPP,1113.3139162024636,50.1,6.061056009901803,BO
2024-04-24T00:00:00Z,AM,6,0,-0.0517605252925577,15.44931417968412,GPP,1086.3457731713404,50.1,6.061056009901803,BO
2024-04-25T00:00:00Z,AM,6,0,-0.04397073795943489,15.44931417968412,GPP,1045.880388040597,50.1,6.061056009901803,BO
2024-04-26T00:00:00Z,AM,6,0,-0.01855055891374177,15.44931417968412,GPP,1002.7822804005533,50.1,6.061056009901803,BO
2024-04-27T00:00:00Z,AM,6,0,0.01634703495660034,15.44931417968412,GPP,960.000145899786,50.1,6.061056009901803,BO
2024-04-28T00:00:00Z,AM,6,0,0.05256906676367014,15.44931417968412,GPP,913.7727042548837,50.1,6.061056009901803,BO
2024-04-29T00:00:00Z,AM,6,0.21101829835900296,0.08852930700029386,15.44931417968412,GPP,863.3794542084642,50.1,6.061056009901803,BO
2024-04-30T00:00:00Z,AM,6,0.1165376518307802,0.13046749090338566,15.44931417968412,GPP,812.7926000411024,50.1,6.061056009901803,BO
2024-05-01T00:00:00Z,AM,6,0.27138066950169826,0.18196958870115623,15.44931417968412,GPP,765.1190982460286,50.1,6.061056009901803,BO
2024-05-02T00:00:00Z,AM,6,0.31379406095120527,0.2646370013780344,15.44931417968412,GPP,720.1307574307144,50.1,6.061056009901803,BO
2024-05-03T00:00:00Z,AM,6,0.4878384307111017,0.3782475376806239,15.44931417968412,GPP,676.888343877155,50.1,6.061056009901803,BO
2024-05-04T00:00:00Z,AM,6,0.34778669242812943,0.4936517794803974,15.44931417968412,GPP,637.7211228456844,50.1,6.061056009901803,BO
2024-05-05T00:00:00Z,AM,6,0.12752251440261367,0.5817003086488277,15.44931417968412,GPP,604.582447012732,50.1,6.061056009901803,BO
2024-05-06T00:00:00Z,AM,6,0.30666504914901144,0.66896387949424,15.44931417968412,GPP,574.1907037589006,50.1,6.061056009901803,BO
2024-05-07T00:00:00Z,AM,6,0.8196413463719938,0.7806293545717006,15.44931417968412,GPP,545.8392329450113,50.1,6.061056009901803,BO
2024-05-08T00:00:00Z,AM,6,0.44931023996500546,0.8854714781227943,15.44931417968412,GPP,522.4317482966435,50.1,6.061056009901803,BO
2024-05-09T00:00:00Z,AM,6,0.2996964326792881,0.9522649943891052,15.44931417968412,GPP,505.5188016431608,50.1,6.061056009901803,BO
2024-05-10T00:00:00Z,AM,6,2.3645809549025776,0.991614072929284,15.44931417968412,GPP,491.7985656221177,50.1,6.061056009901803,BO
2024-05-11T00:00:00Z,AM,6,1.2981538791019955,1.0289443238447396,15.44931417968412,GPP,479.9796873917761,50.1,6.061056009901803,BO
2024-05-12T00:00:00Z,AM,6,1.4673230377160558,1.0552626521911947,15.44931417968412,GPP,470.5717335787551,50.1,6.061056009901803,BO
2024-05-13T00:00:00Z,AM,6,1.455470924420143,1.0615759630243726,15.44931417968412,GPP,462.3279583099328,50.1,6.061056009901803,BO
2024-05-14T00:00:00Z,AM,6,1.5895376422861052,1.033796542043599,15.44931417968412,GPP,459.89732192875346,50.1,6.061056009901803,BO
2024-05-15T00:00:00Z,AM,6,0.7588065315436446,0.981900314357996,15.44931417968412,GPP,470.8165164433849,50.1,6.061056009901803,BO
2024-05-16T00:00:00Z,AM,6,0.5503812488943365,0.9329896441379812,15.44931417968412,GPP,497.0897025966601,50.1,6.061056009901803,BO
2024-05-17T00:00:00Z,AM,6,0.5550392027662316,0.8590845761260061,15.44931417968412,GPP,530.8845800579419,50.1,6.061056009901803,BO
2024-05-18T00:00:00Z,AM,6,0.6026669435002359,0.7404999325607154,15.44931417968412,GPP,566.2781848756799,50.1,6.061056009901803,BO
2024-05-19T00:00:00Z,AM,6,0.5547089676866499,0.6167802438568163,15.44931417968412,GPP,603.1969823429378,50.1,6.061056009901803,BO
2024-05-20T00:00:00Z,AM,6,0.47681537804499974,0.5274700404290156,15.44931417968412,GPP,642.3121971030067,50.1,6.061056009901803,BO
2024-05-21T00:00:00Z,AM,6,0.4453137169573976,0.4414792472127101,15.44931417968412,GPP,680.2179420807511,50.1,6.061056009901803,BO
2024-05-22T00:00:00Z,AM,6,0.3427911935819597,0.3345908356580839,15.44931417968412,GPP,715.0668853092029,50.1,6.061056009901803,BO
2024-05-23T00:00:00Z,AM,6,0.2402211752059479,0.256658905952026,15.44931417968412,GPP,753.4720761413996,50.1,6.061056009901803,BO
2024-05-24T00:00:00Z,AM,6,0.18062924457815585,0.21526900980194777,15.44931417968412,GPP,796.0055383412548,50.1,6.061056009901803,BO
2024-05-25T00:00:00Z,AM,6,0.1458242210969333,0.1841269403345208,15.44931417968412,GPP,834.9717096902797,50.1,6.061056009901803,BO
2024-05-26T00:00:00Z,AM,6,0.1205375238638252,0.16226715986552484,15.44931417968412,GPP,864.0283572734451,50.1,6.061056009901803,BO
2024-05-27T00:00:00Z,AM,6,0.1494002753316589,0.14872413071073926,15.44931417968412,GPP,878.8604957259588,50.1,6.061056009901803,BO
2024-05-28T00:00:00Z,AM,6,0.11438839044081228,0.15185889276283038,15.44931417968412,GPP,878.2820655453108,50.1,6.061056009901803,BO
2024-05-29T00:00:00Z,AM,6,0.13712673930489153,0.17022415405368366,15.44931417968412,GPP,864.27402723185,50.1,6.061056009901803,BO
2024-05-30T00:00:00Z,AM,6,0.11141679637299176,0.18814187910790772,15.44931417968412,GPP,840.4939552629287,50.1,6.061056009901803,BO
2024-05-31T00:00:00Z,AM,6,0.24911792505470745,0.19887562255746663,15.44931417968412,GPP,810.6861719656359,50.1,6.061056009901803,BO
2024-06-01T00:00:00Z,AM,6,0.2690622124802498,0.21056335513430924,15.44931417968412,GPP,781.4403419077225,50.1,6.061056009901803,BO
2024-06-02T00:00:00Z,AM,6,0.36555124931513694,0.22983866551302087,15.44931417968412,GPP,758.296386508891,50.1,6.061056009901803,BO
2024-06-03T00:00:00Z,AM,6,0.2587291459461644,0.26333514236818695,15.44931417968412,GPP,740.1394264080118,50.1,6.061056009901803,BO
2024-06-04T00:00:00Z,AM,6,0.3322787133215611,0.30519598373232815,15.44931417968412,GPP,721.3047636303319,50.1,6.061056009901803,BO
2024-06-05T00:00:00Z,AM,6,0.44696940472071767,0.35181065114979615,15.44931417968412,GPP,698.1579561441802,50.1,6.061056009901803,BO
2024-06-06T00:00:00Z,AM,6,0.5020615385866113,0.41318212856292286,15.44931417968412,GPP,670.5470116949738,50.1,6.061056009901803,BO
2024-06-07T00:00:00Z,AM,6,0.454470363133573,0.5144809714685323,15.44931417968412,GPP,640.1648253067616,50.1,6.061056009901803,BO
2024-06-08T00:00:00Z,AM,6,0.733963484979535,0.6503344715059174,15.44931417968412,GPP,610.3720317308199,50.1,6.061056009901803,BO
2024-06-09T00:00:00Z,AM,6,1.1084436353504454,0.7849307168311128,15.44931417968412,GPP,581.0050198517655,50.1,6.061056009901803,BO
2024-06-10T00:00:00Z,AM,6,0.5490216386058824,0.8824577956001534,15.44931417968412,GPP,548.931259335845,50.1,6.061056009901803,BO
2024-06-11T00:00:00Z,AM,6,0,0.9530532837939544,15.44931417968412,GPP,513.8287569101726,50.1,6.061056009901803,BO
