Date,ID,flood,conc,loess,base,variable
2022-07-20,AM,1,4.610260493789059,7.688966993525975,11.960639276395673,GPP
2022-07-21,AM,1,3.11445439305628,6.577224573191991,11.960639276395673,GPP
2022-07-22,AM,1,5.512841378861927,5.740475643697229,11.960639276395673,GPP
2022-07-23,AM,1,6.147395309933128,5.187415892924598,11.960639276395673,GPP
2022-07-24,AM,1,6.679876708478556,4.903215997385609,11.960639276395673,GPP
2022-07-25,AM,1,4.9981480955105235,4.873046633591768,11.960639276395673,GPP
2022-07-26,AM,1,6.627973267719074,5.082078478054586,11.960639276395673,GPP
2022-07-27,AM,1,6.673739234303045,5.817552989150075,11.960639276395673,GPP
2022-07-28,AM,1,6.659688818079891,7.03873132292343,11.960639276395673,GPP
2022-07-29,AM,1,6.034036628459148,8.238813702389944,11.960639276395673,GPP
2022-07-30,AM,1,5.877982025032168,9.653286599489785,11.960639276395673,GPP
2022-08-02,AM,1,9.398726445298369,15.773124065061845,11.960639276395673,GPP
2022-08-03,AM,1,22.1555234070603,17.251025198715347,11.960639276395673,GPP
2022-08-04,AM,1,21.32338249289947,18.285262495000293,11.960639276395673,GPP
2022-08-05,AM,1,19.434974002773576,19.185653978221655,11.960639276395673,GPP
2022-08-06,AM,1,25.643249151498537,19.94837835696007,11.960639276395673,GPP
2022-08-07,AM,1,21.31485012564592,20.569614339796154,11.960639276395673,GPP
2022-08-08,AM,1,22.314496263060235,21.04554063531053,11.960639276395673,GPP
2022-08-09,AM,1,22.506480322407327,21.024671857377363,11.960639276395673,GPP
2022-08-10,AM,1,16.612298023104223,20.5794233855465,11.960639276395673,GPP
2022-08-11,AM,1,18.780574307194794,20.34182507691211,11.960639276395673,GPP
2022-08-12,AM,1,20.00416014279394,20.240157592009886,11.960639276395673,GPP
2022-08-13,AM,1,14.792050318229096,20.001944218520975,11.960639276395673,GPP
2022-08-14,AM,1,22.0338562842738,19.958078754257695,11.960639276395673,GPP
2022-08-15,AM,1,19.47625389013813,20.299691515077786,11.960639276395673,GPP
2022-08-16,AM,1,22.79756644985185,20.896042088171043,11.960639276395673,GPP
2022-08-17,AM,1,26.65718440629077,21.59521817834787,11.960639276395673,GPP
2022-08-18,AM,1,21.20793862691487,22.245307490418686,11.960639276395673,GPP
2022-08-19,AM,1,18.41896304015485,22.69439772919388,11.960639276395673,GPP
2022-08-20,AM,1,20.835500538681984,23.089028504182018,11.960639276395673,GPP
2022-08-21,AM,1,24.94618925276409,23.559072250854193,11.960639276395673,GPP
2022-08-22,AM,1,23.54464829353055,23.92761591296467,11.960639276395673,GPP
2022-08-23,AM,1,25.15403618468232,24.017746434267686,11.960639276395673,GPP
2022-08-24,AM,1,25.345291400019576,23.652550758517492,11.960639276395673,GPP
2022-08-25,AM,1,22.56151145126237,22.762576588219787,11.960639276395673,GPP
2022-08-26,AM,1,24.344884023317334,21.475303016822746,11.960639276395673,GPP
2022-08-27,AM,1,25.190729332739412,19.90921407449435,11.960639276395673,GPP
2022-08-28,AM,1,19.773568693361348,18.182793791402602,11.960639276395673,GPP
2022-08-30,AM,1,12.31465240068854,14.722895323600998,11.960639276395673,GPP
2022-08-31,AM,1,5.235755827781362,12.641051831817164,11.960639276395673,GPP
2022-09-01,AM,1,8.634465274793012,10.172318890748,11.960639276395673,GPP
2022-09-02,AM,1,11.369175744037648,8.140439289000467,11.960639276395673,GPP
2022-09-03,AM,1,10.458940654466684,6.5621599152445675,11.960639276395673,GPP
2022-09-04,AM,1,4.696369566402949,5.0323554230964165,11.960639276395673,GPP
2022-09-05,AM,1,3.6009919449168075,3.7419602485821297,11.960639276395673,GPP
2022-09-06,AM,1,1.716843313111427,2.7677154687333303,11.960639276395673,GPP
2022-09-07,AM,1,0,2.0194765791104876,11.960639276395673,GPP
2022-09-08,AM,1,0,1.437849643532995,11.960639276395673,GPP
