Date,DO,Temp
2022-09-26 1400,7.67,84.13
2022-09-26 1500,6.46,74.16
2022-09-26 1600,5.85,73.9
2022-09-26 1700,5.68,73.4
2022-09-26 1800,5.06,72.82
2022-09-26 1900,4.41,72.39
2022-09-26 2000,3.74,72.07
2022-09-26 2100,3.38,71.89
2022-09-26 2200,2.91,71.78
2022-09-26 2300,2.91,71.67
2022-09-27 0000,2.89,71.6
2022-09-27 0100,2.91,71.49
2022-09-27 0200,2.84,71.38
2022-09-27 0300,2.7,71.31
2022-09-27 0400,3.21,71.17
2022-09-27 0500,3.32,71.02
2022-09-27 0600,3.28,70.92
2022-09-27 0700,3.46,70.81
2022-09-27 0800,3.56,70.81
2022-09-27 0900,3.94,70.95
2022-09-27 1000,4.49,71.13
2022-09-27 1100,5.33,71.49
2022-09-27 1200,6.4,71.89
2022-09-27 1300,7.39,72.43
2022-09-27 1400,8.09,72.93
2022-09-27 1500,8.4,73.15
2022-09-27 1600,6.87,72.9
2022-09-27 1700,6.44,72.54
2022-09-27 1800,5.73,72.21
2022-09-27 1900,4.86,71.82
2022-09-27 2000,4.16,71.46
2022-09-27 2100,3.75,71.17
2022-09-27 2200,3.59,70.95
2022-09-27 2300,3.54,70.84
2022-09-28 0000,3.56,70.74
2022-09-28 0100,3.61,70.66
2022-09-28 0200,3.63,70.59
2022-09-28 0300,3.65,70.56
2022-09-28 0400,3.68,70.48
2022-09-28 0500,3.71,70.45
2022-09-28 0600,3.75,70.38
2022-09-28 0700,3.86,70.3
2022-09-28 0800,3.98,70.3
2022-09-28 0900,4.43,70.41
2022-09-28 1000,5.11,70.63
2022-09-28 1100,5.58,70.77
2022-09-28 1200,6.05,70.99
2022-09-28 1300,5.91,70.99
2022-09-28 1400,5.92,71.02
2022-09-28 1500,6.1,71.1
2022-09-28 1600,6.07,71.06
2022-09-28 1700,5.79,71.02
2022-09-28 1800,5,70.84
2022-09-28 1900,4.28,70.74
2022-09-28 2000,4.02,70.66
2022-09-28 2100,3.82,70.56
2022-09-28 2200,3.73,70.52
2022-09-28 2300,3.74,70.45
2022-09-29 0000,3.78,70.34
2022-09-29 0100,3.79,70.27
2022-09-29 0200,3.84,70.2
2022-09-29 0300,3.83,70.12
2022-09-29 0400,3.86,70.09
2022-09-29 0500,3.7,70.05
2022-09-29 0600,3.86,70.02
2022-09-29 0700,3.79,70.02
2022-09-29 0800,4.03,70.02
2022-09-29 0900,4.44,70.23
2022-09-29 1000,5.71,70.59
2022-09-29 1100,6.5,70.99
2022-09-29 1200,7.06,71.38
2022-09-29 1300,7.2,71.78
2022-09-29 1400,6.77,72
2022-09-29 1500,6.88,72
2022-09-29 1600,6.32,71.82
2022-09-29 1700,6,71.6
2022-09-29 1800,5.54,71.31
2022-09-29 1900,4.59,70.99
2022-09-29 2000,4.04,70.77
2022-09-29 2100,3.85,70.66
2022-09-29 2200,3.82,70.63
2022-09-29 2300,3.79,70.59
2022-09-30 0000,3.73,70.63
2022-09-30 0100,3.78,70.63
2022-09-30 0200,3.75,70.63
2022-09-30 0300,3.74,70.66
2022-09-30 0400,3.74,70.66
2022-09-30 0500,3.72,70.63
2022-09-30 0600,3.4,70.56
2022-09-30 0700,3.76,70.41
2022-09-30 0800,4,70.41
2022-09-30 0900,4.59,70.66
2022-09-30 1000,5.23,70.88
2022-09-30 1100,5.5,71.31
2022-09-30 1200,6.31,72.1
2022-09-30 1300,6.7,72.9
2022-09-30 1400,7.6,73.36
2022-09-30 1500,7.33,73.08
2022-09-30 1600,6.67,72.46
2022-09-30 1700,6.01,72.14
2022-09-30 1800,5.03,71.85
2022-09-30 1900,4.31,71.56
2022-09-30 2000,3.86,71.31
2022-09-30 2100,3.69,71.17
2022-09-30 2200,3.67,71.02
2022-09-30 2300,3.66,70.88
2022-10-01 0000,3.71,70.77
2022-10-01 0100,3.53,70.66
2022-10-01 0200,3.83,70.59
2022-10-01 0300,3.82,70.48
2022-10-01 0400,3.85,70.45
2022-10-01 0500,3.89,70.38
2022-10-01 0600,3.93,70.3
2022-10-01 0700,3.95,70.23
2022-10-01 0800,4.19,70.3
2022-10-01 0900,4.71,70.66
2022-10-01 1000,5.01,71.13
2022-10-01 1100,5.89,71.78
2022-10-01 1200,7.12,72.79
2022-10-01 1300,7.7,73.54
2022-10-01 1400,7.35,73.44
2022-10-01 1500,6.62,72.9
2022-10-01 1600,6.1,72.5
2022-10-01 1700,5.05,72.03
2022-10-01 1800,4.45,71.67
2022-10-01 1900,4.11,71.46
2022-10-01 2000,3.85,71.28
2022-10-01 2100,3.86,71.1
2022-10-01 2200,3.74,70.95
2022-10-01 2300,3.81,70.81
2022-10-02 0000,3.96,70.66
2022-10-02 0100,3.97,70.59
2022-10-02 0200,4,70.52
2022-10-02 0300,4.03,70.45
2022-10-02 0400,4.03,70.41
2022-10-02 0500,4.07,70.34
2022-10-02 0600,4.1,70.27
2022-10-02 0700,4.12,70.23
2022-10-02 0800,4.38,70.3
2022-10-02 0900,4.86,70.63
2022-10-02 1000,5.11,71.02
2022-10-02 1100,5.87,71.67
2022-10-02 1200,7.05,72.61
2022-10-02 1300,7.59,73.44
2022-10-02 1400,7.15,73.47
2022-10-02 1500,6.25,73
2022-10-02 1600,5.68,72.43
2022-10-02 1700,4.95,71.85
2022-10-02 1800,4.4,71.56
2022-10-02 1900,4.1,71.38
2022-10-02 2000,4,71.17
2022-10-02 2100,3.95,70.99
2022-10-02 2200,3.99,70.88
2022-10-02 2300,4.03,70.81
2022-10-03 0000,4.07,70.74
2022-10-03 0100,4.07,70.66
2022-10-03 0200,2.9,70.59
2022-10-03 0300,4.12,70.52
2022-10-03 0400,4.14,70.45
2022-10-03 0500,4.17,70.38
2022-10-03 0600,4.05,70.34
2022-10-03 0700,4.12,70.38
2022-10-03 0800,4.29,70.48
2022-10-03 0900,4.69,70.7
2022-10-03 1000,4.57,70.95
2022-10-03 1100,5.49,71.53
2022-10-03 1200,6.64,72.46
2022-10-03 1300,7.2,73.22
2022-10-03 1400,7.11,73.22
2022-10-03 1500,6.36,72.68
2022-10-03 1600,5.85,72.07
2022-10-03 1700,5.17,71.6
2022-10-03 1800,4.74,71.2
2022-10-03 1900,4.38,70.92
2022-10-03 2000,4.17,70.74
2022-10-03 2100,4.17,70.66
2022-10-03 2200,4.14,70.66
2022-10-03 2300,4.12,70.59
2022-10-04 0000,4.08,70.52
2022-10-04 0100,3.77,70.45
2022-10-04 0200,3.55,70.48
2022-10-04 0300,3.7,70.48
2022-10-04 0400,3.51,70.41
2022-10-04 0500,3.32,70.38
2022-10-04 0600,3.96,70.3
2022-10-04 0700,4.13,70.23
2022-10-04 0800,4.14,70.3
2022-10-04 0900,4.66,70.56
2022-10-04 1000,5.14,70.84
2022-10-04 1100,6.71,71.6
2022-10-04 1200,7.6,72.68
2022-10-04 1300,7.84,73.22
2022-10-04 1400,7.16,72.97
2022-10-04 1500,6.43,72.46
2022-10-04 1600,5.74,71.85
2022-10-04 1700,5.34,71.53
2022-10-04 1800,4.82,71.28
2022-10-04 1900,4.31,70.95
2022-10-04 2000,4.12,70.74
2022-10-04 2100,4.33,70.56
2022-10-04 2200,4.25,70.41
2022-10-04 2300,4.37,70.3
2022-10-05 0000,4.44,70.16
2022-10-05 0100,4.4,70.12
2022-10-05 0200,4.45,70.02
2022-10-05 0300,4.47,69.98
2022-10-05 0400,4.5,69.91
2022-10-05 0500,4.54,69.84
2022-10-05 0600,4.52,69.8
2022-10-05 0700,4.45,69.8
2022-10-05 0800,4.72,70.02
2022-10-05 0900,5.18,70.41
2022-10-05 1000,5.52,71.06
2022-10-05 1100,6.69,72.1
2022-10-05 1200,7.52,73.15
2022-10-05 1300,7.52,73.54
2022-10-05 1400,7.07,73.29
2022-10-05 1500,6.47,72.72
2022-10-05 1600,5.74,72.07
