Date,DO,depth,Temp,velocity_m.s,VentDO,VentTemp_F,velocity_m.s_abs,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,velocity_m.h_abs,velocity_m.h,Q_m.h,U.H,deltaDO,deltaDO_rate,K600_1d,K600_avg,K_reaeration,not,season,hour,Month,day,year,set,time.x,time.y,ER,GPP,GPPavg
2023-02-10T00:00:00Z,2.43,1.0944145560494387,72.21,0.08512900320197302,1.93,74.42,0.08512900320197302,0.6642765763555383,22.34,8.686809604528337,6.256809604528337,23.57,8.486371406137442,6.556371406137442,6.40659050533289,306.46441152710287,306.46441152710287,2391.395674879938,0.07778496981003917,0.5000000000000002,12.577466733239513,10.513510257326963,10.604034028567785,73.71511869728467,-61.137651964045155,winter,0,2,10,2023,winter,ER,ER,-56.929825110278024,0,40.21679450209736
2023-02-10T01:00:00Z,2.53,1.0692692122722405,72.14,0.08615996229683814,1.93,74.42,0.08615996229683814,0.6568740304537134,22.3,8.693469625130573,6.163469625130574,23.57,8.486371406137442,6.556371406137442,6.359920515634008,310.1758642686173,310.1758642686173,2364.746509633368,0.08057836259378004,0.5999999999999999,14.92476759235646,10.582227719806989,10.601184579101133,71.9640925100606,-57.039324917704135,winter,1,2,10,2023,winter,ER,ER,-56.929825110278024,0,40.21679450209736
2023-02-10T02:00:00Z,2.74,1.0491961052226328,72,0.08698295968587205,1.93,74.42,0.08698295968587205,0.6506993613900898,22.22,8.706817094417758,5.966817094417758,23.57,8.486371406137442,6.556371406137442,6.2615942502776,313.1386548691394,313.1386548691394,2342.517701004323,0.08290438675181205,0.8100000000000003,19.95903931781384,10.639447914094577,10.598344132657338,69.89734578486407,-49.93830646705023,winter,2,2,10,2023,winter,ER,ER,-56.929825110278024,6.991518643227792,40.21679450209736
2023-02-10T03:00:00Z,2.89,1.0428288293305523,71.92,0.08724401799744735,1.93,74.42,0.08724401799744735,0.6486915151106699,22.18,8.713504582301143,5.823504582301142,23.57,8.486371406137442,6.556371406137442,6.189937994219292,314.0784647908105,314.0784647908105,2335.2894543984116,0.08366091878516052,0.9600000000000002,23.582165598413138,10.658058602114949,10.595513501389714,68.79825633196802,-45.21609073355488,winter,3,2,10,2023,winter,ER,ER,-56.929825110278024,11.713734376723146,40.21679450209736
2023-02-10T04:00:00Z,2.96,1.043692188773546,71.92,0.08720862026028461,1.93,74.42,0.08720862026028461,0.6489651545643612,22.18,8.713504582301143,5.753504582301143,23.57,8.486371406137442,6.556371406137442,6.154937994219292,313.9510329370246,313.9510329370246,2336.2745564317,0.08355779721103826,1.03,25.312371596682873,10.65552181139154,10.592689480148186,68.44958787627016,-43.137216279587285,winter,4,2,10,2023,winter,ER,ER,-56.929825110278024,13.792608830690739,40.21679450209736
2023-02-10T05:00:00Z,2.93,1.0652242512098131,71.85,0.08632580570039766,1.93,74.42,0.08632580570039766,0.6556487165868772,22.14,8.720201265215929,5.790201265215929,23.57,8.486371406137442,6.556371406137442,6.173286335676686,310.7729005214316,310.7729005214316,2360.335379712758,0.0810400303995655,1.0000000000000002,24.82821226906829,10.593584747829311,10.589872542687534,69.66271745601973,-44.834505186951446,winter,5,2,10,2023,winter,AM,ER,-56.929825110278024,12.095319923326578,40.21679450209736
2023-02-10T06:00:00Z,2.77,1.0886428761010232,71.82,0.08536564207985806,1.93,74.42,0.08536564207985806,0.6626101375530139,22.12,8.72355306096522,5.95355306096522,23.57,8.486371406137442,6.556371406137442,6.254962233551331,307.316311487489,307.316311487489,2385.39649519085,0.0784147344862948,0.8400000000000001,21.07713593226137,10.529002468362851,10.587059582001622,71.69640078660312,-50.61926485434175,winter,6,2,10,2023,winter,AM,ER,-56.929825110278024,6.310560255936274,40.21679450209736
2023-02-10T07:00:00Z,2.58,1.1033179503053128,71.78,0.08476396403748218,1.93,74.42,0.08476396403748218,0.666809029829123,22.1,8.72690716286343,6.14690716286343,23.57,8.486371406137442,6.556371406137442,6.351639284500436,305.1502705349358,305.1502705349358,2400.512507384843,0.07682641618766929,0.6500000000000001,16.413041337308712,10.489929838216664,10.58424916128288,73.51214472120719,-57.09910338389848,winter,7,2,10,2023,winter,AM,ER,-56.929825110278024,0,40.21679450209736
2023-02-10T08:00:00Z,2.42,1.1156208223679762,71.89,0.08425954628291298,1.93,74.42,0.08425954628291298,0.6702321517766159,22.16,8.716851773149923,6.296851773149923,23.57,8.486371406137442,6.556371406137442,6.426611589643683,303.3343666184867,303.3343666184867,2412.8357463958173,0.07552704699798156,0.49,12.43642548107241,10.457965356150346,10.581441532122307,74.98007374375474,-62.54364826268233,winter,8,2,10,2023,winter,AM,ER,-56.929825110278024,0,40.21679450209736
2023-02-10T09:00:00Z,2.77,1.1141099433427373,72.18,0.08432149232294778,1.93,74.42,0.08432149232294778,0.6698165349359452,22.32,8.690138474029585,5.920138474029585,23.57,8.486371406137442,6.556371406137442,6.238254940083514,303.557372362612,303.557372362612,2411.339525769403,0.07568507293809125,0.8400000000000001,21.306366076223338,10.461852794277045,10.578632847462307,72.71094254209989,-51.404576465876545,winter,9,2,10,2023,winter,AM,ER,-56.929825110278024,5.525248644401479,40.21679450209736
