Date,DO,depth,Temp,VentTemp_F,VentDO,velocity_m/s,velocity_m/s_abs,Q_m/s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,velocity_m/h_abs,velocity_m/h,Q_m/h,U/H,deltaDO,deltaDO_rate,K600_1d
2022-12-12T11:00:00Z,9.19,0.7447580542901184,68,NA,NA,0.0952060492767597,0.0952060492767597,1.1954662581899065,20,9.092426042885567,-0.09757395711443273,NA,NA,NA,NA,342.7417773963349,342.7417773963349,4303.678529483664,0.12783487030228538,NA,NA,6.088859898641674
2022-12-12T12:00:00Z,6.64,0.7369878193031741,71.46,NA,NA,0.09588205972062386,0.09588205972062386,1.191393524350056,21.92,8.757198265151638,2.1171982651516386,NA,NA,NA,NA,345.1754149942459,345.1754149942459,4289.016687660202,0.13009992459750672,NA,NA,6.16485247024635
2022-12-12T13:00:00Z,7.6,0.7383928147246459,72.5,NA,NA,0.09575982511895581,0.09575982511895581,1.192143064368138,22.5,8.660260493749806,1.0602604937498068,NA,NA,NA,NA,344.7353704282409,344.7353704282409,4291.715031725297,0.1296868322786505,NA,NA,6.150993222948723
2022-12-12T14:00:00Z,8.19,0.7417403688928532,73.65,NA,NA,0.09546858790632178,0.09546858790632178,1.193905588606769,23.14,8.555498011981616,0.36549801198161624,NA,NA,NA,NA,343.6869164627584,343.6869164627584,4298.060118984369,0.1287089012680022,NA,NA,6.118183637541473
2022-12-12T15:00:00Z,8.19,0.7379092113645681,74.23,NA,NA,0.09580189861128258,0.09580189861128258,1.19188572419195,23.46,8.503960149372926,0.31396014937292627,NA,NA,NA,NA,344.8868350006173,344.8868350006173,4290.78860709102,0.1298288422692573,NA,NA,6.155757658133583
2022-12-12T16:00:00Z,7.66,0.7387725708075619,73.87,NA,NA,0.09572678633974213,0.09572678633974213,1.1923446633035673,23.26,8.536106314531425,0.876106314531425,NA,NA,NA,NA,344.61643082307165,344.61643082307165,4292.440787892842,0.12957544733300255,NA,NA,6.147256258022235
2022-12-12T17:00:00Z,6.98,0.7389324143765168,73.44,NA,NA,0.09571287994924305,0.09571287994924305,1.1924293920275104,23.02,8.574968322123162,1.5949683221231616,NA,NA,NA,NA,344.56636781727497,344.56636781727497,4292.745811299037,0.1295285984036875,NA,NA,6.145684476443715
2022-12-12T18:00:00Z,6.21,0.7387165745157688,72.79,NA,NA,0.09573165801712813,0.09573165801712813,1.1923149634655368,22.66,8.633856006493229,2.423856006493229,NA,NA,NA,NA,344.6339688616613,344.6339688616613,4292.333868475933,0.12959186421379615,NA,NA,6.14780704437286
2022-12-12T19:00:00Z,5.54,0.7336962614267599,72.03,NA,NA,0.0961684252558719,0.0961684252558719,1.1896148613471895,22.24,8.70347679246673,3.1634767924667306,NA,NA,NA,NA,346.20633092113883,346.20633092113883,4282.613500849882,0.1310738929878979,NA,NA,6.197529109743974
2022-12-12T20:00:00Z,5.02,0.737473458989858,71.35,NA,NA,0.09583980906788235,0.09583980906788235,1.1916532593674083,21.86,8.767337167133048,3.7473371671330487,NA,NA,NA,NA,345.02331264437646,345.02331264437646,4289.95173372267,0.1299569603483186,NA,NA,6.160056019686088
