Date,DO,depth,Temp,light,SpC,velocity_m.s,VentDO,VentTemp_F,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,mean.DO.deficit,mean.DO.sat,DO.sat.def,velocity_m.h,Q_m.h,u.h,deltaDO,deltaDO_rate,K600_1d,K_reaeration,rearation,not,hour,day,Month,year,time.x,time.y,ER,GPP,GPPavg,u_md,L_max,L_min,demars
2022-09-13T10:00:00Z,4.6,0.9100668897629872,73.11,1840.198006778574,381.3,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.84,8.604322294183882,4.004322294183883,22.73,8.62234920530432,3.3745714275265417,3.6894468608552122,8.6133357497441,0.42834123364630533,31.14988628180737,467.7499220617604,0.009507813421983091,-0.6477777777777778,-1.4216915193848487,22.066040815541783,74.08989696168462,31.73575786529564,-33.15744938468049,10,13,9,2022,AM,ER,-36.4134151536749,3.2559657689944075,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T11:00:00Z,4.52,0.9100668897629872,73.11,2031.7112984794903,381.3,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.84,8.604322294183882,4.084322294183883,22.73,8.62234920530432,3.3745714275265417,3.7294468608552123,8.6133357497441,0.4329851951917714,31.14988628180737,467.7499220617604,0.009507813421983091,-0.7277777777777779,-1.59726920273941,22.066040815541783,74.89315988705994,32.427629452227194,-34.024898654966606,11,13,9,2022,AM,ER,-36.4134151536749,2.3885164987082916,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T12:00:00Z,4.72,0.9100668897629872,73.26,2089.946332256374,381.8,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.92,8.591253996981393,3.8712539969813937,22.73,8.62234920530432,3.3745714275265417,3.6229127122539677,8.606801601142855,0.4209360085368877,31.14988628180737,467.7499220617604,0.009507813421983091,-0.5277777777777777,-1.158324994353007,22.066040815541783,72.7537865906148,30.624688533397933,-31.78301352775094,12,13,9,2022,AM,ER,-36.4134151536749,4.630401625923959,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T13:00:00Z,4.88,0.9100668897629872,73.36,2010.9324447548472,383,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.98,8.581475982373577,3.7014759823735774,22.73,8.62234920530432,3.3745714275265417,3.5380237049500596,8.601912593838948,0.4113066328393224,31.14988628180737,467.7499220617604,0.009507813421983091,-0.36777777777777754,-0.8071696276438844,22.066040815541783,71.04908178213617,29.22295859413607,-30.030128221779954,13,13,9,2022,AM,ER,-36.4134151536749,6.3832869318949435,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T14:00:00Z,4.86,0.9100668897629872,73.44,1800.0570446293402,383.5,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,23.02,8.574968322123162,3.7149683221231617,22.73,8.62234920530432,3.3745714275265417,3.5447698748248517,8.59865876371374,0.4122468366559385,31.14988628180737,467.7499220617604,0.009507813421983091,-0.3877777777777771,-0.8510640484825238,22.066040815541783,71.18455548585379,29.345607817802357,-30.19667186628488,14,13,9,2022,AM,ER,-36.4134151536749,6.216743287390017,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T15:00:00Z,4.89,0.9100668897629872,73.47,1471.6982835341935,384.4,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,23.04,8.571717789780884,3.681717789780884,22.73,8.62234920530432,3.3745714275265417,3.528144608653713,8.5970334975426,0.41039093422890666,31.14988628180737,467.7499220617604,0.009507813421983091,-0.35777777777777775,-0.785222417224565,22.066040815541783,70.85069398735948,29.076482496238835,-29.8617049134634,15,13,9,2022,AM,ER,-36.4134151536749,6.551710240211499,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T16:00:00Z,4.86,0.9100668897629872,73.51,1048.244709350229,384.5,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,23.06,8.568469452825425,3.708469452825425,22.73,8.62234920530432,3.3745714275265417,3.5415204401759834,8.595409329064871,0.412024640664935,31.14988628180737,467.7499220617604,0.009507813421983091,-0.3877777777777771,-0.8510640484825238,22.066040815541783,71.11930172630714,29.30290473812279,-30.153968786605315,16,13,9,2022,AM,ER,-36.4134151536749,6.259446367069582,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T17:00:00Z,4.74,0.9100668897629872,73.44,558.5687441368804,384.7,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,23.02,8.574968322123162,3.834968322123162,22.73,8.62234920530432,3.3745714275265417,3.604769874824852,8.59865876371374,0.41922466908873596,31.14988628180737,467.7499220617604,0.009507813421983091,-0.5077777777777772,-1.1144305735143658,22.066040815541783,72.38944987391679,30.347443168908406,-31.46187374242277,17,13,9,2022,AM,ER,-36.4134151536749,4.951541411252126,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T18:00:00Z,4.62,0.9100668897629872,73.36,36.05807044959066,384.3,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.98,8.581475982373577,3.9614759823735772,22.73,8.62234920530432,3.3745714275265417,3.6680237049500595,8.601912593838948,0.42641955087723776,31.14988628180737,467.7499220617604,0.009507813421983091,-0.6277777777777773,-1.3777970985462074,22.066040815541783,73.659686289606,31.409930345372018,-32.78772744391823,18,13,9,2022,ER,ER,-36.4134151536749,3.6256877097566687,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T19:00:00Z,4.47,0.9100668897629872,73.26,0,384.1,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.92,8.591253996981393,4.121253996981394,22.73,8.62234920530432,3.3745714275265417,3.7479127122539677,8.606801601142855,0.4354594059373113,31.14988628180737,467.7499220617604,0.009507813421983091,-0.7777777777777777,-1.7070052548360106,22.066040815541783,75.2639832324127,32.77440942686219,-34.481414681698205,19,13,9,2022,ER,ER,-36.4134151536749,1.9320004719766928,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T20:00:00Z,4.33,0.9100668897629872,73.15,0,383.7,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.86,8.601051897312189,4.271051897312189,22.73,8.62234920530432,3.3745714275265417,3.8228116624193653,8.611700551308253,0.44390903279127836,31.14988628180737,467.7499220617604,0.009507813421983091,-0.9177777777777774,-2.0142662007064915,22.066040815541783,76.76807197784767,34.078040580937596,-36.09230678164409,20,13,9,2022,ER,ER,-36.4134151536749,0.3211083720308068,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T21:00:00Z,4.26,0.9100668897629872,73.08,0,383.3,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.82,8.60759491005138,4.347594910051381,22.73,8.62234920530432,3.3745714275265417,3.8610831687889613,8.61497205767785,0.4481829009936115,31.14988628180737,467.7499220617604,0.009507813421983091,-0.9877777777777776,-2.1678966736417333,22.066040815541783,77.53662403197171,34.75058909190006,-36.918485765541796,21,13,9,2022,ER,ER,-36.4134151536749,0,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T22:00:00Z,4.23,0.9100668897629872,73.04,0,383.1,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.8,8.610869747292538,4.380869747292538,22.73,8.62234920530432,3.3745714275265417,3.8777205874095397,8.616609476298429,0.45002858700698045,31.14988628180737,467.7499220617604,0.009507813421983091,-1.017777777777777,-2.233738304899692,22.066040815541783,77.87072957076822,35.04405439793551,-37.2777927028352,22,13,9,2022,ER,ER,-36.4134151536749,0,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-13T23:00:00Z,4.2,0.9100668897629872,72.97,0,383.6,0.008652746189390936,5.247777777777777,72.9061925,0.12993053390604456,22.76,8.617426095409286,4.417426095409286,22.73,8.62234920530432,3.3745714275265417,3.8959987614679137,8.619887650356802,0.451977904991215,31.14988628180737,467.7499220617604,0.009507813421983091,-1.0477777777777773,-2.299579936157653,22.066040815541783,78.23778405988443,35.36174973054164,-37.661329666699295,23,13,9,2022,ER,ER,-36.4134151536749,0,2.0425925811022827,747.5972707633769,101.63997388740731,13.551996518320975,one
2022-09-14T00:00:00Z,4.18,1.0032148462990536,72.93,0,NA,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.74,8.620707611048259,4.440707611048259,22.73,8.62234920530432,3.3745714275265417,3.9076395192874003,8.621528408176289,0.45324208589065973,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.0677777777777777,7.8580959822037855,22.50599208637577,88.2280347328884,39.98865849636792,-32.13056251416413,0,14,9,2022,ER,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T01:00:00Z,4.18,1.0032148462990536,72.93,0,383.6,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.74,8.620707611048259,4.440707611048259,22.73,8.62234920530432,3.3745714275265417,3.9076395192874003,8.621528408176289,0.45324208589065973,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.0677777777777777,7.8580959822037855,22.50599208637577,88.2280347328884,39.98865849636792,-32.13056251416413,1,14,9,2022,ER,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T02:00:00Z,4.2,1.0032148462990536,72.9,0,383.4,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.72,8.623991357586318,4.423991357586318,22.73,8.62234920530432,3.3745714275265417,3.89928139255643,8.623170281445319,0.45218652366712586,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.0477777777777773,7.710910001267603,22.50599208637577,88.03932206072861,39.810194988651375,-32.09928498738377,2,14,9,2022,ER,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T03:00:00Z,4.17,1.0032148462990536,72.9,0,383.6,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.72,8.623991357586318,4.453991357586318,22.73,8.62234920530432,3.3745714275265417,3.91428139255643,8.623170281445319,0.4539260231215522,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.0777777777777775,7.931688972671875,22.50599208637577,88.37799724160473,40.117072819329145,-32.185383846657274,3,14,9,2022,ER,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T04:00:00Z,4.18,1.0032148462990536,72.86,0,383.8,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.7,8.6272773374117,4.4472773374117,22.73,8.62234920530432,3.3745714275265417,3.910924382469121,8.62481327135801,0.4534503251747885,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.0677777777777777,7.8580959822037855,22.50599208637577,88.3022015083699,40.040661987620034,-32.18256600541625,4,14,9,2022,ER,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T05:00:00Z,4.2,1.0032148462990536,72.86,0,383.8,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.7,8.6272773374117,4.4272773374117,22.73,8.62234920530432,3.3745714275265417,3.9009243824691207,8.62481327135801,0.4522908797832913,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.0477777777777773,7.710910001267603,22.50599208637577,88.07641805445249,39.83616061000928,-32.12525060874168,5,14,9,2022,ER,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T06:00:00Z,4.18,1.0032148462990536,72.86,111.56138130548761,384.2,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.7,8.6272773374117,4.4472773374117,22.73,8.62234920530432,3.3745714275265417,3.910924382469121,8.62481327135801,0.4534503251747885,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.0677777777777777,7.8580959822037855,22.50599208637577,88.3022015083699,40.040661987620034,-32.18256600541625,6,14,9,2022,ER,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T07:00:00Z,4.19,1.0032148462990536,72.86,631.4447633947906,384.4,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.7,8.6272773374117,4.437277337411699,22.73,8.62234920530432,3.3745714275265417,3.9059243824691205,8.62481327135801,0.4528706024790399,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.057777777777777,7.7845029917356925,22.50599208637577,88.1893097814112,39.938345852918374,-32.15384286118268,7,14,9,2022,AM,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T08:00:00Z,4.25,1.0032148462990536,72.86,1112.9767204891093,384.9,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.7,8.6272773374117,4.3772773374117,22.73,8.62234920530432,3.3745714275265417,3.8759243824691207,8.62481327135801,0.44939226630454826,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.9977777777777774,7.342945048927158,22.50599208637577,87.51195941965896,39.3271977723522,-31.984252723425044,8,14,9,2022,AM,ER,-32.00744041469749,0.023187691272447353,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T09:00:00Z,4.38,1.0032148462990536,72.97,1523.324823759554,385.6,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.76,8.617426095409286,4.237426095409286,22.73,8.62234920530432,3.3745714275265417,3.805998761467914,8.619887650356802,0.4415369336409359,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.8677777777777775,6.386236172841993,22.50599208637577,85.93315459696173,37.94266157883497,-31.55642540599298,9,14,9,2022,AM,ER,-32.00744041469749,0.4510150087045126,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T10:00:00Z,4.5,1.0032148462990536,73.11,1834.5101898467294,387.2,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.84,8.604322294183882,4.104322294183882,22.73,8.62234920530432,3.3745714275265417,3.739446860855212,8.6133357497441,0.4341461855781379,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.7477777777777774,5.5031202872249185,22.50599208637577,84.4305227984513,36.65518941931564,-31.152069132090723,10,14,9,2022,AM,ER,-32.00744041469749,0.8553712826067681,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T11:00:00Z,4.66,1.0032148462990536,73.29,2025.315173579633,388.2,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.94,8.587992452404244,3.9279924524042436,22.73,8.62234920530432,3.3745714275265417,3.6512819399653926,8.60517082885428,0.4243125456292116,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.5877777777777773,4.325632439735484,22.50599208637577,82.43990476316543,34.98028585148849,-30.654653411753003,11,14,9,2022,AM,ER,-32.00744041469749,1.3527870029444884,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T12:00:00Z,4.83,1.0032148462990536,73.51,2082.7300577736164,389.7,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,23.06,8.568469452825425,3.7384694528254254,22.73,8.62234920530432,3.3745714275265417,3.5565204401759836,8.595409329064871,0.41376975825337586,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.41777777777777736,3.0745516017779617,22.50599208637577,80.30034689108075,33.2258551207847,-30.15130351900674,12,14,9,2022,AM,ER,-32.00744041469749,1.856136895690753,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T13:00:00Z,4.8,1.0032148462990536,73.51,2002.8400996141636,389.5,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,23.06,8.568469452825425,3.7684694528254257,22.73,8.62234920530432,3.3745714275265417,3.5715204401759837,8.595409329064871,0.4155148758418168,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.4477777777777776,3.295330573182232,22.50599208637577,80.63902207195687,33.50671324423468,-30.211382671052448,13,14,9,2022,AM,ER,-32.00744041469749,1.7960577436450436,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T14:00:00Z,4.88,1.0032148462990536,73.62,1791.0924518694308,390.4,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,23.12,8.558737590829866,3.678737590829866,22.73,8.62234920530432,3.3745714275265417,3.5266545091782038,8.590543398067092,0.4105275237852492,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.36777777777777754,2.706586649437515,22.50599208637577,79.62602358556697,32.688674291448656,-29.98208764201114,14,14,9,2022,AM,ER,-32.00744041469749,2.0253527726863503,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T15:00:00Z,4.81,1.0032148462990536,73.62,1461.9247592807576,390.4,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,23.12,8.558737590829866,3.748737590829866,22.73,8.62234920530432,3.3745714275265417,3.561654509178204,8.590543398067092,0.4146017712895311,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.4377777777777778,3.2217375827141446,22.50599208637577,80.41626567427791,33.340726189045135,-30.11898860633099,15,14,9,2022,AM,ER,-32.00744041469749,1.8884518083665007,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T16:00:00Z,4.75,1.0032148462990536,73.62,1037.7807533791579,390.3,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,23.12,8.558737590829866,3.8087375908298657,22.73,8.62234920530432,3.3745714275265417,3.5916545091782037,8.590543398067092,0.4180939834360584,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.49777777777777743,3.663295525522679,22.50599208637577,81.09361603603014,33.90475295973807,-30.24145743421539,16,14,9,2022,AM,ER,-32.00744041469749,1.7659829804821001,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T17:00:00Z,4.66,1.0032148462990536,73.54,547.5799657265569,390.7,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,23.08,8.56522330891188,3.9052233089118804,22.73,8.62234920530432,3.3745714275265417,3.639897368219211,8.5937862571081,0.4235499067955729,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.5877777777777773,4.325632439735484,22.50599208637577,82.18285997014308,34.808542680547724,-30.482910240812238,17,14,9,2022,AM,ER,-32.00744041469749,1.5245301738852532,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T18:00:00Z,4.51,1.0032148462990536,73.47,24.745899611760283,390.5,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,23.04,8.571717789780884,4.061717789780884,22.73,8.62234920530432,3.3745714275265417,3.718144608653713,8.5970334975426,0.43249158092922607,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.7377777777777776,5.429527296756831,22.50599208637577,83.94955319062389,36.30747497771508,-30.87794768095825,18,14,9,2022,ER,ER,-32.00744041469749,1.1294927337392409,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T19:00:00Z,4.34,1.0032148462990536,73.36,0,390,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.98,8.581475982373577,4.2414759823735775,22.73,8.62234920530432,3.3745714275265417,3.8080237049500596,8.601912593838948,0.44269500107191584,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-0.9077777777777776,6.680608134714353,22.50599208637577,85.97887447030037,38.06241792579174,-31.381809791077387,19,14,9,2022,ER,ER,-32.00744041469749,0.6256306236201041,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T20:00:00Z,4.21,1.0032148462990536,73.22,0,389.6,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.9,8.594517751081435,4.384517751081435,22.73,8.62234920530432,3.3745714275265417,3.8795445893039884,8.608433478192877,0.45066789435403765,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.0377777777777775,7.637317010799515,22.50599208637577,87.59369769996616,39.47566730112786,-31.838350290328343,20,14,9,2022,ER,ER,-32.00744041469749,0.1690901243691485,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T21:00:00Z,4.13,1.0032148462990536,73.15,0,389.5,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.86,8.601051897312189,4.471051897312189,22.73,8.62234920530432,3.3745714275265417,3.9228116624193654,8.611700551308253,0.4555211411552656,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.1177777777777775,8.226060934544233,22.50599208637577,88.57059662085486,40.345779245534516,-32.11971831099028,21,14,9,2022,ER,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
2022-09-14T22:00:00Z,4.05,1.0032148462990536,73.08,0,389,-0.02632027676895843,5.247777777777777,72.9061925,-0.43568072481976644,22.82,8.60759491005138,4.557594910051381,22.73,8.62234920530432,3.3745714275265417,3.9660831687889613,8.61497205767785,0.460370984634164,-94.75299636825034,-1568.450609351159,-0.026235932279168525,-1.1977777777777776,8.81480485828895,22.50599208637577,89.54759563728852,41.225114775160485,-32.41030991687153,22,14,9,2022,ER,ER,-32.00744041469749,0,0.6442952850838629,-2274.071912838008,-303.1288606310282,-40.41718141747043,one
