depth,ID,day,mnth,yr,Date,DO,Temp,CO2,pH,SpC,min,light,velocity_m.s,VentDO,VentTemp_F,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,u_mh,Q_m.h,U.H,deltaDO,deltaDO_rate,K600_1d,K_reaeration,not,hour,Month,year,time.x,time.y,ER,GPP,GPPavg,u_md,L_max,method
1.3076045134580208,LF,12,4,2022,2022-04-12T00:00:00Z,2.7,72.36,NA,NA,NA,0,0,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.42,8.673516893734934,5.973516893734934,22.97,8.583104273228685,6.837235605305608,6.4053762495202715,-222.284172778402,-5813.195751906419,-0.04722039646855225,0.9541313320769234,-19.016750421909887,-9.582521588734885,-80.26031547508053,61.24356505317064,0,4,2022,ER,ER,59.713038277183614,1.5305267759870276,1.009687821676034,-5334.820146681648,970.1721245125736,2
1.3076045134580208,LF,12,4,2022,2022-04-12T01:00:00Z,2.79,72.25,NA,NA,527.3,0,0,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.36,8.683483014184452,5.893483014184452,22.97,8.583104273228685,6.837235605305608,6.365359309745029,-222.284172778402,-5813.195751906419,-0.04722039646855225,1.0441313320769232,-20.81053653964101,-9.582521588734885,-79.75889727799199,58.948360738350985,1,4,2022,ER,ER,59.713038277183614,0,1.009687821676034,-5334.820146681648,970.1721245125736,2
1.3076045134580208,LF,12,4,2022,2022-04-12T02:00:00Z,2.84,72.18,NA,NA,526.9,0,0,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.32,8.690138474029585,5.850138474029585,22.97,8.583104273228685,6.837235605305608,6.343687039667596,-222.284172778402,-5813.195751906419,-0.04722039646855225,1.094131332076923,-21.80708438282496,-9.582521588734885,-79.48734051602877,57.680256133203805,2,4,2022,ER,ER,59.713038277183614,0,1.009687821676034,-5334.820146681648,970.1721245125736,2
1.3076045134580208,LF,12,4,2022,2022-04-12T03:00:00Z,2.93,72.1,NA,NA,526.4,0,0,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.28,8.696803060271515,5.766803060271515,22.97,8.583104273228685,6.837235605305608,6.302019332788562,-222.284172778402,-5813.195751906419,-0.04722039646855225,1.1841313320769233,-23.600870500556095,-9.582521588734885,-78.96523796202423,55.364367461468134,3,4,2022,ER,ER,59.713038277183614,0,1.009687821676034,-5334.820146681648,970.1721245125736,2
1.3076045134580208,LF,12,4,2022,2022-04-12T04:00:00Z,2.88,72.07,NA,NA,525.9,0,0,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.26,8.700138781900085,5.820138781900085,22.97,8.583104273228685,6.837235605305608,6.328687193602846,-222.284172778402,-5813.195751906419,-0.04722039646855225,1.134131332076923,-22.60432265737213,-9.582521588734885,-79.29939021766421,56.69506756029208,4,4,2022,ER,ER,59.713038277183614,0,1.009687821676034,-5334.820146681648,970.1721245125736,2
1.3076045134580208,LF,12,4,2022,2022-04-12T05:00:00Z,2.88,72.07,NA,NA,526,0,0,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.26,8.700138781900085,5.820138781900085,22.97,8.583104273228685,6.837235605305608,6.328687193602846,-222.284172778402,-5813.195751906419,-0.04722039646855225,1.134131332076923,-22.60432265737213,-9.582521588734885,-79.29939021766421,56.69506756029208,5,4,2022,ER,ER,59.713038277183614,0,1.009687821676034,-5334.820146681648,970.1721245125736,2
1.3076045134580208,LF,12,4,2022,2022-04-12T06:00:00Z,2.88,72.07,NA,NA,525.9,0,139.536359432674,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.26,8.700138781900085,5.820138781900085,22.97,8.583104273228685,6.837235605305608,6.328687193602846,-222.284172778402,-5813.195751906419,-0.04722039646855225,1.134131332076923,-22.60432265737213,-9.582521588734885,-79.29939021766421,56.69506756029208,6,4,2022,AM,ER,59.713038277183614,0,1.009687821676034,-5334.820146681648,970.1721245125736,2
1.3076045134580208,LF,12,4,2022,2022-04-12T07:00:00Z,2.86,72.07,NA,NA,526.2,0,659.0110889313423,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.26,8.700138781900085,5.840138781900086,22.97,8.583104273228685,6.837235605305608,6.338687193602847,-222.284172778402,-5813.195751906419,-0.04722039646855225,1.114131332076923,-22.20570352009854,-9.582521588734885,-79.42469170246162,57.21898818236308,7,4,2022,AM,ER,59.713038277183614,0,1.009687821676034,-5334.820146681648,970.1721245125736,2
1.3076045134580208,LF,12,4,2022,2022-04-12T08:00:00Z,2.88,72.14,NA,NA,527.6,0,1143.8177599957862,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.3,8.693469625130573,5.8134696251305735,22.97,8.583104273228685,6.837235605305608,6.32535261521809,-222.284172778402,-5813.195751906419,-0.04722039646855225,1.134131332076923,-22.60432265737213,-9.582521588734885,-79.2576074553859,56.653284798013765,8,4,2022,AM,ER,59.713038277183614,0,1.009687821676034,-5334.820146681648,970.1721245125736,2
1.3076045134580208,LF,12,4,2022,2022-04-12T09:00:00Z,2.94,72.21,NA,NA,527.4,0,1560.904837216506,-0.061745603549556105,1.7458686679230768,73.34492582666667,-1.614776597751783,22.34,8.686809604528337,5.7468096045283374,22.97,8.583104273228685,6.837235605305608,6.292022604916973,-222.284172778402,-5813.195751906419,-0.04722039646855225,1.1941313320769231,-23.800180069192876,-9.582521588734885,-78.83997747748168,55.039797408288806,9,4,2022,AM,ER,59.713038277183614,0,1.009687821676034,-5334.820146681648,970.1721245125736,2
