Date,CO2
2023-01-18T08:43:30Z,21438
2023-01-18T08:44:00Z,21372
2023-01-18T08:44:30Z,21258
2023-01-18T08:45:00Z,21168
2023-01-18T08:45:30Z,21030
2023-01-18T08:46:00Z,20856
2023-01-18T08:46:30Z,20544
2023-01-18T08:47:00Z,20370
2023-01-18T08:47:30Z,20100
2023-01-18T08:48:00Z,19686
2023-01-18T08:48:30Z,19422
2023-01-18T08:49:00Z,19260
2023-01-18T08:49:30Z,19116
2023-01-18T08:50:00Z,18834
2023-01-18T08:50:30Z,18792
2023-01-18T08:51:00Z,18840
2023-01-18T08:51:30Z,18804
2023-01-18T08:52:00Z,18618
2023-01-18T08:52:30Z,18360
2023-01-18T08:53:00Z,18006
2023-01-18T08:53:30Z,17652
2023-01-18T08:54:00Z,17298
2023-01-18T08:54:30Z,17112
2023-01-18T08:55:00Z,17010
2023-01-18T08:55:30Z,17004
2023-01-18T08:56:00Z,16998
2023-01-18T08:56:30Z,16926
2023-01-18T08:57:00Z,16788
2023-01-18T08:57:30Z,16506
2023-01-18T08:58:00Z,16314
2023-01-18T08:58:30Z,16164
2023-01-18T08:59:00Z,15966
2023-01-18T08:59:30Z,15834
2023-01-18T09:00:00Z,15744
2023-01-18T09:00:30Z,15624
2023-01-18T09:01:00Z,15504
2023-01-18T09:01:30Z,15390
