Date,CO2
2023-04-19T08:09:00Z,18840
2023-04-19T08:09:30Z,18780
2023-04-19T08:10:00Z,18714
2023-04-19T08:10:30Z,18612
2023-04-19T08:11:00Z,18516
2023-04-19T08:11:30Z,18408
2023-04-19T08:12:00Z,18372
2023-04-19T08:12:30Z,18324
2023-04-19T08:13:00Z,18258
2023-04-19T08:13:30Z,18138
2023-04-19T08:14:00Z,18000
2023-04-19T08:14:30Z,17850
2023-04-19T08:15:00Z,17778
2023-04-19T08:15:30Z,17388
2023-04-19T08:16:00Z,17334
2023-04-19T08:16:30Z,17322
2023-04-19T08:17:00Z,17304
2023-04-19T08:17:30Z,17298
2023-04-19T08:18:00Z,17304
2023-04-19T08:18:30Z,17286
2023-04-19T08:19:00Z,17286
2023-04-19T08:19:30Z,17286
2023-04-19T08:20:00Z,17262
2023-04-19T08:20:30Z,17238
2023-04-19T08:21:00Z,16956
2023-04-19T08:21:30Z,16800
2023-04-19T08:22:00Z,16806
2023-04-19T08:22:30Z,16794
2023-04-19T08:23:00Z,16776
2023-04-19T08:23:30Z,16662
2023-04-19T08:24:00Z,16614
2023-04-19T08:24:30Z,16344
2023-04-19T08:25:00Z,16146
2023-04-19T08:25:30Z,16164
2023-04-19T08:26:00Z,16188
2023-04-19T08:26:30Z,16224
