Date,LowRangeSpC,Temp
2023-01-03 14:00,376.5,72.9
2023-01-03 15:00,368.1,72.75
2023-01-03 16:00,357.9,72.48
2023-01-03 17:00,382.7,72.03
2023-01-03 18:00,379.3,71.56
2023-01-03 19:00,376.9,71.28
2023-01-03 20:00,373.7,71.19
2023-01-03 21:00,376.6,71.29
2023-01-03 22:00,376.3,71.29
2023-01-03 23:00,380.3,71.22
2023-01-04 00:00,379.6,71.08
2023-01-04 01:00,378.9,70.95
2023-01-04 02:00,378.7,70.88
2023-01-04 03:00,378.9,70.97
2023-01-04 04:00,379.6,71.11
2023-01-04 05:00,379.8,71.15
2023-01-04 06:00,380.2,71.26
2023-01-04 07:00,380.7,71.37
2023-01-04 08:00,380.6,71.38
2023-01-04 09:00,381.2,71.58
2023-01-04 10:00,380.5,71.91
2023-01-04 11:00,381.7,72.14
2023-01-04 12:00,383.1,72.05
2023-01-04 13:00,381.6,71.8
2023-01-04 14:00,361.7,71.19
2023-01-04 15:00,364,70.88
2023-01-04 16:00,371.6,70.99
2023-01-04 17:00,378.5,71.22
2023-01-04 18:00,380.1,71.2
2023-01-04 19:00,380.2,71.11
2023-01-04 20:00,380.1,71.08
2023-01-04 21:00,379.6,71.01
2023-01-04 22:00,378.8,70.9
2023-01-04 23:00,378.6,70.81
2023-01-05 00:00,379,70.9
2023-01-05 01:00,378.1,70.74
2023-01-05 02:00,377.1,70.5
2023-01-05 03:00,376,70.36
2023-01-05 04:00,376.6,70.45
2023-01-05 05:00,376.8,70.52
2023-01-05 06:00,376.5,70.5
2023-01-05 07:00,376.5,70.43
2023-01-05 08:00,376,70.38
2023-01-05 09:00,375.9,70.43
2023-01-05 10:00,376.1,70.75
2023-01-05 11:00,377.3,71.29
2023-01-05 12:00,381.7,72.52
2023-01-05 13:00,383.9,72.97
2023-01-05 14:00,378.5,72.72
2023-01-05 15:00,376.5,72.14
2023-01-05 16:00,375.8,71.56
2023-01-05 17:00,373.9,70.9
2023-01-05 18:00,375.8,70.5
2023-01-05 19:00,374.3,70.16
2023-01-05 20:00,372.7,69.85
2023-01-05 21:00,371.6,69.6
2023-01-05 22:00,370.5,69.37
2023-01-05 23:00,370,69.17
2023-01-06 00:00,367.4,68.97
2023-01-06 01:00,368.6,68.83
2023-01-06 02:00,368,68.7
2023-01-06 03:00,367.2,68.59
2023-01-06 04:00,366.6,68.45
