Date,LowRangeSpC,Temp
2023-04-12 13:00,3.8,75.11
2023-04-12 14:00,400,72.91
2023-04-12 15:00,396.9,72.57
2023-04-12 16:00,399.4,72.37
2023-04-12 17:00,400.2,72.14
2023-04-12 18:00,395,71.89
2023-04-12 19:00,393.8,71.67
2023-04-12 20:00,393.2,71.44
2023-04-12 21:00,393.5,71.22
2023-04-12 22:00,393.5,71.04
2023-04-12 23:00,394.4,70.9
2023-04-13 00:00,394.7,70.88
2023-04-13 01:00,395,70.84
2023-04-13 02:00,395,70.83
2023-04-13 03:00,396.7,70.84
2023-04-13 04:00,394.7,70.88
2023-04-13 05:00,394.9,70.95
2023-04-13 06:00,393.7,70.92
2023-04-13 07:00,394.9,70.97
2023-04-13 08:00,396.2,71.04
2023-04-13 09:00,393.7,71.28
2023-04-13 10:00,394.9,71.67
2023-04-13 11:00,396.8,72.03
2023-04-13 12:00,397.7,72.36
2023-04-13 13:00,399.3,72.48
2023-04-13 14:00,401,72.34
2023-04-13 15:00,398.2,72.86
2023-04-13 16:00,402.7,73.47
2023-04-13 17:00,402.9,73.4
2023-04-13 18:00,399.6,72.97
2023-04-13 19:00,398.9,72.48
2023-04-13 20:00,398.5,72.05
2023-04-13 21:00,397.8,71.74
2023-04-13 22:00,396.8,71.56
2023-04-13 23:00,395.2,71.35
2023-04-14 00:00,394.4,71.19
2023-04-14 01:00,394.8,71.04
2023-04-14 02:00,393.3,70.84
2023-04-14 03:00,393.2,70.59
2023-04-14 04:00,394.5,70.47
2023-04-14 05:00,397.3,70.5
2023-04-14 06:00,394.9,70.47
2023-04-14 07:00,393.5,70.43
2023-04-14 08:00,393.2,70.38
2023-04-14 09:00,391.2,70.57
2023-04-14 10:00,392.7,71.28
2023-04-14 11:00,396.8,72.03
2023-04-14 12:00,398.4,72.5
2023-04-14 13:00,401.4,73.17
2023-04-14 14:00,402.2,73.42
2023-04-14 15:00,405.3,74.01
2023-04-14 16:00,406,73.98
2023-04-14 17:00,402.7,73.11
2023-04-14 18:00,400,72.43
2023-04-14 19:00,397.3,71.8
2023-04-14 20:00,396.8,71.53
2023-04-14 21:00,397.1,71.42
2023-04-14 22:00,397.1,71.31
2023-04-14 23:00,397.2,71.2
2023-04-15 00:00,395.4,71.04
2023-04-15 01:00,394,70.95
2023-04-15 02:00,393.8,70.81
2023-04-15 03:00,394.3,70.68
2023-04-15 04:00,394.2,70.59
2023-04-15 05:00,393.4,70.45
2023-04-15 06:00,393.6,70.36
2023-04-15 07:00,393.6,70.27
2023-04-15 08:00,393.1,70.23
2023-04-15 09:00,394.3,70.36
2023-04-15 10:00,394.4,70.95
2023-04-15 11:00,393.6,71.69
2023-04-15 12:00,398.9,72.88
2023-04-15 13:00,405.7,74.19
2023-04-15 14:00,408.4,75.13
2023-04-15 15:00,411.9,75.4
2023-04-15 16:00,408.8,74.79
2023-04-15 17:00,407.5,74.12
2023-04-15 18:00,403.9,73.4
2023-04-15 19:00,401.5,72.88
2023-04-15 20:00,400.8,72.48
2023-04-15 21:00,399,72.03
2023-04-15 22:00,397.5,71.89
2023-04-15 23:00,397.4,71.73
2023-04-16 00:00,395.4,71.29
2023-04-16 01:00,381.8,71.11
2023-04-16 02:00,387.3,71.13
2023-04-16 03:00,392.8,71.13
2023-04-16 04:00,393.5,71.13
2023-04-16 05:00,394.6,71.13
2023-04-16 06:00,394.4,71.11
2023-04-16 07:00,393.6,71.06
2023-04-16 08:00,395.4,71.06
2023-04-16 09:00,395.2,71.2
2023-04-16 10:00,395.5,71.53
2023-04-16 11:00,396.7,71.91
2023-04-16 12:00,396.9,72.48
2023-04-16 13:00,403.8,73.2
2023-04-16 14:00,403.4,74.03
2023-04-16 15:00,407.9,74.71
2023-04-16 16:00,406.5,74.41
2023-04-16 17:00,405.5,73.72
2023-04-16 18:00,402.7,73.09
2023-04-16 19:00,403.1,72.68
2023-04-16 20:00,400.7,72.43
2023-04-16 21:00,397.1,72.1
2023-04-16 22:00,397.9,71.89
2023-04-16 23:00,397,71.74
2023-04-17 00:00,398.3,71.69
