Date,LowRangeSpC,Temp
2023-01-18 12:00,379.4,73.11
2023-01-18 13:00,379.4,72.79
2023-01-18 14:00,379,72.61
2023-01-18 15:00,378.7,72.45
2023-01-18 16:00,377.7,72.14
2023-01-18 17:00,376.5,71.65
2023-01-18 18:00,375.1,71.11
2023-01-18 19:00,373.9,70.7
2023-01-18 20:00,372.4,70.38
2023-01-18 21:00,370.8,70.09
2023-01-18 22:00,369.8,69.93
2023-01-18 23:00,369.4,69.84
2023-01-19 00:00,369.2,69.78
2023-01-19 01:00,368.9,69.78
2023-01-19 02:00,368.9,69.71
2023-01-19 03:00,368.9,69.75
2023-01-19 04:00,368.9,69.76
2023-01-19 05:00,369.1,69.62
2023-01-19 06:00,368.5,69.53
2023-01-19 07:00,367.8,69.55
2023-01-19 08:00,368.4,69.66
2023-01-19 09:00,369.5,70.03
2023-01-19 10:00,371.6,70.7
2023-01-19 11:00,374.6,71.69
2023-01-19 12:00,379,72.99
2023-01-19 13:00,380,73.09
2023-01-19 14:00,380.2,73.11
2023-01-19 15:00,380.3,72.82
2023-01-19 16:00,379.2,72.5
2023-01-19 17:00,378.7,72.1
2023-01-19 18:00,378,71.82
2023-01-19 19:00,376.9,71.37
2023-01-19 20:00,375.8,71.2
2023-01-19 21:00,375.7,71.19
2023-01-19 22:00,375,71.06
2023-01-19 23:00,374.2,70.88
2023-01-20 00:00,372.6,70.54
2023-01-20 01:00,371.2,70.27
2023-01-20 02:00,370,70
2023-01-20 03:00,370,70
2023-01-20 04:00,369.8,69.96
2023-01-20 05:00,368.6,69.71
2023-01-20 06:00,367.1,69.39
2023-01-20 07:00,365.7,69.08
2023-01-20 08:00,364.8,68.92
2023-01-20 09:00,364.8,69.01
2023-01-20 10:00,366.8,69.62
2023-01-20 11:00,370.3,70.7
2023-01-20 12:00,374.4,71.98
2023-01-20 13:00,377.1,72.66
2023-01-20 14:00,378.2,72.75
2023-01-20 15:00,376.8,72.21
2023-01-20 16:00,374.5,71.51
2023-01-20 17:00,373.2,70.95
2023-01-20 18:00,372.4,70.52
2023-01-20 19:00,371.1,70.09
2023-01-20 20:00,369.2,69.75
2023-01-20 21:00,367.6,69.4
2023-01-20 22:00,366.3,69.15
2023-01-20 23:00,365.2,68.97
2023-01-21 00:00,364.7,68.83
2023-01-21 01:00,364.3,68.76
2023-01-21 02:00,364.3,68.76
2023-01-21 03:00,364.5,68.79
2023-01-21 04:00,364.9,68.9
2023-01-21 05:00,365.2,68.97
2023-01-21 06:00,365.5,69.01
2023-01-21 07:00,365.7,69.06
2023-01-21 08:00,365.2,68.99
2023-01-21 09:00,365.2,69.08
2023-01-21 10:00,366.1,69.39
2023-01-21 11:00,367.1,69.53
2023-01-21 12:00,366.2,69.6
2023-01-21 13:00,366.7,69.75
2023-01-21 14:00,367.4,69.98
2023-01-21 15:00,367.8,70.12
2023-01-21 16:00,368.4,70.03
2023-01-21 17:00,368.6,69.82
2023-01-21 18:00,368.1,69.62
2023-01-21 19:00,367.5,69.48
2023-01-21 20:00,367.6,69.53
2023-01-21 21:00,368.1,69.58
2023-01-21 22:00,368.2,69.62
2023-01-21 23:00,368.3,69.66
2023-01-22 00:00,367.8,69.62
2023-01-22 01:00,367.5,69.62
2023-01-22 02:00,365.7,69.6
2023-01-22 03:00,366.5,69.66
2023-01-22 04:00,368.6,69.78
2023-01-22 05:00,368.5,69.84
2023-01-22 06:00,368.8,69.91
2023-01-22 07:00,369.5,69.96
2023-01-22 08:00,369.8,70
2023-01-22 09:00,370.4,70.23
2023-01-22 10:00,371.8,70.74
2023-01-22 11:00,373.9,71.37
2023-01-22 12:00,375.7,72.03
2023-01-22 13:00,377.2,72.21
2023-01-22 14:00,378.1,72.34
2023-01-22 15:00,378.2,72.45
2023-01-22 16:00,378.3,72.36
2023-01-22 17:00,378.2,72.07
2023-01-22 18:00,377.2,71.73
2023-01-22 19:00,376.6,71.37
2023-01-22 20:00,369.8,70.92
2023-01-22 21:00,370.8,70.45
2023-01-22 22:00,371.8,70.43
2023-01-22 23:00,371.8,70.39
2023-01-23 00:00,371.4,70.3
2023-01-23 01:00,370.4,70.2
2023-01-23 02:00,369.6,70.05
2023-01-23 03:00,369.9,70.03
2023-01-23 04:00,369.5,69.91
2023-01-23 05:00,368.7,69.75
2023-01-23 06:00,367,69.39
2023-01-23 07:00,365.7,69.08
2023-01-23 08:00,364.6,68.9
2023-01-23 09:00,364.4,68.92
2023-01-23 10:00,365.3,69.3
2023-01-23 11:00,367.4,70.14
2023-01-23 12:00,371.1,71.58
2023-01-23 13:00,369.4,72.57
2023-01-23 14:00,373.8,72.28
2023-01-23 15:00,373.8,71.65
2023-01-23 16:00,371.5,70.75
2023-01-23 17:00,369.7,70.07
2023-01-23 18:00,368.8,69.75
2023-01-23 19:00,367.9,69.4
2023-01-23 20:00,366.2,69.08
2023-01-23 21:00,364.7,68.79
2023-01-23 22:00,363.8,68.59
2023-01-23 23:00,362.8,68.43
2023-01-24 00:00,362,68.23
2023-01-24 01:00,361.3,68.07
2023-01-24 02:00,360.6,67.93
2023-01-24 03:00,360,67.82
2023-01-24 04:00,359.8,67.77
2023-01-24 05:00,359.8,67.77
2023-01-24 06:00,359.6,67.75
2023-01-24 07:00,359.6,67.69
2023-01-24 08:00,359.2,67.68
2023-01-24 09:00,359.6,67.84
2023-01-24 10:00,361.5,68.49
2023-01-24 11:00,365.2,69.62
2023-01-24 12:00,371,71.29
2023-01-24 13:00,375.8,72.52
2023-01-24 14:00,377.1,72.57
2023-01-24 15:00,375.5,71.96
2023-01-24 16:00,373.6,71.29
2023-01-24 17:00,373.2,71.01
2023-01-24 18:00,372.8,70.66
2023-01-24 19:00,371.7,70.23
2023-01-24 20:00,370.3,69.93
2023-01-24 21:00,369.2,69.76
2023-01-24 22:00,369.2,69.76
2023-01-24 23:00,369.8,69.91
2023-01-25 00:00,370,69.98
2023-01-25 01:00,370.2,70.03
2023-01-25 02:00,370.2,70.07
2023-01-25 03:00,370.1,70.03
2023-01-25 04:00,370,69.98
2023-01-25 05:00,370.3,70.07
2023-01-25 06:00,370.9,70.2
2023-01-25 07:00,371.3,70.3
2023-01-25 08:00,371.9,70.45
2023-01-25 09:00,372.8,70.68
2023-01-25 10:00,374,71.04
2023-01-25 11:00,374.7,71.22
2023-01-25 12:00,375.1,71.35
2023-01-25 13:00,375.9,71.87
2023-01-25 14:00,376.7,72.19
2023-01-25 15:00,375.1,71.87
2023-01-25 16:00,355.3,70.97
2023-01-25 17:00,360.5,70.77
2023-01-25 18:00,362.8,70.65
2023-01-25 19:00,366.7,70.45
2023-01-25 20:00,369.9,70.43
2023-01-25 21:00,372,70.36
2023-01-25 22:00,371.9,70.3
2023-01-25 23:00,371.8,70.27
2023-01-26 00:00,371.3,70.14
2023-01-26 01:00,369.7,69.91
2023-01-26 02:00,368.9,69.66
2023-01-26 03:00,367.7,69.39
2023-01-26 04:00,365.8,68.99
2023-01-26 05:00,364.5,68.7
2023-01-26 06:00,363.3,68.45
2023-01-26 07:00,362.4,68.29
2023-01-26 08:00,361.8,68.16
2023-01-26 09:00,361.6,68.23
2023-01-26 10:00,362.6,68.63
2023-01-26 11:00,364.2,69.55
2023-01-26 12:00,367.5,71.01
2023-01-26 13:00,371.3,72.1
2023-01-26 14:00,368.9,72.05
2023-01-26 15:00,373.8,71.44
2023-01-26 16:00,371,70.61
2023-01-26 17:00,368.4,69.82
2023-01-26 18:00,367.2,69.31
2023-01-26 19:00,366,69.01
2023-01-26 20:00,364.7,68.7
2023-01-26 21:00,363.4,68.52
2023-01-26 22:00,362.5,68.31
2023-01-26 23:00,370.3,68.14
2023-01-27 00:00,364.1,68.05
2023-01-27 01:00,361.2,67.91
2023-01-27 02:00,360.2,67.82
2023-01-27 03:00,359.7,67.71
2023-01-27 04:00,359.4,67.64
2023-01-27 05:00,359,67.57
2023-01-27 06:00,358.6,67.51
2023-01-27 07:00,358.3,67.44
2023-01-27 08:00,358.1,67.39
2023-01-27 09:00,358.6,67.62
2023-01-27 10:00,360.7,68.29
2023-01-27 11:00,364.3,69.4
2023-01-27 12:00,368.8,70.77
2023-01-27 13:00,373.1,71.96
2023-01-27 14:00,368.8,71.98
2023-01-27 15:00,367.2,71.29
2023-01-27 16:00,364,70.43
2023-01-27 17:00,362.1,69.67
2023-01-27 18:00,361.5,69.15
2023-01-27 19:00,361.3,68.77
2023-01-27 20:00,360.6,68.38
2023-01-27 21:00,360.1,68.07
2023-01-27 22:00,359.6,67.86
2023-01-27 23:00,359.2,67.68
2023-01-28 00:00,358.9,67.55
2023-01-28 01:00,358.6,67.48
2023-01-28 02:00,358.2,67.39
2023-01-28 03:00,357.6,67.32
2023-01-28 04:00,357.4,67.24
2023-01-28 05:00,357.2,67.23
2023-01-28 06:00,357,67.17
2023-01-28 07:00,356.7,67.1
2023-01-28 08:00,356.7,67.06
2023-01-28 09:00,357.1,67.32
2023-01-28 10:00,359.9,68.09
2023-01-28 11:00,364.1,69.37
2023-01-28 12:00,368.7,70.77
2023-01-28 13:00,373.3,71.96
2023-01-28 14:00,374.8,72.12
2023-01-28 15:00,373.8,71.65
2023-01-28 16:00,371.6,70.88
2023-01-28 17:00,370,70.21
2023-01-28 18:00,369.5,69.84
2023-01-28 19:00,369.5,69.76
2023-01-28 20:00,369.2,69.69
2023-01-28 21:00,369,69.67
2023-01-28 22:00,369,69.69
2023-01-28 23:00,369.1,69.75
2023-01-29 00:00,369,69.76
2023-01-29 01:00,368.8,69.69
2023-01-29 02:00,368.7,69.69
2023-01-29 03:00,368.9,69.75
2023-01-29 04:00,369.2,69.82
2023-01-29 05:00,369.4,69.85
2023-01-29 06:00,369.2,69.85
2023-01-29 07:00,369.2,69.85
2023-01-29 08:00,368.8,69.89
2023-01-29 09:00,369.3,70
2023-01-29 10:00,370.3,70.39
2023-01-29 11:00,372.1,71.08
2023-01-29 12:00,374.7,72.21
2023-01-29 13:00,377.5,72.82
2023-01-29 14:00,379.8,73.35
2023-01-29 15:00,379.9,72.99
2023-01-29 16:00,379,72.59
2023-01-29 17:00,378.3,72.14
2023-01-29 18:00,377.9,71.73
2023-01-29 19:00,377.1,71.42
2023-01-29 20:00,376,71.15
2023-01-29 21:00,375.4,71.04
2023-01-29 22:00,374.8,70.97
2023-01-29 23:00,374.5,70.92
2023-01-30 00:00,374,70.88
2023-01-30 01:00,373.3,70.84
2023-01-30 02:00,373.3,70.81
2023-01-30 03:00,373.2,70.75
2023-01-30 04:00,373.1,70.74
2023-01-30 05:00,372.9,70.65
2023-01-30 06:00,372.3,70.47
2023-01-30 07:00,371.8,70.39
2023-01-30 08:00,372.1,70.45
2023-01-30 09:00,373,70.7
2023-01-30 10:00,374.1,71.19
2023-01-30 11:00,375.4,71.74
2023-01-30 12:00,378.1,72.66
2023-01-30 13:00,380.9,73.63
2023-01-30 14:00,382.6,73.98
2023-01-30 15:00,383.4,73.9
2023-01-30 16:00,383,73.6
2023-01-30 17:00,382.1,73.11
2023-01-30 18:00,380.4,72.41
2023-01-30 19:00,378.9,71.82
2023-01-30 20:00,378.1,71.53
2023-01-30 21:00,377.1,71.37
2023-01-30 22:00,376.1,71.19
2023-01-30 23:00,375.4,71.04
2023-01-31 00:00,375.5,71.08
2023-01-31 01:00,375.9,71.2
2023-01-31 02:00,376.1,71.26
2023-01-31 03:00,376.2,71.26
2023-01-31 04:00,376.1,71.26
2023-01-31 05:00,375.9,71.2
2023-01-31 06:00,375.8,71.2
2023-01-31 07:00,375.6,71.15
2023-01-31 08:00,375.5,71.13
2023-01-31 09:00,375.5,71.19
2023-01-31 10:00,375.9,71.44
2023-01-31 11:00,376.7,71.87
2023-01-31 12:00,377.9,72.45
2023-01-31 13:00,380.2,73.09
2023-01-31 14:00,383.3,74.01
2023-01-31 15:00,385.7,74.55
2023-01-31 16:00,385,73.96
2023-01-31 17:00,383,73.06
2023-01-31 18:00,381,72.41
2023-01-31 19:00,378.9,71.69
2023-01-31 20:00,377.3,71.31
2023-01-31 21:00,376.4,71.08
2023-01-31 22:00,374.9,70.83
2023-01-31 23:00,374.1,70.7
2023-02-01 00:00,373.8,70.65
2023-02-01 01:00,374,70.7
2023-02-01 02:00,374,70.68
2023-02-01 03:00,373.8,70.66
2023-02-01 04:00,373.8,70.68
2023-02-01 05:00,373.7,70.66
2023-02-01 06:00,373.3,70.57
2023-02-01 07:00,372.7,70.43
2023-02-01 08:00,372.3,70.34
2023-02-01 09:00,372.3,70.36
2023-02-01 10:00,373.4,70.7
2023-02-01 11:00,374.8,71.22
2023-02-01 12:00,376.3,71.83
2023-02-01 13:00,378,72.34
