Date,LowRangeSpC,FullRangeSpC,Temp
2022-06-30 14:00,2.5,6.3,88.38
2022-06-30 15:00,392.2,379.9,74.82
2022-06-30 16:00,390.9,379.7,74.05
2022-06-30 17:00,388.3,377.6,73.36
2022-06-30 18:00,386.7,376.2,73.02
2022-06-30 19:00,386.1,375.5,72.82
2022-06-30 20:00,385.5,375.2,72.68
2022-06-30 21:00,384.9,374.1,72.54
2022-06-30 22:00,385.1,374.5,72.48
2022-06-30 23:00,385,374.2,72.41
2022-07-01 00:00,384.7,373.8,72.39
2022-07-01 01:00,384.7,373.8,72.36
2022-07-01 02:00,384.4,373.4,72.36
2022-07-01 03:00,384.4,373.4,72.34
2022-07-01 04:00,384.2,373.4,72.34
2022-07-01 05:00,384.2,373.1,72.28
2022-07-01 06:00,384,373.1,72.28
2022-07-01 07:00,384.5,373.4,72.37
2022-07-01 08:00,385.5,374.1,72.63
2022-07-01 09:00,386.3,375.2,72.88
2022-07-01 10:00,388.1,376.5,73.4
2022-07-01 11:00,391.6,380.4,74.17
2022-07-01 12:00,395.4,384.2,75.09
2022-07-01 13:00,391,379.7,73.96
2022-07-01 14:00,387.4,375.8,73.24
2022-07-01 15:00,371.9,361.1,73.44
2022-07-01 16:00,384.1,372.5,73.4
2022-07-01 17:00,386.6,374.8,72.95
2022-07-01 18:00,386.1,374.1,72.77
2022-07-01 19:00,385.7,373.7,72.61
2022-07-01 20:00,383.7,371.9,72.52
2022-07-01 21:00,383.2,371.2,72.48
2022-07-01 22:00,384.1,371.9,72.41
2022-07-01 23:00,384.3,372.3,72.39
2022-07-02 00:00,384.2,372,72.36
2022-07-02 01:00,384.4,372,72.37
2022-07-02 02:00,384.4,372,72.3
2022-07-02 03:00,384.1,371.6,72.28
2022-07-02 04:00,383.9,371.6,72.28
2022-07-02 05:00,383.9,371.6,72.28
2022-07-02 06:00,383.9,371.2,72.27
2022-07-02 07:00,384.2,371.6,72.36
2022-07-02 08:00,385,372.7,72.52
2022-07-02 09:00,386.1,373.7,72.82
2022-07-02 10:00,387.7,375.1,73.27
2022-07-02 11:00,389.8,377.5,73.78
2022-07-02 12:00,392.9,380.7,74.43
2022-07-02 13:00,392.8,380.7,74.41
2022-07-02 14:00,390.7,378.4,74.66
2022-07-02 15:00,391.8,379.3,74.16
2022-07-02 16:00,387.8,374.7,73.15
2022-07-02 17:00,387.5,374.7,73.06
2022-07-02 18:00,387.9,374.7,73.18
2022-07-02 19:00,386.4,373.3,72.73
2022-07-02 20:00,385.5,372.3,72.52
2022-07-02 21:00,385.3,371.9,72.5
2022-07-02 22:00,384.9,371.9,72.46
2022-07-02 23:00,384.8,371.2,72.46
2022-07-03 00:00,384.5,371.2,72.39
2022-07-03 01:00,384.5,371.2,72.37
2022-07-03 02:00,384.5,370.9,72.36
2022-07-03 03:00,384.3,370.9,72.36
2022-07-03 04:00,384.1,370.9,72.28
2022-07-03 05:00,384.1,370.9,72.28
2022-07-03 06:00,383.9,370.9,72.28
2022-07-03 07:00,384.2,370.9,72.37
2022-07-03 08:00,385,371.9,72.55
2022-07-03 09:00,358.4,346.2,72.91
2022-07-03 10:00,358.7,346.6,72.73
2022-07-03 11:00,379.7,366.7,72.81
2022-07-03 12:00,387.5,375,73.76
2022-07-03 13:00,392.3,379.6,74.57
2022-07-03 14:00,391.1,378.6,74.1
2022-07-03 15:00,386.9,374,73.04
2022-07-03 16:00,388.5,375.4,73.45
2022-07-03 17:00,387.3,374,73.04
2022-07-03 18:00,386.2,373,72.77
2022-07-03 19:00,385.9,372.6,72.66
2022-07-03 20:00,385.1,371.9,72.46
2022-07-03 21:00,384.7,371.2,72.37
2022-07-03 22:00,384.5,371.2,72.37
2022-07-03 23:00,384.2,370.9,72.3
2022-07-04 00:00,384.2,370.9,72.34
2022-07-04 01:00,384.1,370.9,72.3
2022-07-04 02:00,383,369,72.28
2022-07-04 03:00,383.9,370.9,72.27
2022-07-04 04:00,383.8,370.9,72.27
2022-07-04 05:00,383.7,370.5,72.23
2022-07-04 06:00,383.8,370.5,72.25
2022-07-04 07:00,384.2,370.9,72.37
2022-07-04 08:00,384.7,371.9,72.48
2022-07-04 09:00,386.3,373.3,72.79
2022-07-04 10:00,388,375.1,73.27
2022-07-04 11:00,391.5,378.9,74.14
2022-07-04 12:00,394.3,382.1,74.82
2022-07-04 13:00,395.2,382.8,75
2022-07-04 14:00,391.9,379.3,74.16
2022-07-04 15:00,393.7,381.7,74.61
