Date,FullRangeSpC,Temp
2022-05-02 10:00,298.1,73.72
2022-05-02 11:00,304.6,73.85
2022-05-02 12:00,307.6,73.74
2022-05-02 13:00,320.5,74.25
2022-05-02 14:00,319.7,74.61
2022-05-02 15:00,307.8,75.07
2022-05-02 16:00,315.8,75.18
2022-05-02 17:00,323.8,75.2
2022-05-02 18:00,328.8,75.11
2022-05-02 19:00,309.6,75.34
2022-05-02 20:00,309.7,75.13
2022-05-02 21:00,303.2,74.93
2022-05-02 22:00,304.8,74.73
2022-05-02 23:00,306.7,74.62
2022-05-03 00:00,306,74.55
2022-05-03 01:00,322.4,74.32
2022-05-03 02:00,307.9,74.32
2022-05-03 03:00,307.6,74.08
2022-05-03 04:00,312.6,73.99
2022-05-03 05:00,313,73.98
2022-05-03 06:00,321.4,73.69
2022-05-03 07:00,321.4,73.99
2022-05-03 08:00,311.8,74.08
2022-05-03 09:00,320.2,74.07
2022-05-03 10:00,322.1,74.14
2022-05-03 11:00,315.2,74.34
2022-05-03 12:00,342,74.17
2022-05-03 13:00,325,74.77
2022-05-03 14:00,326.9,75
2022-05-03 15:00,339.1,75.07
2022-05-03 16:00,312.7,75.58
2022-05-03 17:00,325.3,75.36
2022-05-03 18:00,336.4,75.25
2022-05-03 19:00,320.3,75.34
2022-05-03 20:00,320.4,75.24
2022-05-03 21:00,334.6,75
2022-05-03 22:00,313.9,75.04
2022-05-03 23:00,319.3,74.95
2022-05-04 00:00,330.4,74.68
2022-05-04 01:00,346.5,74.57
2022-05-04 02:00,323.9,74.53
2022-05-04 03:00,336.6,74.1
2022-05-04 04:00,323.6,74.14
2022-05-04 05:00,320.6,74.23
2022-05-04 06:00,338.2,74.14
2022-05-04 07:00,330.9,74.16
2022-05-04 08:00,333.2,74.14
2022-05-04 09:00,327.1,74.17
2022-05-04 10:00,327.8,74.34
2022-05-04 11:00,334.3,74.53
2022-05-04 12:00,358.8,74.61
2022-05-04 13:00,341.8,75.2
2022-05-04 14:00,344,75.43
2022-05-04 15:00,336.7,75.69
2022-05-04 16:00,326.7,75.88
2022-05-04 17:00,329,75.83
2022-05-04 18:00,342.4,75.74
2022-05-04 19:00,336.7,75.72
2022-05-04 20:00,337.1,75.63
2022-05-04 21:00,332.2,75.56
2022-05-04 22:00,326,75.49
2022-05-04 23:00,348.7,75.16
2022-05-05 00:00,326.1,75.2
2022-05-05 01:00,335.3,75.02
2022-05-05 02:00,336.9,74.73
2022-05-05 03:00,356.9,74.53
2022-05-05 04:00,391.6,73.98
2022-05-05 05:00,346.2,74.34
2022-05-05 06:00,361.9,74.14
2022-05-05 07:00,347.7,74.39
2022-05-05 08:00,346.9,74.39
2022-05-05 09:00,358,74.48
2022-05-05 10:00,351.5,74.62
2022-05-05 11:00,361.8,74.79
2022-05-05 12:00,372.1,75.09
2022-05-05 13:00,419.8,75.16
2022-05-05 14:00,370.4,75.67
2022-05-05 15:00,390,75.65
2022-05-05 16:00,348.5,76.21
2022-05-05 17:00,368,76.08
2022-05-05 18:00,350.8,76.23
2022-05-05 19:00,374.6,76.05
2022-05-05 20:00,340.5,76.12
2022-05-05 21:00,353.9,75.96
2022-05-05 22:00,336.7,75.9
2022-05-05 23:00,340.2,75.74
2022-05-06 00:00,339,75.63
2022-05-06 01:00,334.5,75.34
2022-05-06 02:00,353.7,75.02
2022-05-06 03:00,373.4,74.61
2022-05-06 04:00,454.5,73.78
2022-05-06 05:00,452.7,73.51
2022-05-06 06:00,453.9,73.2
2022-05-06 07:00,369.2,74.32
2022-05-06 08:00,356.1,74.68
2022-05-06 09:00,350.3,74.89
2022-05-06 10:00,370.3,74.68
2022-05-06 11:00,372.5,74.84
2022-05-06 12:00,346.7,75.33
2022-05-06 13:00,363.6,75.27
2022-05-06 14:00,382,75.29
2022-05-06 15:00,381.7,75.27
2022-05-06 16:00,367,75.58
2022-05-06 17:00,359.3,75.67
2022-05-06 18:00,341.7,75.85
2022-05-06 19:00,349.7,75.74
2022-05-06 20:00,328.6,75.92
2022-05-06 21:00,344.4,75.72
2022-05-06 22:00,345.2,75.52
2022-05-06 23:00,347.1,75.56
2022-05-07 00:00,337.1,75.6
2022-05-07 01:00,358.2,75.29
2022-05-07 02:00,345.2,75.34
