Date,LowRangeSpC,Temp
2022-09-26 15:00,394.5,73.81
2022-09-26 16:00,388.8,73.47
2022-09-26 17:00,385,72.91
2022-09-26 18:00,384.2,72.37
2022-09-26 19:00,386.3,71.96
2022-09-26 20:00,388.8,71.62
2022-09-26 21:00,389.9,71.49
2022-09-26 22:00,393.4,71.35
2022-09-26 23:00,397.1,71.22
2022-09-27 00:00,399.9,71.15
2022-09-27 01:00,400,71.06
2022-09-27 02:00,399.4,70.97
2022-09-27 03:00,399.4,70.83
2022-09-27 04:00,398.4,70.7
2022-09-27 05:00,397.7,70.57
2022-09-27 06:00,397.1,70.47
2022-09-27 07:00,396.5,70.38
2022-09-27 08:00,396.5,70.34
2022-09-27 09:00,397.1,70.5
2022-09-27 10:00,397.8,70.68
2022-09-27 11:00,399,71.06
2022-09-27 12:00,401,71.56
2022-09-27 13:00,403.2,72.18
2022-09-27 14:00,405.4,72.66
2022-09-27 15:00,405.9,72.73
2022-09-27 16:00,404.5,72.37
2022-09-27 17:00,403.5,72.05
2022-09-27 18:00,402.2,71.69
2022-09-27 19:00,401.7,71.29
2022-09-27 20:00,399.9,70.95
2022-09-27 21:00,398.6,70.65
2022-09-27 22:00,397.6,70.47
2022-09-27 23:00,397,70.34
2022-09-28 00:00,396.3,70.23
2022-09-28 01:00,396,70.14
2022-09-28 02:00,395.8,70.12
2022-09-28 03:00,395.6,70.07
2022-09-28 04:00,395.2,70.03
2022-09-28 05:00,395,69.96
2022-09-28 06:00,394.7,69.89
2022-09-28 07:00,394.3,69.82
2022-09-28 08:00,394.5,69.84
2022-09-28 09:00,394.8,69.93
2022-09-28 10:00,395.4,70.14
2022-09-28 11:00,395.9,70.3
2022-09-28 12:00,396.9,70.5
2022-09-28 13:00,397.2,70.52
2022-09-28 14:00,397.2,70.52
2022-09-28 15:00,397.7,70.59
2022-09-28 16:00,397.4,70.57
2022-09-28 17:00,397.2,70.52
2022-09-28 18:00,397.2,70.36
2022-09-28 19:00,397.1,70.23
2022-09-28 20:00,396.4,70.16
2022-09-28 21:00,396.1,70.07
2022-09-28 22:00,395.9,70.03
2022-09-28 23:00,395.6,69.98
2022-09-29 00:00,395.1,69.85
2022-09-29 01:00,394.8,69.78
2022-09-29 02:00,394,69.67
2022-09-29 03:00,393.9,69.66
2022-09-29 04:00,393.6,69.6
2022-09-29 05:00,393.8,69.55
2022-09-29 06:00,393.4,69.51
2022-09-29 07:00,393.2,69.51
2022-09-29 08:00,393.2,69.51
2022-09-29 09:00,394,69.76
2022-09-29 10:00,395.1,70.09
2022-09-29 11:00,396.8,70.54
2022-09-29 12:00,398.5,71.01
2022-09-29 13:00,400.3,71.38
2022-09-29 14:00,401.2,71.58
2022-09-29 15:00,401.4,71.49
2022-09-29 16:00,401.4,71.31
2022-09-29 17:00,400.2,71.06
2022-09-29 18:00,399.3,70.81
2022-09-29 19:00,398.7,70.5
2022-09-29 20:00,397.2,70.27
2022-09-29 21:00,396.6,70.16
2022-09-29 22:00,396.2,70.12
2022-09-29 23:00,396.3,70.09
2022-09-30 00:00,396.6,70.09
2022-09-30 01:00,396.5,70.07
2022-09-30 02:00,397,70.12
2022-09-30 03:00,396.4,70.14
2022-09-30 04:00,396.6,70.16
2022-09-30 05:00,396.3,70.14
2022-09-30 06:00,396.4,70.12
2022-09-30 07:00,395.9,70
2022-09-30 08:00,394.9,69.93
2022-09-30 09:00,395.7,70.14
2022-09-30 10:00,396.6,70.38
2022-09-30 11:00,398.9,70.99
2022-09-30 12:00,402.9,72
2022-09-30 13:00,406.9,72.97
2022-09-30 14:00,407.6,73.04
2022-09-30 15:00,406.1,72.57
2022-09-30 16:00,403.6,71.96
2022-09-30 17:00,402.5,71.65
2022-09-30 18:00,401.8,71.35
2022-09-30 19:00,400.1,71.01
2022-09-30 20:00,399.6,70.81
2022-09-30 21:00,398.5,70.66
2022-09-30 22:00,397.8,70.52
2022-09-30 23:00,397.9,70.38
2022-10-01 00:00,396.6,70.27
2022-10-01 01:00,396,70.14
2022-10-01 02:00,395.5,70.07
2022-10-01 03:00,395.2,69.96
2022-10-01 04:00,394.9,69.93
2022-10-01 05:00,394.7,69.85
2022-10-01 06:00,394.3,69.82
2022-10-01 07:00,393.9,69.75
2022-10-01 08:00,394.1,69.82
2022-10-01 09:00,395.6,70.2
2022-10-01 10:00,397.8,70.7
2022-10-01 11:00,401.3,71.53
2022-10-01 12:00,405.3,72.57
2022-10-01 13:00,408.4,73.26
2022-10-01 14:00,407.1,72.9
2022-10-01 15:00,405.1,72.36
2022-10-01 16:00,403.3,71.92
2022-10-01 17:00,401.4,71.46
2022-10-01 18:00,400.2,71.13
2022-10-01 19:00,399.1,70.92
2022-10-01 20:00,398,70.74
2022-10-01 21:00,397.3,70.57
2022-10-01 22:00,396.3,70.43
2022-10-01 23:00,395.7,70.29
2022-10-02 00:00,395.5,70.16
2022-10-02 01:00,394.8,70.05
2022-10-02 02:00,394,70
2022-10-02 03:00,393.7,69.93
2022-10-02 04:00,393.6,69.89
2022-10-02 05:00,393.1,69.82
2022-10-02 06:00,392.8,69.75
2022-10-02 07:00,392.6,69.71
2022-10-02 08:00,392.9,69.82
2022-10-02 09:00,394.5,70.2
2022-10-02 10:00,396.3,70.61
2022-10-02 11:00,399.3,71.44
2022-10-02 12:00,403.8,72.48
2022-10-02 13:00,407.3,73.18
2022-10-02 14:00,406.7,73.02
2022-10-02 15:00,404.5,72.45
2022-10-02 16:00,402.3,71.87
2022-10-02 17:00,400,71.28
2022-10-02 18:00,398.6,71.01
2022-10-02 19:00,397.9,70.83
2022-10-02 20:00,396.8,70.61
2022-10-02 21:00,396.3,70.47
2022-10-02 22:00,395.5,70.36
2022-10-02 23:00,395.2,70.29
2022-10-03 00:00,394.8,70.21
2022-10-03 01:00,394.7,70.14
2022-10-03 02:00,393.6,70.07
2022-10-03 03:00,393.9,69.96
2022-10-03 04:00,393.7,69.91
2022-10-03 05:00,393.2,69.85
2022-10-03 06:00,392.5,69.82
2022-10-03 07:00,393.1,69.85
2022-10-03 08:00,393.3,69.98
2022-10-03 09:00,394.2,70.21
2022-10-03 10:00,395.5,70.52
2022-10-03 11:00,398.7,71.35
2022-10-03 12:00,402.8,72.37
2022-10-03 13:00,405.6,72.95
2022-10-03 14:00,405.1,72.72
2022-10-03 15:00,402.5,72.07
2022-10-03 16:00,400,71.46
2022-10-03 17:00,398.4,71.04
2022-10-03 18:00,396.6,70.65
2022-10-03 19:00,395.8,70.3
2022-10-03 20:00,395,70.16
2022-10-03 21:00,394.9,70.16
2022-10-03 22:00,394.8,70.16
2022-10-03 23:00,394.3,70.05
2022-10-04 00:00,394.3,69.98
2022-10-04 01:00,393.5,69.91
2022-10-04 02:00,394.3,70
2022-10-04 03:00,393.6,69.96
2022-10-04 04:00,393.3,69.84
2022-10-04 05:00,393,69.82
2022-10-04 06:00,392.7,69.76
2022-10-04 07:00,392.8,69.75
2022-10-04 08:00,392.9,69.78
2022-10-04 09:00,394.2,70.12
2022-10-04 10:00,395,70.43
2022-10-04 11:00,398.4,71.31
2022-10-04 12:00,402.8,72.36
2022-10-04 13:00,404.7,72.75
2022-10-04 14:00,403.5,72.37
2022-10-04 15:00,401.5,71.87
2022-10-04 16:00,399.1,71.28
2022-10-04 17:00,397.8,70.99
2022-10-04 18:00,397,70.74
2022-10-04 19:00,395.5,70.43
2022-10-04 20:00,394.4,70.21
2022-10-04 21:00,393.6,70.05
2022-10-04 22:00,393,69.93
2022-10-04 23:00,392.2,69.78
2022-10-05 00:00,391.9,69.69
2022-10-05 01:00,391.4,69.6
2022-10-05 02:00,391,69.53
2022-10-05 03:00,390.8,69.48
2022-10-05 04:00,390.5,69.4
2022-10-05 05:00,390.1,69.37
2022-10-05 06:00,389.8,69.31
2022-10-05 07:00,390,69.35
2022-10-05 08:00,390.8,69.6
2022-10-05 09:00,392.7,70
2022-10-05 10:00,395.8,70.7
2022-10-05 11:00,400.2,71.8
2022-10-05 12:00,404.4,72.75
2022-10-05 13:00,406.1,73.09
2022-10-05 14:00,404.9,72.73
2022-10-05 15:00,402.6,72.14
2022-10-05 16:00,400,71.53
2022-10-05 17:00,398.3,71.11
2022-10-05 18:00,397.3,70.84
2022-10-05 19:00,395.7,70.52
2022-10-05 20:00,394.7,70.34
2022-10-05 21:00,394,70.2
2022-10-05 22:00,393.6,70.05
2022-10-05 23:00,393.2,69.96
2022-10-06 00:00,392.8,69.85
2022-10-06 01:00,392.6,69.78
2022-10-06 02:00,392.3,69.75
2022-10-06 03:00,392.1,69.69
2022-10-06 04:00,391.6,69.62
2022-10-06 05:00,391.5,69.55
2022-10-06 06:00,391.2,69.53
2022-10-06 07:00,391.2,69.51
2022-10-06 08:00,391.6,69.62
2022-10-06 09:00,393.6,70.07
2022-10-06 10:00,397.3,70.9
2022-10-06 11:00,402,71.98
2022-10-06 12:00,406,72.95
2022-10-06 13:00,408,73.33
2022-10-06 14:00,406.5,72.91
2022-10-06 15:00,404.2,72.28
2022-10-06 16:00,401.9,71.73
2022-10-06 17:00,400.1,71.29
2022-10-06 18:00,398.9,71.01
