Date,LowRangeSpC,Temp
2023-03-15 13:00,378.3,70
2023-03-15 14:00,383.9,71.15
2023-03-15 15:00,387.7,71.91
2023-03-15 16:00,389.1,72.03
2023-03-15 17:00,388.2,71.58
2023-03-15 18:00,385,70.95
2023-03-15 19:00,383.1,70.3
2023-03-15 20:00,381.2,69.78
2023-03-15 21:00,379,69.24
2023-03-15 22:00,377.2,68.85
2023-03-15 23:00,375.7,68.54
2023-03-16 00:00,374.3,68.25
2023-03-16 01:00,373.4,68.02
2023-03-16 02:00,372.4,67.86
2023-03-16 03:00,371.9,67.75
2023-03-16 04:00,371,67.57
2023-03-16 05:00,370.6,67.46
2023-03-16 06:00,370.2,67.37
2023-03-16 07:00,369.8,67.3
2023-03-16 08:00,369.9,67.33
2023-03-16 09:00,371.9,67.82
2023-03-16 10:00,372.9,68
2023-03-16 11:00,375.6,68.59
2023-03-16 12:00,379.3,69.48
2023-03-16 13:00,384.5,70.7
2023-03-16 14:00,389.7,71.98
2023-03-16 15:00,393.7,72.82
2023-03-16 16:00,394.8,72.91
2023-03-16 17:00,393,72.43
2023-03-16 18:00,390.9,71.8
2023-03-16 19:00,388.9,71.19
2023-03-16 20:00,386.7,70.68
2023-03-16 21:00,384.1,70.21
2023-03-16 22:00,383,69.93
2023-03-16 23:00,380.5,69.62
2023-03-17 00:00,379.5,69.4
2023-03-17 01:00,378.4,69.21
2023-03-17 02:00,377.4,69.04
2023-03-17 03:00,376.7,68.92
2023-03-17 04:00,376.5,68.83
2023-03-17 05:00,376.2,68.77
2023-03-17 06:00,375.9,68.76
2023-03-17 07:00,375.6,68.7
2023-03-17 08:00,375.9,68.77
2023-03-17 09:00,377,69.01
2023-03-17 10:00,379.1,69.46
2023-03-17 11:00,381.7,70.07
2023-03-17 12:00,385.5,70.97
2023-03-17 13:00,389.8,72
2023-03-17 14:00,394.4,73.11
2023-03-17 15:00,396.8,73.58
2023-03-17 16:00,396.4,73.4
2023-03-17 17:00,394.6,72.91
2023-03-17 18:00,392.6,72.41
2023-03-17 19:00,391.5,71.91
2023-03-17 20:00,390.4,71.51
2023-03-17 21:00,389.3,71.28
2023-03-17 22:00,388.5,71.11
2023-03-17 23:00,388.1,71.01
2023-03-18 00:00,388.5,70.99
2023-03-18 01:00,388.5,71.01
2023-03-18 02:00,388.6,71.04
2023-03-18 03:00,388.6,71.04
2023-03-18 04:00,388.4,71.04
2023-03-18 05:00,388.6,71.04
2023-03-18 06:00,388.3,70.99
2023-03-18 07:00,387.6,70.9
2023-03-18 08:00,386.6,70.75
2023-03-18 09:00,384.7,70.57
2023-03-18 10:00,382,70.36
2023-03-18 11:00,379.4,70.21
2023-03-18 12:00,377.7,70.07
2023-03-18 13:00,375.7,69.85
2023-03-18 14:00,374.9,69.71
2023-03-18 15:00,374.6,69.62
2023-03-18 16:00,374.7,69.48
2023-03-18 17:00,375.5,69.44
2023-03-18 18:00,377.1,69.4
2023-03-18 19:00,377,69.22
2023-03-18 20:00,376.9,69.06
2023-03-18 21:00,377,68.94
2023-03-18 22:00,376.8,68.83
2023-03-18 23:00,376.6,68.76
2023-03-19 00:00,376.3,68.7
2023-03-19 01:00,376.3,68.7
2023-03-19 02:00,376.7,68.7
2023-03-19 03:00,376.8,68.67
