Date,LowRangeSpC,Temp
2023-03-01 14:00,351.1,70.45
2023-03-01 15:00,351.7,70.59
2023-03-01 16:00,353,70.77
2023-03-01 17:00,354.1,71.11
2023-03-01 18:00,354.9,71.28
2023-03-01 19:00,356.5,71.51
2023-03-01 20:00,359.2,71.73
2023-03-01 21:00,359.6,71.8
2023-03-01 22:00,359.6,71.74
2023-03-01 23:00,359.3,71.67
2023-03-02 00:00,358.5,71.53
2023-03-02 01:00,358.1,71.31
2023-03-02 02:00,358.1,71.01
2023-03-02 03:00,359.2,70.7
2023-03-02 04:00,358.8,70.45
2023-03-02 05:00,358.3,70.3
2023-03-02 06:00,357.5,70.2
2023-03-02 07:00,355.5,70.07
2023-03-02 08:00,355.9,70.03
2023-03-02 09:00,356.6,70.05
2023-03-02 10:00,356.8,70.16
2023-03-02 11:00,357.7,70.27
2023-03-02 12:00,358.6,70.54
2023-03-02 13:00,359.7,70.7
2023-03-02 14:00,361.1,70.97
2023-03-02 15:00,362.6,71.28
2023-03-02 16:00,363.9,71.56
2023-03-02 17:00,365,71.76
2023-03-02 18:00,366.3,71.96
2023-03-02 19:00,363,72
2023-03-02 20:00,368.5,71.98
2023-03-02 21:00,365.5,71.83
2023-03-02 22:00,362.9,71.65
2023-03-02 23:00,354.3,71.44
2023-03-03 00:00,362.3,71.11
2023-03-03 01:00,353.8,70.77
2023-03-03 02:00,357.6,70.54
2023-03-03 03:00,356.8,70.38
2023-03-03 04:00,356.1,70.21
2023-03-03 05:00,355.2,70.07
2023-03-03 06:00,354.8,69.98
2023-03-03 07:00,354.9,69.91
2023-03-03 08:00,354.9,69.91
2023-03-03 09:00,355.4,70
2023-03-03 10:00,356.1,70.16
2023-03-03 11:00,356.7,70.3
2023-03-03 12:00,357.5,70.45
2023-03-03 13:00,358.9,70.77
2023-03-03 14:00,360.4,71.06
2023-03-03 15:00,362.1,71.49
2023-03-03 16:00,363.7,71.83
2023-03-03 17:00,365,72
2023-03-03 18:00,366.2,72.1
2023-03-03 19:00,369.3,72.18
2023-03-03 20:00,369.8,72.1
2023-03-03 21:00,371.3,72.03
2023-03-03 22:00,369.6,71.87
2023-03-03 23:00,369.1,71.6
2023-03-04 00:00,368.7,71.37
2023-03-04 01:00,368,71.2
2023-03-04 02:00,367.9,71.11
2023-03-04 03:00,367.8,71.04
2023-03-04 04:00,367.1,70.99
2023-03-04 05:00,367.3,70.99
2023-03-04 06:00,366.8,70.97
2023-03-04 07:00,368.2,70.97
2023-03-04 08:00,366.9,70.95
2023-03-04 09:00,368,71.06
2023-03-04 10:00,367.3,71.13
2023-03-04 11:00,368.5,71.31
2023-03-04 12:00,367.4,71.46
2023-03-04 13:00,371.8,71.6
2023-03-04 14:00,373.1,71.98
