Date,LowRangeSpC,FullRangeSpC,Temp
2022-07-20 09:00,382.7,384.7,72.16
2022-07-20 10:00,384.3,386.5,72.5
2022-07-20 11:00,384.5,386.5,72.52
2022-07-20 12:00,385,387.2,72.86
2022-07-20 13:00,385.9,387.9,73
2022-07-20 14:00,387.2,389.4,73.26
2022-07-20 15:00,386.7,388.7,73.08
2022-07-20 16:00,383.4,385.7,72.66
2022-07-20 17:00,383.5,385.7,72.46
2022-07-20 18:00,382.8,384.6,72.23
2022-07-20 19:00,382.6,384.7,72.03
2022-07-20 20:00,381.9,383.9,71.98
2022-07-20 21:00,381.4,383.5,71.92
2022-07-20 22:00,382,383.9,71.91
2022-07-20 23:00,381.4,383.6,71.89
2022-07-21 00:00,381.8,383.6,71.89
2022-07-21 01:00,381.1,383.2,71.87
2022-07-21 02:00,381.4,383.2,71.83
2022-07-21 03:00,381.2,383.2,71.83
2022-07-21 04:00,381.1,383.2,71.83
2022-07-21 05:00,381,383.2,71.82
2022-07-21 06:00,382,384,71.83
2022-07-21 07:00,381.4,383.6,71.89
2022-07-21 08:00,381.9,383.9,72
2022-07-21 09:00,383.4,385,72.3
2022-07-21 10:00,385.6,388,72.82
2022-07-21 11:00,386.9,389.1,73
2022-07-21 12:00,390.4,392.4,73.89
2022-07-21 13:00,390.2,392.4,73.8
2022-07-21 14:00,386.7,388.7,72.9
2022-07-21 15:00,384.6,386.5,72.43
2022-07-21 16:00,383.6,385.8,72.34
2022-07-21 17:00,383.2,385.4,72.21
2022-07-21 18:00,383.6,385.4,72.14
2022-07-21 19:00,382.8,384.7,72.03
2022-07-21 20:00,382.4,384.7,71.98
2022-07-21 21:00,382.1,383.9,71.92
2022-07-21 22:00,382.1,383.5,71.92
2022-07-21 23:00,382.1,383.9,71.91
2022-07-22 00:00,381.9,383.9,71.89
2022-07-22 01:00,382.3,384.7,71.89
2022-07-22 02:00,382.1,384.3,71.89
2022-07-22 03:00,382.2,384.3,71.89
2022-07-22 04:00,382,383.6,71.89
2022-07-22 05:00,381.9,383.6,71.89
2022-07-22 06:00,382.2,384.7,71.87
2022-07-22 07:00,382.2,384.3,71.91
2022-07-22 08:00,383.2,385.1,72
2022-07-22 09:00,384.1,386.6,72.3
2022-07-22 10:00,387.6,389.8,73.15
2022-07-22 11:00,390.5,392.8,73.87
2022-07-22 12:00,388.7,391,73.17
2022-07-22 13:00,389.5,391.7,73.47
2022-07-22 14:00,389.1,391.3,73.38
2022-07-22 15:00,387.6,389.9,73.02
2022-07-22 16:00,386.1,388.4,72.73
2022-07-22 17:00,380.2,382.3,72.27
2022-07-22 18:00,382.2,384.3,72.03
2022-07-22 19:00,381.7,383.9,71.98
2022-07-22 20:00,382.4,384.7,71.96
2022-07-22 21:00,382.9,385.1,71.92
2022-07-22 22:00,382.5,384.7,71.92
2022-07-22 23:00,382.5,384.7,71.91
2022-07-23 00:00,382.5,384.7,71.89
2022-07-23 01:00,382.8,385.1,71.89
2022-07-23 02:00,382.4,384.7,71.87
2022-07-23 03:00,382.5,384.7,71.87
2022-07-23 04:00,382.2,384.3,71.83
2022-07-23 05:00,382.4,384.3,71.83
2022-07-23 06:00,382.3,384.7,71.83
2022-07-23 07:00,382.3,384.7,71.87
2022-07-23 08:00,383.4,385.5,71.96
2022-07-23 09:00,384.9,386.9,72.37
2022-07-23 10:00,387.7,389.9,72.97
2022-07-23 11:00,390.8,393.2,73.78
2022-07-23 12:00,393.1,395.4,74.26
2022-07-23 13:00,391.9,394.3,74.03
2022-07-23 14:00,390.3,392.8,73.6
2022-07-23 15:00,388.4,390.6,73.17
2022-07-23 16:00,387.3,389.5,72.79
2022-07-23 17:00,367.9,370.3,72.37
2022-07-23 18:00,378,380,72.07
2022-07-23 19:00,380.5,382.7,72.05
2022-07-23 20:00,382.9,385.1,71.98
2022-07-23 21:00,383.1,385.5,71.98
2022-07-23 22:00,384,386.2,71.96
2022-07-23 23:00,384,386.6,71.96
2022-07-24 00:00,384.1,385.9,71.96
2022-07-24 01:00,384.1,386.6,71.96
2022-07-24 02:00,384.7,387,71.92
2022-07-24 03:00,384.1,386.3,71.91
2022-07-24 04:00,384.1,386.6,71.91
2022-07-24 05:00,383.8,385.9,71.91
2022-07-24 06:00,383.8,385.9,71.91
2022-07-24 07:00,384.2,386.6,71.96
2022-07-24 08:00,384.3,386.6,72.1
2022-07-24 09:00,386.7,388.8,72.54
2022-07-24 10:00,389.4,391.8,73.13
2022-07-24 11:00,388,390.3,72.86
2022-07-24 12:00,387.8,389.9,72.7
2022-07-24 13:00,391.3,393.6,73.56
2022-07-24 14:00,390.7,392.9,73.49
