Date,FullRangeSpC,Temp
2023-04-05 10:00,512.5,72.14
2023-04-05 11:00,515.1,72.48
2023-04-05 12:00,518.7,72.81
2023-04-05 13:00,523.1,73.33
2023-04-05 14:00,524.9,73.54
2023-04-05 15:00,526.7,73.78
2023-04-05 16:00,508.2,73.94
2023-04-05 17:00,367.6,73.58
2023-04-05 18:00,262.7,73.22
2023-04-05 19:00,360.1,73.54
2023-04-05 20:00,345.2,73.44
2023-04-05 21:00,434.6,73.78
2023-04-05 22:00,472.8,74.01
2023-04-05 23:00,522.5,74.07
2023-04-06 00:00,526.7,74.01
2023-04-06 01:00,527.1,73.98
2023-04-06 02:00,527.1,73.94
2023-04-06 03:00,527.1,73.92
2023-04-06 04:00,526.4,73.81
2023-04-06 05:00,524.9,73.63
2023-04-06 06:00,485.8,73.26
2023-04-06 07:00,446.8,73.04
2023-04-06 08:00,518.9,73.4
2023-04-06 09:00,526.5,73.31
2023-04-06 10:00,522.7,73.47
2023-04-06 11:00,524.5,73.69
2023-04-06 12:00,526.3,73.83
2023-04-06 13:00,527.8,73.99
2023-04-06 14:00,530.4,74.26
2023-04-06 15:00,532.9,74.48
2023-04-06 16:00,439.2,74.71
2023-04-06 17:00,281.8,74.12
2023-04-06 18:00,244.8,73.94
2023-04-06 19:00,250.7,73.89
2023-04-06 20:00,292.6,73.98
2023-04-06 21:00,402.6,74.37
2023-04-06 22:00,452.4,74.55
2023-04-06 23:00,521.6,74.53
2023-04-07 00:00,529.6,74.43
2023-04-07 01:00,530,74.26
2023-04-07 02:00,528.9,74.12
2023-04-07 03:00,528.9,74.03
2023-04-07 04:00,527.8,73.94
2023-04-07 05:00,527.1,73.83
2023-04-07 06:00,525.7,73.63
2023-04-07 07:00,452.7,73.27
2023-04-07 08:00,478.6,73.31
2023-04-07 09:00,520.4,73.51
2023-04-07 10:00,530.9,73.62
2023-04-07 11:00,524.5,73.65
2023-04-07 12:00,526.3,73.83
2023-04-07 13:00,530,74.23
2023-04-07 14:00,531.1,74.32
2023-04-07 15:00,532.2,74.3
2023-04-07 16:00,532.9,74.61
2023-04-07 17:00,321.2,74.12
2023-04-07 18:00,262.6,73.92
2023-04-07 19:00,262.6,73.87
2023-04-07 20:00,292.3,73.89
2023-04-07 21:00,428.1,74.25
2023-04-07 22:00,451.3,74.19
2023-04-07 23:00,515.7,74.25
2023-04-08 00:00,527.4,74.12
2023-04-08 01:00,527.8,73.92
2023-04-08 02:00,527.9,73.8
2023-04-08 03:00,526.8,73.58
2023-04-08 04:00,525,73.31
2023-04-08 05:00,523.2,73.06
2023-04-08 06:00,522.9,72.91
2023-04-08 07:00,462.2,72.79
2023-04-08 08:00,480.3,72.7
2023-04-08 09:00,488.3,72.57
2023-04-08 10:00,517.3,72.64
2023-04-08 11:00,517.3,72.59
2023-04-08 12:00,519.6,72.63
2023-04-08 13:00,520.7,72.61
2023-04-08 14:00,522.2,72.72
2023-04-08 15:00,522.2,72.7
2023-04-08 16:00,523.2,72.9
2023-04-08 17:00,401.7,73.17
2023-04-08 18:00,305,73.2
2023-04-08 19:00,253,73.18
2023-04-08 20:00,252.7,73.13
2023-04-08 21:00,372.9,73.18
2023-04-08 22:00,461,73.11
