Date,FullRangeSpC,Temp
2022-12-05 12:00,325.7,71.78
2022-12-05 13:00,326.4,72.09
2022-12-05 14:00,326.7,72.28
2022-12-05 15:00,327.4,72.63
2022-12-05 16:00,327.8,72.66
2022-12-05 17:00,327.4,72.59
2022-12-05 18:00,328.2,72.61
2022-12-05 19:00,328.2,72.54
2022-12-05 20:00,328.3,72.41
2022-12-05 21:00,327.9,72.19
2022-12-05 22:00,327.2,71.87
2022-12-05 23:00,326.9,71.6
2022-12-06 00:00,325.7,71.42
2022-12-06 01:00,325.8,71.33
2022-12-06 02:00,325.8,71.29
2022-12-06 03:00,325.8,71.28
2022-12-06 04:00,325,71.2
2022-12-06 05:00,325,71.11
2022-12-06 06:00,324.3,71.04
2022-12-06 07:00,324.3,71.01
2022-12-06 08:00,324.3,70.97
2022-12-06 09:00,324.3,71.02
2022-12-06 10:00,324.6,71.29
2022-12-06 11:00,325.7,71.78
2022-12-06 12:00,327.1,72.18
2022-12-06 13:00,327.5,72.45
2022-12-06 14:00,328.2,72.73
2022-12-06 15:00,328.9,73.08
2022-12-06 16:00,329.6,73.2
2022-12-06 17:00,330,73.2
2022-12-06 18:00,330.8,73.24
2022-12-06 19:00,330.8,73.11
2022-12-06 20:00,329.7,72.77
2022-12-06 21:00,329,72.36
2022-12-06 22:00,327.6,71.91
2022-12-06 23:00,326.9,71.55
2022-12-07 00:00,325.8,71.29
2022-12-07 01:00,325,71.13
2022-12-07 02:00,324.6,71.02
2022-12-07 03:00,324.3,70.92
2022-12-07 04:00,323.9,70.79
2022-12-07 05:00,323.5,70.72
2022-12-07 06:00,322.8,70.66
2022-12-07 07:00,322.8,70.59
2022-12-07 08:00,322.4,70.54
2022-12-07 09:00,322.4,70.59
2022-12-07 10:00,323.5,70.93
2022-12-07 11:00,324.6,71.46
2022-12-07 12:00,326.4,71.92
2022-12-07 13:00,326.7,72.27
2022-12-07 14:00,327.4,72.63
2022-12-07 15:00,328.9,72.99
2022-12-07 16:00,328.9,73.04
2022-12-07 17:00,330.4,73.27
2022-12-07 18:00,330.8,73.35
2022-12-07 19:00,330.8,73.17
2022-12-07 20:00,330.1,72.82
2022-12-07 21:00,328.7,72.32
2022-12-07 22:00,327.2,71.83
2022-12-07 23:00,325.7,71.49
2022-12-08 00:00,325,71.2
2022-12-08 01:00,324.3,71.04
2022-12-08 02:00,323.9,70.92
2022-12-08 03:00,323.5,70.83
2022-12-08 04:00,323.1,70.75
2022-12-08 05:00,322.8,70.66
2022-12-08 06:00,322.4,70.61
2022-12-08 07:00,322.4,70.56
2022-12-08 08:00,322,70.54
2022-12-08 09:00,322.4,70.63
2022-12-08 10:00,323.5,70.97
2022-12-08 11:00,324.9,71.53
2022-12-08 12:00,325.6,71.94
2022-12-08 13:00,326.7,72.18
2022-12-08 14:00,327.4,72.66
2022-12-08 15:00,329.3,73.11
2022-12-08 16:00,329.3,73.18
2022-12-08 17:00,330,73.24
2022-12-08 18:00,330.1,73.09
2022-12-08 19:00,330.1,72.93
2022-12-08 20:00,329.4,72.61
2022-12-08 21:00,329.1,72.19
2022-12-08 22:00,328.4,71.78
2022-12-08 23:00,331.9,71.44
2022-12-09 00:00,337,71.19
2022-12-09 01:00,330.1,71.01
2022-12-09 02:00,331.6,70.88
2022-12-09 03:00,326.6,70.84
2022-12-09 04:00,325.5,70.77
2022-12-09 05:00,324.7,70.72
2022-12-09 06:00,324.3,70.66
2022-12-09 07:00,328.2,70.56
2022-12-09 08:00,330.2,70.52
2022-12-09 09:00,325.9,70.59
