Date,FullRangeSpC,Temp
2023-03-01 12:00,320.9,72.41
2023-03-01 13:00,320.5,72.66
2023-03-01 14:00,320.8,72.91
2023-03-01 15:00,322.7,73.2
2023-03-01 16:00,321.9,73.42
2023-03-01 17:00,323,73.62
2023-03-01 18:00,323.3,73.78
2023-03-01 19:00,324.5,73.94
2023-03-01 20:00,324.5,74.03
2023-03-01 21:00,324.8,74.03
2023-03-01 22:00,324.9,73.92
2023-03-01 23:00,324.9,73.69
2023-03-02 00:00,324.2,73.4
2023-03-02 01:00,322.7,73
2023-03-02 02:00,320.9,72.57
2023-03-02 03:00,320.2,72.18
2023-03-02 04:00,319.1,71.85
2023-03-02 05:00,318.3,71.62
2023-03-02 06:00,318,71.49
2023-03-02 07:00,318,71.42
2023-03-02 08:00,316.8,71.37
2023-03-02 09:00,316.8,71.38
2023-03-02 10:00,317.6,71.53
2023-03-02 11:00,317.9,71.83
2023-03-02 12:00,312.4,72.19
2023-03-02 13:00,309.6,72.73
2023-03-02 14:00,320,73.11
2023-03-02 15:00,321.1,73.53
2023-03-02 16:00,322.6,73.9
2023-03-02 17:00,323.3,74.16
2023-03-02 18:00,323.2,74.34
2023-03-02 19:00,324,74.43
2023-03-02 20:00,326.7,74.48
2023-03-02 21:00,324.4,74.32
2023-03-02 22:00,324.1,73.99
2023-03-02 23:00,323.8,73.6
2023-03-03 00:00,322.3,73.17
2023-03-03 01:00,321.6,72.68
2023-03-03 02:00,320.2,72.27
2023-03-03 03:00,319.4,71.91
2023-03-03 04:00,319.1,71.64
2023-03-03 05:00,318.7,71.49
2023-03-03 06:00,317.6,71.38
2023-03-03 07:00,317.6,71.29
2023-03-03 08:00,317.2,71.26
2023-03-03 09:00,317.2,71.29
2023-03-03 10:00,316.8,71.44
2023-03-03 11:00,311.3,71.8
2023-03-03 12:00,317.1,72.1
2023-03-03 13:00,317.8,72.37
2023-03-03 14:00,320.5,72.66
2023-03-03 15:00,320,72.99
2023-03-03 16:00,320,73.26
2023-03-03 17:00,322.2,73.51
2023-03-03 18:00,323,73.71
2023-03-03 19:00,323.3,73.83
2023-03-03 20:00,324.1,73.85
2023-03-03 21:00,324.5,73.76
2023-03-03 22:00,324.5,73.62
2023-03-03 23:00,324.2,73.44
2023-03-04 00:00,324.2,73.2
2023-03-04 01:00,323.9,72.95
2023-03-04 02:00,323.5,72.75
2023-03-04 03:00,323.6,72.59
2023-03-04 04:00,323.2,72.52
2023-03-04 05:00,322.8,72.45
2023-03-04 06:00,322.8,72.43
2023-03-04 07:00,322.8,72.41
2023-03-04 08:00,322.8,72.43
2023-03-04 09:00,322.4,72.46
2023-03-04 10:00,320.1,72.52
2023-03-04 11:00,322,72.68
2023-03-04 12:00,322.7,72.91
2023-03-04 13:00,324.2,73.15
2023-03-04 14:00,321.9,73.42
2023-03-04 15:00,323.8,73.62
2023-03-04 16:00,324.1,73.81
2023-03-04 17:00,324.1,73.9
2023-03-04 18:00,324.9,73.99
2023-03-04 19:00,325.2,73.99
2023-03-04 20:00,325.3,73.85
2023-03-04 21:00,325.3,73.62
2023-03-04 22:00,324.6,73.42
2023-03-04 23:00,324.2,73.17
2023-03-05 00:00,323.9,72.82
2023-03-05 01:00,322.8,72.5
2023-03-05 02:00,322.1,72.19
2023-03-05 03:00,321,71.92
2023-03-05 04:00,320.3,71.67
2023-03-05 05:00,320.3,71.49
2023-03-05 06:00,319.2,71.29
2023-03-05 07:00,318,71.13
2023-03-05 08:00,317.7,71.02
2023-03-05 09:00,317.3,70.97
2023-03-05 10:00,317.3,71.13
2023-03-05 11:00,318.8,71.46
2023-03-05 12:00,319.8,71.96
2023-03-05 13:00,321.3,72.54
2023-03-05 14:00,323.5,73.17
2023-03-05 15:00,325.3,73.76
2023-03-05 16:00,326,74.23
2023-03-05 17:00,327.1,74.59
2023-03-05 18:00,328.2,74.86
2023-03-05 19:00,329.3,75.06
2023-03-05 20:00,330.1,75.06
2023-03-05 21:00,329.7,74.77
2023-03-05 22:00,328.7,74.35
2023-03-05 23:00,327.2,73.81
2023-03-06 00:00,325.4,73.2
2023-03-06 01:00,324,72.63
2023-03-06 02:00,322.5,72.19
2023-03-06 03:00,321.4,71.87
2023-03-06 04:00,320.7,71.62
2023-03-06 05:00,319.9,71.44
2023-03-06 06:00,319.2,71.29
2023-03-06 07:00,319.2,71.2
2023-03-06 08:00,318.4,71.13
2023-03-06 09:00,318.8,71.19
2023-03-06 10:00,318.8,71.29
2023-03-06 11:00,319.9,71.69
2023-03-06 12:00,320.9,72.19
2023-03-06 13:00,322.8,72.84
2023-03-06 14:00,324.6,73.53
2023-03-06 15:00,326.4,74.16
2023-03-06 16:00,327.1,74.61
2023-03-06 17:00,328.9,74.84
2023-03-06 18:00,328.9,74.98
2023-03-06 19:00,329.3,75.07
2023-03-06 20:00,329.7,74.98
2023-03-06 21:00,329.4,74.66
2023-03-06 22:00,328.3,74.17
2023-03-06 23:00,326.5,73.54
2023-03-07 00:00,325,72.99
2023-03-07 01:00,323.2,72.46
2023-03-07 02:00,322.5,72.12
2023-03-07 03:00,321.8,71.91
2023-03-07 04:00,321,71.78
2023-03-07 05:00,321,71.71
2023-03-07 06:00,321,71.69
2023-03-07 07:00,321,71.69
2023-03-07 08:00,321,71.74
2023-03-07 09:00,321,71.85
2023-03-07 10:00,322.1,72.1
2023-03-07 11:00,323.6,72.57
2023-03-07 12:00,324.3,73.08
2023-03-07 13:00,325.3,73.53
2023-03-07 14:00,326.4,73.92
2023-03-07 15:00,327.5,74.35
2023-03-07 16:00,328.6,74.77
2023-03-07 17:00,329.3,75.06
2023-03-07 18:00,330,75.2
2023-03-07 19:00,330.4,75.2
2023-03-07 20:00,330.4,75.07
2023-03-07 21:00,329.7,74.7
2023-03-07 22:00,329.1,74.25
2023-03-07 23:00,327.6,73.76
2023-03-08 00:00,326.2,73.24
2023-03-08 01:00,324.7,72.75
2023-03-08 02:00,324.4,72.43
2023-03-08 03:00,322.9,72.18
2023-03-08 04:00,322.5,72.03
2023-03-08 05:00,321.8,71.91
2023-03-08 06:00,321,71.74
2023-03-08 07:00,320.7,71.6
2023-03-08 08:00,320.3,71.46
2023-03-08 09:00,319.9,71.38
2023-03-08 10:00,320.3,71.53
2023-03-08 11:00,320.6,71.83
2023-03-08 12:00,321.3,72.25
2023-03-08 13:00,322.4,72.68
2023-03-08 14:00,323.5,73.15
2023-03-08 15:00,324.2,73.58
2023-03-08 16:00,324.9,73.92
2023-03-08 17:00,325.2,74.16
2023-03-08 18:00,326.7,74.23
2023-03-08 19:00,327.1,74.17
2023-03-08 20:00,326.8,73.96
2023-03-08 21:00,326.1,73.54
2023-03-08 22:00,324.3,72.99
2023-03-08 23:00,322.5,72.32
2023-03-09 00:00,320.7,71.67
2023-03-09 01:00,319.2,71.17
2023-03-09 02:00,318.1,70.83
2023-03-09 03:00,317,70.56
2023-03-09 04:00,316.2,70.36
2023-03-09 05:00,315.9,70.18
2023-03-09 06:00,315.1,70.05
2023-03-09 07:00,315.2,69.96
2023-03-09 08:00,314.4,69.93
2023-03-09 09:00,314.8,69.96
2023-03-09 10:00,315.1,70.27
2023-03-09 11:00,317,70.75
2023-03-09 12:00,318.4,71.35
2023-03-09 13:00,319.8,71.94
2023-03-09 14:00,321.3,72.46
2023-03-09 15:00,321.6,72.84
2023-03-09 16:00,322.3,73.26
2023-03-09 17:00,323.8,73.6
2023-03-09 18:00,324.9,73.81
2023-03-09 19:00,325.7,73.83
2023-03-09 20:00,325.3,73.58
2023-03-09 21:00,324.6,73.17
2023-03-09 22:00,323.5,72.73
2023-03-09 23:00,322.9,72.32
2023-03-10 00:00,322.2,71.91
2023-03-10 01:00,321.1,71.53
2023-03-10 02:00,320.3,71.26
2023-03-10 03:00,319.6,71.02
2023-03-10 04:00,318.9,70.86
2023-03-10 05:00,318.5,70.77
2023-03-10 06:00,318.5,70.7
2023-03-10 07:00,318.1,70.63
2023-03-10 08:00,318.1,70.68
2023-03-10 09:00,318.5,70.79
2023-03-10 10:00,319.2,71.11
2023-03-10 11:00,320.3,71.58
2023-03-10 12:00,321.7,72.16
2023-03-10 13:00,323.2,72.66
2023-03-10 14:00,323.5,72.99
2023-03-10 15:00,324.2,73.27
2023-03-10 16:00,324.6,73.51
2023-03-10 17:00,324.9,73.71
2023-03-10 18:00,326.4,73.83
2023-03-10 19:00,326.1,73.67
2023-03-10 20:00,324.6,73.27
2023-03-10 21:00,323.5,72.93
2023-03-10 22:00,322,72.61
2023-03-10 23:00,321.7,72.34
2023-03-11 00:00,321.3,72.1
2023-03-11 01:00,320.6,71.91
2023-03-11 02:00,320.3,71.71
2023-03-11 03:00,320.7,71.6
2023-03-11 04:00,320.7,71.49
2023-03-11 05:00,320.3,71.37
2023-03-11 06:00,320.3,71.2
2023-03-11 07:00,319.6,71.02
2023-03-11 08:00,318.9,70.86
2023-03-11 09:00,318.5,70.75
2023-03-11 10:00,318.9,70.93
2023-03-11 11:00,319.6,71.28
2023-03-11 12:00,320.6,71.74
2023-03-11 13:00,322.1,72.27
2023-03-11 14:00,323.5,72.79
2023-03-11 15:00,325,73.29
2023-03-11 16:00,326.1,73.74
2023-03-11 17:00,327.2,73.96
2023-03-11 18:00,328.7,74.1
2023-03-11 19:00,328.7,74.08
2023-03-11 20:00,328,73.81
2023-03-11 21:00,326.9,73.27
2023-03-11 22:00,325.1,72.63
2023-03-11 23:00,322.5,71.92
2023-03-12 00:00,321.1,71.29
2023-03-12 01:00,319.3,70.83
2023-03-12 02:00,317.8,70.47
2023-03-12 03:00,317,70.21
2023-03-12 04:00,316.3,70.02
2023-03-12 05:00,315.6,69.89
2023-03-12 06:00,316,69.8
2023-03-12 07:00,315.2,69.73
2023-03-12 08:00,314.4,69.71
2023-03-12 09:00,315.2,69.84
2023-03-12 10:00,316.3,70.25
2023-03-12 11:00,318.1,70.86
2023-03-12 12:00,320.3,71.53
2023-03-12 13:00,321.7,72.12
2023-03-12 14:00,322.4,72.59
2023-03-12 15:00,324.6,73.17
2023-03-12 16:00,326.5,73.67
2023-03-12 17:00,327.6,74.01
2023-03-12 18:00,328.7,74.17
2023-03-12 19:00,329.1,74.16
2023-03-12 20:00,328.7,73.96
2023-03-12 21:00,328.4,73.65
2023-03-12 22:00,327.3,73.2
2023-03-12 23:00,326.6,72.75
2023-03-13 00:00,324.8,72.5
2023-03-13 01:00,316.7,72.12
2023-03-13 02:00,313.6,71.92
2023-03-13 03:00,313.3,71.78
2023-03-13 04:00,311,71.71
2023-03-13 05:00,309.4,71.64
2023-03-13 06:00,302.9,71.49
2023-03-13 07:00,302.1,71.38
2023-03-13 08:00,306,71.44
2023-03-13 09:00,311,71.49
2023-03-13 10:00,313.7,71.53
2023-03-13 11:00,315.3,71.55
2023-03-13 12:00,316.4,71.58
2023-03-13 13:00,316.4,71.74
2023-03-13 14:00,317.1,71.94
2023-03-13 15:00,316.7,72.09
2023-03-13 16:00,318.2,72.25
2023-03-13 17:00,319.7,72.37
2023-03-13 18:00,320.9,72.36
2023-03-13 19:00,321.7,72.37
2023-03-13 20:00,322.8,72.37
2023-03-13 21:00,322.1,72.18
2023-03-13 22:00,321.8,71.92
2023-03-13 23:00,321.4,71.62
2023-03-14 00:00,320.3,71.24
2023-03-14 01:00,319.6,70.92
2023-03-14 02:00,318.5,70.63
2023-03-14 03:00,317.4,70.38
2023-03-14 04:00,317.1,70.18
2023-03-14 05:00,316.3,70
2023-03-14 06:00,315.2,69.84
2023-03-14 07:00,314.4,69.64
2023-03-14 08:00,313.7,69.48
2023-03-14 09:00,313.3,69.42
2023-03-14 10:00,313.7,69.67
2023-03-14 11:00,314.7,70.09
2023-03-14 12:00,316.6,70.59
2023-03-14 13:00,318,71.1
2023-03-14 14:00,319.1,71.58
2023-03-14 15:00,320.2,72.03
2023-03-14 16:00,321.7,72.5
2023-03-14 17:00,322.8,72.79
2023-03-14 18:00,323.5,72.91
2023-03-14 19:00,323.5,72.84
2023-03-14 20:00,323.2,72.57
2023-03-14 21:00,322.1,72.03
2023-03-14 22:00,319.9,71.37
2023-03-14 23:00,317.7,70.7
2023-03-15 00:00,316.3,70.11
2023-03-15 01:00,314.8,69.69
2023-03-15 02:00,314.1,69.46
2023-03-15 03:00,313.4,69.26
2023-03-15 04:00,313,69.13
2023-03-15 05:00,312.2,69.03
2023-03-15 06:00,311.9,68.94
2023-03-15 07:00,311.5,68.86
2023-03-15 08:00,311.5,68.85
2023-03-15 09:00,311.1,68.86
2023-03-15 10:00,311.4,69.12
