Date,FullRangeSpC,Temp
2022-04-21 12:00,190.5,71.04
2022-04-21 13:00,191.7,71.19
2022-04-21 14:00,192,71.37
2022-04-21 15:00,193.1,71.6
2022-04-21 16:00,193.9,71.64
2022-04-21 17:00,193.9,71.64
2022-04-21 18:00,194.3,71.47
2022-04-21 19:00,187.1,70.99
2022-04-21 20:00,143.4,70.47
2022-04-21 21:00,18.7,69.94
2022-04-21 22:00,1.7,68.77
2022-04-21 23:00,1.3,67.78
2022-04-22 00:00,5.4,67.03
2022-04-22 01:00,1.7,66.52
2022-04-22 02:00,5.4,66.99
2022-04-22 03:00,5.4,65.97
2022-04-22 04:00,22.5,66.07
2022-04-22 05:00,22.5,65.82
2022-04-22 06:00,22.5,66.52
2022-04-22 07:00,22.5,67.08
2022-04-22 08:00,10.9,69.4
2022-04-22 09:00,3.9,72.07
2022-04-22 10:00,58.6,70.66
2022-04-22 11:00,24.3,71.69
2022-04-22 12:00,5.3,74.55
2022-04-22 13:00,5.3,77.79
2022-04-22 14:00,5.3,77.72
2022-04-22 15:00,5.3,77.16
2022-04-22 16:00,1.3,76.51
2022-04-22 17:00,5.3,75.74
2022-04-22 18:00,5.3,74.73
2022-04-22 19:00,5.4,72.77
2022-04-22 20:00,5.4,70.75
2022-04-22 21:00,2.8,69.22
2022-04-22 22:00,5.4,67.66
2022-04-22 23:00,5.4,67.03
2022-04-23 00:00,5.4,67.24
2022-04-23 01:00,5.4,66.52
2022-04-23 02:00,5.4,65.5
2022-04-23 03:00,18,65.34
2022-04-23 04:00,5.4,63.68
2022-04-23 05:00,5.4,63.66
2022-04-23 06:00,5.4,63.52
2022-04-23 07:00,5.4,64.83
2022-04-23 08:00,20.6,67.86
2022-04-23 09:00,5.4,72.59
2022-04-23 10:00,5.3,75.04
2022-04-23 11:00,5.3,77.34
2022-04-23 12:00,5.3,73.58
2022-04-23 13:00,5.3,74.14
2022-04-23 14:00,67.1,72.03
2022-04-23 15:00,5.3,74.7
2022-04-23 16:00,5.3,76.08
2022-04-23 17:00,5.3,77.16
2022-04-23 18:00,5.3,76.06
2022-04-23 19:00,5.3,74.23
2022-04-23 20:00,5.4,72.07
2022-04-23 21:00,5.4,71.06
2022-04-23 22:00,5.4,70.57
2022-04-23 23:00,5.4,69.21
2022-04-24 00:00,5.4,68.22
2022-04-24 01:00,5.4,67.23
2022-04-24 02:00,5.4,65.91
