Date,FullRangeSpC,Temp
2022-04-27 14:00,416.2,74.03
2022-04-27 15:00,415.7,74.3
2022-04-27 16:00,411.9,74.16
2022-04-27 17:00,407.7,73.94
2022-04-27 18:00,404.2,73.65
2022-04-27 19:00,401.6,73.36
2022-04-27 20:00,400.1,73.09
2022-04-27 21:00,399.4,72.82
2022-04-27 22:00,400.2,72.64
2022-04-27 23:00,401.8,72.43
2022-04-28 00:00,404.5,72.32
2022-04-28 01:00,406.9,72.27
2022-04-28 02:00,408.4,72.25
2022-04-28 03:00,408.5,72.19
2022-04-28 04:00,408.1,72.16
2022-04-28 05:00,407.3,72.05
2022-04-28 06:00,407,71.98
2022-04-28 07:00,406.6,71.92
2022-04-28 08:00,407,71.98
2022-04-28 09:00,407.7,72.18
2022-04-28 10:00,408.4,72.25
2022-04-28 11:00,409.6,72.5
2022-04-28 12:00,411,72.88
2022-04-28 13:00,413.6,73.38
2022-04-28 14:00,415.8,73.87
2022-04-28 15:00,416.9,74.07
2022-04-28 16:00,417,74.05
2022-04-28 17:00,415.5,73.74
2022-04-28 18:00,413.6,73.36
2022-04-28 19:00,412.1,73.04
2022-04-28 20:00,410.3,72.75
2022-04-28 21:00,409.2,72.45
2022-04-28 22:00,408.1,72.23
2022-04-28 23:00,406.9,72.05
2022-04-29 00:00,406.2,71.92
2022-04-29 01:00,405.8,71.87
2022-04-29 02:00,405.5,71.74
2022-04-29 03:00,404.7,71.62
2022-04-29 04:00,404.7,71.55
2022-04-29 05:00,404.3,71.53
2022-04-29 06:00,403.6,71.46
2022-04-29 07:00,403.6,71.42
2022-04-29 08:00,404.3,71.64
2022-04-29 09:00,405.8,71.96
2022-04-29 10:00,406.9,72.16
2022-04-29 11:00,409.1,72.61
2022-04-29 12:00,411.4,73.08
2022-04-29 13:00,414,73.56
2022-04-29 14:00,415.4,73.94
2022-04-29 15:00,416.5,74.12
2022-04-29 16:00,415.4,73.96
2022-04-29 17:00,414.3,73.65
2022-04-29 18:00,413.2,73.38
2022-04-29 19:00,411.7,73.17
2022-04-29 20:00,410.6,72.88
2022-04-29 21:00,409.9,72.68
