Date,LowRangeSpC,FullRangeSpC,Temp
2022-09-12 10:00,381.4,325.4,74.16
2022-09-12 11:00,382,325.3,74.28
2022-09-12 12:00,382.1,325.3,74.28
2022-09-12 13:00,381.6,325,74.26
2022-09-12 14:00,381.8,325,74.28
2022-09-12 15:00,380.8,323.9,74.14
2022-09-12 16:00,380.8,323.9,74.14
2022-09-12 17:00,380.8,323.6,74.08
2022-09-12 18:00,380.4,323.2,74.01
2022-09-12 19:00,380.1,323.3,73.9
2022-09-12 20:00,380.1,322.9,73.83
2022-09-12 21:00,379.9,322.6,73.8
2022-09-12 22:00,379.9,322.6,73.78
2022-09-12 23:00,379.8,322.2,73.76
2022-09-13 00:00,379.8,322.2,73.74
2022-09-13 01:00,379.6,322.2,73.69
2022-09-13 02:00,379.8,322.2,73.67
2022-09-13 03:00,379.6,322.2,73.65
2022-09-13 04:00,379.6,322.2,73.65
2022-09-13 05:00,379.8,321.9,73.65
2022-09-13 06:00,379.6,322.2,73.63
2022-09-13 07:00,380.1,322.6,73.63
2022-09-13 08:00,380.3,322.6,73.67
2022-09-13 09:00,381.6,323.6,73.8
2022-09-13 10:00,381.3,323.6,73.89
2022-09-13 11:00,381.3,323.3,73.89
2022-09-13 12:00,381.8,324,74.03
2022-09-13 13:00,383,325,74.16
2022-09-13 14:00,383.5,325.7,74.23
2022-09-13 15:00,384.4,326.1,74.25
2022-09-13 16:00,384.5,326.1,74.25
2022-09-13 17:00,384.7,326.4,74.19
2022-09-13 18:00,384.3,326.1,74.14
2022-09-13 19:00,384.1,325.4,74.01
2022-09-13 20:00,383.7,325.1,73.9
2022-09-13 21:00,383.3,324.7,73.81
2022-09-13 22:00,383.1,324.4,73.78
2022-09-13 23:00,383.6,324.7,73.74
2022-09-14 00:00,383.6,324.7,73.71
2022-09-14 01:00,383.6,324.7,73.69
2022-09-14 02:00,383.4,324.4,73.67
2022-09-14 03:00,383.6,324.7,73.65
2022-09-14 04:00,383.8,324.8,73.63
2022-09-14 05:00,383.8,324.8,73.62
2022-09-14 06:00,384.2,324.8,73.62
2022-09-14 07:00,384.4,324.8,73.62
2022-09-14 08:00,384.9,325.5,73.65
2022-09-14 09:00,385.6,325.8,73.78
2022-09-14 10:00,387.2,327.2,74.08
2022-09-14 11:00,388.2,328.2,74.08
2022-09-14 12:00,389.7,329.6,74.32
2022-09-14 13:00,389.5,329.6,74.32
2022-09-14 14:00,390.4,330.7,74.39
2022-09-14 15:00,390.4,330.7,74.39
2022-09-14 16:00,390.3,330.7,74.39
2022-09-14 17:00,390.7,330.7,74.32
2022-09-14 18:00,390.5,330,74.23
2022-09-14 19:00,390,329.7,74.08
2022-09-14 20:00,389.6,329,73.99
2022-09-14 21:00,389.5,328.6,73.89
2022-09-14 22:00,389,328.3,73.81
2022-09-14 23:00,389,328,73.76
2022-09-15 00:00,388.4,327.6,73.71
2022-09-15 01:00,388.4,328,73.67
2022-09-15 02:00,388.9,327.6,73.63
2022-09-15 03:00,388.7,327.6,73.58
2022-09-15 04:00,387.6,326.6,73.56
2022-09-15 05:00,387.9,326.9,73.54
2022-09-15 06:00,387.9,326.9,73.51
2022-09-15 07:00,388.2,326.9,73.51
2022-09-15 08:00,389,327.6,73.53
2022-09-15 09:00,389.4,328,73.74
2022-09-15 10:00,392.1,330.4,73.89
2022-09-15 11:00,394.3,332.9,74.14
2022-09-15 12:00,395.9,334.6,74.48
2022-09-15 13:00,396.1,334.9,74.75
2022-09-15 14:00,395.3,334.2,74.8
2022-09-15 15:00,395.6,334.5,74.82
2022-09-15 16:00,396.5,335.3,74.82
2022-09-15 17:00,395.8,334.6,74.7
2022-09-15 18:00,394.6,333.2,74.53
2022-09-15 19:00,393.5,332.5,74.35
2022-09-15 20:00,392.8,331.1,74.17
2022-09-15 21:00,392.2,330.4,74.03
2022-09-15 22:00,390.7,329,73.9
2022-09-15 23:00,390.7,329,73.81
2022-09-16 00:00,389.7,328,73.76
2022-09-16 01:00,388.9,327.6,73.67
2022-09-16 02:00,388.1,326.5,73.62
2022-09-16 03:00,388.8,326.9,73.58
2022-09-16 04:00,387.7,326.2,73.56
2022-09-16 05:00,387.9,325.8,73.54
2022-09-16 06:00,388,326.2,73.54
2022-09-16 07:00,388.2,326.2,73.53
2022-09-16 08:00,388.4,326.2,73.63
2022-09-16 09:00,388.9,326.9,73.71
2022-09-16 10:00,390,327.9,73.89
2022-09-16 11:00,390.8,329,74.08
2022-09-16 12:00,392.1,330.3,74.35
2022-09-16 13:00,393.6,331.7,74.64
2022-09-16 14:00,393.1,331.7,74.64
2022-09-16 15:00,392.1,330.3,74.48
2022-09-16 16:00,390.6,328.9,74.26
2022-09-16 17:00,389.5,327.5,74.08
2022-09-16 18:00,389.1,327.2,74.03
2022-09-16 19:00,389,327.2,73.94
2022-09-16 20:00,388.4,326.9,73.87
2022-09-16 21:00,387.9,326.2,73.8
2022-09-16 22:00,386.8,325.1,73.76
2022-09-16 23:00,386.6,324.7,73.71
2022-09-17 00:00,386.9,324.4,73.67
2022-09-17 01:00,386.2,324.4,73.65
2022-09-17 02:00,386.8,324.7,73.65
2022-09-17 03:00,386.1,324,73.62
2022-09-17 04:00,385.4,323,73.58
2022-09-17 05:00,385.5,323.3,73.56
2022-09-17 06:00,385,323,73.54
2022-09-17 07:00,385.5,323.3,73.54
