Date,LowRangeSpC,FullRangeSpC,Temp
2022-12-19 10:10,2.5,6,64.04
2022-12-19 10:11,2.5,6,65.28
2022-12-19 10:12,3.8,6,63.48
2022-12-19 10:13,389.2,391.4,69.53
2022-12-19 10:14,384.7,386,70.84
2022-12-19 10:15,384,385.4,71.42
2022-12-19 10:16,383.4,384.6,71.82
2022-12-19 10:17,383.2,384.1,72.09
2022-12-19 10:18,383.5,384.9,72.23
2022-12-19 10:19,383.7,384.5,72.34
2022-12-19 10:20,384,385.2,72.41
2022-12-19 10:21,384.2,385.2,72.45
2022-12-19 10:22,384.2,385.2,72.5
2022-12-19 10:23,384.4,385.6,72.54
2022-12-19 10:24,384.3,385.6,72.55
2022-12-19 10:25,384.5,385.6,72.59
2022-12-19 10:26,384.4,385.6,72.61
2022-12-19 10:27,384.2,386,72.59
2022-12-19 10:28,384.3,385.6,72.61
2022-12-19 10:29,384.1,385.6,72.63
2022-12-19 10:30,384.1,385.6,72.61
2022-12-19 10:31,383.8,385.6,72.61
2022-12-19 10:32,383.7,384.8,72.59
2022-12-19 10:33,383.7,384.8,72.61
2022-12-19 10:34,383.7,384.8,72.61
2022-12-19 10:35,383.6,384.8,72.63
2022-12-19 10:36,383.5,384.8,72.61
2022-12-19 10:37,383.6,385.2,72.63
2022-12-19 10:38,383.1,384.4,72.61
2022-12-19 10:39,383,384.4,72.61
2022-12-19 10:40,382.7,384,72.61
2022-12-19 10:41,382.7,384,72.61
2022-12-19 10:42,382.6,384,72.59
2022-12-19 10:43,382.4,383.6,72.61
2022-12-19 10:44,382.4,383.6,72.61
2022-12-19 10:45,382.1,383.2,72.55
2022-12-19 10:46,382,383.6,72.55
2022-12-19 10:47,381.9,382.8,72.59
2022-12-19 10:48,381.9,383.2,72.59
2022-12-19 10:49,381.6,383.2,72.59
2022-12-19 10:50,381.6,382.8,72.59
2022-12-19 10:51,381.5,382.8,72.63
2022-12-19 10:52,381.4,382.8,72.63
2022-12-19 10:53,381,382.4,72.59
2022-12-19 10:54,381,382.4,72.61
2022-12-19 10:55,381,382.4,72.63
2022-12-19 10:56,380.8,382.4,72.61
2022-12-19 10:57,380.8,382,72.63
2022-12-19 10:58,380.4,381.7,72.61
