"Plot Title: Little_Fanning"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 21248123, SEN S/N: 21248123)","Temp, °F (LGR S/N: 21248123, SEN S/N: 21248123)"
1,06/26/23 01:00:00 PM,15.6287,74.964
2,06/26/23 02:00:00 PM,15.6238,74.964
3,06/26/23 03:00:00 PM,15.6182,75.312
4,06/26/23 04:00:00 PM,15.6037,75.312
5,06/26/23 05:00:00 PM,15.5953,75.139
6,06/26/23 06:00:00 PM,15.5849,74.791
7,06/26/23 07:00:00 PM,15.5853,74.271
8,06/26/23 08:00:00 PM,15.5924,73.926
9,06/26/23 09:00:00 PM,15.6114,73.753
10,06/26/23 10:00:00 PM,15.6383,73.580
11,06/26/23 11:00:00 PM,15.6528,73.580
12,06/27/23 12:00:00 AM,15.6668,73.407
13,06/27/23 01:00:00 AM,15.6716,73.407
14,06/27/23 02:00:00 AM,15.6764,73.407
15,06/27/23 03:00:00 AM,15.6716,73.407
16,06/27/23 04:00:00 AM,15.6700,73.407
17,06/27/23 05:00:00 AM,15.6680,73.234
18,06/27/23 06:00:00 AM,15.6729,73.234
19,06/27/23 07:00:00 AM,15.6809,73.234
20,06/27/23 08:00:00 AM,15.6909,73.407
21,06/27/23 09:00:00 AM,15.7058,73.580
22,06/27/23 10:00:00 AM,15.7243,73.926
23,06/27/23 11:00:00 AM,15.7367,74.446
24,06/27/23 12:00:00 PM,15.7444,74.964
25,06/27/23 01:00:00 PM,15.7483,75.312
26,06/27/23 02:00:00 PM,15.7492,75.659
27,06/27/23 03:00:00 PM,15.7528,75.832
28,06/27/23 04:00:00 PM,15.7476,75.659
29,06/27/23 05:00:00 PM,15.7372,75.312
30,06/27/23 06:00:00 PM,15.7311,74.791
31,06/27/23 07:00:00 PM,15.7304,74.446
32,06/27/23 08:00:00 PM,15.7247,74.098
33,06/27/23 09:00:00 PM,15.7340,73.926
34,06/27/23 10:00:00 PM,15.7447,73.753
35,06/27/23 11:00:00 PM,15.7540,73.580
36,06/28/23 12:00:00 AM,15.7556,73.580
37,06/28/23 01:00:00 AM,15.7620,73.580
38,06/28/23 02:00:00 AM,15.7685,73.580
39,06/28/23 03:00:00 AM,15.7685,73.580
40,06/28/23 04:00:00 AM,15.7733,73.580
41,06/28/23 05:00:00 AM,15.7744,73.407
42,06/28/23 06:00:00 AM,15.7744,73.407
43,06/28/23 07:00:00 AM,15.7905,73.407
44,06/28/23 08:00:00 AM,15.8039,73.580
45,06/28/23 09:00:00 AM,15.8312,73.580
46,06/28/23 10:00:00 AM,15.8384,73.926
47,06/28/23 11:00:00 AM,15.8489,74.271
48,06/28/23 12:00:00 PM,15.8629,74.791
49,06/28/23 01:00:00 PM,15.8706,75.312
50,06/28/23 02:00:00 PM,15.8665,75.659
51,06/28/23 03:00:00 PM,15.8634,75.659
52,06/28/23 04:00:00 PM,15.8661,75.484
53,06/28/23 05:00:00 PM,15.8641,75.312
54,06/28/23 06:00:00 PM,15.8581,74.791
55,06/28/23 07:00:00 PM,15.8573,74.446
56,06/28/23 08:00:00 PM,15.8536,74.271
57,06/28/23 09:00:00 PM,15.8545,73.926
58,06/28/23 10:00:00 PM,15.8605,73.753
59,06/28/23 11:00:00 PM,15.8670,73.753
60,06/29/23 12:00:00 AM,15.8697,73.580
61,06/29/23 01:00:00 AM,15.8681,73.580
