101,2023,289,1200,0,12.42,818,818
101,2023,289,1300,0,12.41,821,821
101,2023,289,1400,0,12.41,831,831
101,2023,289,1500,0,12.42,856,856
101,2023,289,1600,0,12.41,896,896
101,2023,289,1700,0,12.42,933,933
101,2023,289,1800,0,12.42,963,963
101,2023,289,1900,0,12.41,987,987
101,2023,289,2000,0,12.4,993,993
101,2023,289,2100,0,12.4,988,988
101,2023,289,2200,0,12.39,987,987
101,2023,289,2300,0,12.39,985,985
101,2023,290,000,0,12.39,975,975
101,2023,290,100,0,12.39,972,972
101,2023,290,200,0,12.38,972,972
101,2023,290,300,0,12.37,970,970
101,2023,290,400,0,12.37,970,970
101,2023,290,500,0,12.37,967,967
101,2023,290,600,0,12.36,970,970
101,2023,290,700,0,12.36,970,970
101,2023,290,800,0,12.36,955,955
101,2023,290,900,0,12.36,914,914
101,2023,290,1000,0,12.36,851,851
101,2023,290,1100,0,12.37,836,836
101,2023,290,1200,0,12.38,843,843
101,2023,290,1300,0,12.38,866,866
101,2023,290,1400,0,12.38,889,889
101,2023,290,1500,0,12.38,919,919
101,2023,290,1600,0,12.39,975,975
101,2023,290,1700,0,12.4,1020,1020
101,2023,290,1800,0,12.39,1043,1043
101,2023,290,1900,0,12.39,1040,1040
101,2023,290,2000,0,12.39,1025,1025
101,2023,290,2100,0,12.38,1028,1028
101,2023,290,2200,0,12.38,1031,1031
101,2023,290,2300,0,12.37,1025,1025
101,2023,291,000,0,12.37,1013,1013
101,2023,291,100,0,12.36,1008,1008
101,2023,291,200,0,12.35,998,998
101,2023,291,300,0,12.35,983,983
101,2023,291,400,0,12.34,985,985
101,2023,291,500,0,12.34,972,972
101,2023,291,600,0,12.33,955,955
101,2023,291,700,0,12.33,949,949
101,2023,291,800,0,12.33,929,929
101,2023,291,900,0,12.33,892,892
