date,ID,GPP_daily_mean,ER_daily_mean,K600_daily_mean,ER_Rhat,K600_daily_Rhat
2021-04-03,IU,NA,NA,NA,NA,NA
2021-04-04,IU,NA,NA,NA,NA,NA
2021-04-05,IU,NA,NA,NA,NA,NA
2021-04-06,IU,NA,NA,NA,NA,NA
2021-04-07,IU,NA,NA,NA,NA,NA
2021-04-08,IU,NA,NA,NA,NA,NA
2021-04-09,IU,NA,NA,NA,NA,NA
2021-04-10,IU,NA,NA,NA,NA,NA
2021-04-11,IU,NA,NA,NA,NA,NA
2021-04-12,IU,NA,NA,NA,NA,NA
2021-04-13,IU,NA,NA,NA,NA,NA
2021-04-14,IU,NA,NA,NA,NA,NA
2021-04-15,IU,NA,NA,NA,NA,NA
2021-04-16,IU,NA,NA,NA,NA,NA
2021-04-17,IU,NA,NA,NA,NA,NA
2021-04-18,IU,NA,NA,NA,NA,NA
2021-04-19,IU,NA,NA,NA,NA,NA
2021-04-20,IU,NA,NA,NA,NA,NA
2021-04-21,IU,NA,NA,NA,NA,NA
2021-04-22,IU,NA,NA,NA,NA,NA
2021-04-23,IU,NA,NA,NA,NA,NA
2021-04-24,IU,NA,NA,NA,NA,NA
2021-04-25,IU,NA,NA,NA,NA,NA
2021-04-26,IU,NA,NA,NA,NA,NA
2021-04-27,IU,NA,NA,NA,NA,NA
2021-04-28,IU,NA,NA,NA,NA,NA
2021-04-29,IU,NA,NA,NA,NA,NA
2021-04-30,IU,NA,NA,NA,NA,NA
2021-05-01,IU,NA,NA,NA,NA,NA
2021-05-02,IU,NA,NA,NA,NA,NA
2021-05-03,IU,NA,NA,NA,NA,NA
2021-05-04,IU,NA,NA,NA,NA,NA
2021-05-05,IU,NA,NA,NA,NA,NA
2021-05-06,IU,NA,NA,NA,NA,NA
2021-05-07,IU,NA,NA,NA,NA,NA
2021-05-08,IU,NA,NA,NA,NA,NA
2021-05-09,IU,NA,NA,NA,NA,NA
2021-05-10,IU,NA,NA,NA,NA,NA
2021-05-11,IU,NA,NA,NA,NA,NA
2021-05-12,IU,NA,NA,NA,NA,NA
2021-05-13,IU,NA,NA,NA,NA,NA
2021-05-14,IU,NA,NA,NA,NA,NA
2021-05-15,IU,NA,NA,NA,NA,NA
