"Plot Title: GilchristBlue_SpC"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10757734, SEN S/N: 10757734)","Full Range, μS/cm (LGR S/N: 10757734, SEN S/N: 10757734)","Temp, °F (LGR S/N: 10757734, SEN S/N: 10757734)"
1,08/21/23 10:00:00 AM,392.5,394.1,76.37
2,08/21/23 11:00:00 AM,394.2,395.2,76.82
3,08/21/23 12:00:00 PM,395.7,397.0,77.18
4,08/21/23 01:00:00 PM,395.2,396.3,77.16
5,08/21/23 02:00:00 PM,394.2,395.1,76.91
6,08/21/23 03:00:00 PM,393.2,394.8,76.71
7,08/21/23 04:00:00 PM,392.0,393.7,76.44
8,08/21/23 05:00:00 PM,390.9,392.6,76.12
9,08/21/23 06:00:00 PM,390.0,391.1,75.99
10,08/21/23 07:00:00 PM,389.2,390.7,75.76
11,08/21/23 08:00:00 PM,388.9,390.4,75.63
12,08/21/23 09:00:00 PM,388.6,390.0,75.60
13,08/21/23 10:00:00 PM,388.6,390.0,75.56
14,08/21/23 11:00:00 PM,388.3,389.6,75.51
15,08/22/23 12:00:00 AM,388.4,389.6,75.47
16,08/22/23 01:00:00 AM,388.1,389.6,75.43
17,08/22/23 02:00:00 AM,387.7,389.2,75.42
18,08/22/23 03:00:00 AM,388.0,389.6,75.40
19,08/22/23 04:00:00 AM,388.0,389.2,75.38
20,08/22/23 05:00:00 AM,387.7,389.2,75.34
21,08/22/23 06:00:00 AM,387.8,388.9,75.34
22,08/22/23 07:00:00 AM,387.7,389.2,75.38
23,08/22/23 08:00:00 AM,388.0,389.6,75.49
24,08/22/23 09:00:00 AM,388.5,390.3,75.76
25,08/22/23 10:00:00 AM,390.5,392.2,76.21
26,08/22/23 11:00:00 AM,392.6,394.4,76.73
27,08/22/23 12:00:00 PM,393.2,395.1,76.95
28,08/22/23 01:00:00 PM,393.1,395.1,76.95
29,08/22/23 02:00:00 PM,391.3,393.3,76.55
30,08/22/23 03:00:00 PM,389.7,391.8,76.26
31,08/22/23 04:00:00 PM,389.1,391.0,76.08
32,08/22/23 05:00:00 PM,389.6,392.2,76.01
33,08/22/23 06:00:00 PM,388.7,390.7,75.90
34,08/22/23 07:00:00 PM,388.3,389.9,75.74
35,08/22/23 08:00:00 PM,387.9,390.0,75.67
36,08/22/23 09:00:00 PM,387.8,389.6,75.63
37,08/22/23 10:00:00 PM,387.6,389.6,75.63
38,08/22/23 11:00:00 PM,387.8,389.6,75.58
39,08/23/23 12:00:00 AM,387.6,389.2,75.56
40,08/23/23 01:00:00 AM,387.6,389.6,75.52
41,08/23/23 02:00:00 AM,387.7,389.6,75.52
42,08/23/23 03:00:00 AM,387.6,389.6,75.52
43,08/23/23 04:00:00 AM,387.5,389.2,75.51
44,08/23/23 05:00:00 AM,387.5,389.2,75.49
45,08/23/23 06:00:00 AM,387.3,389.2,75.49
46,08/23/23 07:00:00 AM,387.3,389.2,75.51
47,08/23/23 08:00:00 AM,387.3,389.2,75.58
48,08/23/23 09:00:00 AM,387.9,389.9,75.83
49,08/23/23 10:00:00 AM,389.7,391.8,76.26
50,08/23/23 11:00:00 AM,392.2,394.4,76.89
51,08/23/23 12:00:00 PM,393.9,396.2,77.29
52,08/23/23 01:00:00 PM,393.7,396.2,77.29
53,08/23/23 02:00:00 PM,391.7,394.0,76.78
54,08/23/23 03:00:00 PM,390.7,393.3,76.60
55,08/23/23 04:00:00 PM,389.5,392.1,76.35
56,08/23/23 05:00:00 PM,388.8,391.4,76.08
57,08/23/23 06:00:00 PM,388.0,390.3,75.94
58,08/23/23 07:00:00 PM,387.6,389.9,75.76
59,08/23/23 08:00:00 PM,387.2,389.6,75.67
60,08/23/23 09:00:00 PM,386.9,389.2,75.65
61,08/23/23 10:00:00 PM,386.8,389.2,75.60
62,08/23/23 11:00:00 PM,386.8,389.2,75.60
63,08/24/23 12:00:00 AM,386.8,389.2,75.56
64,08/24/23 01:00:00 AM,386.5,388.8,75.52
65,08/24/23 02:00:00 AM,386.5,388.8,75.51
66,08/24/23 03:00:00 AM,386.4,388.4,75.49
67,08/24/23 04:00:00 AM,390.6,395.1,75.47
68,08/24/23 05:00:00 AM,386.4,388.4,75.43
69,08/24/23 06:00:00 AM,386.4,388.4,75.43
70,08/24/23 07:00:00 AM,386.7,388.4,75.43
71,08/24/23 08:00:00 AM,395.7,393.9,75.52
72,08/24/23 09:00:00 AM,396.5,395.0,75.76
73,08/24/23 10:00:00 AM,398.7,397.2,76.30
74,08/24/23 11:00:00 AM,400.9,399.4,76.91
75,08/24/23 12:00:00 PM,402.4,400.9,77.25
76,08/24/23 01:00:00 PM,401.7,400.6,77.09
77,08/24/23 02:00:00 PM,400.8,399.1,76.89
78,08/24/23 03:00:00 PM,399.9,398.3,76.62
79,08/24/23 04:00:00 PM,398.9,397.2,76.44
80,08/24/23 05:00:00 PM,397.8,396.1,76.26
81,08/24/23 06:00:00 PM,396.6,395.4,75.92
82,08/24/23 07:00:00 PM,395.8,394.6,75.74
83,08/24/23 08:00:00 PM,395.2,393.9,75.67
84,08/24/23 09:00:00 PM,395.1,393.5,75.58
85,08/24/23 10:00:00 PM,394.9,393.5,75.56
86,08/24/23 11:00:00 PM,394.8,393.5,75.52
87,08/25/23 12:00:00 AM,394.7,393.1,75.49
88,08/25/23 01:00:00 AM,394.6,393.1,75.47
89,08/25/23 02:00:00 AM,394.6,393.1,75.43
90,08/25/23 03:00:00 AM,394.7,393.5,75.43
91,08/25/23 04:00:00 AM,394.1,393.1,75.42
92,08/25/23 05:00:00 AM,394.3,393.2,75.40
93,08/25/23 06:00:00 AM,394.4,393.5,75.38
94,08/25/23 07:00:00 AM,394.4,393.2,75.40
95,08/25/23 08:00:00 AM,394.6,393.5,75.49
96,08/25/23 09:00:00 AM,395.5,394.2,75.74
97,08/25/23 10:00:00 AM,397.8,396.5,76.24
98,08/25/23 11:00:00 AM,400.1,399.1,76.71
99,08/25/23 12:00:00 PM,402.3,400.9,77.34
100,08/25/23 01:00:00 PM,401.9,400.6,77.22
101,08/25/23 02:00:00 PM,400.4,399.1,76.87
102,08/25/23 03:00:00 PM,399.5,398.3,76.66
103,08/25/23 04:00:00 PM,397.8,396.8,76.35
104,08/25/23 05:00:00 PM,396.7,395.3,76.10
105,08/25/23 06:00:00 PM,395.9,394.6,75.94
106,08/25/23 07:00:00 PM,395.4,394.2,75.76
107,08/25/23 08:00:00 PM,395.2,393.9,75.69
108,08/25/23 09:00:00 PM,394.8,393.9,75.63
109,08/25/23 10:00:00 PM,394.4,393.1,75.60
110,08/25/23 11:00:00 PM,394.4,393.1,75.56
111,08/26/23 12:00:00 AM,394.0,392.7,75.56
112,08/26/23 01:00:00 AM,394.4,393.1,75.52
113,08/26/23 02:00:00 AM,394.1,392.7,75.51
114,08/26/23 03:00:00 AM,394.2,392.7,75.51
115,08/26/23 04:00:00 AM,394.3,392.7,75.49
116,08/26/23 05:00:00 AM,394.2,393.1,75.49
117,08/26/23 06:00:00 AM,394.5,393.1,75.49
118,08/26/23 07:00:00 AM,394.5,393.1,75.52
119,08/26/23 08:00:00 AM,394.8,393.5,75.60
120,08/26/23 09:00:00 AM,395.7,394.2,75.87
121,08/26/23 10:00:00 AM,397.6,396.1,76.28
122,08/26/23 11:00:00 AM,400.6,399.0,76.98
123,08/26/23 12:00:00 PM,401.5,400.2,77.22
124,08/26/23 01:00:00 PM,401.7,400.6,77.18
125,08/26/23 02:00:00 PM,401.2,399.8,77.14
126,08/26/23 03:00:00 PM,399.7,398.3,76.82
127,08/26/23 04:00:00 PM,398.3,397.2,76.46
128,08/26/23 05:00:00 PM,397.0,395.7,76.19
129,08/26/23 06:00:00 PM,396.0,394.6,75.90
130,08/26/23 07:00:00 PM,395.0,393.8,75.81
131,08/26/23 08:00:00 PM,394.7,393.1,75.69
132,08/26/23 09:00:00 PM,394.4,393.1,75.65
133,08/26/23 10:00:00 PM,394.4,392.7,75.63
134,08/26/23 11:00:00 PM,394.4,393.1,75.58
135,08/27/23 12:00:00 AM,394.1,392.7,75.52
136,08/27/23 01:00:00 AM,394.1,392.7,75.52
137,08/27/23 02:00:00 AM,394.0,392.7,75.51
138,08/27/23 03:00:00 AM,394.0,392.7,75.51
139,08/27/23 04:00:00 AM,393.9,392.7,75.49
140,08/27/23 05:00:00 AM,393.9,392.7,75.47
141,08/27/23 06:00:00 AM,393.5,392.4,75.47
142,08/27/23 07:00:00 AM,393.9,392.7,75.47
143,08/27/23 08:00:00 AM,394.1,392.7,75.58
144,08/27/23 09:00:00 AM,395.0,393.8,75.78
145,08/27/23 10:00:00 AM,398.3,397.2,76.55
146,08/27/23 11:00:00 AM,400.0,398.7,76.95
147,08/27/23 12:00:00 PM,402.4,400.9,77.52
148,08/27/23 01:00:00 PM,401.7,400.5,77.38
149,08/27/23 02:00:00 PM,400.4,399.4,77.13
150,08/27/23 03:00:00 PM,399.0,397.9,76.82
151,08/27/23 04:00:00 PM,397.9,396.8,76.42
152,08/27/23 05:00:00 PM,396.7,395.7,76.21
153,08/27/23 06:00:00 PM,395.7,394.6,75.96
154,08/27/23 07:00:00 PM,395.0,393.8,75.78
155,08/27/23 08:00:00 PM,394.4,393.1,75.69
156,08/27/23 09:00:00 PM,394.1,392.7,75.63
157,08/27/23 10:00:00 PM,394.1,392.7,75.60
158,08/27/23 11:00:00 PM,393.9,392.7,75.58
159,08/28/23 12:00:00 AM,393.8,392.7,75.56
160,08/28/23 01:00:00 AM,394.0,392.7,75.52
161,08/28/23 02:00:00 AM,393.8,392.7,75.51
