"Plot Title: LH6-2"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342060, SEN S/N: 20342060)","Full Range, μS/cm (LGR S/N: 20342060, SEN S/N: 20342060)","Temp, °F (LGR S/N: 20342060, SEN S/N: 20342060)"
1,12/14/23 12:00:00 PM,385.0,390.9,72.36
2,12/14/23 01:00:00 PM,385.3,391.3,72.43
3,12/14/23 02:00:00 PM,385.7,392.0,72.52
4,12/14/23 03:00:00 PM,384.9,391.0,72.27
5,12/14/23 04:00:00 PM,384.1,390.3,72.07
6,12/14/23 05:00:00 PM,383.1,389.2,71.73
7,12/14/23 06:00:00 PM,382.2,388.2,71.44
8,12/14/23 07:00:00 PM,381.2,387.5,71.22
9,12/14/23 08:00:00 PM,381.0,387.1,71.17
10,12/14/23 09:00:00 PM,380.6,386.8,71.10
11,12/14/23 10:00:00 PM,380.7,386.8,71.13
12,12/14/23 11:00:00 PM,380.7,386.8,71.13
13,12/15/23 12:00:00 AM,381.4,387.5,71.29
14,12/15/23 01:00:00 AM,381.2,387.1,71.24
15,12/15/23 02:00:00 AM,380.9,386.8,71.20
16,12/15/23 03:00:00 AM,380.8,386.8,71.17
17,12/15/23 04:00:00 AM,380.8,386.8,71.15
18,12/15/23 05:00:00 AM,380.5,386.4,71.10
19,12/15/23 06:00:00 AM,380.0,386.1,71.02
20,12/15/23 07:00:00 AM,379.6,385.7,70.93
21,12/15/23 08:00:00 AM,379.5,385.7,70.93
22,12/15/23 09:00:00 AM,379.7,385.7,71.02
23,12/15/23 10:00:00 AM,380.8,387.1,71.37
24,12/15/23 11:00:00 AM,383.4,389.5,71.98
25,12/15/23 12:00:00 PM,383.8,390.3,72.14
26,12/15/23 01:00:00 PM,385.9,392.0,72.59
27,12/15/23 02:00:00 PM,386.0,392.4,72.57
28,12/15/23 03:00:00 PM,385.2,391.3,72.39
29,12/15/23 04:00:00 PM,384.5,390.6,72.16
30,12/15/23 05:00:00 PM,383.8,389.6,71.92
31,12/15/23 06:00:00 PM,383.3,389.2,71.71
32,12/15/23 07:00:00 PM,382.6,388.9,71.56
33,12/15/23 08:00:00 PM,382.2,388.5,71.49
34,12/15/23 09:00:00 PM,382.0,388.6,71.44
35,12/15/23 10:00:00 PM,381.9,388.2,71.44
36,12/15/23 11:00:00 PM,382.2,388.5,71.53
37,12/16/23 12:00:00 AM,382.1,388.2,71.46
38,12/16/23 01:00:00 AM,381.9,388.2,71.40
39,12/16/23 02:00:00 AM,381.7,388.2,71.38
40,12/16/23 03:00:00 AM,381.6,387.5,71.37
41,12/16/23 04:00:00 AM,381.4,387.5,71.31
42,12/16/23 05:00:00 AM,380.8,387.1,71.22
43,12/16/23 06:00:00 AM,381.7,387.8,71.35
44,12/16/23 07:00:00 AM,381.9,388.2,71.42
45,12/16/23 08:00:00 AM,381.9,388.2,71.42
46,12/16/23 09:00:00 AM,382.3,388.9,71.58
47,12/16/23 10:00:00 AM,383.2,389.2,71.83
48,12/16/23 11:00:00 AM,383.9,390.3,71.98
49,12/16/23 12:00:00 PM,384.3,390.6,72.09
50,12/16/23 01:00:00 PM,384.1,390.6,72.12
51,12/16/23 02:00:00 PM,384.3,390.6,72.14
52,12/16/23 03:00:00 PM,384.3,390.6,72.16
53,12/16/23 04:00:00 PM,383.8,390.3,72.12
54,12/16/23 05:00:00 PM,382.9,389.2,72.09
55,12/16/23 06:00:00 PM,380.3,386.2,71.96
56,12/16/23 07:00:00 PM,381.9,388.4,72.00
57,12/16/23 08:00:00 PM,377.7,384.0,71.87
58,12/16/23 09:00:00 PM,376.0,382.2,71.78
59,12/16/23 10:00:00 PM,370.7,377.0,71.58
60,12/16/23 11:00:00 PM,363.7,369.7,71.24
61,12/17/23 12:00:00 AM,365.5,371.5,71.22
62,12/17/23 01:00:00 AM,360.5,366.4,70.83
63,12/17/23 02:00:00 AM,362.7,368.7,70.68
64,12/17/23 03:00:00 AM,358.1,363.9,70.50
65,12/17/23 04:00:00 AM,357.0,363.1,70.47
66,12/17/23 05:00:00 AM,285.6,290.5,68.70
67,12/17/23 06:00:00 AM,321.5,327.3,69.53
68,12/17/23 07:00:00 AM,357.5,363.5,70.61
69,12/17/23 08:00:00 AM,370.9,377.2,70.95
70,12/17/23 09:00:00 AM,376.6,382.7,71.17
71,12/17/23 10:00:00 AM,378.7,384.9,71.35
72,12/17/23 11:00:00 AM,382.4,388.9,71.67
73,12/17/23 12:00:00 PM,385.9,392.1,72.27
74,12/17/23 01:00:00 PM,386.8,393.2,72.37
75,12/17/23 02:00:00 PM,386.4,392.8,72.18
76,12/17/23 03:00:00 PM,386.3,392.9,72.12
77,12/17/23 04:00:00 PM,386.1,392.5,72.07
78,12/17/23 05:00:00 PM,386.0,392.5,72.00
79,12/17/23 06:00:00 PM,385.5,392.2,71.83
80,12/17/23 07:00:00 PM,385.2,391.8,71.80
81,12/17/23 08:00:00 PM,384.8,391.1,71.71
82,12/17/23 09:00:00 PM,384.8,391.1,71.73
83,12/17/23 10:00:00 PM,384.9,391.4,71.78
84,12/17/23 11:00:00 PM,384.7,391.1,71.78
85,12/18/23 12:00:00 AM,384.7,391.1,71.78
86,12/18/23 01:00:00 AM,384.5,391.1,71.78
87,12/18/23 02:00:00 AM,384.4,391.1,71.73
88,12/18/23 03:00:00 AM,384.1,391.1,71.71
89,12/18/23 04:00:00 AM,383.7,390.0,71.60
90,12/18/23 05:00:00 AM,382.9,389.3,71.49
91,12/18/23 06:00:00 AM,382.7,389.3,71.49
92,12/18/23 07:00:00 AM,382.5,389.3,71.44
93,12/18/23 08:00:00 AM,382.2,388.9,71.40
94,12/18/23 09:00:00 AM,381.9,388.2,71.38
95,12/18/23 10:00:00 AM,382.3,388.9,71.56
96,12/18/23 11:00:00 AM,384.9,391.7,72.12
97,12/18/23 12:00:00 PM,386.0,392.4,72.43
98,12/18/23 01:00:00 PM,387.4,394.2,72.79
99,12/18/23 02:00:00 PM,386.9,393.5,72.64
100,12/18/23 03:00:00 PM,385.8,392.4,72.37
101,12/18/23 04:00:00 PM,385.2,391.7,72.16
102,12/18/23 05:00:00 PM,384.6,391.0,71.94
103,12/18/23 06:00:00 PM,384.0,390.3,71.74
104,12/18/23 07:00:00 PM,383.7,390.4,71.60
105,12/18/23 08:00:00 PM,383.5,390.0,71.51
106,12/18/23 09:00:00 PM,383.3,390.1,71.37
107,12/18/23 10:00:00 PM,383.2,389.7,71.28
108,12/18/23 11:00:00 PM,382.4,389.0,71.20
109,12/19/23 12:00:00 AM,382.0,388.6,71.17
110,12/19/23 01:00:00 AM,381.7,388.6,71.15
111,12/19/23 02:00:00 AM,381.1,387.9,71.10
112,12/19/23 03:00:00 AM,380.8,387.5,71.06
113,12/19/23 04:00:00 AM,380.8,387.5,71.08
114,12/19/23 05:00:00 AM,380.8,387.2,71.08
115,12/19/23 06:00:00 AM,380.2,386.4,70.95
116,12/19/23 07:00:00 AM,379.9,386.5,70.86
117,12/19/23 08:00:00 AM,379.6,386.1,70.81
118,12/19/23 09:00:00 AM,378.7,385.0,70.59
119,12/19/23 10:00:00 AM,379.3,385.8,70.70
120,12/19/23 11:00:00 AM,380.9,387.9,71.08
121,12/19/23 12:00:00 PM,382.4,388.9,71.46
122,12/19/23 01:00:00 PM,384.6,391.1,71.87
123,12/19/23 02:00:00 PM,384.3,391.1,71.89
124,12/19/23 03:00:00 PM,383.7,390.7,71.78
125,12/19/23 04:00:00 PM,383.3,390.0,71.64
126,12/19/23 05:00:00 PM,381.8,388.6,71.22
127,12/19/23 06:00:00 PM,380.9,387.6,70.93
128,12/19/23 07:00:00 PM,379.8,386.5,70.68
129,12/19/23 08:00:00 PM,379.3,385.8,70.50
130,12/19/23 09:00:00 PM,379.3,385.8,70.43
131,12/19/23 10:00:00 PM,379.6,385.8,70.41
132,12/19/23 11:00:00 PM,379.0,385.5,70.27
133,12/20/23 12:00:00 AM,378.6,385.1,70.12
134,12/20/23 01:00:00 AM,378.6,385.2,70.07
135,12/20/23 02:00:00 AM,378.6,385.2,69.98
136,12/20/23 03:00:00 AM,378.5,385.2,69.93
137,12/20/23 04:00:00 AM,378.8,385.2,69.85
138,12/20/23 05:00:00 AM,378.8,385.2,69.80
139,12/20/23 06:00:00 AM,379.1,385.6,69.78
140,12/20/23 07:00:00 AM,378.9,385.2,69.67
141,12/20/23 08:00:00 AM,379.1,385.6,69.67
142,12/20/23 09:00:00 AM,379.2,385.6,69.67
143,12/20/23 10:00:00 AM,359.7,368.5,69.82
144,12/20/23 11:00:00 AM,382.1,388.9,70.09
145,12/20/23 12:00:00 PM,383.3,389.9,70.36
146,12/20/23 01:00:00 PM,382.1,388.8,70.47
147,12/20/23 02:00:00 PM,378.8,385.1,70.39
148,12/20/23 03:00:00 PM,376.0,382.1,70.23
149,12/20/23 04:00:00 PM,375.2,381.4,70.07
150,12/20/23 05:00:00 PM,374.6,381.1,69.84
151,12/20/23 06:00:00 PM,373.5,379.7,69.64
152,12/20/23 07:00:00 PM,372.1,378.6,69.40
153,12/20/23 08:00:00 PM,370.7,377.2,69.22
154,12/20/23 09:00:00 PM,369.1,375.7,69.06
155,12/20/23 10:00:00 PM,367.7,373.9,68.86
156,12/20/23 11:00:00 PM,366.6,373.2,68.63
157,12/21/23 12:00:00 AM,366.8,372.9,68.49
158,12/21/23 01:00:00 AM,366.0,371.8,68.20
159,12/21/23 02:00:00 AM,366.2,372.2,67.96
160,12/21/23 03:00:00 AM,364.9,370.8,67.69
161,12/21/23 04:00:00 AM,365.1,370.8,67.66
162,12/21/23 05:00:00 AM,362.7,368.6,67.42
163,12/21/23 06:00:00 AM,361.4,367.2,67.15
164,12/21/23 07:00:00 AM,359.4,365.4,66.92
165,12/21/23 08:00:00 AM,353.9,359.9,66.54
166,12/21/23 09:00:00 AM,349.6,355.9,66.22
167,12/21/23 10:00:00 AM,340.9,346.6,65.82
168,12/21/23 11:00:00 AM,338.3,344.0,65.80
169,12/21/23 12:00:00 PM,296.1,301.0,64.45
170,12/21/23 01:00:00 PM,299.9,305.0,64.92
171,12/21/23 02:00:00 PM,269.7,274.0,64.78
172,12/21/23 03:00:00 PM,219.4,222.2,62.60
173,12/21/23 04:00:00 PM,166.0,166.8,60.01
174,12/21/23 05:00:00 PM,124.6,123.8,59.49
175,12/21/23 06:00:00 PM,113.6,112.4,59.23
176,12/21/23 07:00:00 PM,111.0,109.8,59.02
177,12/21/23 08:00:00 PM,108.8,107.5,58.73
178,12/21/23 09:00:00 PM,109.6,108.3,58.55
179,12/21/23 10:00:00 PM,107.7,106.8,58.44
180,12/21/23 11:00:00 PM,101.8,100.4,57.92
181,12/22/23 12:00:00 AM,99.1,97.3,57.69
182,12/22/23 01:00:00 AM,95.8,93.9,57.49
183,12/22/23 02:00:00 AM,97.3,95.8,57.25
184,12/22/23 03:00:00 AM,99.4,97.8,57.02
185,12/22/23 04:00:00 AM,97.3,95.9,56.84
186,12/22/23 05:00:00 AM,99.2,97.4,56.95
