"TOA5","RovingBox","CR1000","84402","CR1000.Std.31","CPU:AllenMill_09202023_hourly.CR1","15751","Test"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C","pH","CO2","cDOM"
"2023-09-22 01:00:00",36,12.86,23.12,8.9182,7777.506,26.54601
"2023-09-22 02:00:00",37,12.86,22.64,8.9182,7739.878,26.49067
"2023-09-22 03:00:00",38,12.84,22.22,8.9182,7752.966,26.50825
"2023-09-22 04:00:00",39,12.84,21.95,8.9182,7754.603,26.87068
"2023-09-22 05:00:00",40,12.83,21.56,8.9182,7728.426,26.88321
"2023-09-22 06:00:00",41,12.83,21.21,8.9182,7667.895,27.01147
"2023-09-22 07:00:00",42,12.82,21.02,8.9182,7644.991,27.3737
"2023-09-22 08:00:00",43,12.83,25.25,8.9182,7499.388,27.44668
"2023-09-22 09:00:00",44,12.83,26.37,8.9182,6993.866,27.26007
"2023-09-22 10:00:00",45,12.83,26.56,8.9376,6740.287,27.30547
"2023-09-22 11:00:00",46,12.84,31.9,8.9764,6485.072,29.39054
"2023-09-22 12:00:00",47,12.84,29.38,9.015201,6038.447,29.45574
"2023-09-22 13:00:00",48,12.84,29.58,9.0734,5460.941,30.63799
"2023-09-22 14:00:00",49,12.84,31.69,9.112201,5027.404,30.0016
"2023-09-22 15:00:00",50,12.84,30.67,9.112201,4749.285,29.77528
"2023-09-22 16:00:00",51,12.85,31.55,9.112201,4644.582,30.57769
"2023-09-22 17:00:00",52,12.84,29.75,9.0734,4858.896,28.53277
"2023-09-22 18:00:00",53,12.84,28.3,9.0346,5244.991,28.02725
"2023-09-22 19:00:00",54,12.83,26.44,8.995801,5848.671,27.57984
"2023-09-22 20:00:00",55,12.83,24.75,8.957001,6486.708,27.53466
"2023-09-22 21:00:00",56,12.82,23.35,8.9376,6895.707,27.5373
"2023-09-22 22:00:00",57,12.81,22.25,8.9182,7209.817,27.49202
"2023-09-22 23:00:00",58,12.8,21.21,8.9182,7330.88,27.52218
"2023-09-23 00:00:00",59,12.79,20.37,8.9182,7415.952,28.49096
"2023-09-23 01:00:00",60,12.78,19.55,8.9182,7451.944,28.01283
"2023-09-23 02:00:00",61,12.77,18.84,8.9376,7368.508,27.71367
"2023-09-23 03:00:00",62,12.77,18.17,8.9376,7307.977,27.7542
"2023-09-23 04:00:00",63,12.76,17.54,8.9376,7270.349,27.73164
"2023-09-23 05:00:00",64,12.75,16.96,8.9376,7258.896,27.71906
"2023-09-23 06:00:00",65,12.74,16.61,8.9376,7222.905,27.54545
"2023-09-23 07:00:00",66,12.74,16.44,8.9376,7186.913,27.56054
"2023-09-23 08:00:00",67,12.74,21.84,8.9376,7126.381,27.6787
"2023-09-23 09:00:00",68,12.76,24.25,8.9376,6776.279,28.29448
"2023-09-23 10:00:00",69,12.76,25.01,8.957001,6524.336,28.12583
"2023-09-23 11:00:00",70,12.77,31.72,8.9764,6246.218,28.81708
"2023-09-23 12:00:00",71,12.78,29.12,9.0346,5847.036,28.42946
"2023-09-23 13:00:00",72,12.78,29.25,9.0734,5233.539,28.30122
"2023-09-23 14:00:00",73,12.79,31.26,9.1316,4773.825,28.23074
"2023-09-23 15:00:00",74,12.79,30.6,9.112201,4557.874,28.2836
"2023-09-23 16:00:00",75,12.79,31.55,9.0928,4593.866,27.99181
"2023-09-23 17:00:00",76,12.79,29.72,9.054001,4932.516,28.27609
"2023-09-23 18:00:00",77,12.79,27.98,9.015201,5498.569,27.82862
"2023-09-23 19:00:00",78,12.78,25.98,8.9764,6377.097,27.66538
"2023-09-23 20:00:00",79,12.77,24.42,8.957001,6944.786,27.69079
"2023-09-23 21:00:00",80,12.77,23.18,8.9376,7402.864,27.4291
"2023-09-23 22:00:00",81,12.76,22.14,8.9182,7487.936,27.51465
"2023-09-23 23:00:00",82,12.75,21.34,8.9182,7463.396,27.80893
"2023-09-24 00:00:00",83,12.74,20.72,8.9376,7450.308,27.68077
"2023-09-24 01:00:00",84,12.74,20.18,8.9376,7393.048,28.21412
"2023-09-24 02:00:00",85,12.73,19.7,8.9376,7404.5,27.77637
"2023-09-24 03:00:00",86,12.73,19.26,8.9376,7393.048,27.82414
"2023-09-24 04:00:00",87,12.72,18.87,8.9376,7402.864,27.81937
"2023-09-24 05:00:00",88,12.71,18.51,8.9376,7379.96,27.55774
"2023-09-24 06:00:00",89,12.71,18.23,8.9376,7379.96,27.53774
"2023-09-24 07:00:00",90,12.71,18.07,8.9376,7391.412,27.42462
"2023-09-24 08:00:00",91,12.71,23.35,8.9376,7379.96,27.7061
"2023-09-24 09:00:00",92,12.72,25.89,8.9376,7249.081,28.0578
"2023-09-24 10:00:00",93,12.72,26.53,8.957001,6992.23,28.03481
"2023-09-24 11:00:00",94,12.74,33.51,8.9764,6607.772,28.29116
"2023-09-24 12:00:00",95,12.74,31.02,9.0346,6051.535,28.31123
"2023-09-24 13:00:00",96,12.75,32.01,9.0734,5339.878,28.38669
"2023-09-24 14:00:00",97,12.75,31.9,9.1316,4809.816,28.20564
"2023-09-24 15:00:00",98,12.75,32.37,9.112201,4667.485,28.23328
"2023-09-24 16:00:00",99,12.76,33.32,9.0734,4881.8,28.44959
"2023-09-24 17:00:00",100,12.75,30.84,9.0734,5112.475,28.4496
"2023-09-24 18:00:00",101,12.74,29.05,9.0346,5580.369,28.17314
"2023-09-24 19:00:00",102,12.74,27.15,8.9764,6462.168,28.28156
"2023-09-24 20:00:00",103,12.73,25.55,8.957001,7052.762,28.18376
"2023-09-24 21:00:00",104,12.73,24.19,8.9376,7355.42,27.92974
"2023-09-24 22:00:00",105,12.72,23.12,8.9376,7607.363,27.81396
"2023-09-24 23:00:00",106,12.71,22.25,8.9376,7741.514,27.99768
"2023-09-25 00:00:00",107,12.7,21.45,8.9376,7839.674,28.12852
"2023-09-25 01:00:00",108,12.7,20.83,8.9376,7995.093,27.88947
"2023-09-25 02:00:00",109,12.69,20.02,8.9376,8068.713,28.08323
"2023-09-25 03:00:00",110,12.69,19.44,8.9376,8055.625,27.94517
"2023-09-25 04:00:00",111,12.68,18.89,8.9376,7996.729,28.26732
"2023-09-25 05:00:00",112,12.67,18.4,8.9376,7885.481,28.04364
"2023-09-25 06:00:00",113,12.67,18.02,8.9376,7790.594,28.2097
"2023-09-25 07:00:00",114,12.67,17.82,8.9376,7682.619,28.13425
"2023-09-25 08:00:00",115,12.67,23.58,8.9376,7501.023,28.1038
"2023-09-25 09:00:00",116,12.68,26.37,8.9376,7160.737,27.94696
"2023-09-25 10:00:00",117,12.69,27.47,8.957001,6751.739,29.77565
"2023-09-25 11:00:00",118,12.69,30.12,8.995801,6293.662,28.93517
"2023-09-25 12:00:00",119,12.7,30.67,9.0346,5786.504,29.65702
"2023-09-25 13:00:00",120,12.71,30.91,9.0928,5194.275,29.35764
"2023-09-25 14:00:00",121,12.71,30.74,9.112201,4786.913,29.252
"2023-09-25 15:00:00",122,12.7,27.91,9.0734,4907.976,29.01329
"2023-09-25 16:00:00",123,12.7,26.28,9.015201,5655.625,29.41861
"2023-09-25 17:00:00",124,12.7,25.79,8.995801,6859.715,29.31585
"2023-09-25 18:00:00",125,12.69,25.58,8.9764,7414.316,29.14483
"2023-09-25 19:00:00",126,12.69,25.19,8.9764,7896.934,29.05676
"2023-09-25 20:00:00",127,12.68,24.92,8.9376,8366.463,28.97887
"2023-09-25 21:00:00",128,12.68,24.84,8.9182,8801.638,29.12971
"2023-09-25 22:00:00",129,12.68,24.54,8.9182,9187.731,29.32843
"2023-09-25 23:00:00",130,12.68,24.22,8.9182,9513.294,29.10722
"2023-09-26 00:00:00",131,12.68,24.04,8.9182,9547.649,29.14487
"2023-09-26 01:00:00",132,12.67,23.93,8.9376,9598.365,29.1801
"2023-09-26 02:00:00",133,12.67,23.78,8.9182,9537.834,29.52227
"2023-09-26 03:00:00",134,12.67,23.67,8.9182,9549.285,29.27063
"2023-09-26 04:00:00",135,12.67,23.52,8.9182,9573.825,29.56753
"2023-09-26 05:00:00",136,12.66,23.41,8.9182,8644.582,29.33113
"2023-09-26 06:00:00",137,12.66,23.24,8.9182,7281.801,29.24551
"2023-09-26 07:00:00",138,12.66,23.21,8.9182,6233.13,29.35363
"2023-09-26 08:00:00",139,12.66,23.52,8.9182,5570.553,29.34111
"2023-09-26 09:00:00",140,12.66,25.67,8.9182,4520.246,29.35106
"2023-09-26 10:00:00",141,12.66,27.25,9.0346,3363.6,29.3354
"2023-09-26 11:00:00",142,12.67,29.45,9.015201,652.7608,29.41047
"2023-09-26 12:00:00",143,12.67,29.65,9.054001,605.3171,29.18156
"2023-09-26 13:00:00",144,12.67,25.7,9.0928,2787.73,30.61079
"2023-09-26 14:00:00",145,12.66,23.99,9.015201,4642.945,30.3198
"2023-09-26 15:00:00",146,12.65,23.7,8.9182,6028.631,29.76132
"2023-09-26 16:00:00",147,12.65,23.99,8.860001,7270.349,29.59277
"2023-09-26 17:00:00",148,12.65,24.48,8.8794,8065.441,29.48195
"2023-09-26 18:00:00",149,12.65,24.01,8.9376,8283.027,29.53477
"2023-09-26 19:00:00",150,12.64,23.38,8.9376,7694.071,29.36877
"2023-09-26 20:00:00",151,12.64,22.92,8.9182,6751.739,29.4268
"2023-09-26 21:00:00",152,12.64,22.7,8.9182,5246.626,29.56763
"2023-09-26 22:00:00",153,12.63,22.56,8.9182,3015.133,29.01657
"2023-09-26 23:00:00",154,12.63,22.45,8.9182,1894.479,29.21278
"2023-09-27 00:00:00",155,12.63,22.36,8.9182,1472.393,29.13497
"2023-09-27 01:00:00",156,12.63,22.39,8.9182,1339.877,29.23552
"2023-09-27 02:00:00",157,12.62,22.39,8.9182,1606.544,29.50216
"2023-09-27 03:00:00",158,12.62,22.47,8.9182,1653.988,29.18507
"2023-09-27 04:00:00",159,12.62,22.61,8.9182,1544.376,29.32354
"2023-09-27 05:00:00",160,12.62,22.73,8.9182,1496.933,29.59264
"2023-09-27 06:00:00",161,12.62,22.78,8.9182,1532.925,29.43171
"2023-09-27 07:00:00",162,12.62,22.59,8.9182,1279.346,29.86435
"2023-09-27 08:00:00",163,12.62,22.5,8.9182,1122.291,29.4543
"2023-09-27 09:00:00",164,12.62,22.84,8.9376,978.3232,29.15493
"2023-09-27 10:00:00",165,12.61,23.55,8.9376,533.3334,29.31841
"2023-09-27 11:00:00",166,12.62,24.42,8.9764,579.1412,29.33352
"2023-09-27 12:00:00",167,12.61,24.78,8.995801,533.3334,28.91829
"2023-09-27 13:00:00",168,12.61,25.25,9.015201,533.3334,29.11442
"2023-09-27 14:00:00",169,12.62,25.46,9.015201,533.3334,29.29797
"2023-09-27 15:00:00",170,12.61,24.95,9.015201,533.3334,28.89052
"2023-09-27 16:00:00",171,12.61,25.19,8.995801,543.1494,28.94086
"2023-09-27 17:00:00",172,12.61,25.49,8.9764,543.1494,28.98603
"2023-09-27 18:00:00",173,12.61,24.89,8.995801,556.2373,29.00618
"2023-09-27 19:00:00",174,12.61,24.22,8.9764,533.3334,29.16744
"2023-09-27 20:00:00",175,12.61,23.9,8.957001,533.3334,29.00142
"2023-09-27 21:00:00",176,12.61,23.44,8.9376,605.3171,29.08437
"2023-09-27 22:00:00",177,12.6,23.21,8.9376,533.3334,29.26566
"2023-09-27 23:00:00",178,12.6,22.95,8.9182,543.1494,29.35122
"2023-09-28 00:00:00",179,12.6,22.45,8.9376,533.3334,29.03425
"2023-09-28 01:00:00",180,12.59,21.92,8.898801,544.7853,29.21797
"2023-09-28 02:00:00",181,12.59,21.56,8.9182,533.3334,28.82045
"2023-09-28 03:00:00",182,12.59,21.4,8.898801,533.3334,29.51484
"2023-09-28 04:00:00",183,12.58,21.45,8.9182,543.1494,29.23547
"2023-09-28 05:00:00",184,12.58,21.42,8.9182,544.7853,29.38139
"2023-09-28 06:00:00",185,12.58,21.21,8.898801,520.2455,28.99152
"2023-09-28 07:00:00",186,12.58,21.04,8.9182,497.3416,28.9941
"2023-09-28 08:00:00",187,12.57,21.15,8.9182,507.1575,28.63929
"2023-09-28 09:00:00",188,12.57,21.81,8.898801,520.2455,28.81787
"2023-09-28 10:00:00",189,12.58,23.61,8.9764,533.3334,28.9939
"2023-09-28 11:00:00",190,12.57,24.72,9.015201,471.1657,28.89309
"2023-09-28 12:00:00",191,12.58,26.37,9.054001,458.0778,29.00858
"2023-09-28 13:00:00",192,12.58,27.18,9.0734,448.2618,29.0459
"2023-09-28 14:00:00",193,12.58,27.56,9.112201,579.1412,29.12126
"2023-09-28 15:00:00",194,12.59,28.04,9.112201,1256.442,29.18925
"2023-09-28 16:00:00",195,12.58,27.75,9.0734,2956.238,29.03328
"2023-09-28 17:00:00",196,12.58,26.9,9.054001,4160.328,29.18674
"2023-09-28 18:00:00",197,12.58,25.89,9.015201,5184.459,29.16686
"2023-09-28 19:00:00",198,12.58,24.69,8.9764,6026.995,29.22507
"2023-09-28 20:00:00",199,12.57,23.87,8.957001,6884.254,29.22277
"2023-09-28 21:00:00",200,12.57,23.29,8.9376,7499.388,29.44168
"2023-09-28 22:00:00",201,12.56,23.01,8.9376,8019.633,28.88575
"2023-09-28 23:00:00",202,12.56,22.53,8.9376,8161.964,29.27576
"2023-09-29 00:00:00",203,12.56,22.08,8.9376,8209.408,28.95628
"2023-09-29 01:00:00",204,12.56,21.56,8.9376,8224.132,29.0417
"2023-09-29 02:00:00",205,12.55,21.12,8.9376,8188.14,28.99907
"2023-09-29 03:00:00",206,12.55,20.74,8.9376,8248.672,29.03191
"2023-09-29 04:00:00",207,12.55,20.37,8.9376,8235.584,28.84813
"2023-09-29 05:00:00",208,12.53,20.15,8.9376,8235.584,28.85813
"2023-09-29 06:00:00",209,12.53,19.94,8.9376,8248.672,29.06946
"2023-09-29 07:00:00",210,12.53,19.76,8.9376,8186.504,29.00914
"2023-09-29 08:00:00",211,12.53,22.31,8.9376,8114.521,29.25317
"2023-09-29 09:00:00",212,12.53,24.63,8.9376,7787.322,29.01149
"2023-09-29 10:00:00",213,12.55,25.19,8.9764,7437.22,29.00107
"2023-09-29 11:00:00",214,12.55,29.52,8.995801,7353.784,29.15652
"2023-09-29 12:00:00",215,12.55,28.76,9.0346,6583.232,29.15641
"2023-09-29 13:00:00",216,12.56,29.02,9.0928,6051.535,29.50354
"2023-09-29 14:00:00",217,12.56,30.02,9.112201,6098.979,29.32997
"2023-09-29 15:00:00",218,12.56,30.5,9.112201,6161.146,29.39034
"2023-09-29 16:00:00",219,12.56,30.6,9.0928,6341.105,29.39537
"2023-09-29 17:00:00",220,12.56,29.55,9.0734,6655.216,29.21678
"2023-09-29 18:00:00",221,12.56,28.23,9.0346,7317.792,29.47111
"2023-09-29 19:00:00",222,12.55,26.84,8.995801,8029.449,29.13926
"2023-09-29 20:00:00",223,12.55,25.79,8.957001,8485.891,29.1446
"2023-09-29 21:00:00",224,12.54,25.07,8.9376,8778.733,29.11196
"2023-09-29 22:00:00",225,12.53,24.22,8.9182,8994.685,29.08443
"2023-09-29 23:00:00",226,12.53,23.58,8.9182,9212.271,28.99139
"2023-09-30 00:00:00",227,12.53,23.04,8.9376,9321.883,29.17007
"2023-09-30 01:00:00",228,12.52,22.5,8.9376,9354.603,29.004
"2023-09-30 02:00:00",229,12.52,22.06,8.9376,9405.318,29.34373
"2023-09-30 03:00:00",230,12.52,21.84,8.9376,9426.586,29.27332
"2023-09-30 04:00:00",231,12.51,21.75,8.9376,9297.343,29.29841
"2023-09-30 05:00:00",232,12.51,21.64,8.9376,9248.263,29.14738
"2023-09-30 06:00:00",233,12.51,21.48,8.9376,9197.547,29.21289
"2023-09-30 07:00:00",234,12.51,21.48,8.9376,9212.271,29.16758
"2023-09-30 08:00:00",235,12.51,22.36,8.9376,9176.279,29.16504
"2023-09-30 09:00:00",236,12.5,24.1,8.9376,8548.059,29.5549
"2023-09-30 10:00:00",237,12.51,25.01,8.9764,8029.449,29.46174
"2023-09-30 11:00:00",238,12.51,26.56,8.995801,7391.412,29.48655
"2023-09-30 12:00:00",239,12.51,27.75,9.0346,6766.463,29.4081
"2023-09-30 13:00:00",240,12.52,29.35,9.054001,6161.146,29.46589
"2023-09-30 14:00:00",241,12.52,30.12,9.112201,5691.616,29.57648
"2023-09-30 15:00:00",242,12.52,30.53,9.1316,5352.966,29.66704
"2023-09-30 16:00:00",243,12.52,29.85,9.112201,5341.514,29.44326
"2023-09-30 17:00:00",244,12.52,28.92,9.0734,5534.561,29.42058
"2023-09-30 18:00:00",245,12.51,27.72,9.0346,5932.107,29.19448
"2023-09-30 19:00:00",246,12.51,26.41,8.995801,6475.256,29.26011
"2023-09-30 20:00:00",247,12.51,25.25,8.9764,7029.858,29.04658
"2023-09-30 21:00:00",248,12.5,24.42,8.957001,7499.388,28.92607
"2023-09-30 22:00:00",249,12.5,23.96,8.9376,7728.426,29.03424
"2023-09-30 23:00:00",250,12.5,23.38,8.9376,7995.093,29.24073
"2023-10-01 00:00:00",251,12.49,23.07,8.9376,8065.441,29.27583
"2023-10-01 01:00:00",252,12.48,22.84,8.957001,7895.298,29.05444
"2023-10-01 02:00:00",253,12.48,22.47,8.957001,7836.402,29.05939
"2023-10-01 03:00:00",254,12.48,21.97,8.957001,7802.046,29.03917
"2023-10-01 04:00:00",255,12.48,21.56,8.957001,7788.958,28.89844
"2023-10-01 05:00:00",256,12.48,21.26,8.957001,7764.418,29.13486
"2023-10-01 06:00:00",257,12.47,20.91,8.957001,7802.046,29.19287
"2023-10-01 07:00:00",258,12.47,20.83,8.957001,7875.666,28.87841
"2023-10-01 08:00:00",259,12.47,22.84,8.957001,7752.966,29.37134
"2023-10-01 09:00:00",260,12.47,24.28,8.957001,7319.428,29.36621
"2023-10-01 10:00:00",261,12.47,25.34,8.995801,6861.351,29.45909
"2023-10-01 11:00:00",262,12.48,27.28,9.0734,6403.273,29.23475
"2023-10-01 12:00:00",263,12.48,28.23,9.054001,5847.036,29.61188
"2023-10-01 13:00:00",264,12.48,28.56,9.1316,5280.982,29.68732
"2023-10-01 14:00:00",265,12.48,29.18,9.151,4798.365,29.62691
"2023-10-01 15:00:00",266,12.48,29.35,9.151,4448.262,29.72751
"2023-10-01 16:00:00",267,12.48,29.25,9.151,4364.827,29.43568
"2023-10-01 17:00:00",268,12.48,28.2,9.112201,4569.326,29.65714
"2023-10-01 18:00:00",269,12.48,27,9.0734,4943.968,29.66256
"2023-10-01 19:00:00",270,12.47,25.73,9.015201,5596.729,29.47157
"2023-10-01 20:00:00",271,12.47,24.81,8.9764,6221.678,29.59759
"2023-10-01 21:00:00",272,12.47,24.04,8.957001,6800.819,29.29336
"2023-10-01 22:00:00",273,12.46,23.24,8.957001,7200.001,29.15249
"2023-10-01 23:00:00",274,12.46,22.36,8.957001,7394.684,29.19532
"2023-10-02 00:00:00",275,12.45,21.53,8.957001,7692.435,29.09748
"2023-10-02 01:00:00",276,12.45,20.74,8.957001,7919.837,29.28593
"2023-10-02 02:00:00",277,12.45,20.05,8.957001,8029.449,29.27836
"2023-10-02 03:00:00",278,12.43,19.6,8.957001,8006.545,29.03186
"2023-10-02 04:00:00",279,12.43,19.23,8.957001,8031.085,29.19552
"2023-10-02 05:00:00",280,12.42,18.87,8.957001,7862.578,29.09254
"2023-10-02 06:00:00",281,12.42,18.64,8.957001,7730.063,29.3996
"2023-10-02 07:00:00",282,12.42,18.53,8.957001,7682.619,29.12548
"2023-10-02 08:00:00",283,12.42,20.21,8.957001,7463.396,29.37424
"2023-10-02 09:00:00",284,12.43,23.5,8.9764,6979.142,29.79396
"2023-10-02 10:00:00",285,12.43,24.66,9.015201,6535.788,29.41886
"2023-10-02 11:00:00",286,12.44,27.88,9.0928,5992.639,29.62454
"2023-10-02 12:00:00",287,12.44,28.49,9.0928,5487.117,29.62937
"2023-10-02 13:00:00",288,12.44,28.46,9.1316,5883.027,62.15636
"2023-10-02 15:00:00",289,12.97,30.78,"NAN",196.319,31.17529
"2023-10-02 16:00:00",290,12.93,31.3,8.8794,4786.913,27.57364
"2023-10-02 17:00:00",291,12.92,29.68,8.8406,5243.354,26.25326
"2023-10-02 18:00:00",292,12.92,28.27,8.8406,5829.04,26.63814
"2023-10-02 19:00:00",293,12.91,26.47,8.801801,6341.105,26.34925
"2023-10-02 20:00:00",294,12.91,25.01,8.898801,6822.087,26.75935
"2023-10-02 21:00:00",295,12.9,23.87,8.860001,7247.445,29.47874
"2023-10-02 22:00:00",296,12.89,23.15,8.8406,7548.467,29.01085
"2023-10-02 23:00:00",297,12.88,22.73,8.8406,7692.435,27.738
"2023-10-03 00:00:00",298,12.88,22.19,8.8406,7754.603,27.26252
"2023-10-03 01:00:00",299,12.88,21.56,8.8406,7764.418,27.16446
"2023-10-03 02:00:00",300,12.87,20.69,8.8406,7775.87,27.1242
"2023-10-03 03:00:00",301,12.86,19.84,8.860001,7752.966,27.12178
"2023-10-03 04:00:00",302,12.85,19.21,8.860001,7739.878,27.15952
"2023-10-03 05:00:00",303,12.84,18.58,8.860001,7679.347,27.20509
"2023-10-03 06:00:00",304,12.83,18.05,8.860001,7607.363,27.36624
"2023-10-03 07:00:00",305,12.83,17.69,8.898801,7502.66,28.13105
"2023-10-03 08:00:00",306,12.83,19.31,8.898801,7186.913,27.81396
"2023-10-03 09:00:00",307,12.83,21.97,8.8794,6560.328,27.61215
"2023-10-03 10:00:00",308,12.84,23.87,8.860001,6100.614,27.81838
"2023-10-03 11:00:00",309,12.85,27,8.860001,5632.721,28.11753
"2023-10-03 12:00:00",310,12.86,27.78,8.957001,4934.152,28.15973
"2023-10-03 13:00:00",311,12.86,28.72,8.8794,4556.238,28.48412
"2023-10-03 14:00:00",312,12.87,29.45,8.9764,4255.215,28.75824
"2023-10-03 15:00:00",313,12.87,30.16,8.995801,4171.78,28.79596
"2023-10-03 16:00:00",314,12.87,30.53,8.957001,4173.416,28.75321
"2023-10-03 17:00:00",315,12.87,29.28,8.995801,4484.254,28.75321
"2023-10-03 18:00:00",316,12.87,28.04,8.957001,5015.952,28.77604
"2023-10-03 19:00:00",317,12.86,26.59,8.9764,5739.06,28.91732
"2023-10-03 20:00:00",318,12.86,25.13,8.9376,6342.741,29.05835
"2023-10-03 21:00:00",319,12.84,24.01,8.9182,6921.882,29.02581
"2023-10-03 22:00:00",320,12.84,23.12,8.9376,7450.308,29.60711
"2023-10-03 23:00:00",321,12.83,22.25,8.9182,7802.046,29.51406
"2023-10-04 00:00:00",322,12.82,21.67,8.9376,7813.498,29.539
"2023-10-04 01:00:00",323,12.82,21.23,8.9182,7800.41,29.27236
"2023-10-04 02:00:00",324,12.81,21.26,8.9182,7607.363,29.12413
"2023-10-04 03:00:00",325,12.81,21.34,8.9182,7608.999,29.3026
"2023-10-04 04:00:00",326,12.8,21.02,8.9182,7656.443,29.37555
"2023-10-04 05:00:00",327,12.8,20.8,8.898801,7752.966,29.1392
"2023-10-04 06:00:00",328,12.8,20.53,8.9376,7824.95,29.41326
"2023-10-04 07:00:00",329,12.79,20.26,8.9182,7824.95,29.62965
"2023-10-04 08:00:00",330,12.79,21.95,8.9182,7499.388,30.01958
"2023-10-04 09:00:00",331,12.8,24.66,8.9182,7003.682,29.6245
"2023-10-04 10:00:00",332,12.81,26.01,8.9376,6449.081,30.05956
"2023-10-04 11:00:00",333,12.81,28.62,8.957001,6089.163,29.59096
"2023-10-04 12:00:00",334,12.82,28.69,8.995801,5173.007,29.46497
"2023-10-04 13:00:00",335,12.82,29.85,9.015201,4605.317,29.60335
"2023-10-04 14:00:00",336,12.82,30.91,9.0346,4111.248,29.89257
"2023-10-04 15:00:00",337,12.82,31.51,9.054001,3702.25,29.92271
"2023-10-04 16:00:00",338,12.82,30.5,9.054001,3689.162,29.61086
"2023-10-04 17:00:00",339,12.82,29.45,9.054001,4461.35,29.5105
"2023-10-04 18:00:00",340,12.82,28.2,9.015201,5303.886,29.22394
"2023-10-04 19:00:00",341,12.81,26.72,8.9764,6148.058,29.49854
"2023-10-04 20:00:00",342,12.81,25.31,8.9376,6956.238,29.21961
"2023-10-04 21:00:00",343,12.8,24.33,8.9182,7692.435,29.49373
"2023-10-04 22:00:00",344,12.79,23.55,8.9182,8260.124,29.23962
"2023-10-04 23:00:00",345,12.78,22.92,8.9182,8549.694,29.04859
"2023-10-05 00:00:00",346,12.78,22.45,8.9182,8680.574,29.10164
"2023-10-05 01:00:00",347,12.77,22.11,8.898801,8827.813,28.948
"2023-10-05 02:00:00",348,12.77,21.7,8.9182,8924.337,28.87748
"2023-10-05 03:00:00",349,12.76,21.29,8.898801,8827.813,28.85993
"2023-10-05 04:00:00",350,12.76,20.91,8.898801,8693.662,28.87503
"2023-10-05 05:00:00",351,12.76,20.58,8.9182,8611.862,29.02606
