"TOA5","Ichetucknee","CR1000X","22891","CR1000X.Std.04.02","CPU:Ichetuckneehourly_03012023.CR1X","6659","Test"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C","CO2","cDOM"
"TS","RN","Volts","Deg C","ppm","ppbQS"
"","","Min","Smp","Smp","Smp"
"2023-03-01 13:00:00",0,13.46,29.39,31.93006,9.29288
"2023-03-01 14:00:00",1,13.21,29.56,565.4927,9.512369
"2023-03-01 15:00:00",2,12.93,29.67,507.4811,9.527496
"2023-03-01 16:00:00",3,12.91,28.99,469.6426,9.522971
"2023-03-01 17:00:00",4,12.91,28.54,436.7718,9.543889
"2023-03-01 18:00:00",5,12.88,27.7,416.7078,9.483577
"2023-03-01 19:00:00",6,12.87,26.08,406.5562,10.16586
"2023-03-01 20:00:00",7,12.86,24.67,393.9596,9.757406
"2023-03-01 21:00:00",8,12.84,23.41,391.3746,9.917586
"2023-03-01 22:00:00",9,12.83,22.43,396.4528,10.00485
"2023-03-01 23:00:00",10,12.82,21.63,409.1276,10.0451
"2023-03-02 00:00:00",11,12.8,20.99,429.3027,10.28079
"2023-03-02 01:00:00",12,12.79,20.52,454.5204,10.25978
"2023-03-02 02:00:00",13,12.78,19.97,487.3236,10.4613
"2023-03-02 03:00:00",14,12.77,19.73,520.0854,10.60804
"2023-03-02 04:00:00",15,12.75,19.67,555.3953,10.56679
"2023-03-02 05:00:00",16,12.75,19.82,590.7802,10.33151
"2023-03-02 06:00:00",17,12.73,19.91,620.9736,10.7375
"2023-03-02 07:00:00",18,12.74,19.6,646.1999,10.4172
"2023-03-02 08:00:00",19,12.79,19.64,666.377,8.690419
"2023-03-02 09:00:00",20,13.3,21.23,676.3737,10.05991
"2023-03-02 10:00:00",21,13.52,26.14,673.8785,9.661046
"2023-03-02 11:00:00",22,13.44,28.67,656.322,8.804199
"2023-03-02 12:00:00",23,13.53,30.07,623.4323,7.830551
"2023-03-02 13:00:00",24,13.3,31.05,575.5328,7.925868
"2023-03-02 14:00:00",25,13.19,31.45,520.0637,7.252303
"2023-03-02 15:00:00",26,13.04,30.57,469.6816,7.33744
"2023-03-02 16:00:00",27,12.97,29.9,424.2584,6.803819
"2023-03-02 17:00:00",28,12.93,29.51,386.3469,7.21416
"2023-03-02 18:00:00",29,12.87,28.39,358.5993,6.549842
"2023-03-02 19:00:00",30,12.83,26.71,341.0332,7.221194
"2023-03-02 20:00:00",31,12.79,25.02,335.9325,7.651064
"2023-03-02 21:00:00",32,12.78,23.52,338.4798,7.450039
"2023-03-02 22:00:00",33,12.75,22.06,351.0755,7.063752
"2023-03-02 23:00:00",34,12.74,20.94,373.7853,7.067412
"2023-03-03 00:00:00",35,12.73,20.15,406.5762,7.824883
"2023-03-03 01:00:00",36,12.71,19.6,441.8652,7.832679
"2023-03-03 02:00:00",37,12.7,19.46,482.2118,8.185056
"2023-03-03 03:00:00",38,12.7,19.62,525.1475,8.320219
"2023-03-03 04:00:00",39,12.7,20.05,567.9557,7.731772
"2023-03-03 05:00:00",40,12.69,20.05,600.799,8.216814
"2023-03-03 06:00:00",41,12.68,19.67,623.5207,7.868988
"2023-03-03 07:00:00",42,12.66,19.19,641.1177,8.378971
"2023-03-03 08:00:00",43,12.72,19.28,656.293,7.658321
"2023-03-03 09:00:00",44,13.12,20.91,661.3322,7.427545
"2023-03-03 10:00:00",45,13.3,23.69,668.9203,7.667428
"2023-03-03 11:00:00",46,13.58,28.45,673.9147,7.323829
"2023-03-03 12:00:00",47,13.13,29.22,638.585,7.672465
"2023-03-03 13:00:00",48,13.03,28.58,605.7731,7.688565
"2023-03-03 14:00:00",49,13.03,28.98,560.3849,7.197623
"2023-03-03 15:00:00",50,12.95,29.02,499.8936,6.686932
"2023-03-03 16:00:00",51,12.92,28.79,451.9929,7.695558
"2023-03-03 17:00:00",52,12.85,28.3,411.6049,7.126903
"2023-03-03 18:00:00",53,12.79,27.57,383.916,6.771296
"2023-03-03 19:00:00",54,12.73,26.82,371.209,7.33121
"2023-03-03 20:00:00",55,12.71,26.32,368.7682,6.853493
"2023-03-03 21:00:00",56,12.7,25.94,376.3501,7.358957
"2023-03-03 22:00:00",57,12.7,25.5,393.897,6.055871
"2023-03-03 23:00:00",58,12.69,25.21,417.2487,6.458199
"2023-03-04 00:00:00",59,12.68,24.96,449.4244,7.117405
"2023-03-04 01:00:00",60,12.67,24.91,492.3368,6.258796
"2023-03-04 02:00:00",61,12.67,24.94,532.6726,5.883714
"2023-03-04 03:00:00",62,12.66,24.95,573.0798,6.627223
"2023-03-04 04:00:00",63,12.66,24.9,608.3099,6.927994
"2023-03-04 05:00:00",64,12.65,24.68,638.5311,6.238371
"2023-03-04 06:00:00",65,12.64,24.34,658.8367,6.800599
"2023-03-04 07:00:00",66,12.65,24.39,671.4725,6.589712
"2023-03-04 08:00:00",67,12.64,24.64,683.9946,6.876726
"2023-03-04 09:00:00",68,12.63,24.45,691.5358,7.109549
"2023-03-04 10:00:00",69,12.76,23.99,689.006,6.650118
"2023-03-04 11:00:00",70,12.94,25.44,671.4042,7.261825
"2023-03-04 12:00:00",71,12.88,27.46,636.0897,7.064184
"2023-03-04 13:00:00",72,12.92,27.94,593.1384,6.777155
"2023-03-04 14:00:00",73,12.88,28.27,540.2859,7.109708
"2023-03-04 15:00:00",74,12.81,28.29,492.3022,7.259944
"2023-03-04 16:00:00",75,12.71,28.25,449.4265,7.37208
"2023-03-04 17:00:00",76,12.66,27.7,421.7259,7.298717
"2023-03-04 18:00:00",77,12.63,27,401.5343,7.239357
"2023-03-04 19:00:00",78,12.62,25.77,391.4557,7.404439
"2023-03-04 20:00:00",79,12.61,24.38,398.9742,6.940724
"2023-03-04 21:00:00",80,12.59,23.25,414.0897,7.23817
"2023-03-04 22:00:00",81,12.59,22.54,434.2994,6.970574
"2023-03-04 23:00:00",82,12.58,21.79,459.5525,7.350434
"2023-03-05 00:00:00",83,12.57,20.85,492.3584,7.148231
"2023-03-05 01:00:00",84,12.56,20,525.1066,7.327544
"2023-03-05 02:00:00",85,12.55,19.34,557.8762,6.776091
"2023-03-05 03:00:00",86,12.55,18.72,588.2133,7.347306
"2023-03-05 04:00:00",87,12.54,18.08,615.9402,6.933501
"2023-03-05 05:00:00",88,12.52,17.4,636.1008,6.896006
"2023-03-05 06:00:00",89,12.51,16.95,651.2378,6.835454
"2023-03-05 07:00:00",90,12.5,16.59,661.3279,6.436911
"2023-03-05 08:00:00",91,12.59,16.9,663.8837,6.433655
"2023-03-05 09:00:00",92,13.3,19.06,661.3903,6.28831
"2023-03-05 10:00:00",93,13.25,24.35,646.2524,6.227817
"2023-03-05 11:00:00",94,13.29,29.04,608.2867,6.442353
"2023-03-05 12:00:00",95,13.21,30.81,557.9251,6.560766
"2023-03-05 13:00:00",96,12.9,31.12,520.0908,6.920671
"2023-03-05 14:00:00",97,12.86,31.46,487.2959,6.722693
"2023-03-05 15:00:00",98,12.77,30,429.3408,6.585665
"2023-03-05 16:00:00",99,12.72,29.48,388.9517,6.74726
"2023-03-05 17:00:00",100,12.71,29.34,361.1655,7.273847
"2023-03-05 18:00:00",101,12.66,28.44,346.0665,6.662799
"2023-03-05 19:00:00",102,12.63,26.29,340.9572,6.830125
"2023-03-05 20:00:00",103,12.6,25.17,351.0712,6.89227
"2023-03-05 21:00:00",104,12.57,24.37,371.2532,7.082165
"2023-03-05 22:00:00",105,12.55,23.39,398.971,6.860776
"2023-03-05 23:00:00",106,12.53,22.36,426.8276,6.931724
"2023-03-06 00:00:00",107,12.52,21.37,467.1147,7.058199
"2023-03-06 01:00:00",108,12.5,20.53,510.0674,7.090349
"2023-03-06 02:00:00",109,12.49,19.71,552.8336,6.706454
"2023-03-06 03:00:00",110,12.47,19.09,585.6672,6.468277
"2023-03-06 04:00:00",111,12.45,18.55,610.8689,6.669002
"2023-03-06 05:00:00",112,12.44,18.12,628.5198,6.627246
"2023-03-06 06:00:00",113,12.44,17.82,641.1031,6.906147
"2023-03-06 07:00:00",114,12.43,17.88,651.227,7.066673
"2023-03-06 08:00:00",115,12.47,18.18,656.2355,7.06665
"2023-03-06 09:00:00",116,12.57,19.26,651.2635,6.636116
"2023-03-06 10:00:00",117,12.8,21.05,636.0885,7.008686
"2023-03-06 11:00:00",118,13.1,25.81,600.7488,6.71184
"2023-03-06 12:00:00",119,13.1,28.69,545.3334,7.230791
"2023-03-06 13:00:00",120,12.82,30.46,507.551,6.795631
"2023-03-06 14:00:00",121,12.78,30.9,467.1181,7.028869
"2023-03-06 15:00:00",122,12.72,29.92,406.5739,6.876575
"2023-03-06 16:00:00",123,12.69,29.83,366.2028,7.060905
"2023-03-06 17:00:00",124,12.62,29.62,333.4766,6.843961
"2023-03-06 18:00:00",125,12.56,28.73,318.2614,6.894195
"2023-03-06 19:00:00",126,12.54,27.04,320.8171,6.671587
"2023-03-06 20:00:00",127,12.52,25.48,333.378,7.508553
"2023-03-06 21:00:00",128,12.5,24.08,358.611,7.258466
"2023-03-06 22:00:00",129,12.5,22.59,391.3787,7.584339
"2023-03-06 23:00:00",130,12.49,21.47,436.7715,7.376739
"2023-03-07 00:00:00",131,12.46,20.68,482.2665,7.608285
"2023-03-07 01:00:00",132,12.44,20.08,525.1107,7.390538
"2023-03-07 02:00:00",133,12.43,20.18,562.9738,7.361332
"2023-03-07 03:00:00",134,12.43,20.53,598.2241,7.817542
"2023-03-07 04:00:00",135,12.42,20.78,623.5143,7.347818
"2023-03-07 05:00:00",136,12.42,21.01,641.1018,7.306969
"2023-03-07 06:00:00",137,12.41,21.23,653.788,7.699524
"2023-03-07 07:00:00",138,12.41,21.37,666.345,7.637672
"2023-03-07 08:00:00",139,12.42,21.62,671.4603,7.435548
"2023-03-07 09:00:00",140,12.95,23.15,663.8244,7.699973
"2023-03-07 10:00:00",141,13.13,27.24,641.149,6.379523
"2023-03-07 11:00:00",142,13.07,31.31,600.7496,7.662957
"2023-03-07 12:00:00",143,12.98,32.89,540.3001,7.401359
"2023-03-07 13:00:00",144,12.76,32.19,494.9052,7.07525
"2023-03-07 14:00:00",145,12.69,31.53,454.5514,7.797959
"2023-03-07 15:00:00",146,12.64,30.88,421.7462,7.211525
"2023-03-07 16:00:00",147,12.61,30.78,381.3793,7.519917
"2023-03-07 17:00:00",148,12.54,30.04,351.0335,8.050068
"2023-03-07 18:00:00",149,12.52,29.61,335.9432,7.344421
"2023-03-07 19:00:00",150,12.47,28.35,330.8612,7.591942
"2023-03-07 20:00:00",151,12.45,26.83,341.0546,7.68016
"2023-03-07 21:00:00",152,12.44,25.56,371.2666,7.17309
"2023-03-07 22:00:00",153,12.4,24.35,411.5626,8.086265
"2023-03-07 23:00:00",154,12.41,23.32,451.9701,7.469188
"2023-03-08 00:00:00",155,12.42,22.47,494.9333,7.063903
"2023-03-08 01:00:00",156,12.4,21.77,537.7271,7.69666
"2023-03-08 02:00:00",157,12.35,21.34,578.1586,7.691101
"2023-03-08 03:00:00",158,12.34,20.88,613.382,7.813997
"2023-03-08 04:00:00",159,12.33,20.73,638.5961,7.825739
"2023-03-08 05:00:00",160,12.34,20.19,653.8051,7.427876
"2023-03-08 06:00:00",161,12.33,19.42,658.8602,7.248331
"2023-03-08 07:00:00",162,12.32,18.9,668.9222,7.579579
"2023-03-08 08:00:00",163,12.37,19.12,668.9189,8.083932
"2023-03-08 09:00:00",164,13.15,21.15,658.8405,6.902217
"2023-03-08 10:00:00",165,13.14,24.71,631.0901,7.6853
"2023-03-08 11:00:00",166,13.1,27.14,583.1733,7.261534
"2023-03-08 12:00:00",167,12.94,27.76,527.6412,7.403572
"2023-03-08 13:00:00",168,12.71,28.5,462.0606,7.485178
"2023-03-08 14:00:00",169,12.64,28.1,421.7791,7.012807
"2023-03-08 15:00:00",170,12.6,26.93,386.4531,7.311305
"2023-03-08 16:00:00",171,12.56,26.24,351.0982,7.231526
"2023-03-08 17:00:00",172,12.53,25.71,320.826,7.209661
"2023-03-08 18:00:00",173,12.46,24.57,305.7556,7.238938
"2023-03-08 19:00:00",174,12.39,22.89,300.632,7.55339
"2023-03-08 20:00:00",175,12.38,21.33,320.8258,7.253632
"2023-03-08 21:00:00",176,12.36,19.99,351.1138,7.393495
"2023-03-08 22:00:00",177,12.32,18.77,383.9184,7.245004
"2023-03-08 23:00:00",178,12.31,17.59,416.6763,7.192059
"2023-03-09 00:00:00",179,12.32,16.57,454.5601,7.40654
"2023-03-09 01:00:00",180,12.31,15.71,487.346,6.959455
"2023-03-09 02:00:00",181,12.29,14.92,520.1009,7.445317
"2023-03-09 03:00:00",182,12.27,14.31,550.4147,7.363103
"2023-03-09 04:00:00",183,12.27,13.79,573.124,7.049235
"2023-03-09 05:00:00",184,12.24,13.38,588.2351,7.296717
"2023-03-09 06:00:00",185,12.23,12.97,598.3521,8.231446
"2023-03-09 07:00:00",186,12.23,12.74,603.3094,8.933336
"2023-03-09 08:00:00",187,12.27,13.32,608.3832,8.546751
"2023-03-09 09:00:00",188,13.23,15.96,598.3469,8.036112
"2023-03-09 10:00:00",189,13.19,21.32,573.0975,8.084958
"2023-03-09 11:00:00",190,13.12,25.93,530.206,7.745959
"2023-03-09 12:00:00",191,12.97,27.4,502.4669,7.694729
"2023-03-09 13:00:00",192,12.85,28.18,454.5494,7.574933
"2023-03-09 14:00:00",193,12.73,27.91,394.0121,7.428981
"2023-03-09 15:00:00",194,12.65,27.5,356.1346,7.741884
"2023-03-09 16:00:00",195,12.56,27.09,323.3233,7.853376
"2023-03-09 17:00:00",196,12.52,26.58,300.6121,7.736638
"2023-03-09 18:00:00",197,12.47,25.67,290.5513,8.099119
"2023-03-09 19:00:00",198,12.46,23.89,295.6437,8.044527
"2023-03-09 20:00:00",199,12.39,21.89,313.2921,7.798332
"2023-03-09 21:00:00",200,12.36,20.34,341.0564,7.887374
"2023-03-09 22:00:00",201,12.33,19.43,386.4045,8.102403
"2023-03-09 23:00:00",202,12.31,19,426.8108,7.825998
"2023-03-10 00:00:00",203,12.3,18.14,472.1742,7.889242
"2023-03-10 01:00:00",204,12.28,17.3,515.078,7.844311
"2023-03-10 02:00:00",205,12.28,16.67,552.8242,8.141335
"2023-03-10 03:00:00",206,12.26,16.15,583.223,7.881326
"2023-03-10 04:00:00",207,12.24,15.84,603.2821,7.808542
"2023-03-10 05:00:00",208,12.23,15.84,618.4968,7.872578
"2023-03-10 06:00:00",209,12.22,15.78,623.527,7.79741
"2023-03-10 07:00:00",210,12.21,15.74,631.0967,7.541776
"2023-03-10 08:00:00",211,12.27,16.58,631.1075,7.736433
"2023-03-10 09:00:00",212,12.6,19.05,621.03,7.857728
"2023-03-10 10:00:00",213,12.79,22.15,593.2507,6.565043
"2023-03-10 11:00:00",214,13,26.6,550.4422,7.349944
"2023-03-10 12:00:00",215,12.83,28.64,522.6025,7.645715
"2023-03-10 13:00:00",216,12.69,28.98,462.1154,7.604104
"2023-03-10 14:00:00",217,12.61,27.77,419.2673,7.757484
"2023-03-10 15:00:00",218,12.54,28.34,378.8838,7.761757
"2023-03-10 16:00:00",219,12.46,27.69,351.0517,7.534699
"2023-03-10 17:00:00",220,12.41,26.9,333.4284,7.535657
"2023-03-10 18:00:00",221,12.36,25.8,328.4261,8.172626
"2023-03-10 19:00:00",222,12.3,24.92,333.4531,7.923613
"2023-03-10 20:00:00",223,12.28,21.3,358.677,7.984356
"2023-03-10 21:00:00",224,12.27,20.38,396.4771,8.243027
"2023-03-10 22:00:00",225,12.23,20.11,434.3252,8.326482
"2023-03-10 23:00:00",226,12.23,19.97,474.7187,8.315158
"2023-03-11 00:00:00",227,12.22,19.76,517.5249,8.217756
"2023-03-11 01:00:00",228,12.21,19.67,557.8743,8.155388
"2023-03-11 02:00:00",229,12.22,19.4,595.7625,8.248745
"2023-03-11 03:00:00",230,12.21,18.71,623.4775,7.850159
"2023-03-11 04:00:00",231,12.19,17.68,643.6425,7.81639
"2023-03-11 05:00:00",232,12.19,16.62,656.294,7.952838
"2023-03-11 06:00:00",233,12.18,15.74,661.379,7.941556
"2023-03-11 07:00:00",234,12.16,14.83,658.8782,8.030008
"2023-03-11 08:00:00",235,12.23,14.51,651.2859,8.304416
"2023-03-11 09:00:00",236,13.17,17.28,638.6572,7.66854
"2023-03-11 10:00:00",237,12.92,22.09,603.3401,7.415673
"2023-03-11 11:00:00",238,12.97,23.74,547.832,7.098596
"2023-03-11 12:00:00",239,12.74,24.26,489.8535,7.430534
"2023-03-11 13:00:00",240,12.52,25.85,424.3012,6.995001
"2023-03-11 14:00:00",241,12.49,25.93,391.4123,7.360801
"2023-03-11 15:00:00",242,12.44,24.59,363.7341,7.140893
"2023-03-11 16:00:00",243,12.4,24.16,328.4232,7.632081
"2023-03-11 17:00:00",244,12.37,24.1,285.5257,6.701224
"2023-03-11 18:00:00",245,12.33,23.15,272.8582,7.173187
"2023-03-11 19:00:00",246,12.29,20.9,300.6425,7.157087
"2023-03-11 20:00:00",247,12.24,18.47,335.999,7.495124
"2023-03-11 21:00:00",248,12.23,16.94,378.9136,7.545278
"2023-03-11 22:00:00",249,12.21,15.69,421.7388,7.698136
"2023-03-11 23:00:00",250,12.17,14.67,467.1934,7.621653
"2023-03-12 00:00:00",251,12.08,13.93,507.4731,7.387393
"2023-03-12 01:00:00",252,12.08,13.34,545.285,7.246542
"2023-03-12 02:00:00",253,12.08,12.73,573.067,7.480612
"2023-03-12 03:00:00",254,12.09,12.24,588.2034,7.616723
"2023-03-12 04:00:00",255,12.08,11.78,595.8422,7.019787
"2023-03-12 05:00:00",256,12.07,11.4,598.333,7.735058
"2023-03-12 06:00:00",257,12.06,11.19,598.2459,7.7292
"2023-03-12 07:00:00",258,12.06,11.11,595.7614,7.657976
"2023-03-12 08:00:00",259,12.14,11.72,590.7595,7.661813
"2023-03-12 09:00:00",260,13.09,15.99,575.6392,7.497653
"2023-03-12 10:00:00",261,12.9,23.04,535.2762,7.500021
"2023-03-12 11:00:00",262,12.9,27.27,474.7509,7.594167
"2023-03-12 12:00:00",263,12.63,28.19,449.4638,7.133395
"2023-03-12 13:00:00",264,12.61,28.22,393.9217,7.443468
"2023-03-12 14:00:00",265,12.56,27.92,356.0844,7.319258
"2023-03-12 15:00:00",266,12.47,27.62,328.4079,6.945549
"2023-03-12 16:00:00",267,12.4,27.32,300.6836,7.200732
"2023-03-12 17:00:00",268,12.36,26.45,295.5968,7.707499
"2023-03-12 18:00:00",269,12.33,25.92,305.7384,7.469986
"2023-03-12 19:00:00",270,12.31,25.27,325.8318,7.595086
"2023-03-12 20:00:00",271,12.28,24.79,353.6207,7.942319
"2023-03-12 21:00:00",272,12.23,23.64,398.9837,7.802777
"2023-03-12 22:00:00",273,12.21,22.44,444.4267,7.42219
"2023-03-12 23:00:00",274,12.19,22.04,489.8018,8.845535
"2023-03-13 00:00:00",275,12.18,22.15,537.763,8.996004
"2023-03-13 01:00:00",276,12.16,20.9,567.9991,9.398705
"2023-03-13 02:00:00",277,12.14,20.64,580.6733,9.995303
"2023-03-13 03:00:00",278,12.14,20.37,593.2878,10.96166
"2023-03-13 04:00:00",279,12.12,20.19,608.3388,11.00215
"2023-03-13 05:00:00",280,12.14,20.15,626.0948,11.85393
"2023-03-13 06:00:00",281,12.12,20.09,633.5536,12.6214
"2023-03-13 07:00:00",282,12.13,20.01,641.1908,13.4253
"2023-03-13 08:00:00",283,12.11,19.61,651.2134,13.36304
"2023-03-13 09:00:00",284,12.11,19,661.3259,12.85413
"2023-03-13 10:00:00",285,12.1,19.04,668.8879,11.93898
"2023-03-13 11:00:00",286,12.11,19.16,658.787,11.76222
"2023-03-13 12:00:00",287,12.21,18.13,638.7623,11.07147
"2023-03-13 13:00:00",288,12.41,19.2,608.2908,10.33538
"2023-03-13 14:00:00",289,12.32,20.12,562.9312,10.52194
"2023-03-13 15:00:00",290,12.32,20.54,512.5239,10.37469
"2023-03-13 16:00:00",291,12.17,21.01,467.1094,10.34729
"2023-03-13 17:00:00",292,12.12,20.89,429.3147,10.35791
"2023-03-13 18:00:00",293,12.1,20.04,411.6931,8.089943
"2023-03-13 19:00:00",294,12.09,18.73,406.5339,9.800918
"2023-03-13 20:00:00",295,12.08,17.6,409.0759,9.595946
"2023-03-13 21:00:00",296,12.06,16.92,424.2417,9.59412
"2023-03-13 22:00:00",297,12.04,16.04,449.4221,9.60076
"2023-03-13 23:00:00",298,12.05,15.39,477.2146,9.444146
"2023-03-14 00:00:00",299,12.04,14.88,507.4932,8.698195
"2023-03-14 01:00:00",300,12.03,14.2,537.8005,9.163804
"2023-03-14 02:00:00",301,12.02,13.4,565.5261,9.159808
"2023-03-14 03:00:00",302,11.96,12.43,585.6636,9.161793
"2023-03-14 04:00:00",303,11.95,11.44,593.278,8.838748
"2023-03-14 05:00:00",304,11.95,10.68,598.3259,8.918701
"2023-03-14 06:00:00",305,11.91,10.13,595.7688,8.876076
"2023-03-14 07:00:00",306,11.92,9.62,595.7794,8.491842
"2023-03-14 08:00:00",307,11.98,9.61,588.2632,8.361154
"2023-03-14 09:00:00",308,13.04,12.58,573.0242,7.647765
"2023-03-14 10:00:00",309,12.73,16.56,540.3447,7.744907
"2023-03-14 11:00:00",310,12.63,18.28,494.8835,7.637654
"2023-03-14 12:00:00",311,12.45,18.14,446.9685,7.840691
"2023-03-14 13:00:00",312,12.32,19.29,401.5616,7.888682
"2023-03-14 14:00:00",313,12.37,19.62,361.1648,7.891368
"2023-03-14 15:00:00",314,12.24,18.66,328.3754,7.904584
"2023-03-14 16:00:00",315,12.21,18.56,300.6488,7.980134
"2023-03-14 17:00:00",316,12.19,18.57,288.0397,7.811373
"2023-03-14 18:00:00",317,12.15,17.88,290.6068,8.038834
"2023-03-14 19:00:00",318,12.11,16.48,308.2032,7.728601
"2023-03-14 20:00:00",319,12.06,14.87,333.4341,8.312712
"2023-03-14 21:00:00",320,12.02,13.43,363.6859,8.357692
"2023-03-14 22:00:00",321,12,12.32,399.0383,8.448547
"2023-03-14 23:00:00",322,11.98,11.27,431.8452,8.508455
"2023-03-15 00:00:00",323,11.93,10.32,467.1872,8.150064
"2023-03-15 01:00:00",324,11.91,9.57,497.4621,8.342025
"2023-03-15 02:00:00",325,11.9,9.19,522.6202,8.035131
"2023-03-15 03:00:00",326,11.9,9.14,540.3276,8.392702
"2023-03-15 04:00:00",327,11.87,9.15,550.4371,8.395484
"2023-03-15 05:00:00",328,11.88,9.05,557.9869,8.356503
"2023-03-15 06:00:00",329,11.86,8.77,558.0267,8.172914
"2023-03-15 07:00:00",330,11.85,8.45,560.4993,8.364672
"2023-03-15 08:00:00",331,11.9,8.41,557.9604,8.560737
"2023-03-15 09:00:00",332,12.11,9.03,545.4092,7.640377
"2023-03-15 10:00:00",333,12.71,12.23,517.598,7.612231
"2023-03-15 11:00:00",334,14.29,16.84,474.6363,8.272048
"2023-03-15 12:00:00",335,14.32,18.75,424.2439,7.609551
"2023-03-15 13:00:00",336,12.67,20.6,381.3056,8.579645
"2023-03-15 14:00:00",337,12.58,20.68,358.6298,7.95955
"2023-03-15 15:00:00",338,12.58,18.95,328.3151,7.985662
"2023-03-15 16:00:00",339,12.57,18.66,300.6171,8.174708
"2023-03-15 17:00:00",340,12.59,18.85,282.9453,8.067515
"2023-03-15 18:00:00",341,12.58,18.2,280.4713,8.499241
"2023-03-15 19:00:00",342,12.6,16.54,303.0912,8.399268
"2023-03-15 20:00:00",343,12.6,14.34,328.3383,7.979345
"2023-03-15 21:00:00",344,12.6,12.7,358.6946,8.284989
"2023-03-15 22:00:00",345,12.59,11.53,393.9655,8.626136
"2023-03-15 23:00:00",346,12.58,10.51,431.7664,8.792324
"2023-03-16 00:00:00",347,12.55,9.48,462.0775,8.822029
"2023-03-16 01:00:00",348,12.48,8.62,494.9195,8.641944
"2023-03-16 02:00:00",349,12.49,7.877,520.1189,8.606378
"2023-03-16 03:00:00",350,12.51,7.185,535.207,8.7377
"2023-03-16 04:00:00",351,12.49,6.541,542.8312,8.87842
"2023-03-16 05:00:00",352,12.51,5.965,545.3197,8.679327
"2023-03-16 06:00:00",353,12.48,5.319,547.7702,8.572405
"2023-03-16 07:00:00",354,12.45,4.84,547.8182,8.681961
"2023-03-16 08:00:00",355,12.52,5.313,542.7997,8.630445
"2023-03-16 09:00:00",356,14.08,10.58,535.2246,8.080728
"2023-03-16 10:00:00",357,13.54,17.83,509.9535,8.134494
"2023-03-16 11:00:00",358,13.29,22.08,472.1655,7.976783
"2023-03-16 12:00:00",359,13.39,23.58,424.2325,7.784541
"2023-03-16 13:00:00",360,12.83,25.78,401.4985,8.076877
"2023-03-16 14:00:00",361,12.8,26,373.8022,7.882424
"2023-03-16 15:00:00",362,12.76,24.11,345.9857,6.465852
"2023-03-16 16:00:00",363,12.74,23.64,320.7747,7.864211
"2023-03-16 17:00:00",364,12.68,23.73,308.2199,7.948647
"2023-03-16 18:00:00",365,12.64,22.99,305.6734,8.429815
"2023-03-16 19:00:00",366,12.62,21.44,315.7625,8.194597
"2023-03-16 20:00:00",367,12.6,19.41,345.9823,8.08477
"2023-03-16 21:00:00",368,12.59,17.59,376.3109,8.481337
"2023-03-16 22:00:00",369,12.58,16.13,411.6543,8.735903
"2023-03-16 23:00:00",370,12.56,14.94,446.9274,8.500322
"2023-03-17 00:00:00",371,12.54,13.91,477.1999,8.504854
"2023-03-17 01:00:00",372,12.53,13.13,510.01,8.668131
"2023-03-17 02:00:00",373,12.52,12.51,540.2128,8.560398
"2023-03-17 03:00:00",374,12.5,11.94,560.4692,8.765588
"2023-03-17 04:00:00",375,12.5,11.57,573.0024,8.407347
"2023-03-17 05:00:00",376,12.5,11.51,580.652,8.468978
"2023-03-17 06:00:00",377,12.48,11.32,583.0703,8.424341
"2023-03-17 07:00:00",378,12.47,11.35,585.6905,8.362597
"2023-03-17 08:00:00",379,12.5,12.56,583.1597,8.322316
"2023-03-17 09:00:00",380,13.25,15.6,575.56,8.729566
"2023-03-17 10:00:00",381,13.21,20.64,552.8951,8.445133
"2023-03-17 11:00:00",382,12.96,26.06,512.4999,8.0365
"2023-03-17 12:00:00",383,13.07,26.66,469.5804,8.088016
"2023-03-17 13:00:00",384,12.85,28.7,421.6875,7.560712
"2023-03-17 14:00:00",385,12.84,29.03,391.4414,8.044563
"2023-03-17 15:00:00",386,12.76,28.07,353.5977,7.989287
"2023-03-17 16:00:00",387,12.7,27.45,313.2594,8.021073
"2023-03-17 17:00:00",388,12.63,26.88,290.5419,8.0448
"2023-03-17 18:00:00",389,12.59,25.9,293.0517,8.283958
"2023-03-17 19:00:00",390,12.56,24.57,310.7365,8.163425
"2023-03-17 20:00:00",391,12.54,23.61,338.4001,8.09656
"2023-03-17 21:00:00",392,12.54,23.06,368.742,8.179219
"2023-03-17 22:00:00",393,12.54,22.73,404.0745,8.863376
"2023-03-17 23:00:00",394,12.53,22.46,444.4522,8.001373
"2023-03-18 00:00:00",395,12.51,22.5,484.789,8.227101
"2023-03-18 01:00:00",396,12.5,22.8,522.575,8.092511
"2023-03-18 02:00:00",397,12.49,22.68,557.9525,8.101119
"2023-03-18 03:00:00",398,12.49,22.09,588.1755,8.305243
"2023-03-18 04:00:00",399,12.49,22.16,608.3148,8.241974
"2023-03-18 05:00:00",400,12.47,22.39,620.8906,8.365445
"2023-03-18 06:00:00",401,12.46,22.36,628.4999,8.280114
"2023-03-18 07:00:00",402,12.47,22.37,636.0983,7.749579
"2023-03-18 08:00:00",403,12.46,21.79,641.1196,8.187108
"2023-03-18 09:00:00",404,12.49,20.37,638.6007,7.77549
"2023-03-18 10:00:00",405,12.51,19.62,628.5782,7.900888
"2023-03-18 11:00:00",406,12.45,18.61,613.351,7.028628
"2023-03-18 12:00:00",407,12.47,18.4,593.1886,8.056524
"2023-03-18 13:00:00",408,12.42,17.58,573.0778,7.11448
