"TOA5","Ichetucknee","CR1000X","22891","CR1000X.Std.04.02","CPU:Ichetuckneehourly_03012023.CR1X","6659","Test"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C","CO2","cDOM"
"TS","RN","Volts","Deg C","ppm","ppbQS"
"","","Min","Smp","Smp","Smp"
"2023-05-13 08:00:00",1747,11.49,21.5,1198.412,6.426004
"2023-05-13 09:00:00",1748,11.54,23.23,1208.359,6.390211
"2023-05-13 10:00:00",1749,11.67,26.33,1220.993,6.134115
"2023-05-13 11:00:00",1750,11.7,27.71,1231.054,6.438685
"2023-05-13 12:00:00",1751,11.6,28.06,1235.998,6.619898
"2023-05-13 13:00:00",1752,11.59,28.84,1225.972,6.739624
"2023-05-13 14:00:00",1753,11.56,29.26,1215.986,6.722282
"2023-05-13 15:00:00",1754,11.5,29.74,1208.256,6.716334
"2023-05-13 16:00:00",1755,11.48,29.86,1210.923,6.377347
"2023-05-13 17:00:00",1756,11.45,29.49,1205.797,6.623652
"2023-05-13 18:00:00",1757,11.43,29.41,1203.171,6.687029
"2023-05-13 19:00:00",1758,11.41,28.52,1193.261,6.434803
"2023-05-13 20:00:00",1759,11.4,27.16,1188.14,6.508382
"2023-05-13 21:00:00",1760,11.38,26.2,1173.062,6.41749
"2023-05-13 22:00:00",1761,11.36,24.97,1145.369,6.476738
"2023-05-13 23:00:00",1762,11.34,24.17,1127.672,6.504464
"2023-05-14 00:00:00",1763,11.32,23.59,1117.655,6.376623
"2023-05-14 01:00:00",1764,11.32,23.06,1107.584,6.760906
"2023-05-14 02:00:00",1765,11.29,22.57,1097.558,6.482412
"2023-05-14 03:00:00",1766,11.27,22.11,1102.636,6.578969
"2023-05-14 04:00:00",1767,11.26,21.71,1117.693,6.421584
"2023-05-14 05:00:00",1768,11.23,21.38,1120.208,6.522075
"2023-05-14 06:00:00",1769,11.21,21.07,1130.261,6.643445
"2023-05-14 07:00:00",1770,11.23,21.29,1135.356,6.801665
"2023-05-14 08:00:00",1771,11.32,22.74,1157.986,6.557507
"2023-05-14 09:00:00",1772,11.46,25.57,1178.153,6.332422
"2023-05-14 10:00:00",1773,11.52,28.62,1183.199,6.459813
"2023-05-14 11:00:00",1774,11.49,28.72,1200.835,6.599142
"2023-05-14 12:00:00",1775,11.42,29.56,1203.323,6.442121
"2023-05-14 13:00:00",1776,11.34,29.91,1190.763,6.630494
"2023-05-14 14:00:00",1777,11.39,30.93,1183.184,6.524184
"2023-05-14 15:00:00",1778,11.36,31.4,1173.075,6.555256
"2023-05-14 16:00:00",1779,11.29,31.93,1165.457,6.497678
"2023-05-14 17:00:00",1780,11.24,31.17,1152.785,6.57382
"2023-05-14 18:00:00",1781,11.2,31.17,1160.383,6.496527
"2023-05-14 19:00:00",1782,11.15,30.06,1155.314,6.332626
"2023-05-14 20:00:00",1783,11.12,28.48,1160.411,6.54699
"2023-05-14 21:00:00",1784,11.06,27.48,1152.896,6.838641
"2023-05-14 22:00:00",1785,11,26.48,2.990266,6.537958
"2023-05-14 23:00:00",1786,10.91,25.57,2.952134,6.914231
"2023-05-15 20:00:00",1787,11.4,26.18,3.984742,6.457806
"2023-05-15 21:00:00",1788,11.34,25.71,1132.721,6.483254
"2023-05-15 22:00:00",1789,11.3,25.46,1132.664,6.546258
"2023-05-15 23:00:00",1790,11.26,24.92,1134.532,6.657043
"2023-05-16 00:00:00",1791,11.19,24.28,1137.878,6.519717
"2023-05-16 01:00:00",1792,11.13,23.64,1142.739,6.527435
"2023-05-16 02:00:00",1793,11.03,23.16,2.98,6.360595
"2023-05-16 03:00:00",1794,10.9,22.81,2.939816,6.560202
"2023-05-16 04:00:00",1795,10.74,22.43,2.974834,6.614913
"2023-05-16 20:00:00",1796,11.41,27.76,3.778771,6.292973
"2023-05-16 21:00:00",1797,11.35,26.85,1251.337,6.549161
"2023-05-16 22:00:00",1798,11.32,25.92,1263.785,6.613735
"2023-05-16 23:00:00",1799,11.27,25.15,1271.375,6.708601
"2023-05-17 00:00:00",1800,11.23,24.56,1271.356,6.459256
"2023-05-17 01:00:00",1801,11.16,24.19,1276.391,6.354762
"2023-05-17 02:00:00",1802,11.09,23.86,1286.498,6.716664
"2023-05-17 03:00:00",1803,10.97,23.48,2.972609,6.575862
"2023-05-17 04:00:00",1804,10.78,23.1,2.938826,6.658487
"2023-05-17 20:00:00",1805,11.35,25.21,3.520398,6.209293
"2023-05-17 21:00:00",1806,11.29,24.79,1256.254,6.556185
"2023-05-17 22:00:00",1807,11.23,24.2,1263.798,6.31775
"2023-05-17 23:00:00",1808,11.16,23.72,1271.43,6.602522
"2023-05-18 00:00:00",1809,11.09,23.26,1272.35,6.413873
"2023-05-18 01:00:00",1810,10.94,22.79,3.006818,6.624887
"2023-05-18 02:00:00",1811,10.71,22.27,2.937547,6.592761
"2023-05-18 13:00:00",1812,0,23.74,-0.2581678,0.1337847
"2023-05-18 14:00:00",1813,12.75,25.85,22.08201,5.813048
"2023-05-18 15:00:00",1814,12.74,27.28,373.7368,5.965712
"2023-05-18 16:00:00",1815,12.69,28.49,320.7845,6.087344
"2023-05-18 17:00:00",1816,12.69,28.46,303.1021,5.987421
"2023-05-18 18:00:00",1817,12.67,27.47,303.1085,5.899956
"2023-05-18 19:00:00",1818,12.66,26.59,310.6227,6.021755
"2023-05-18 20:00:00",1819,12.64,24.81,325.8114,6.159693
"2023-05-18 21:00:00",1820,12.63,24.1,353.5563,5.74278
"2023-05-18 22:00:00",1821,12.63,23.55,388.9153,6.097139
"2023-05-18 23:00:00",1822,12.61,23.25,429.2191,6.031046
"2023-05-19 00:00:00",1823,12.6,23.07,472.0885,6.04979
"2023-05-19 01:00:00",1824,12.59,22.99,509.901,5.751071
"2023-05-19 02:00:00",1825,12.58,22.73,535.1138,5.927902
"2023-05-19 03:00:00",1826,12.57,22.5,547.7484,6.331394
"2023-05-19 04:00:00",1827,12.56,22.17,552.797,6.196144
"2023-05-19 05:00:00",1828,12.55,22.02,552.7656,6.02784
"2023-05-19 06:00:00",1829,12.54,21.82,552.7368,6.145561
"2023-05-19 07:00:00",1830,12.53,21.94,547.7452,5.912855
"2023-05-19 08:00:00",1831,12.53,22.31,535.1962,6.162272
"2023-05-19 09:00:00",1832,12.57,22.96,512.4115,5.988376
"2023-05-19 10:00:00",1833,12.7,24.2,477.1483,5.826764
"2023-05-19 11:00:00",1834,12.69,26.96,429.2775,6.301136
"2023-05-19 12:00:00",1835,12.61,27.76,381.2671,6.311745
"2023-05-19 13:00:00",1836,12.59,28.22,335.8631,6.101621
"2023-05-19 14:00:00",1837,12.58,29.01,298.0485,6.254654
"2023-05-19 15:00:00",1838,12.56,29.29,262.8018,6.304718
"2023-05-19 16:00:00",1839,12.54,29.59,245.144,6.198323
"2023-05-19 17:00:00",1840,12.53,29.38,242.5837,6.098857
"2023-05-19 18:00:00",1841,12.52,29.47,250.1277,6.343335
"2023-05-19 19:00:00",1842,12.51,28.35,267.7924,6.281011
"2023-05-19 20:00:00",1843,12.51,27.29,303.1768,6.326447
"2023-05-19 21:00:00",1844,12.49,26.39,351.0203,5.912105
"2023-05-19 22:00:00",1845,12.49,25.66,391.3846,6.038986
"2023-05-19 23:00:00",1846,12.47,25.03,431.6745,5.972728
"2023-05-20 00:00:00",1847,12.47,24.5,474.61,6.039609
"2023-05-20 01:00:00",1848,12.46,23.87,512.3961,6.292115
"2023-05-20 02:00:00",1849,12.45,23.05,532.6083,6.328834
"2023-05-20 03:00:00",1850,12.44,22.41,547.7799,6.054936
"2023-05-20 04:00:00",1851,12.44,21.99,552.7294,6.08759
"2023-05-20 05:00:00",1852,12.43,21.56,555.4018,6.331648
"2023-05-20 06:00:00",1853,12.42,21.16,550.3411,6.149688
"2023-05-20 07:00:00",1854,12.42,21.28,545.301,5.930704
"2023-05-20 08:00:00",1855,12.45,22.39,525.0229,6.14868
"2023-05-20 09:00:00",1856,12.51,24.81,482.1528,6.061972
"2023-05-20 10:00:00",1857,12.58,28.01,446.9003,5.95791
"2023-05-20 11:00:00",1858,12.66,29.91,401.4731,6.10671
"2023-05-20 12:00:00",1859,12.53,29.56,358.5867,6.392678
"2023-05-20 13:00:00",1860,12.49,30,320.7794,6.208367
"2023-05-20 14:00:00",1861,12.5,30.73,287.944,6.274598
"2023-05-20 15:00:00",1862,12.47,31.16,260.2591,6.274369
"2023-05-20 16:00:00",1863,12.45,31.32,245.1448,6.142342
"2023-05-20 17:00:00",1864,12.43,31.02,250.1361,6.498351
"2023-05-20 18:00:00",1865,12.43,30.99,272.8188,6.189013
"2023-05-20 19:00:00",1866,12.41,29.59,303.1116,6.025844
"2023-05-20 20:00:00",1867,12.41,28.01,335.882,6.047472
"2023-05-20 21:00:00",1868,12.39,26.76,373.6948,6.082688
"2023-05-20 22:00:00",1869,12.39,25.81,411.5852,6.18767
"2023-05-20 23:00:00",1870,12.38,25.17,454.4381,6.033442
"2023-05-21 00:00:00",1871,12.37,24.65,497.3086,5.964804
"2023-05-21 01:00:00",1872,12.37,24.07,532.5854,5.795805
"2023-05-21 02:00:00",1873,12.36,23.55,557.8966,6.271771
"2023-05-21 03:00:00",1874,12.34,23.08,565.4341,6.076428
"2023-05-21 04:00:00",1875,12.34,22.73,570.4351,5.96405
"2023-05-21 05:00:00",1876,12.34,22.34,570.4555,5.991318
"2023-05-21 06:00:00",1877,12.32,22,565.4039,6.109785
"2023-05-21 07:00:00",1878,12.33,22.18,557.8728,6.078759
"2023-05-21 08:00:00",1879,12.35,23.63,532.666,6.155988
"2023-05-21 09:00:00",1880,12.34,25.41,499.8976,6.240558
"2023-05-21 10:00:00",1881,12.46,27.14,449.3802,6.082359
"2023-05-21 11:00:00",1882,12.51,29.88,401.4984,6.027366
"2023-05-21 12:00:00",1883,12.42,30.64,361.0698,6.065348
"2023-05-21 13:00:00",1884,12.39,31.37,310.627,6.10083
"2023-05-21 14:00:00",1885,12.38,32.2,275.3763,6.295317
"2023-05-21 15:00:00",1886,12.36,32.77,250.1287,6.264566
"2023-05-21 16:00:00",1887,12.36,32.33,235.0355,6.436894
"2023-05-21 17:00:00",1888,12.34,31.45,237.5025,6.097564
"2023-05-21 18:00:00",1889,12.33,29.19,265.2929,5.954857
"2023-05-21 19:00:00",1890,12.32,28.12,295.5919,6.233095
"2023-05-21 20:00:00",1891,12.31,27.16,340.9859,6.081651
"2023-05-21 21:00:00",1892,12.3,26.27,388.9598,6.273427
"2023-05-21 22:00:00",1893,12.3,25.46,441.8223,5.954413
"2023-05-21 23:00:00",1894,12.28,24.78,487.1793,5.917286
"2023-05-22 00:00:00",1895,12.28,24.33,522.5281,6.088178
"2023-05-22 01:00:00",1896,12.27,23.84,542.7388,6.20287
"2023-05-22 02:00:00",1897,12.26,23.33,557.8522,6.098826
"2023-05-22 03:00:00",1898,12.26,23.03,560.4095,6.303334
"2023-05-22 04:00:00",1899,12.25,22.9,562.8492,5.862734
"2023-05-22 05:00:00",1900,12.24,22.86,562.8456,6.317513
"2023-05-22 06:00:00",1901,12.24,22.87,565.3896,6.000361
"2023-05-22 07:00:00",1902,12.24,23.35,555.3392,6.173484
"2023-05-22 08:00:00",1903,12.25,24.06,537.6522,6.034638
"2023-05-22 09:00:00",1904,12.28,25.47,499.8921,6.026146
"2023-05-22 10:00:00",1905,12.33,27.25,454.4594,6.085036
"2023-05-22 11:00:00",1906,12.37,28.75,406.4937,6.033785
"2023-05-22 12:00:00",1907,12.32,29.58,351.046,6.083613
"2023-05-22 13:00:00",1908,12.27,29.55,328.4092,6.189216
"2023-05-22 14:00:00",1909,12.3,28.81,305.6763,6.057321
"2023-05-22 15:00:00",1910,12.26,28.15,280.448,6.154201
"2023-05-22 16:00:00",1911,12.26,28.01,257.7298,6.089196
"2023-05-22 17:00:00",1912,12.25,28.17,252.7386,6.094499
"2023-05-22 18:00:00",1913,12.24,27.69,257.7851,6.089324
"2023-05-22 19:00:00",1914,12.22,27.08,277.8664,5.851498
"2023-05-22 20:00:00",1915,12.21,25.77,305.6362,6.061037
"2023-05-22 21:00:00",1916,12.21,23.92,338.4433,6.201776
"2023-05-22 22:00:00",1917,12.19,23.23,378.7761,6.150313
"2023-05-22 23:00:00",1918,12.19,22.77,414.0857,6.006127
"2023-05-23 00:00:00",1919,12.18,22.34,451.9594,6.128169
"2023-05-23 01:00:00",1920,12.17,22.02,492.2482,6.000162
"2023-05-23 02:00:00",1921,12.17,21.89,525.0362,6.113462
"2023-05-23 03:00:00",1922,12.16,21.79,542.7769,6.090878
"2023-05-23 04:00:00",1923,12.16,21.98,552.7867,6.147999
"2023-05-23 05:00:00",1924,12.15,22.2,557.8545,6.12169
"2023-05-23 06:00:00",1925,12.15,22.28,560.4017,6.032612
"2023-05-23 07:00:00",1926,12.14,22.58,555.3292,6.096139
"2023-05-23 08:00:00",1927,12.16,23.06,540.2698,6.150365
"2023-05-23 09:00:00",1928,12.18,23.91,512.3908,5.94966
"2023-05-23 10:00:00",1929,12.26,25.47,464.5728,6.311317
"2023-05-23 11:00:00",1930,12.26,27.43,426.6669,6.143179
"2023-05-23 12:00:00",1931,12.22,28.19,396.4633,6.20207
"2023-05-23 13:00:00",1932,12.23,28.91,348.6088,6.354102
"2023-05-23 14:00:00",1933,12.21,29.89,305.7001,6.294543
"2023-05-23 15:00:00",1934,12.2,29.76,275.3533,6.156654
"2023-05-23 16:00:00",1935,12.17,29.35,250.2004,6.29237
"2023-05-23 17:00:00",1936,12.14,27.54,257.7136,6.233011
"2023-05-23 18:00:00",1937,12.13,26.54,282.9132,6.184327
"2023-05-23 19:00:00",1938,12.13,25.33,318.2732,6.191409
"2023-05-23 20:00:00",1939,12.12,24.15,361.1036,5.899451
"2023-05-23 21:00:00",1940,12.12,23.31,406.5589,6.16188
"2023-05-23 22:00:00",1941,12.1,23,454.448,6.308392
"2023-05-23 23:00:00",1942,12.1,22.67,494.8018,6.139119
"2023-05-24 00:00:00",1943,12.09,22.47,527.5762,6.081592
"2023-05-24 01:00:00",1944,12.09,22.44,550.2752,6.159579
"2023-05-24 02:00:00",1945,12.08,22.3,565.4369,6.115951
"2023-05-24 03:00:00",1946,12.08,22.02,570.4345,6.118639
"2023-05-24 04:00:00",1947,12.06,21.78,573.0023,6.121841
"2023-05-24 05:00:00",1948,12.06,21.74,570.4355,6.130703
"2023-05-24 06:00:00",1949,12.06,21.75,570.4603,5.97224
"2023-05-24 07:00:00",1950,12.08,22.17,557.7906,5.978255
"2023-05-24 08:00:00",1951,12.11,22.8,532.6255,5.981401
"2023-05-24 09:00:00",1952,12.07,24.07,497.3483,6.391094
"2023-05-24 10:00:00",1953,12.16,25.04,457.0219,6.020023
"2023-05-24 11:00:00",1954,12.16,26.07,419.1221,5.990032
"2023-05-24 12:00:00",1955,12.13,26.13,386.336,6.0912
"2023-05-24 13:00:00",1956,12.14,26,353.5652,6.084503
"2023-05-24 14:00:00",1957,12.17,26.91,318.2274,6.095741
"2023-05-24 15:00:00",1958,12.07,26.78,290.4815,6.133341
"2023-05-24 16:00:00",1959,12.09,26.77,272.8759,6.352126
"2023-05-24 17:00:00",1960,12.08,27.25,267.8997,6.144883
"2023-05-24 18:00:00",1961,12.06,26.92,265.3687,6.298682
"2023-05-24 19:00:00",1962,12.05,26.07,275.3521,6.243632
"2023-05-24 20:00:00",1963,12.03,24.97,298.1353,6.05966
"2023-05-24 21:00:00",1964,12.03,24.01,333.4225,6.101695
"2023-05-24 22:00:00",1965,12.02,23.12,368.6708,6.204883
"2023-05-24 23:00:00",1966,12.02,22.38,401.4861,5.992877
"2023-05-25 00:00:00",1967,12.01,21.7,434.2076,6.004951
"2023-05-25 01:00:00",1968,12,20.92,467.0832,6.303584
"2023-05-25 02:00:00",1969,11.99,20.35,497.2942,6.152196
"2023-05-25 03:00:00",1970,11.99,19.92,517.5103,5.970502
"2023-05-25 04:00:00",1971,11.98,19.43,530.1503,6.219899
"2023-05-25 05:00:00",1972,11.96,19.21,535.1345,5.912139
"2023-05-25 06:00:00",1973,11.96,19.01,537.7188,6.161308
"2023-05-25 07:00:00",1974,11.99,19.43,537.7468,6.264085
"2023-05-25 08:00:00",1975,12.04,21.26,514.9768,6.030266
"2023-05-25 09:00:00",1976,12.08,23.65,479.6443,5.875824
"2023-05-25 10:00:00",1977,12.12,26.42,446.9068,6.154878
"2023-05-25 11:00:00",1978,12.13,27.36,409.0354,6.118599
"2023-05-25 12:00:00",1979,12.12,27.78,376.3033,6.158752
"2023-05-25 13:00:00",1980,12.08,28.4,330.8439,6.145409
"2023-05-25 14:00:00",1981,12.06,28.66,300.5807,5.976726
"2023-05-25 15:00:00",1982,12.02,28.78,275.3976,6.343771
"2023-05-25 16:00:00",1983,12.01,28.82,250.2067,6.336612
"2023-05-25 17:00:00",1984,12,28.77,237.5687,6.109454
"2023-05-25 18:00:00",1985,11.99,28.64,250.1926,6.358221
"2023-05-25 19:00:00",1986,11.97,27.68,265.3383,6.193978
"2023-05-25 20:00:00",1987,11.96,26.62,293.0641,6.253986
"2023-05-25 21:00:00",1988,11.96,25.72,325.864,6.492414
"2023-05-25 22:00:00",1989,11.94,24.81,366.1443,6.113901
"2023-05-25 23:00:00",1990,11.94,23.79,404.0352,6.247196
"2023-05-26 00:00:00",1991,11.93,22.97,436.7488,6.199247
"2023-05-26 01:00:00",1992,11.92,22.14,469.5891,6.145529
"2023-05-26 02:00:00",1993,11.92,22.02,497.3444,6.273197
"2023-05-26 03:00:00",1994,11.91,22.33,519.979,6.079184
"2023-05-26 04:00:00",1995,11.9,22.41,537.7257,6.017437
"2023-05-26 05:00:00",1996,11.9,22.42,545.343,6.236433
"2023-05-26 06:00:00",1997,11.89,22.36,550.2868,6.402789
"2023-05-26 07:00:00",1998,11.89,22.33,555.361,6.0885
"2023-05-26 08:00:00",1999,11.91,22.65,545.2787,6.3169
"2023-05-26 09:00:00",2000,11.91,23.37,525.0886,6.358884
"2023-05-26 10:00:00",2001,11.91,23.96,494.8822,6.296726
"2023-05-26 11:00:00",2002,11.9,24.12,469.5415,5.830386
"2023-05-26 12:00:00",2003,11.89,24.09,444.3295,6.148481
"2023-05-26 13:00:00",2004,11.89,24.26,419.2042,6.267
"2023-05-26 14:00:00",2005,11.9,24.7,383.8031,6.242277
"2023-05-26 15:00:00",2006,11.92,25.45,351.017,6.242242
"2023-05-26 16:00:00",2007,11.88,25.64,328.3355,6.291537
"2023-05-26 17:00:00",2008,11.87,25.36,315.7256,6.2405
"2023-05-26 18:00:00",2009,11.86,24.89,313.2019,6.290201
"2023-05-26 19:00:00",2010,11.85,24.3,323.267,6.113339
"2023-05-26 20:00:00",2011,11.84,23.58,338.5018,6.106103
"2023-05-26 21:00:00",2012,11.84,22.87,358.5813,6.081347
"2023-05-26 22:00:00",2013,11.84,22.13,378.8699,6.230765
"2023-05-26 23:00:00",2014,11.82,21.38,409.0451,5.95106
"2023-05-27 00:00:00",2015,11.81,20.61,439.3623,6.117782
"2023-05-27 01:00:00",2016,11.8,19.74,467.1013,6.114972
"2023-05-27 02:00:00",2017,11.8,18.84,487.243,6.313083
"2023-05-27 03:00:00",2018,11.79,17.94,502.3944,6.200328
"2023-05-27 04:00:00",2019,11.79,17.28,512.4461,6.10785
"2023-05-27 05:00:00",2020,11.77,16.67,517.4897,6.226582
"2023-05-27 06:00:00",2021,11.77,16.22,519.9513,6.021319
"2023-05-27 07:00:00",2022,11.76,16.36,522.5236,6.091147
"2023-05-27 08:00:00",2023,11.81,17.6,507.4165,6.209444
"2023-05-27 09:00:00",2024,11.83,19.78,474.6172,6.140485
"2023-05-27 10:00:00",2025,11.89,22.99,444.315,6.00521
"2023-05-27 11:00:00",2026,11.88,24.72,406.5705,6.243266
"2023-05-27 12:00:00",2027,11.82,24.52,353.5394,6.129929
"2023-05-27 13:00:00",2028,11.81,25.02,325.8462,6.475995
"2023-05-27 14:00:00",2029,11.83,25.73,295.5424,6.369169
"2023-05-27 15:00:00",2030,11.8,26.36,272.8186,6.332514
"2023-05-27 16:00:00",2031,11.8,26.66,252.7124,6.450603
"2023-05-27 17:00:00",2032,11.79,26.83,250.1317,6.32183
"2023-05-27 18:00:00",2033,11.77,26.47,265.2808,6.295574
"2023-05-27 19:00:00",2034,11.76,25.19,285.5056,6.244149
"2023-05-27 20:00:00",2035,11.75,23.92,313.1597,6.11946
"2023-05-27 21:00:00",2036,11.74,22.78,348.5493,6.131975
"2023-05-27 22:00:00",2037,11.73,21.65,383.8134,6.183794
"2023-05-27 23:00:00",2038,11.73,20.63,416.6827,6.197663
"2023-05-28 00:00:00",2039,11.71,19.7,451.8981,6.229773
"2023-05-28 01:00:00",2040,11.7,18.84,479.6754,6.394444
"2023-05-28 02:00:00",2041,11.69,17.89,502.3906,6.164775
"2023-05-28 03:00:00",2042,11.67,17.14,512.5034,6.352506
"2023-05-28 04:00:00",2043,11.67,16.36,520.0831,6.224167
"2023-05-28 05:00:00",2044,11.66,15.7,522.5031,6.006651
"2023-05-28 06:00:00",2045,11.66,15.09,517.5701,6.093796
"2023-05-28 07:00:00",2046,11.66,15.2,517.5751,6.107044
"2023-05-28 08:00:00",2047,11.7,16.47,499.8889,5.899031
"2023-05-28 09:00:00",2048,11.74,18.99,469.6903,6.199241
"2023-05-28 10:00:00",2049,11.79,22.27,431.7282,6.159525
"2023-05-28 11:00:00",2050,11.8,24.26,378.8434,6.001077
"2023-05-28 12:00:00",2051,11.76,24.33,346.0587,5.988062
"2023-05-28 13:00:00",2052,11.72,24.93,313.1874,6.361373
"2023-05-28 14:00:00",2053,11.78,26.1,293.0289,6.325883
"2023-05-28 15:00:00",2054,11.69,26.91,265.3647,6.359135
"2023-05-28 16:00:00",2055,11.68,27.08,247.6729,6.166938
"2023-05-28 17:00:00",2056,11.67,27.22,257.806,6.35597
"2023-05-28 18:00:00",2057,11.66,27.2,272.8253,6.28082
"2023-05-28 19:00:00",2058,11.64,26.22,293.0762,6.292509
"2023-05-28 20:00:00",2059,11.64,24.65,320.7115,5.966042
"2023-05-28 21:00:00",2060,11.64,23.09,356.1249,6.276357
"2023-05-28 22:00:00",2061,11.62,21.9,391.4063,6.071051
"2023-05-28 23:00:00",2062,11.62,20.88,426.7161,6.211748
"2023-05-29 00:00:00",2063,11.6,20.02,464.5856,6.174349
"2023-05-29 01:00:00",2064,11.6,19.27,492.265,6.083266
"2023-05-29 02:00:00",2065,11.59,18.68,512.4557,6.208637
"2023-05-29 03:00:00",2066,11.57,18.18,525.0876,6.135494
"2023-05-29 04:00:00",2067,11.55,17.76,532.705,6.456699
"2023-05-29 05:00:00",2068,11.54,17.41,537.6625,6.177174
"2023-05-29 06:00:00",2069,11.54,17.09,537.6912,6.156391
"2023-05-29 07:00:00",2070,11.56,17.35,532.6412,6.286623
"2023-05-29 08:00:00",2071,11.59,18.8,517.4662,6.179661
"2023-05-29 09:00:00",2072,11.64,22.3,482.2401,6.301879
"2023-05-29 10:00:00",2073,11.72,26.41,434.2969,6.386361
"2023-06-09 11:00:00",2074,13.09,31.95,26.66212,5.884436
"2023-06-09 12:00:00",2075,12.85,32.5,328.2967,5.983485
"2023-06-09 13:00:00",2076,12.86,33.07,290.4568,5.839989
"2023-06-09 14:00:00",2077,12.8,33.63,255.2137,6.158285
"2023-06-09 15:00:00",2078,12.77,30.93,250.0995,6.170042
"2023-06-09 16:00:00",2079,12.76,25.28,267.7501,5.880964
"2023-06-09 17:00:00",2080,12.76,24.11,300.5638,5.878931
"2023-06-09 18:00:00",2081,12.73,23.73,328.332,5.774662
"2023-06-09 19:00:00",2082,12.73,23.65,353.5524,6.053717
"2023-06-09 20:00:00",2083,12.71,23.38,393.8564,5.962119
"2023-06-09 21:00:00",2084,12.71,23.05,454.4439,5.901481
"2023-06-09 22:00:00",2085,12.68,22.72,514.9257,5.811279
"2023-06-09 23:00:00",2086,12.7,22.41,552.7347,6.070682
"2023-06-10 00:00:00",2087,12.68,22.08,562.868,5.881242
"2023-06-10 01:00:00",2088,12.67,21.75,565.3959,5.837699
"2023-06-10 02:00:00",2089,12.66,21.48,567.9127,5.832929
"2023-06-10 03:00:00",2090,12.66,21.19,570.385,5.735023
"2023-06-10 04:00:00",2091,12.66,20.99,572.9279,5.795298
"2023-06-10 05:00:00",2092,12.66,20.99,567.8414,5.911463
"2023-06-10 06:00:00",2093,12.66,21.13,565.368,5.971641
"2023-06-10 07:00:00",2094,12.68,21.48,550.2535,6.000079
"2023-06-10 08:00:00",2095,12.73,22.45,517.4867,5.861415
"2023-06-10 09:00:00",2096,12.9,24.69,464.5529,5.918016
"2023-06-10 10:00:00",2097,13.02,27.78,408.9638,5.977859
"2023-06-10 11:00:00",2098,13,29.62,361.0527,5.793399
"2023-06-10 12:00:00",2099,12.89,30.19,320.7149,5.92604
"2023-06-10 13:00:00",2100,12.81,31.03,290.5218,6.118118
"2023-06-10 14:00:00",2101,12.68,28.56,287.944,5.907399
"2023-06-10 15:00:00",2102,12.72,25.17,293.0621,6.024795
"2023-06-10 16:00:00",2103,12.71,26.2,295.524,5.948227
"2023-06-10 17:00:00",2104,12.69,26.66,300.5397,5.941397
"2023-06-10 18:00:00",2105,12.67,26.77,315.7324,6.047101
"2023-06-10 19:00:00",2106,12.67,26.33,351.0342,5.961142
"2023-06-10 20:00:00",2107,12.65,25.86,404.0096,6.021792
"2023-06-10 21:00:00",2108,12.64,24.8,446.7948,6.082159
"2023-06-10 22:00:00",2109,12.64,24.36,477.1255,6.034979
"2023-06-10 23:00:00",2110,12.64,24,499.8028,5.981676
"2023-06-11 00:00:00",2111,12.62,23.57,527.5524,6.028214
"2023-06-11 01:00:00",2112,12.62,23.3,560.3296,6.093671
"2023-06-11 02:00:00",2113,12.61,23.05,588.0895,6.057404
"2023-06-11 03:00:00",2114,12.61,22.73,610.7617,6.25015
"2023-06-11 04:00:00",2115,12.6,22.41,623.3123,5.746094
"2023-06-11 05:00:00",2116,12.59,22.13,623.3538,5.891383
"2023-06-11 06:00:00",2117,12.59,21.92,615.83,6.057215
"2023-06-11 07:00:00",2118,12.6,22.26,600.7162,5.935087
"2023-06-11 08:00:00",2119,12.67,23.46,565.306,5.888646
"2023-06-11 09:00:00",2120,12.78,25.67,509.8857,5.914116
"2023-06-11 10:00:00",2121,12.86,28.78,454.4313,5.99096
"2023-06-11 11:00:00",2122,12.76,30.13,409.0175,6.0671
"2023-06-11 12:00:00",2123,12.68,30.23,363.5534,5.759165
"2023-06-11 13:00:00",2124,12.69,30.34,330.8598,6.169113
"2023-06-11 14:00:00",2125,12.7,31.19,303.1108,5.928135
"2023-06-11 15:00:00",2126,12.68,31.78,275.3646,6.112558
"2023-06-11 16:00:00",2127,12.65,31.58,260.2029,5.949493
"2023-06-11 17:00:00",2128,12.63,31.51,257.7061,5.861828
"2023-06-11 18:00:00",2129,12.62,30.97,275.3159,6.094049
"2023-06-11 19:00:00",2130,12.6,29.64,300.6112,5.955793
"2023-06-11 20:00:00",2131,12.6,28.28,333.3667,6.209139
"2023-06-11 21:00:00",2132,12.59,26.98,371.1517,6.059558
"2023-06-11 22:00:00",2133,12.58,25.88,409.0146,6.066509
"2023-06-11 23:00:00",2134,12.57,24.98,441.8336,6.043177
"2023-06-12 00:00:00",2135,12.56,24.25,477.1373,6.128046
"2023-06-12 01:00:00",2136,12.56,23.71,507.4027,5.903913
"2023-06-12 02:00:00",2137,12.56,23.2,532.6261,6.09098
"2023-06-12 03:00:00",2138,12.55,22.77,547.7067,5.942928
"2023-06-12 04:00:00",2139,12.54,22.35,557.8375,5.915032
"2023-06-12 05:00:00",2140,12.53,22.13,565.3416,5.97433
"2023-06-12 06:00:00",2141,12.52,22.08,562.8287,5.922522
"2023-06-12 07:00:00",2142,12.54,22.59,555.305,5.92569
"2023-06-12 08:00:00",2143,12.58,24.15,537.662,6.10597
