"TOA5","OtterCO2_CH4","CR800","35501","CR800.Std.27.04","CPU:Otter_09272022_hour.CR8","37055","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2","cDOM","pH"
"2023-03-11 15:00:00",1636,12.76,1530,6.121957,655
"2023-03-11 16:00:00",1637,12.76,1511,5.746192,656
"2023-03-11 17:00:00",1638,12.76,1497,6.036663,656
"2023-03-11 18:00:00",1639,12.76,1494,5.835582,657
"2023-03-11 19:00:00",1640,12.76,1488,6.19307,655
"2023-03-11 20:00:00",1641,12.75,1479,6.27213,655
"2023-03-11 21:00:00",1642,12.75,1433,6.25179,655
"2023-03-11 22:00:00",1643,12.73,1404,5.752004,657
"2023-03-11 23:00:00",1644,12.73,1363,5.678877,657
"2023-03-12 00:00:00",1645,12.71,1348,6.072995,656
"2023-03-12 01:00:00",1646,12.7,1324,6.034389,655
"2023-03-12 02:00:00",1647,12.7,1320,5.56933,655
"2023-03-12 03:00:00",1648,12.69,1307,6.022322,655
"2023-03-12 04:00:00",1649,12.69,1313,5.677091,654
"2023-03-12 05:00:00",1650,12.66,1335,6.095376,654
"2023-03-12 06:00:00",1651,12.66,1329,5.894413,653
"2023-03-12 07:00:00",1652,12.66,1342,5.796987,653
"2023-03-12 08:00:00",1653,12.66,1344,5.538829,653
"2023-03-12 09:00:00",1654,12.67,1349,5.87695,653
"2023-03-12 10:00:00",1655,12.67,1362,5.867098,653
"2023-03-12 11:00:00",1656,12.67,1367,6.202969,654
"2023-03-12 12:00:00",1657,12.68,1362,5.971589,654
"2023-03-12 13:00:00",1658,12.69,1379,5.685275,654
"2023-03-12 14:00:00",1659,12.69,1376,5.717727,655
"2023-03-12 15:00:00",1660,12.69,1379,5.931045,655
"2023-03-12 16:00:00",1661,12.68,1379,5.782772,656
"2023-03-12 17:00:00",1662,12.69,1366,5.870112,656
"2023-03-12 18:00:00",1663,12.69,1366,5.888363,656
"2023-03-12 19:00:00",1664,12.69,1367,6.000056,655
"2023-03-12 20:00:00",1665,12.67,1374,5.715724,654
"2023-03-12 21:00:00",1666,12.68,1372,6.006038,651
"2023-03-12 22:00:00",1667,12.66,1391,6.121937,650
"2023-03-12 23:00:00",1668,12.67,1419,6.099524,648
"2023-03-13 00:00:00",1669,12.67,1426,6.099412,649
"2023-03-13 01:00:00",1670,12.66,1451,6.010134,648
"2023-03-13 02:00:00",1671,12.65,1471,5.382436,649
"2023-03-13 03:00:00",1672,12.65,1474,5.88414,648
"2023-03-13 04:00:00",1673,12.65,1474,5.786429,649
"2023-03-13 05:00:00",1674,12.64,1494,5.845267,647
"2023-03-13 06:00:00",1675,12.65,1482,5.388559,651
"2023-03-13 07:00:00",1676,12.63,1459,5.69113,651
"2023-03-13 08:00:00",1677,12.63,1456,6.257757,651
"2023-03-13 09:00:00",1678,12.61,1444,5.477749,653
"2023-03-13 10:00:00",1679,12.63,1426,5.804675,654
"2023-03-13 11:00:00",1680,12.61,1408,5.699087,655
"2023-03-13 12:00:00",1681,12.61,1388,6.040228,656
"2023-03-13 13:00:00",1682,12.6,1376,5.869641,655
"2023-03-13 14:00:00",1683,12.6,1358,5.822929,656
"2023-03-13 15:00:00",1684,12.6,1344,5.924535,657
"2023-03-13 16:00:00",1685,12.6,1321,5.886026,657
"2023-03-13 17:00:00",1686,12.61,1291,5.276823,659
"2023-03-13 18:00:00",1687,12.61,1281,5.973639,658
"2023-03-13 19:00:00",1688,12.61,1268,6.011935,658
"2023-03-13 20:00:00",1689,12.6,1253,6.020004,658
"2023-03-13 21:00:00",1690,12.58,1236,5.922625,657
"2023-03-13 22:00:00",1691,12.59,1231,5.950733,657
"2023-03-13 23:00:00",1692,12.57,1223,6.013744,657
"2023-03-14 00:00:00",1693,12.59,1215,6.159917,657
"2023-03-14 01:00:00",1694,12.57,1201,6.119436,656
"2023-03-14 02:00:00",1695,12.58,1205,6.176475,656
"2023-03-14 03:00:00",1696,12.57,1208,5.867893,655
"2023-03-14 04:00:00",1697,12.57,1211,6.144072,655
"2023-03-14 05:00:00",1698,12.58,1226,5.735936,653
"2023-03-14 06:00:00",1699,12.57,1223,6.12401,653
"2023-03-14 07:00:00",1700,12.56,1241,5.961479,653
"2023-03-14 08:00:00",1701,12.55,1273,5.40695,653
"2023-03-14 09:00:00",1702,12.56,1283,5.716519,652
"2023-03-14 10:00:00",1703,12.55,1301,6.045366,653
"2023-03-14 11:00:00",1704,12.55,1308,5.558151,653
"2023-03-14 12:00:00",1705,12.55,1329,6.155224,653
"2023-03-14 13:00:00",1706,12.53,1344,6.397358,658
"2023-03-14 14:00:00",1707,12.54,1351,5.997511,663
"2023-03-14 15:00:00",1708,12.53,1351,5.887774,661
"2023-03-14 16:00:00",1709,12.54,1333,5.940602,658
"2023-03-14 17:00:00",1710,12.54,1311,6.247605,659
"2023-03-14 18:00:00",1711,12.54,1286,5.70932,661
"2023-03-14 19:00:00",1712,12.54,1271,5.78852,656
"2023-03-14 20:00:00",1713,12.54,1263,6.080602,655
"2023-03-14 21:00:00",1714,12.5,1253,5.948336,653
"2023-03-14 22:00:00",1715,12.51,1240,5.958907,654
"2023-03-14 23:00:00",1716,12.51,1220,5.759565,654
"2023-03-15 00:00:00",1717,12.51,1206,5.74762,654
"2023-03-15 01:00:00",1718,12.5,1188,5.965387,653
"2023-03-15 02:00:00",1719,12.46,1165,6.014318,654
"2023-03-15 03:00:00",1720,12.46,1155,5.965534,654
"2023-03-15 04:00:00",1721,12.48,1152,5.853863,654
"2023-03-15 05:00:00",1722,12.47,1148,5.567467,654
"2023-03-15 06:00:00",1723,12.46,1157,6.05495,654
"2023-03-15 07:00:00",1724,12.45,1166,5.717774,654
"2023-03-15 08:00:00",1725,12.45,1177,5.922923,653
"2023-03-15 09:00:00",1726,12.46,1193,5.547155,654
"2023-03-15 10:00:00",1727,12.45,1218,5.981732,654
"2023-03-15 11:00:00",1728,12.46,1226,6.114279,654
"2023-03-15 12:00:00",1729,12.47,1228,5.783194,654
"2023-03-15 13:00:00",1730,12.48,1241,6.154619,662
"2023-03-15 14:00:00",1731,12.47,1241,6.171241,674
"2023-03-15 15:00:00",1732,12.48,1238,5.978351,673
"2023-03-15 16:00:00",1733,12.48,1228,5.649055,673
"2023-03-15 17:00:00",1734,12.46,1218,6.002273,670
"2023-03-15 18:00:00",1735,12.47,1216,5.99637,674
"2023-03-15 19:00:00",1736,12.49,1190,5.797664,659
"2023-03-15 20:00:00",1737,12.48,1195,6.189603,656
"2023-03-15 21:00:00",1738,12.48,1171,5.622792,656
"2023-03-15 22:00:00",1739,12.48,1153,6.053551,656
"2023-03-15 23:00:00",1740,12.46,1145,5.940045,655
"2023-03-16 00:00:00",1741,12.45,1140,5.891389,655
"2023-03-16 01:00:00",1742,12.44,1122,6.352685,656
"2023-03-16 02:00:00",1743,12.45,1095,6.044443,655
"2023-03-16 03:00:00",1744,12.44,1064,5.880144,656
"2023-03-16 04:00:00",1745,12.43,1045,6.270236,655
"2023-03-16 05:00:00",1746,12.41,1025,5.758398,656
"2023-03-16 06:00:00",1747,12.41,1024,5.654807,656
"2023-03-16 07:00:00",1748,12.4,1040,6.048856,656
"2023-03-16 08:00:00",1749,12.4,1055,6.117917,655
"2023-03-16 09:00:00",1750,12.41,1070,6.057575,655
"2023-03-16 10:00:00",1751,12.4,1103,6.006295,654
"2023-03-16 11:00:00",1752,12.4,1120,6.260006,654
"2023-03-16 12:00:00",1753,12.42,1127,5.512839,655
"2023-03-16 13:00:00",1754,12.42,1148,6.185221,657
"2023-03-16 14:00:00",1755,12.45,1170,6.274696,667
"2023-03-16 15:00:00",1756,12.44,1193,5.706179,661
"2023-03-16 16:00:00",1757,12.44,1201,6.167479,659
"2023-03-16 17:00:00",1758,12.46,1201,5.84879,658
"2023-03-16 18:00:00",1759,12.45,1217,6.060558,661
"2023-03-16 19:00:00",1760,12.44,1228,6.113149,655
"2023-03-16 20:00:00",1761,12.43,1241,5.842568,654
"2023-03-16 21:00:00",1762,12.44,1263,5.883164,653
"2023-03-16 22:00:00",1763,12.44,1288,5.631394,652
"2023-03-16 23:00:00",1764,12.41,1286,5.929539,653
"2023-03-17 00:00:00",1765,12.43,1294,5.685743,654
"2023-03-17 01:00:00",1766,12.41,1299,5.805516,654
"2023-03-17 02:00:00",1767,12.42,1311,5.775257,654
"2023-03-17 03:00:00",1768,12.41,1313,5.870564,655
"2023-03-17 04:00:00",1769,12.39,1308,5.98831,655
"2023-03-17 05:00:00",1770,12.4,1296,5.939487,654
"2023-03-17 06:00:00",1771,12.38,1271,5.975849,653
"2023-03-17 07:00:00",1772,12.39,1253,6.392279,653
"2023-03-17 08:00:00",1773,12.38,1213,5.911039,655
"2023-03-17 09:00:00",1774,12.39,1180,6.065125,655
"2023-03-17 10:00:00",1775,12.39,1163,6.31483,656
"2023-03-17 11:00:00",1776,12.4,1157,6.485618,657
"2023-03-17 12:00:00",1777,12.41,1176,5.689969,658
"2023-03-17 13:00:00",1778,12.44,1178,5.993606,676
"2023-03-17 14:00:00",1779,12.45,1180,5.939073,692
"2023-03-17 15:00:00",1780,12.45,1178,5.863945,678
"2023-03-17 16:00:00",1781,12.44,1171,5.86197,665
"2023-03-17 17:00:00",1782,12.45,1168,6.044713,666
"2023-03-17 18:00:00",1783,12.43,1165,6.524071,658
"2023-03-17 19:00:00",1784,12.41,1155,6.255948,656
"2023-03-17 20:00:00",1785,12.43,1160,5.634434,654
"2023-03-17 21:00:00",1786,12.43,1157,6.334925,654
"2023-03-17 22:00:00",1787,12.41,1161,6.330771,654
"2023-03-17 23:00:00",1788,12.41,1160,5.999866,654
"2023-03-18 00:00:00",1789,12.4,1171,6.083034,652
"2023-03-18 01:00:00",1790,12.39,1183,6.55223,652
"2023-03-18 02:00:00",1791,12.39,1201,6.056479,653
"2023-03-18 03:00:00",1792,12.39,1203,5.820932,658
"2023-03-18 04:00:00",1793,12.39,1231,5.68285,647
"2023-03-18 05:00:00",1794,12.4,1243,6.052625,646
"2023-03-18 06:00:00",1795,12.39,1264,5.995649,647
"2023-03-18 07:00:00",1796,12.4,1271,5.971497,647
"2023-03-18 08:00:00",1797,12.38,1291,5.944857,645
"2023-03-18 09:00:00",1798,12.39,1301,5.960742,644
"2023-03-18 10:00:00",1799,12.37,1306,5.844131,644
"2023-03-18 11:00:00",1800,12.38,1317,6.043357,645
"2023-03-18 12:00:00",1801,12.38,1321,5.84024,646
"2023-03-18 13:00:00",1802,12.37,1316,5.879013,648
"2023-03-18 14:00:00",1803,12.37,1316,6.108511,650
"2023-03-18 15:00:00",1804,12.35,1295,5.77153,652
"2023-03-18 16:00:00",1805,12.34,1277,5.683832,651
"2023-03-18 17:00:00",1806,12.35,1260,6.122581,651
"2023-03-18 18:00:00",1807,12.33,1231,5.968029,652
"2023-03-18 19:00:00",1808,12.33,1219,6.205754,652
"2023-03-18 20:00:00",1809,12.33,1220,5.994476,654
"2023-03-18 21:00:00",1810,12.32,1198,6.187273,654
"2023-03-18 22:00:00",1811,12.33,1195,5.843989,654
"2023-03-18 23:00:00",1812,12.32,1185,6.084744,654
"2023-03-19 00:00:00",1813,12.3,1191,5.713307,654
"2023-03-19 01:00:00",1814,12.31,1195,5.766392,654
"2023-03-19 02:00:00",1815,12.29,1203,6.099409,653
"2023-03-19 03:00:00",1816,12.3,1220,5.912388,653
"2023-03-19 04:00:00",1817,12.3,1223,5.747899,653
"2023-03-19 05:00:00",1818,12.3,1241,6.363366,652
"2023-03-19 06:00:00",1819,12.3,1271,6.048397,652
"2023-03-19 07:00:00",1820,12.28,1278,6.358904,652
"2023-03-19 08:00:00",1821,12.29,1286,5.989715,652
"2023-03-19 09:00:00",1822,12.28,1302,5.99647,652
"2023-03-19 10:00:00",1823,12.29,1309,6.201496,652
"2023-03-19 11:00:00",1824,12.29,1314,6.172794,653
"2023-03-19 12:00:00",1825,12.28,1329,5.913032,653
"2023-03-19 13:00:00",1826,12.28,1332,5.892497,656
"2023-03-19 14:00:00",1827,12.3,1308,5.732331,658
"2023-03-19 15:00:00",1828,12.29,1286,6.130524,657
"2023-03-19 16:00:00",1829,12.29,1276,5.69796,660
"2023-03-19 17:00:00",1830,12.29,1253,5.789188,663
"2023-03-19 18:00:00",1831,12.28,1226,6.225998,659
"2023-03-19 19:00:00",1832,12.28,1203,6.026983,657
"2023-03-19 20:00:00",1833,12.29,1172,5.965969,657
"2023-03-19 21:00:00",1834,12.28,1150,6.225759,658
"2023-03-19 22:00:00",1835,12.29,1107,6.065366,659
"2023-03-19 23:00:00",1836,12.26,1079,6.142494,659
"2023-03-20 00:00:00",1837,12.25,1049,6.047144,659
"2023-03-20 01:00:00",1838,12.27,1024,6.175591,659
"2023-03-20 02:00:00",1839,12.24,1012,6.472844,659
"2023-03-20 03:00:00",1840,12.23,1017,5.857884,658
"2023-03-20 04:00:00",1841,12.24,1014,5.868081,658
"2023-03-20 05:00:00",1842,12.22,1018,5.794959,658
"2023-03-20 06:00:00",1843,12.21,1011,5.746211,657
"2023-03-20 07:00:00",1844,12.21,992,5.872144,656
"2023-03-20 08:00:00",1845,12.22,985,5.679182,657
"2023-03-20 09:00:00",1846,12.23,962,6.276186,659
"2023-03-20 10:00:00",1847,12.71,177.4,5.646665,"NAN"
"2023-03-20 11:00:00",1848,12.64,944,6.021482,660
"2023-03-20 12:00:00",1849,12.64,959,5.74156,658
"2023-03-20 13:00:00",1850,12.65,962,5.584676,662
"2023-03-20 14:00:00",1851,12.65,967,5.923864,660
"2023-03-20 15:00:00",1852,12.66,974,5.777879,672
"2023-03-20 16:00:00",1853,12.66,966,5.881277,669
"2023-03-20 17:00:00",1854,12.66,944,5.659784,673
"2023-03-20 18:00:00",1855,12.67,935,5.77972,675
"2023-03-20 19:00:00",1856,12.65,927,5.772031,661
"2023-03-20 20:00:00",1857,12.65,917,5.899601,660
"2023-03-20 21:00:00",1858,12.64,912,5.784253,659
"2023-03-20 22:00:00",1859,12.63,909,6.03878,660
"2023-03-20 23:00:00",1860,12.62,906,5.901205,661
"2023-03-21 00:00:00",1861,12.61,903,5.501156,661
"2023-03-21 01:00:00",1862,12.6,899,5.98876,661
"2023-03-21 02:00:00",1863,12.59,897,5.533711,661
"2023-03-21 03:00:00",1864,12.58,897,6.080175,660
"2023-03-21 04:00:00",1865,12.57,894,5.369163,659
"2023-03-21 05:00:00",1866,12.56,894,5.793739,658
"2023-03-21 06:00:00",1867,12.56,901,5.714512,657
"2023-03-21 07:00:00",1868,12.56,906,5.430107,656
"2023-03-21 08:00:00",1869,12.56,930,5.913596,656
"2023-03-21 09:00:00",1870,12.56,932,5.635047,656
"2023-03-21 10:00:00",1871,12.57,942,5.718905,658
"2023-03-21 11:00:00",1872,12.59,950,5.848642,661
"2023-03-21 12:00:00",1873,12.59,959,5.627283,660
"2023-03-21 13:00:00",1874,12.6,957,5.923776,675
"2023-03-21 14:00:00",1875,12.61,967,5.779591,672
"2023-03-21 15:00:00",1876,12.61,962,5.718668,678
"2023-03-21 16:00:00",1877,12.63,954,5.793806,685
"2023-03-21 17:00:00",1878,12.63,942,5.787782,678
"2023-03-21 18:00:00",1879,12.63,944,5.999052,669
"2023-03-21 19:00:00",1880,12.63,942,5.970648,658
"2023-03-21 20:00:00",1881,12.61,939,5.820354,656
"2023-03-21 21:00:00",1882,12.61,934,5.842838,656
"2023-03-21 22:00:00",1883,12.61,947,5.631542,657
"2023-03-21 23:00:00",1884,12.6,947,5.631649,657
"2023-03-22 00:00:00",1885,12.59,959,5.265969,657
"2023-03-22 01:00:00",1886,12.59,959,6.078305,658
"2023-03-22 02:00:00",1887,12.58,963,6.122984,659
"2023-03-22 03:00:00",1888,12.58,959,5.530035,659
"2023-03-22 04:00:00",1889,12.58,953,6.037769,658
"2023-03-22 05:00:00",1890,12.57,959,6.12303,657
"2023-03-22 06:00:00",1891,12.56,965,5.920263,656
"2023-03-22 07:00:00",1892,12.56,972,5.928134,655
"2023-03-22 08:00:00",1893,12.56,982,5.879449,653
"2023-03-22 09:00:00",1894,12.56,995,5.862971,654
"2023-03-22 10:00:00",1895,12.56,1004,5.988761,655
"2023-03-22 11:00:00",1896,12.57,1010,5.976576,656
"2023-03-22 12:00:00",1897,12.57,1024,6.068129,656
"2023-03-22 13:00:00",1898,12.57,1030,5.971725,683
"2023-03-22 14:00:00",1899,12.57,1030,6.240313,692
"2023-03-22 15:00:00",1900,12.58,1025,6.057697,684
"2023-03-22 16:00:00",1901,12.58,1005,6.191895,680
"2023-03-22 17:00:00",1902,12.58,989,6.44781,672
"2023-03-22 18:00:00",1903,12.57,982,5.911564,665
"2023-03-22 19:00:00",1904,12.57,974,6.057817,655
"2023-03-22 20:00:00",1905,12.56,984,5.480843,652
"2023-03-22 21:00:00",1906,12.55,1004,6.218055,651
"2023-03-22 22:00:00",1907,12.54,1025,5.905265,652
"2023-03-22 23:00:00",1908,12.54,1040,5.852034,653
"2023-03-23 00:00:00",1909,12.53,1034,5.782541,653
"2023-03-23 01:00:00",1910,12.52,1037,5.788516,656
"2023-03-23 02:00:00",1911,12.52,1043,5.869763,658
"2023-03-23 03:00:00",1912,12.51,1047,5.71134,658
"2023-03-23 04:00:00",1913,12.5,1044,5.989292,656
"2023-03-23 05:00:00",1914,12.5,1055,6.046411,654
"2023-03-23 06:00:00",1915,12.49,1059,5.861385,656
"2023-03-23 07:00:00",1916,12.49,1062,5.936303,655
"2023-03-23 08:00:00",1917,12.49,1062,5.871603,654
"2023-03-23 09:00:00",1918,12.49,1082,6.214261,653
"2023-03-23 10:00:00",1919,12.49,1095,6.484731,654
"2023-03-23 11:00:00",1920,12.5,1100,5.992353,656
"2023-03-23 12:00:00",1921,12.5,1110,6.153161,656
"2023-03-23 13:00:00",1922,12.5,1126,6.13699,673
"2023-03-23 14:00:00",1923,12.5,1125,6.161434,675
"2023-03-23 15:00:00",1924,12.5,1125,6.177686,675
"2023-03-23 16:00:00",1925,12.5,1123,6.437714,672
"2023-03-23 17:00:00",1926,12.5,1123,6.248787,698
"2023-03-23 18:00:00",1927,12.5,1118,6.145183,694
"2023-03-23 19:00:00",1928,12.5,1112,5.868903,660
"2023-03-23 20:00:00",1929,12.49,1107,6.033248,654
"2023-03-23 21:00:00",1930,12.48,1127,5.746945,653
"2023-03-23 22:00:00",1931,12.48,1127,5.330374,650
"2023-03-23 23:00:00",1932,12.47,1142,6.252352,652
"2023-03-24 00:00:00",1933,12.46,1168,6.252424,652
"2023-03-24 01:00:00",1934,12.46,1175,6.032489,656
"2023-03-24 02:00:00",1935,12.45,1198,5.953235,657
"2023-03-24 03:00:00",1936,12.44,1211,6.495476,657
"2023-03-24 04:00:00",1937,12.44,1226,6.091464,656
"2023-03-24 05:00:00",1938,12.43,1243,5.575335,655
"2023-03-24 06:00:00",1939,12.43,1243,6.347006,654
"2023-03-24 07:00:00",1940,12.43,1253,6.208768,654
"2023-03-24 08:00:00",1941,12.42,1258,5.579086,655
"2023-03-24 09:00:00",1942,12.42,1263,6.334143,654
"2023-03-24 10:00:00",1943,12.43,1221,5.775928,652
"2023-03-24 11:00:00",1944,12.44,1238,5.807467,650
"2023-03-24 12:00:00",1945,12.44,1247,6.017045,652
"2023-03-24 13:00:00",1946,12.44,1291,5.988757,655
"2023-03-24 14:00:00",1947,12.44,1329,5.848588,654
"2023-03-24 15:00:00",1948,12.44,1351,6.159378,655
"2023-03-24 16:00:00",1949,12.44,1344,6.163465,655
"2023-03-24 17:00:00",1950,12.44,1322,5.692166,654
"2023-03-24 18:00:00",1951,12.44,1281,6.325983,655
"2023-03-24 19:00:00",1952,12.44,1202,6.139057,653
"2023-03-24 20:00:00",1953,12.42,1078,5.547798,653
"2023-03-24 21:00:00",1954,12.41,982,5.982369,649
"2023-03-24 22:00:00",1955,12.41,894,6.364122,650
"2023-03-24 23:00:00",1956,12.41,854,6.359847,646
"2023-03-25 00:00:00",1957,12.4,856,6.008408,644
"2023-03-25 01:00:00",1958,12.39,947,5.869934,652
"2023-03-25 02:00:00",1959,12.39,1025,5.995779,653
"2023-03-25 03:00:00",1960,12.39,1127,6.024461,655
"2023-03-25 04:00:00",1961,12.39,1228,6.062827,654
"2023-03-25 05:00:00",1962,12.39,1286,6.038469,653
"2023-03-25 06:00:00",1963,12.39,1316,5.715561,652
"2023-03-25 07:00:00",1964,12.38,1333,6.544381,652
"2023-03-25 08:00:00",1965,12.38,1344,5.648211,652
"2023-03-25 09:00:00",1966,12.38,1347,6.23736,650
"2023-03-25 10:00:00",1967,12.38,1343,6.636228,650
"2023-03-25 11:00:00",1968,12.38,1339,6.134954,651
"2023-03-25 12:00:00",1969,12.38,1329,5.708077,651
"2023-03-25 13:00:00",1970,12.38,1365,6.106496,651
"2023-03-25 14:00:00",1971,12.38,1417,6.455945,652
"2023-03-25 15:00:00",1972,12.38,1494,6.64086,652
"2023-03-25 16:00:00",1973,12.38,1502,5.787644,652
"2023-03-25 17:00:00",1974,12.38,1499,6.057829,653
"2023-03-25 18:00:00",1975,12.38,1487,6.063924,653
"2023-03-25 19:00:00",1976,12.37,1474,5.915569,652
"2023-03-25 20:00:00",1977,12.37,1374,6.553453,652
"2023-03-25 21:00:00",1978,12.36,1203,6.002978,653
"2023-03-25 22:00:00",1979,12.36,1105,6.270992,649
"2023-03-25 23:00:00",1980,12.36,1032,6.114616,646
"2023-03-26 00:00:00",1981,12.35,984,6.061639,644
"2023-03-26 01:00:00",1982,12.35,966,6.047544,643
"2023-03-26 02:00:00",1983,12.35,1010,6.049528,647
"2023-03-26 03:00:00",1984,12.34,1171,6.136908,648
"2023-03-26 04:00:00",1985,12.35,1339,5.85872,652
"2023-03-26 05:00:00",1986,12.34,1460,6.258696,650
"2023-03-26 06:00:00",1987,12.34,1538,6.240314,650
"2023-03-26 07:00:00",1988,12.34,1599,6.315566,650
"2023-03-26 08:00:00",1989,12.33,1644,5.884876,648
"2023-03-26 09:00:00",1990,12.33,1675,6.493914,649
"2023-03-26 10:00:00",1991,12.33,1695,5.902671,648
"2023-03-26 11:00:00",1992,12.33,1698,6.362342,650
"2023-03-26 12:00:00",1993,12.33,1700,5.939884,650
"2023-03-26 13:00:00",1994,12.32,1698,6.122837,650
"2023-03-26 14:00:00",1995,12.33,1750,6.122837,651
"2023-03-26 15:00:00",1996,12.33,1784,5.773424,650
"2023-03-26 16:00:00",1997,12.33,1804,5.659662,652
"2023-03-26 17:00:00",1998,12.34,1801,6.195969,653
"2023-03-26 18:00:00",1999,12.34,1778,6.090333,653
"2023-03-26 19:00:00",2000,12.33,1773,6.549444,649
"2023-03-26 20:00:00",2001,12.33,1675,6.082091,652
"2023-03-26 21:00:00",2002,12.33,1433,6.171543,650
"2023-03-26 22:00:00",2003,12.32,1288,6.28728,650
"2023-03-26 23:00:00",2004,12.31,1190,6.275098,650
"2023-03-27 00:00:00",2005,12.31,1120,6.474148,644
"2023-03-27 01:00:00",2006,12.3,1082,6.187618,644
"2023-03-27 02:00:00",2007,12.3,1127,6.051408,647
"2023-03-27 03:00:00",2008,12.3,1324,6.410915,650
"2023-03-27 04:00:00",2009,12.29,1494,5.870686,651
"2023-03-27 05:00:00",2010,12.29,1623,6.283008,650
"2023-03-27 06:00:00",2011,12.29,1714,6.258515,650
"2023-03-27 07:00:00",2012,12.28,1782,6.347943,649
"2023-03-27 08:00:00",2013,12.28,1853,6.327726,650
"2023-03-27 09:00:00",2014,12.28,1911,5.866498,649
"2023-03-27 10:00:00",2015,12.28,1959,5.732552,649
"2023-03-27 11:00:00",2016,12.28,1991,5.840431,649
"2023-03-27 12:00:00",2017,12.29,2032,6.210189,649
"2023-03-27 13:00:00",2018,12.28,2070,5.976571,649
"2023-03-27 14:00:00",2019,12.29,2077,6.283322,650
"2023-03-27 15:00:00",2020,12.28,2077,6.220347,651
"2023-03-27 16:00:00",2021,12.29,2074,6.521004,651
"2023-03-27 17:00:00",2022,12.29,2049,5.755141,652
"2023-03-27 18:00:00",2023,12.28,2027,6.045641,654
"2023-03-27 19:00:00",2024,12.28,2018,6.279217,652
"2023-03-27 20:00:00",2025,12.28,1897,6.116684,652
"2023-03-27 21:00:00",2026,12.27,1651,6.265016,652
"2023-03-27 22:00:00",2027,12.26,1524,6.120632,652
"2023-03-27 23:00:00",2028,12.26,1456,6.128835,649
"2023-03-28 00:00:00",2029,12.26,1408,6.464009,649
"2023-03-28 01:00:00",2030,12.26,1489,6.098246,649
"2023-03-28 02:00:00",2031,12.25,1574,6.2404,651
"2023-03-28 03:00:00",2032,12.25,1685,6.1144,651
"2023-03-28 04:00:00",2033,12.24,1773,6.102329,651
"2023-03-28 05:00:00",2034,12.24,1864,6.218116,651
"2023-03-28 06:00:00",2035,12.24,1939,6.248568,650
"2023-03-28 07:00:00",2036,12.24,2004,6.155216,650
"2023-03-28 08:00:00",2037,12.23,2060,5.864371,649
"2023-03-28 09:00:00",2038,12.24,2124,6.236349,649
"2023-03-28 10:00:00",2039,12.23,2184,6.006662,649
"2023-03-28 11:00:00",2040,12.23,2220,6.063665,648
"2023-03-28 12:00:00",2041,12.23,2259,6.380807,648
"2023-03-28 13:00:00",2042,12.23,2304,6.076113,648
"2023-03-28 14:00:00",2043,12.24,2314,6.055779,648
"2023-03-28 15:00:00",2044,12.23,2334,6.252844,648
"2023-03-28 16:00:00",2045,12.23,2336,5.964294,649
"2023-03-28 17:00:00",2046,12.23,2331,6.283295,649
"2023-03-28 18:00:00",2047,12.23,2304,6.191906,649
"2023-03-28 19:00:00",2048,12.21,2269,6.021057,650
"2023-03-28 20:00:00",2049,12.21,2249,6.748256,649
"2023-03-28 21:00:00",2050,12.21,2231,6.671078,650
"2023-03-28 22:00:00",2051,12.2,2135,6.514616,651
"2023-03-28 23:00:00",2052,12.2,2002,6.187625,651
"2023-03-29 00:00:00",2053,12.19,1912,6.558829,650
"2023-03-29 01:00:00",2054,12.19,1898,5.746344,650
"2023-03-29 02:00:00",2055,12.19,1916,5.813413,650
"2023-03-29 03:00:00",2056,12.18,1949,6.150273,650
"2023-03-29 04:00:00",2057,12.18,1992,5.963498,649
"2023-03-29 05:00:00",2058,12.18,2017,5.94311,650
"2023-03-29 06:00:00",2059,12.18,2055,6.02047,650
"2023-03-29 07:00:00",2060,12.17,2100,5.666682,650
"2023-03-29 08:00:00",2061,12.17,2130,5.744103,650
"2023-03-29 09:00:00",2062,12.17,2156,6.141992,649
"2023-03-29 10:00:00",2063,12.17,2175,5.57751,650
"2023-03-29 11:00:00",2064,12.16,2167,6.201188,650
"2023-03-29 12:00:00",2065,12.17,2145,6.079405,651
"2023-03-29 13:00:00",2066,12.17,2080,6.260695,651
"2023-03-29 14:00:00",2067,12.17,2024,5.984681,653
"2023-03-29 15:00:00",2068,12.16,1937,5.931787,654
"2023-03-29 16:00:00",2069,12.17,1833,6.532966,656
"2023-03-29 17:00:00",2070,12.17,1758,6.244407,657
"2023-03-29 18:00:00",2071,12.16,1680,6.018983,659
"2023-03-29 19:00:00",2072,12.17,1607,6.065953,661
"2023-03-29 20:00:00",2073,12.15,1549,6.138655,661
"2023-03-29 21:00:00",2074,12.15,1486,6.008772,661
"2023-03-29 22:00:00",2075,12.15,1399,6.583398,660
"2023-03-29 23:00:00",2076,12.14,1291,6.660388,659
"2023-03-30 00:00:00",2077,12.14,1246,6.536008,655
"2023-03-30 01:00:00",2078,12.14,1251,6.060688,653
"2023-03-30 02:00:00",2079,12.13,1260,6.066855,655
"2023-03-30 03:00:00",2080,12.13,1301,6.375477,657
"2023-03-30 04:00:00",2081,12.12,1346,6.525795,657
"2023-03-30 05:00:00",2082,12.12,1389,6.275639,656
"2023-03-30 06:00:00",2083,12.11,1434,6.251433,656
"2023-03-30 07:00:00",2084,12.1,1494,6.017561,655
"2023-03-30 08:00:00",2085,12.1,1537,6.267577,654
