Date,DO,depth,Temp,velocity_m.s,VentDO,VentTemp_F,velocity_m.s_abs,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,velocity_m.h_abs,velocity_m.h,Q_m.h,U.H,deltaDO,deltaDO_rate,K600_1d,K600_avg,K_reaeration,not,season,hour,Month,day,year,set,time.x,time.y,ER,GPP,GPPavg
2022-12-19T12:00:00Z,8.93,0.6451418470597883,70.77,0.3025853893174117,5.42,72.82553318430291,0.3025853893174117,4.548404579110684,21.54,8.821768415077317,-0.1082315849226827,22.68,8.6305655529178,3.2105655529177994,1.5511669839975584,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,3.51,65.77812905481271,7.376954716260194,7.401127699105911,7.382286286011744,58.39584276880097,winter,12,12,19,2022,winter,AM,ER,-8.374952398678523,66.77079516747949,17.397896631489925
2022-12-19T13:00:00Z,8.91,0.6451418470597883,71.56,0.3025853893174117,5.42,72.82553318430291,0.3025853893174117,4.548404579110684,21.98,8.747080341923198,-0.16291965807680242,22.68,8.6305655529178,3.2105655529177994,1.5238229474204985,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,3.49,65.40332490065424,7.376954716260194,7.400722301577928,7.252151034095274,58.15117386655896,winter,13,12,19,2022,winter,AM,ER,-8.374952398678523,66.52612626523748,17.397896631489925
2022-12-19T14:00:00Z,8.5,0.6532083717407087,71.46,0.3006171572952671,5.42,72.82553318430291,0.3006171572952671,4.575319501335973,21.92,8.757198265151638,0.25719826515163824,22.68,8.6305655529178,3.2105655529177994,1.7338819090347188,1082.2217662629616,1082.2217662629616,16471.150204809503,0.4602163265209914,3.08,58.061393568884995,7.313557550951138,7.400319806129566,8.283234198538858,49.77815937034614,winter,14,12,19,2022,winter,AM,ER,-8.374952398678523,58.15311176902466,17.397896631489925
2022-12-19T15:00:00Z,7.94,0.6451418470597883,70.95,0.3025853893174117,5.42,72.82553318430291,0.3025853893174117,4.548404579110684,21.64,8.804693719033105,0.864693719033105,22.68,8.6305655529178,3.2105655529177994,2.037629635975452,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,2.5200000000000005,47.225323423968106,7.376954716260194,7.399908121019106,9.697450676049433,37.52787274791867,winter,15,12,19,2022,winter,AM,ER,-8.374952398678523,45.902825146597195,17.397896631489925
2022-12-19T16:00:00Z,7.24,0.6451418470597883,70.38,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,21.32,8.859542538143494,1.6195425381434934,22.68,8.6305655529178,3.1305655529177994,2.3750540455306464,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,1.7400000000000002,32.6079614117875,7.376954716260194,7.3994992456257265,11.303314916922703,21.304646494864798,winter,16,12,19,2022,winter,AM,ER,-8.374952398678523,29.67959889354332,17.397896631489925
2022-12-19T17:00:00Z,6.47,0.6451418470597883,70.02,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,21.12,8.89413530537238,2.4241353053723804,22.68,8.6305655529178,3.1305655529177994,2.77735042914509,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.9699999999999998,18.178001476686127,7.376954716260194,7.39908726576487,13.21791670145482,4.960084775231307,winter,17,12,19,2022,winter,AM,ER,-8.374952398678523,13.33503717390983,17.397896631489925
2022-12-19T18:00:00Z,5.98,0.6370753223788674,69.76,0.3045536213395564,5.5,72.82553318430291,0.3045536213395564,4.520749798369601,20.98,8.918494852020038,2.938494852020037,22.68,8.6305655529178,3.1305655529177994,3.0345302024689182,1096.393036822403,1096.393036822403,16274.699274130564,0.4780496287351701,0.4800000000000004,8.940607326561006,7.441957326893225,7.3986782595295635,14.38697279605358,-5.446365469492575,winter,18,12,19,2022,winter,AM,ER,-8.374952398678523,2.9285869291859488,17.397896631489925
2022-12-19T19:00:00Z,5.65,0.6451418470597883,69.51,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,20.84,8.942974513869288,3.2929745138692876,22.68,8.6305655529178,3.1305655529177994,3.2117700333935435,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.15000000000000036,2.811031156188584,7.376954716260194,7.39826627145729,15.285398745556305,-12.474367589367722,winter,19,12,19,2022,winter,AM,ER,-8.374952398678523,0,17.397896631489925
2022-12-19T20:00:00Z,5.62,0.6370753223788648,69.33,0.304553621339557,5.5,72.82553318430291,0.304553621339557,4.520749798369591,20.74,8.960534027271025,3.3405340272710253,22.68,8.6305655529178,3.1305655529177994,3.2355497900944123,1096.393036822405,1096.393036822405,16274.699274130528,0.47804962873517304,0.1200000000000001,2.2351518316402466,7.441957326893245,7.397845347655593,15.34002422269248,-13.104872391052233,winter,20,12,19,2022,winter,ER,ER,-8.374952398678523,0,17.397896631489925
2022-12-19T21:00:00Z,5.63,0.6451418470597883,69.3,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,20.72,8.964053368466377,3.3340533684663773,22.68,8.6305655529178,3.1305655529177994,3.2323094606920884,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.1299999999999999,2.4362270020300985,7.376954716260194,7.397427289042908,15.383149622175544,-12.946922620145447,winter,21,12,19,2022,winter,ER,ER,-8.374952398678523,0,17.397896631489925
2022-12-19T22:00:00Z,5.63,0.6451418470597883,69.33,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,20.74,8.960534027271025,3.3305340272710255,22.68,8.6305655529178,3.1305655529177994,3.2305497900944125,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.1299999999999999,2.4362270020300985,7.376954716260194,7.39700629134502,15.374775029204487,-12.938548027174388,winter,22,12,19,2022,winter,ER,ER,-8.374952398678523,0,17.397896631489925
2022-12-19T23:00:00Z,5.65,0.6451418470597883,69.33,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,20.74,8.960534027271025,3.310534027271025,22.68,8.6305655529178,3.1305655529177994,3.2205497900944122,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.15000000000000036,2.811031156188584,7.376954716260194,7.396576546526931,15.327183207291242,-12.516152051102658,winter,23,12,19,2022,winter,ER,ER,-8.374952398678523,0,17.397896631489925
2022-12-20T00:00:00Z,5.67,0.6451418470597883,69.33,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,20.74,8.960534027271025,3.2905340272710255,22.68,8.6305655529178,3.1305655529177994,3.2105497900944124,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.16999999999999993,3.185835310347053,7.376954716260194,7.396143794266164,15.279591385377998,-12.093756075030946,winter,0,12,20,2022,winter,ER,ER,-12.844151180935437,0.7503951059044915,12.074281690008537
2022-12-20T01:00:00Z,5.67,0.6451418470597883,69.33,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,20.74,8.960534027271025,3.2905340272710255,22.68,8.6305655529178,3.1305655529177994,3.2105497900944124,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.16999999999999993,3.185835310347053,7.376954716260194,7.3957080495851155,15.279591385377998,-12.093756075030946,winter,1,12,20,2022,winter,ER,ER,-12.844151180935437,0.7503951059044915,12.074281690008537
2022-12-20T02:00:00Z,5.67,0.6451418470597883,69.33,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,20.74,8.960534027271025,3.2905340272710255,22.68,8.6305655529178,3.1305655529177994,3.2105497900944124,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.16999999999999993,3.185835310347053,7.376954716260194,7.395269328285183,15.279591385377998,-12.093756075030946,winter,2,12,20,2022,winter,ER,ER,-12.844151180935437,0.7503951059044915,12.074281690008537
2022-12-20T03:00:00Z,5.67,0.6451418470597883,69.33,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,20.74,8.960534027271025,3.2905340272710255,22.68,8.6305655529178,3.1305655529177994,3.2105497900944124,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.16999999999999993,3.185835310347053,7.376954716260194,7.394827646956873,15.279591385377998,-12.093756075030946,winter,3,12,20,2022,winter,ER,ER,-12.844151180935437,0.7503951059044915,12.074281690008537
2022-12-20T04:00:00Z,5.67,0.6451418470597883,69.33,0.3025853893174117,5.5,72.82553318430291,0.3025853893174117,4.548404579110684,20.74,8.960534027271025,3.2905340272710255,22.68,8.6305655529178,3.1305655529177994,3.2105497900944124,1089.307401542682,1089.307401542682,16374.256484798463,0.4690214883694713,0.16999999999999993,3.185835310347053,7.376954716260194,7.3943830229898175,15.279591385377998,-12.093756075030946,winter,4,12,20,2022,winter,ER,ER,-12.844151180935437,0.7503951059044915,12.074281690008537
2022-12-20T05:00:00Z,5.67,0.6370753223788648,69.3,0.304553621339557,5.5,72.82553318430291,0.304553621339557,4.520749798369591,20.72,8.964053368466377,3.2940533684663773,22.68,8.6305655529178,3.1305655529177994,3.2123094606920883,1096.393036822405,1096.393036822405,16274.699274130528,0.47804962873517304,0.16999999999999993,3.1664650948236774,7.441957326893245,7.393930052452306,15.22983979064744,-12.06337469582376,winter,5,12,20,2022,winter,AM,ER,-12.844151180935437,0.7807764851116765,12.074281690008537
