Date,CO2
2023-05-29T08:28:30Z,20580
2023-05-29T08:29:00Z,20442
2023-05-29T08:29:30Z,20256
2023-05-29T08:30:00Z,19980
2023-05-29T08:30:30Z,19638
2023-05-29T08:31:00Z,19380
2023-05-29T08:31:30Z,19128
2023-05-29T08:32:00Z,18978
2023-05-29T08:32:30Z,18810
2023-05-29T08:33:00Z,18666
2023-05-29T08:33:30Z,18546
2023-05-29T08:34:00Z,18420
2023-05-29T08:34:30Z,18372
2023-05-29T08:35:00Z,18306
2023-05-29T08:35:30Z,18300
2023-05-29T08:36:00Z,18246
2023-05-29T08:36:30Z,18150
2023-05-29T08:37:00Z,18054
2023-05-29T08:37:30Z,17844
2023-05-29T08:38:00Z,17496
2023-05-29T08:38:30Z,17256
