Date,CO2
2022-11-21T10:11:00Z,19086
2022-11-21T10:11:30Z,19080
2022-11-21T10:12:00Z,18852
2022-11-21T10:12:30Z,18570
2022-11-21T10:13:00Z,18228
2022-11-21T10:13:30Z,17946
2022-11-21T10:14:00Z,17730
2022-11-21T10:14:30Z,17520
2022-11-21T10:15:00Z,17256
2022-11-21T10:15:30Z,16980
2022-11-21T10:16:00Z,16806
2022-11-21T10:16:30Z,16488
2022-11-21T10:17:00Z,16206
2022-11-21T10:17:30Z,15924
2022-11-21T10:18:00Z,15660
2022-11-21T10:18:30Z,15462
2022-11-21T10:19:00Z,15060
2022-11-21T10:19:30Z,14820
2022-11-21T10:20:00Z,14508
2022-11-21T10:20:30Z,14298
2022-11-21T10:21:00Z,13890
2022-11-21T10:21:30Z,13722
2022-11-21T10:22:00Z,13554
2022-11-21T10:22:30Z,13380
2022-11-21T10:23:00Z,13176
2022-11-21T10:23:30Z,13014
2022-11-21T10:24:00Z,12816
2022-11-21T10:24:30Z,12624
2022-11-21T10:25:00Z,12402
2022-11-21T10:25:30Z,12264
2022-11-21T10:26:00Z,12036
2022-11-21T10:26:30Z,11856
2022-11-21T10:27:00Z,11610
2022-11-21T10:27:30Z,11448
2022-11-21T10:28:00Z,11298
2022-11-21T10:28:30Z,10740
