Date,CO2
2023-03-29T08:08:00Z,17646
2023-03-29T08:08:30Z,17514
2023-03-29T08:09:00Z,17292
2023-03-29T08:09:30Z,17136
2023-03-29T08:10:00Z,17016
2023-03-29T08:10:30Z,16776
2023-03-29T08:11:00Z,16614
2023-03-29T08:11:30Z,16458
2023-03-29T08:12:00Z,16338
2023-03-29T08:12:30Z,16122
2023-03-29T08:13:00Z,16056
2023-03-29T08:13:30Z,15900
2023-03-29T08:14:00Z,15756
2023-03-29T08:14:30Z,15570
2023-03-29T08:15:00Z,15348
2023-03-29T08:15:30Z,15180
2023-03-29T08:16:00Z,15030
2023-03-29T08:17:00Z,14496
2023-03-29T08:17:30Z,14430
2023-03-29T08:18:00Z,14340
2023-03-29T08:18:30Z,14250
2023-03-29T08:19:00Z,14190
2023-03-29T08:19:30Z,14076
2023-03-29T08:20:00Z,13932
