#,"Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733145, SEN S/N: 10733145)","Temp, °F (LGR S/N: 10733145, SEN S/N: 10733145)",,,,"Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733145, SEN S/N: 10733145)","Temp, °F (LGR S/N: 10733145, SEN S/N: 10733145)"
13,5/3/2023 9:12,2.05,72.72,,,99,5/3/2023 10:38,3.64,74.08
14,5/3/2023 9:13,2.08,72.79,,,100,5/3/2023 10:39,3.59,74.16
15,5/3/2023 9:14,2,72.86,,,101,5/3/2023 10:40,3.58,74.19
16,5/3/2023 9:15,2.06,72.9,,,102,5/3/2023 10:41,3.57,74.23
17,5/3/2023 9:16,1.93,72.9,,,103,5/3/2023 10:42,3.55,74.23
18,5/3/2023 9:17,1.91,72.9,,,104,5/3/2023 10:43,3.46,74.23
19,5/3/2023 9:18,1.89,72.9,,,105,5/3/2023 10:44,3.43,74.26
20,5/3/2023 9:19,1.94,72.9,,,106,5/3/2023 10:45,3.51,74.26
21,5/3/2023 9:20,1.9,72.93,,,107,5/3/2023 10:46,3.56,74.3
22,5/3/2023 9:21,1.89,72.9,,,108,5/3/2023 10:47,3.7,74.34
23,5/3/2023 9:22,1.91,72.9,,,109,5/3/2023 10:48,3.68,74.34
24,5/3/2023 9:23,1.9,72.9,,,110,5/3/2023 10:49,3.59,74.3
25,5/3/2023 9:24,1.95,72.9,,,111,5/3/2023 10:50,3.57,74.3
26,5/3/2023 9:25,1.86,72.9,,,112,5/3/2023 10:51,3.68,74.3
27,5/3/2023 9:26,1.88,72.9,,,113,5/3/2023 10:52,3.6,74.26
28,5/3/2023 9:27,1.86,72.9,,,114,5/3/2023 10:53,3.42,74.23
29,5/3/2023 9:28,1.85,72.9,,,115,5/3/2023 10:54,3.43,74.19
30,5/3/2023 9:29,1.9,72.9,,,116,5/3/2023 10:55,3.55,74.16
31,5/3/2023 9:30,1.95,72.93,,,117,5/3/2023 10:56,3.45,74.12
32,5/3/2023 9:31,1.89,72.93,,,118,5/3/2023 10:57,3.38,74.12
33,5/3/2023 9:32,1.9,72.9,,,119,5/3/2023 10:58,3.48,74.12
34,5/3/2023 9:33,1.89,72.9,,,120,5/3/2023 10:59,3.38,74.12
35,5/3/2023 9:34,1.91,72.9,,,121,5/3/2023 11:00,3.38,74.12
36,5/3/2023 9:35,1.94,72.93,,,122,5/3/2023 11:01,3.41,74.16
37,5/3/2023 9:36,2.04,72.93,,,123,5/3/2023 11:02,3.44,74.16
38,5/3/2023 9:37,1.97,72.93,,,124,5/3/2023 11:03,3.31,74.19
39,5/3/2023 9:38,1.97,72.93,,,125,5/3/2023 11:04,3.35,74.19
40,5/3/2023 9:39,1.93,72.93,,,126,5/3/2023 11:05,3.42,74.19
41,5/3/2023 9:40,1.9,72.93,,,127,5/3/2023 11:06,3.44,74.19
42,5/3/2023 9:41,1.92,72.93,,,128,5/3/2023 11:07,3.34,74.19
43,5/3/2023 9:42,1.92,72.93,,,129,5/3/2023 11:08,3.49,74.16
44,5/3/2023 9:43,1.91,72.93,,,130,5/3/2023 11:09,3.47,74.16
45,5/3/2023 9:44,1.95,72.93,,,131,5/3/2023 11:10,3.52,74.12
46,5/3/2023 9:45,1.96,72.93,,,132,5/3/2023 11:11,3.37,74.12
47,5/3/2023 9:46,1.97,72.93,,,133,5/3/2023 11:12,3.29,74.08
48,5/3/2023 9:47,1.96,72.93,,,134,5/3/2023 11:13,3.36,74.08
49,5/3/2023 9:48,1.95,72.93,,,135,5/3/2023 11:14,3.46,74.05
50,5/3/2023 9:49,2.03,72.97,,,136,5/3/2023 11:15,3.42,74.01
51,5/3/2023 9:50,2.02,72.97,,,137,5/3/2023 11:16,3.27,74.01
52,5/3/2023 9:51,2.03,72.97,,,,,,
53,5/3/2023 9:52,2.09,72.97,,,,,,
54,5/3/2023 9:53,2.04,72.97,,,,,,
55,5/3/2023 9:54,2.05,73,,,,,,
56,5/3/2023 9:55,2.06,73,,,,,,
57,5/3/2023 9:56,2.06,73,,,,,,
58,5/3/2023 9:57,2.1,73.04,,,,,,
59,5/3/2023 9:58,2.08,73.04,,,,,,
60,5/3/2023 9:59,2.07,73.04,,,,,,
61,5/3/2023 10:00,2.08,73.04,,,,,,
62,5/3/2023 10:01,2.08,73.04,,,,,,
63,5/3/2023 10:02,2.1,73.04,,,,,,
64,5/3/2023 10:03,2.16,73.04,,,,,,
65,5/3/2023 10:04,2.15,73.04,,,,,,
66,5/3/2023 10:05,2.12,73.04,,,,,,
67,5/3/2023 10:06,2.16,73.04,,,,,,
68,5/3/2023 10:07,2.21,73.08,,,,,,
69,5/3/2023 10:08,2.18,73.08,,,,,,
70,5/3/2023 10:09,2.2,73.04,,,,,,
71,5/3/2023 10:10,2.2,73.04,,,,,,
72,5/3/2023 10:11,2.27,73.04,,,,,,
73,5/3/2023 10:12,2.19,73.04,,,,,,
74,5/3/2023 10:13,2.15,73.08,,,,,,
75,5/3/2023 10:14,2.11,73.04,,,,,,
76,5/3/2023 10:15,2.12,73.04,,,,,,
