"Plot Title: Ichetucknee_SpC"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21415360, SEN S/N: 21415360)","Temp, °F (LGR S/N: 21415360, SEN S/N: 21415360)"
1,07/12/23 12:00:00 PM,350.6,74.91
2,07/12/23 01:00:00 PM,352.4,75.47
3,07/12/23 02:00:00 PM,353.5,76.03
4,07/12/23 03:00:00 PM,355.3,76.57
5,07/12/23 04:00:00 PM,359.8,77.14
6,07/12/23 05:00:00 PM,358.2,77.40
7,07/12/23 06:00:00 PM,358.6,77.40
8,07/12/23 07:00:00 PM,357.5,77.09
9,07/12/23 08:00:00 PM,356.1,76.51
10,07/12/23 09:00:00 PM,353.5,75.81
11,07/12/23 10:00:00 PM,351.3,75.11
12,07/12/23 11:00:00 PM,349.9,74.57
13,07/13/23 12:00:00 AM,348.8,74.17
14,07/13/23 01:00:00 AM,347.7,73.87
15,07/13/23 02:00:00 AM,347.0,73.62
16,07/13/23 03:00:00 AM,346.6,73.45
17,07/13/23 04:00:00 AM,346.3,73.35
18,07/13/23 05:00:00 AM,345.9,73.27
19,07/13/23 06:00:00 AM,345.5,73.24
20,07/13/23 07:00:00 AM,345.5,73.24
21,07/13/23 08:00:00 AM,345.9,73.33
22,07/13/23 09:00:00 AM,345.9,73.51
23,07/13/23 10:00:00 AM,346.2,73.78
24,07/13/23 11:00:00 AM,346.5,74.23
25,07/13/23 12:00:00 PM,350.2,74.84
26,07/13/23 01:00:00 PM,352.0,75.56
27,07/13/23 02:00:00 PM,354.6,76.26
28,07/13/23 03:00:00 PM,356.4,76.82
29,07/13/23 04:00:00 PM,357.1,77.05
30,07/13/23 05:00:00 PM,358.3,77.23
31,07/13/23 06:00:00 PM,358.6,77.27
32,07/13/23 07:00:00 PM,357.9,77.07
33,07/13/23 08:00:00 PM,357.2,76.69
34,07/13/23 09:00:00 PM,355.4,76.15
35,07/13/23 10:00:00 PM,352.4,75.43
36,07/13/23 11:00:00 PM,348.7,74.75
37,07/14/23 12:00:00 AM,347.6,74.28
38,07/14/23 01:00:00 AM,346.9,73.92
39,07/14/23 02:00:00 AM,347.0,73.67
40,07/14/23 03:00:00 AM,347.0,73.51
41,07/14/23 04:00:00 AM,346.7,73.36
42,07/14/23 05:00:00 AM,346.3,73.29
43,07/14/23 06:00:00 AM,346.3,73.24
44,07/14/23 07:00:00 AM,345.9,73.24
45,07/14/23 08:00:00 AM,345.9,73.27
46,07/14/23 09:00:00 AM,345.5,73.53
47,07/14/23 10:00:00 AM,346.9,73.92
48,07/14/23 11:00:00 AM,349.2,74.34
49,07/14/23 12:00:00 PM,349.9,74.68
50,07/14/23 01:00:00 PM,348.7,74.79
51,07/14/23 02:00:00 PM,347.5,74.91
52,07/14/23 03:00:00 PM,348.6,75.24
53,07/14/23 04:00:00 PM,350.8,75.69
54,07/14/23 05:00:00 PM,350.8,75.92
55,07/14/23 06:00:00 PM,350.4,75.76
56,07/14/23 07:00:00 PM,350.5,75.33
57,07/14/23 08:00:00 PM,350.2,74.93
58,07/14/23 09:00:00 PM,356.0,74.84
59,07/14/23 10:00:00 PM,351.0,74.77
60,07/14/23 11:00:00 PM,354.2,74.43
61,07/15/23 12:00:00 AM,349.2,74.07
62,07/15/23 01:00:00 AM,348.5,73.74
63,07/15/23 02:00:00 AM,351.7,73.51
64,07/15/23 03:00:00 AM,347.4,73.36
65,07/15/23 04:00:00 AM,347.1,73.27
66,07/15/23 05:00:00 AM,346.7,73.20
67,07/15/23 06:00:00 AM,345.9,73.18
68,07/15/23 07:00:00 AM,346.3,73.18
69,07/15/23 08:00:00 AM,346.7,73.26
70,07/15/23 09:00:00 AM,346.6,73.53
71,07/15/23 10:00:00 AM,346.6,73.90
72,07/15/23 11:00:00 AM,348.8,74.28
