Date,FullRangeSpC,Temp
2023-04-12 12:00,323.5,72.77
2023-04-12 13:00,323.9,72.95
2023-04-12 14:00,324.6,73.27
2023-04-12 15:00,324.9,73.58
2023-04-12 16:00,325.3,73.81
2023-04-12 17:00,326,73.92
2023-04-12 18:00,326,73.81
2023-04-12 19:00,325.3,73.49
2023-04-12 20:00,325,73.11
2023-04-12 21:00,323.9,72.73
2023-04-12 22:00,323.2,72.37
2023-04-12 23:00,322.9,72.09
2023-04-13 00:00,322.2,71.87
2023-04-13 01:00,322.2,71.71
2023-04-13 02:00,322.2,71.67
2023-04-13 03:00,321.8,71.64
2023-04-13 04:00,322.2,71.69
2023-04-13 05:00,322.2,71.71
2023-04-13 06:00,322.2,71.74
2023-04-13 07:00,322.6,71.8
2023-04-13 08:00,323.3,71.96
2023-04-13 09:00,324,72.21
2023-04-13 10:00,325.1,72.61
2023-04-13 11:00,323.1,73.24
2023-04-13 12:00,328,73.58
2023-04-13 13:00,324.9,73.71
2023-04-13 14:00,328.7,74.16
2023-04-13 15:00,329,74.66
2023-04-13 16:00,330.1,74.98
2023-04-13 17:00,330.8,75.02
2023-04-13 18:00,330.9,74.89
2023-04-13 19:00,330.9,74.79
2023-04-13 20:00,331.3,74.68
2023-04-13 21:00,330.2,74.28
2023-04-13 22:00,328.8,73.74
2023-04-13 23:00,327,73.11
2023-04-14 00:00,325.9,72.57
2023-04-14 01:00,324.8,72.18
2023-04-14 02:00,324.1,71.96
2023-04-14 03:00,323.7,71.8
2023-04-14 04:00,323,71.69
2023-04-14 05:00,323,71.62
2023-04-14 06:00,322.6,71.6
2023-04-14 07:00,322.6,71.64
2023-04-14 08:00,323,71.76
2023-04-14 09:00,321.8,72
2023-04-14 10:00,323.2,72.54
2023-04-14 11:00,328.1,73.02
2023-04-14 12:00,328.1,73.44
2023-04-14 13:00,325.6,73.94
2023-04-14 14:00,330.2,74.48
2023-04-14 15:00,330.5,75
2023-04-14 16:00,332.7,75.31
2023-04-14 17:00,333.1,75.34
2023-04-14 18:00,333.9,75.33
2023-04-14 19:00,333.9,75.2
2023-04-14 20:00,333.2,74.7
2023-04-14 21:00,331,74.01
2023-04-14 22:00,328.5,73.35
2023-04-14 23:00,326.6,72.7
2023-04-15 00:00,324.8,72.12
2023-04-15 01:00,324.5,71.76
2023-04-15 02:00,323,71.53
2023-04-15 03:00,322.6,71.37
2023-04-15 04:00,322.3,71.24
2023-04-15 05:00,321.9,71.13
2023-04-15 06:00,321.5,71.04
2023-04-15 07:00,321.6,71.01
2023-04-15 08:00,321.5,71.04
2023-04-15 09:00,321.5,71.37
2023-04-15 10:00,320.2,72.09
2023-04-15 11:00,320.4,72.91
2023-04-15 12:00,326.5,73.6
2023-04-15 13:00,330.6,74.16
2023-04-15 14:00,332.8,74.84
2023-04-15 15:00,336.1,75.58
2023-04-15 16:00,337.2,76.06
2023-04-15 17:00,337.5,76.32
2023-04-15 18:00,338.7,76.28
2023-04-15 19:00,338.4,76.06
2023-04-15 20:00,337.3,75.58
2023-04-15 21:00,335.5,74.89
2023-04-15 22:00,333.3,74.16
2023-04-15 23:00,331.5,73.51
2023-04-16 00:00,329.7,73
2023-04-16 01:00,329,72.66
2023-04-16 02:00,328.2,72.43
2023-04-16 03:00,327.1,72.27
2023-04-16 04:00,326.4,72.12
2023-04-16 05:00,325.2,72
2023-04-16 06:00,325.3,71.91
2023-04-16 07:00,325.6,71.85
2023-04-16 08:00,325.2,71.94
2023-04-16 09:00,326.4,72.18
2023-04-16 10:00,327.5,72.45
2023-04-16 11:00,327,72.84
2023-04-16 12:00,326.9,73.53
2023-04-16 13:00,331.4,73.9
2023-04-16 14:00,332.9,74.53
2023-04-16 15:00,334.7,75.16
2023-04-16 16:00,334.6,75.51
2023-04-16 17:00,335,75.67
2023-04-16 18:00,335.7,75.76
2023-04-16 19:00,336.9,75.67
2023-04-16 20:00,335.4,75.24
2023-04-16 21:00,334,74.68
2023-04-16 22:00,332.6,74.08
2023-04-16 23:00,330.8,73.44
2023-04-17 00:00,329.3,72.95
2023-04-17 01:00,328.6,72.68
2023-04-17 02:00,327.5,72.52
2023-04-17 03:00,327.5,72.43
2023-04-17 04:00,326.7,72.32
2023-04-17 05:00,326.8,72.16
2023-04-17 06:00,326,72.01
2023-04-17 07:00,324.9,71.8
2023-04-17 08:00,323.4,71.71
2023-04-17 09:00,322.6,71.64
2023-04-17 10:00,322.1,72.05
2023-04-17 11:00,323.6,72.59
2023-04-17 12:00,326.2,73.02
2023-04-17 13:00,327.7,73.36
2023-04-17 14:00,328.4,73.83
2023-04-17 15:00,329.1,74.26
2023-04-17 16:00,330.1,74.64
2023-04-17 17:00,330.5,74.79
2023-04-17 18:00,331.3,74.77
2023-04-17 19:00,330.5,74.57
2023-04-17 20:00,329.5,74.01
2023-04-17 21:00,327.3,73.29
2023-04-17 22:00,324.7,72.52
2023-04-17 23:00,322.6,71.76
2023-04-18 00:00,320.7,71.17
2023-04-18 01:00,319.7,70.77
2023-04-18 02:00,318.2,70.47
2023-04-18 03:00,317.4,70.21
2023-04-18 04:00,316.3,70.05
2023-04-18 05:00,316.3,69.89
2023-04-18 06:00,315.2,69.76
2023-04-18 07:00,314.4,69.67
2023-04-18 08:00,314.8,69.73
2023-04-18 09:00,314.7,70.09
2023-04-18 10:00,316.1,70.92
2023-04-18 11:00,317.5,71.8
2023-04-18 12:00,322,72.46
2023-04-18 13:00,325,73.08
2023-04-18 14:00,327.6,73.85
2023-04-18 15:00,329.8,74.64
2023-04-18 16:00,331.2,75.11
2023-04-18 17:00,331.9,75.33
2023-04-18 18:00,332.3,75.31
2023-04-18 19:00,332,75.06
2023-04-18 20:00,330.2,74.44
2023-04-18 21:00,327.6,73.71
2023-04-18 22:00,325.4,72.93
2023-04-18 23:00,322.9,72.16
2023-04-19 00:00,321.4,71.58
2023-04-19 01:00,320.4,71.17
2023-04-19 02:00,319.3,70.84
2023-04-19 03:00,318.1,70.66
2023-04-19 04:00,317.4,70.52
2023-04-19 05:00,317.4,70.43
2023-04-19 06:00,316.6,70.34
2023-04-19 07:00,316.3,70.34
2023-04-19 08:00,316.2,70.41
2023-04-19 09:00,315.4,70.72
2023-04-19 10:00,315.7,71.2
2023-04-19 11:00,317.9,72.1
2023-04-19 12:00,320.8,72.79
2023-04-19 13:00,324.6,73.35
2023-04-19 14:00,327.2,74.08
2023-04-19 15:00,328.6,74.66
2023-04-19 16:00,329.7,75.02
2023-04-19 17:00,330.4,75.27
2023-04-19 18:00,331.5,75.42
2023-04-19 19:00,331.6,75.2
2023-04-19 20:00,330.1,74.7
2023-04-19 21:00,328.7,74.03
2023-04-19 22:00,326.5,73.36
2023-04-19 23:00,324.7,72.73
2023-04-20 00:00,323.3,72.16
2023-04-20 01:00,322.6,71.76
2023-04-20 02:00,321.5,71.51
2023-04-20 03:00,320.3,71.26
2023-04-20 04:00,319.6,71.02
2023-04-20 05:00,318.5,70.86
2023-04-20 06:00,317.7,70.75
2023-04-20 07:00,317.4,70.68
2023-04-20 08:00,317.7,70.75
2023-04-20 09:00,317.6,71.17
2023-04-20 10:00,319.4,72
2023-04-20 11:00,322,72.86
2023-04-20 12:00,326.1,73.53
2023-04-20 13:00,328.3,74.07
2023-04-20 14:00,329.7,74.77
2023-04-20 15:00,331.5,75.42
2023-04-20 16:00,332.2,75.87
2023-04-20 17:00,333,76.03
2023-04-20 18:00,333,75.9
2023-04-20 19:00,332.7,75.58
2023-04-20 20:00,331.2,75.02
2023-04-20 21:00,329.1,74.28
2023-04-20 22:00,327.3,73.53
2023-04-20 23:00,324.7,72.77
2023-04-21 00:00,322.5,72.16
2023-04-21 01:00,321.8,71.74
2023-04-21 02:00,320.3,71.46
2023-04-21 03:00,319.6,71.26
2023-04-21 04:00,319.2,71.08
