Date,LowRangeSpC,FullRangeSpC,Temp
2022-09-12 11:06,404.3,405.4,73.8
2022-09-12 11:07,403.2,403.9,73.4
2022-09-12 11:08,402.6,403.6,73.29
2022-09-12 11:09,402.3,402.8,73.2
2022-09-12 11:10,401.6,402.1,73.11
2022-09-12 11:11,401.7,402.1,73.06
2022-09-12 11:12,401.5,402.1,73.06
2022-09-12 11:13,401.3,401.7,73.06
2022-09-12 11:14,401,400.9,73.04
2022-09-12 11:15,400.9,400.9,73.04
2022-09-12 11:16,400.6,400.9,73.02
2022-09-12 11:17,401.1,401.3,73.02
2022-09-12 11:18,400.8,400.9,73.04
2022-09-12 11:19,401.1,401.3,73.02
2022-09-12 11:20,401.1,401.3,73.04
2022-09-12 11:21,401.3,401.3,73.04
2022-09-12 11:22,400.8,400.9,73.02
2022-09-12 11:23,400.7,400.9,73.02
2022-09-12 11:24,400.7,400.9,73.02
2022-09-12 11:25,400.6,400.9,73.04
2022-09-12 11:26,400.7,400.9,73.04
2022-09-12 11:27,400.4,400.6,73.02
2022-09-12 11:28,400.7,400.9,73.02
2022-09-12 11:29,400.6,400.9,73.02
2022-09-12 11:30,400.5,400.9,73.02
2022-09-12 11:31,400.5,400.9,73.04
2022-09-12 11:32,400.4,400.6,73.02
2022-09-12 11:33,400.4,400.6,73.02
2022-09-12 11:34,400.2,400.6,73.02
2022-09-12 11:35,400,400.2,73.02
2022-09-12 11:36,399.8,399.8,73.02
2022-09-12 11:37,400.1,400.2,73.04
2022-09-12 11:38,399.7,400.2,73.02
2022-09-12 11:39,400,400.2,73.02
2022-09-12 11:40,399.8,399.8,73.04
2022-09-12 11:41,399.1,399.4,73.02
2022-09-12 11:42,399.5,400.2,73.04
2022-09-12 11:43,399.4,399.8,73.04
2022-09-12 11:44,399.3,399.4,73.04
2022-09-12 11:45,399.3,399.4,73.06
2022-09-12 11:46,399.1,399.4,73.02
2022-09-12 11:47,399.2,399.4,73.04
2022-09-12 11:48,398.8,399.4,73.02
2022-09-12 11:49,399,399.4,73.02
2022-09-12 11:50,398.8,399.4,73.04
2022-09-12 11:51,398.5,399,73.04
2022-09-12 11:52,398.5,398.6,73.04
2022-09-12 11:53,398.4,398.6,73.04
2022-09-12 11:54,398.4,398.2,73.02
2022-09-12 11:55,398,398.2,73.02
2022-09-12 11:56,398,397.8,73.04
2022-09-12 11:57,397.7,397.8,73.04
2022-09-12 11:58,398,397.8,73.02
2022-09-12 11:59,397.7,397.8,73.02
2022-09-12 12:00,397.4,397.8,73.02
2022-09-12 12:01,397.5,397.8,73.02
2022-09-12 12:02,397.3,397.8,73.02
2022-09-12 12:03,397.1,397.5,73.02
2022-09-12 12:04,397,397.1,73.04
2022-09-12 12:05,396.7,397.1,73.02
2022-09-12 12:06,396.7,397.1,73.02
2022-09-12 12:07,396.5,397.1,73.02
2022-09-12 12:08,396.2,396.7,73.02
2022-09-12 12:09,396.1,396.7,73.02
2022-09-12 12:10,396.2,396.7,73.02
2022-09-12 12:11,396,396.3,73.02
2022-09-12 12:12,395.8,396.3,73.02
2022-09-12 12:13,395.6,395.9,73.02
2022-09-12 12:14,395.4,395.5,73.02
2022-09-12 12:15,395.4,395.9,73.02
2022-09-12 12:16,395.1,395.5,73.02
2022-09-12 12:17,395.2,395.5,73.02
2022-09-12 12:18,394.6,395.1,73.02
2022-09-12 12:19,394.8,395.1,73.02
2022-09-12 12:20,394.4,394.7,73.02
2022-09-12 12:21,394.5,394.7,73.02
2022-09-12 12:22,394.1,394.4,73.02
2022-09-12 12:23,394.2,394.7,73.02
2022-09-12 12:24,393.8,394.4,72.99
2022-09-12 12:25,393.7,394.4,73.02
2022-09-12 12:26,393.2,393.6,73.02
2022-09-12 12:27,393.5,394,72.99
2022-09-12 12:28,393.2,393.6,72.99
2022-09-12 12:29,393.2,393.6,72.99
2022-09-12 12:30,392.9,393.2,72.99
2022-09-12 12:31,392.6,393.2,73.02
2022-09-12 12:32,392.6,393.2,72.99
2022-09-12 12:33,392.4,393.2,72.99
2022-09-12 12:34,392.3,392.8,73.02
2022-09-12 12:35,391.9,392.8,73.02
2022-09-12 12:36,391.8,392.4,73.02
2022-09-12 12:37,391.7,392.4,72.99
2022-09-12 12:38,391.1,392,72.99
2022-09-12 12:39,391.4,392,72.99
2022-09-12 12:40,391,392,72.99
2022-09-12 12:41,391,391.6,72.99
2022-09-12 12:42,390.8,391.6,72.99
2022-09-12 12:43,390.3,391.3,72.99
2022-09-12 12:44,390,390.9,72.99
2022-09-12 12:45,390,390.9,73.02
2022-09-12 12:46,395.3,396.7,73.02
