Date,LowRangeSpC,Temp
2023-03-29 13:00,2.6,68.31
2023-03-29 14:00,401.3,73.6
2023-03-29 15:00,401.7,73.83
2023-03-29 16:00,399.7,73.4
2023-03-29 17:00,398.6,72.73
2023-03-29 18:00,397.2,72.18
2023-03-29 19:00,395.6,71.67
2023-03-29 20:00,393.8,71.26
2023-03-29 21:00,392.5,70.88
2023-03-29 22:00,390.9,70.54
2023-03-29 23:00,390.1,70.34
2023-03-30 00:00,389.1,70.16
2023-03-30 01:00,388.5,70.03
2023-03-30 02:00,387.9,69.91
2023-03-30 03:00,387.1,69.76
2023-03-30 04:00,386.4,69.62
2023-03-30 05:00,385.5,69.44
2023-03-30 06:00,384.8,69.3
2023-03-30 07:00,384.2,69.17
2023-03-30 08:00,384.2,69.17
2023-03-30 09:00,385.4,69.48
2023-03-30 10:00,388,70.14
2023-03-30 11:00,389.4,70.38
2023-03-30 12:00,393.4,71.26
2023-03-30 13:00,397.6,72.34
2023-03-30 14:00,402.3,73.53
2023-03-30 15:00,405.1,73.94
2023-03-30 16:00,405.5,73.78
2023-03-30 17:00,402.8,73.26
2023-03-30 18:00,400.6,72.52
2023-03-30 19:00,398.4,71.92
2023-03-30 20:00,396.1,71.49
2023-03-30 21:00,394.7,71.19
2023-03-30 22:00,392.8,70.84
2023-03-30 23:00,391.7,70.61
2023-03-31 00:00,390.9,70.45
2023-03-31 01:00,390.1,70.34
2023-03-31 02:00,389.6,70.2
2023-03-31 03:00,388.9,70.05
2023-03-31 04:00,388,69.85
2023-03-31 05:00,387.3,69.75
2023-03-31 06:00,386.7,69.62
2023-03-31 07:00,386.4,69.55
2023-03-31 08:00,386.6,69.6
2023-03-31 09:00,387.9,69.91
2023-03-31 10:00,390.8,70.61
2023-03-31 11:00,392.1,70.88
2023-03-31 12:00,395.8,71.74
2023-03-31 13:00,400.2,72.86
2023-03-31 14:00,404.2,73.87
2023-03-31 15:00,407,74.52
2023-03-31 16:00,408.1,74.59
2023-03-31 17:00,406.5,74.1
2023-03-31 18:00,403.8,73.4
2023-03-31 19:00,401.2,72.68
2023-03-31 20:00,398.6,72.07
2023-03-31 21:00,396.8,71.65
2023-03-31 22:00,395.4,71.31
2023-03-31 23:00,394.1,71.06
2023-04-01 00:00,392.8,70.81
2023-04-01 01:00,391.8,70.61
2023-04-01 02:00,392.8,70.5
2023-04-01 03:00,390.7,70.39
2023-04-01 04:00,390.7,70.38
2023-04-01 05:00,390.6,70.36
2023-04-01 06:00,390.8,70.39
2023-04-01 07:00,390.8,70.43
2023-04-01 08:00,391.5,70.54
2023-04-01 09:00,392.5,70.84
2023-04-01 10:00,394.8,71.38
2023-04-01 11:00,395.9,71.65
2023-04-01 12:00,397.9,72.12
2023-04-01 13:00,399.9,72.66
2023-04-01 14:00,401.7,73.11
2023-04-01 15:00,403.6,73.56
2023-04-01 16:00,404.6,73.78
2023-04-01 17:00,404.5,73.6
2023-04-01 18:00,403.2,73.18
2023-04-01 19:00,403.7,72.79
2023-04-01 20:00,403.1,72.45
2023-04-01 21:00,401.8,72.18
2023-04-01 22:00,400.6,71.92
2023-04-01 23:00,399.4,71.8
2023-04-02 00:00,398.9,71.69
2023-04-02 01:00,398,71.67
2023-04-02 02:00,397.1,71.6
2023-04-02 03:00,396.9,71.58
2023-04-02 04:00,396.2,71.49
2023-04-02 05:00,395.7,71.38
2023-04-02 06:00,395,71.22
2023-04-02 07:00,394.2,71.11
2023-04-02 08:00,394.4,71.06
2023-04-02 09:00,394.6,71.2
2023-04-02 10:00,395.5,71.51
2023-04-02 11:00,396.1,71.69
2023-04-02 12:00,397.7,72.14
2023-04-02 13:00,400.4,72.86
2023-04-02 14:00,406.1,73.72
2023-04-02 15:00,407.7,74.28
2023-04-02 16:00,408.5,74.28
2023-04-02 17:00,406,73.89
2023-04-02 18:00,403,73.22
2023-04-02 19:00,400.6,72.59
2023-04-02 20:00,398.6,72.1
2023-04-02 21:00,397.1,71.67
2023-04-02 22:00,395.5,71.31
2023-04-02 23:00,394.2,71.04
2023-04-03 00:00,393,70.83
2023-04-03 01:00,392.2,70.61
2023-04-03 02:00,391.6,70.45
2023-04-03 03:00,390.7,70.34
2023-04-03 04:00,390.3,70.27
2023-04-03 05:00,390.1,70.21
2023-04-03 06:00,390.1,70.21
2023-04-03 07:00,390.2,70.21
2023-04-03 08:00,390.1,70.27
2023-04-03 09:00,390.7,70.39
2023-04-03 10:00,392.5,70.88
2023-04-03 11:00,393.8,71.2
2023-04-03 12:00,396.3,71.83
2023-04-03 13:00,399.2,72.64
2023-04-03 14:00,401.6,73.26
2023-04-03 15:00,403.6,73.71
2023-04-03 16:00,401.6,73.22
2023-04-03 17:00,403.2,73.29
2023-04-03 18:00,401.4,72.81
2023-04-03 19:00,399.3,72.21
2023-04-03 20:00,397.6,71.82
2023-04-03 21:00,396.3,71.51
2023-04-03 22:00,395.5,71.28
2023-04-03 23:00,394.6,71.06
2023-04-04 00:00,394,70.92
2023-04-04 01:00,393.2,70.77
2023-04-04 02:00,392.6,70.68
2023-04-04 03:00,392.3,70.61
2023-04-04 04:00,392.1,70.57
2023-04-04 05:00,391.7,70.54
2023-04-04 06:00,391.9,70.59
2023-04-04 07:00,392.1,70.68
2023-04-04 08:00,392.9,70.75
2023-04-04 09:00,393.4,70.92
2023-04-04 10:00,392.5,71.11
2023-04-04 11:00,393,71.38
2023-04-04 12:00,396.8,71.89
2023-04-04 13:00,399.4,72.64
2023-04-04 14:00,403.4,73.42
2023-04-04 15:00,403.8,73.87
2023-04-04 16:00,408.7,74.35
2023-04-04 17:00,408,74.21
