Date,FullRangeSpC,Temp
2022-03-30 15:00,182.4,67.59
2022-03-30 16:00,175.5,67.55
2022-03-30 17:00,207.2,67.89
2022-03-30 18:00,255.2,68.29
2022-03-30 19:00,248.3,68.32
2022-03-30 20:00,266.7,68.52
2022-03-30 21:00,258.6,68.52
2022-03-30 22:00,276.7,68.74
2022-03-30 23:00,290.6,68.92
2022-03-31 00:00,290.6,68.95
2022-03-31 01:00,299.1,68.99
2022-03-31 02:00,304,69.24
2022-03-31 03:00,307.5,69.35
2022-03-31 04:00,309,69.51
2022-03-31 05:00,304.7,69.6
2022-03-31 06:00,300.9,69.76
2022-03-31 07:00,324.8,70.02
2022-03-31 08:00,327.1,69.94
2022-03-31 09:00,331,70.03
2022-03-31 10:00,341,70.25
2022-03-31 11:00,344.4,70.34
2022-03-31 12:00,348.3,70.5
2022-03-31 13:00,349.1,70.52
2022-03-31 14:00,350.6,70.63
2022-03-31 15:00,351,70.68
2022-03-31 16:00,352.9,70.77
2022-03-31 17:00,354.4,70.9
2022-03-31 18:00,354.4,70.93
2022-03-31 19:00,354.8,70.97
2022-03-31 20:00,355.6,70.97
2022-03-31 21:00,356.3,71.06
2022-03-31 22:00,355.1,71.06
2022-03-31 23:00,355.5,71.04
2022-04-01 00:00,356.3,70.99
2022-04-01 01:00,357.9,70.99
2022-04-01 02:00,357.5,70.95
2022-04-01 03:00,357.9,70.9
2022-04-01 04:00,358.3,70.84
2022-04-01 05:00,360.6,70.77
2022-04-01 06:00,357.9,70.7
2022-04-01 07:00,357.9,70.63
2022-04-01 08:00,358.3,70.61
2022-04-01 09:00,358.7,70.65
2022-04-01 10:00,358.7,70.65
2022-04-01 11:00,359.5,70.7
2022-04-01 12:00,360.2,70.86
2022-04-01 13:00,361,70.95
2022-04-01 14:00,361.7,71.06
2022-04-01 15:00,363.6,71.22
2022-04-01 16:00,364.4,71.38
2022-04-01 17:00,364.8,71.46
2022-04-01 18:00,365.1,71.49
2022-04-01 19:00,365.5,71.53
2022-04-01 20:00,365.9,71.64
2022-04-01 21:00,367.4,71.58
2022-04-01 22:00,367.1,71.4
2022-04-01 23:00,367.5,71.29
2022-04-02 00:00,367.9,71.22
2022-04-02 01:00,367.9,71.13
2022-04-02 02:00,367.9,71.02
