Date,LowRangeSpC,Temp
2022-12-19 12:00,376.1,71.13
2022-12-19 13:00,379.8,71.8
2022-12-19 14:00,379.9,71.65
2022-12-19 15:00,378.2,71.11
2022-12-19 16:00,376.5,70.54
2022-12-19 17:00,375.6,70.2
2022-12-19 18:00,374.8,69.98
2022-12-19 19:00,373.8,69.71
2022-12-19 20:00,373,69.55
2022-12-19 21:00,372.8,69.53
2022-12-19 22:00,372.8,69.53
2022-12-19 23:00,372.9,69.51
2022-12-20 00:00,373,69.55
2022-12-20 01:00,372.9,69.55
2022-12-20 02:00,373.1,69.55
2022-12-20 03:00,372.8,69.53
2022-12-20 04:00,373.1,69.53
2022-12-20 05:00,372.7,69.48
2022-12-20 06:00,372.4,69.46
2022-12-20 07:00,371.8,69.39
2022-12-20 08:00,372.6,69.51
2022-12-20 09:00,373.6,69.82
2022-12-20 10:00,374,70.09
2022-12-20 11:00,374.7,70.39
2022-12-20 12:00,375.1,70.45
2022-12-20 13:00,375.5,70.3
2022-12-20 14:00,375.3,70.16
2022-12-20 15:00,375,70.16
2022-12-20 16:00,374.7,70.03
2022-12-20 17:00,374.2,69.85
2022-12-20 18:00,374.1,69.75
2022-12-20 19:00,373.8,69.69
2022-12-20 20:00,373.3,69.58
2022-12-20 21:00,370.2,69.37
2022-12-20 22:00,365.7,69.1
2022-12-20 23:00,368.3,69.24
2022-12-21 00:00,369.6,69.31
2022-12-21 01:00,370.7,69.31
2022-12-21 02:00,371.5,69.3
2022-12-21 03:00,372.1,69.37
2022-12-21 04:00,371.9,69.31
2022-12-21 05:00,371.6,69.24
2022-12-21 06:00,371.7,69.28
2022-12-21 07:00,371.6,69.28
2022-12-21 08:00,371.5,69.24
2022-12-21 09:00,371.6,69.35
2022-12-21 10:00,371.8,69.51
2022-12-21 11:00,372.5,69.71
2022-12-21 12:00,373,69.85
2022-12-21 13:00,373.7,70.07
2022-12-21 14:00,374,70.14
2022-12-21 15:00,374.3,70.14
2022-12-21 16:00,374.6,70.09
2022-12-21 17:00,374.2,69.91
2022-12-21 18:00,374,69.78
2022-12-21 19:00,374,69.75
2022-12-21 20:00,374.2,69.76
2022-12-21 21:00,374,69.75
2022-12-21 22:00,373.8,69.69
2022-12-21 23:00,373.5,69.67
2022-12-22 00:00,373.4,69.62
2022-12-22 01:00,373.3,69.6
2022-12-22 02:00,373.2,69.6
2022-12-22 03:00,373.1,69.58
2022-12-22 04:00,373,69.55
2022-12-22 05:00,372.8,69.53
2022-12-22 06:00,372.7,69.48
2022-12-22 07:00,372.5,69.46
2022-12-22 08:00,372.7,69.51
2022-12-22 09:00,372.7,69.58
2022-12-22 10:00,373.1,69.75
2022-12-22 11:00,373.8,70.09
2022-12-22 12:00,375.1,70.61
2022-12-22 13:00,376.8,71.06
2022-12-22 14:00,377.3,71.01
2022-12-22 15:00,377.6,70.92
2022-12-22 16:00,377.2,70.74
2022-12-22 17:00,377,70.57
2022-12-22 18:00,377.1,70.38
2022-12-22 19:00,376.8,70.23
2022-12-22 20:00,376.3,70.2
2022-12-22 21:00,371,69.96
2022-12-22 22:00,365.7,69.76
2022-12-22 23:00,375.2,70.14
2022-12-23 00:00,376.1,70.2
2022-12-23 01:00,376.2,70.2
2022-12-23 02:00,376.2,70.21
2022-12-23 03:00,376.1,70.21
2022-12-23 04:00,376.3,70.21
2022-12-23 05:00,376.3,70.27
2022-12-23 06:00,375.9,70.16
2022-12-23 07:00,375.3,70.05
2022-12-23 08:00,374.4,69.84
2022-12-23 09:00,371.1,69.3
2022-12-23 10:00,369,68.9
2022-12-23 11:00,369.4,69.28
2022-12-23 12:00,373.2,70.27
2022-12-23 13:00,374.5,70.61
2022-12-23 14:00,373.6,70.16
2022-12-23 15:00,371,69.4
2022-12-23 16:00,368.5,68.76
2022-12-23 17:00,366.6,68.18
2022-12-23 18:00,365.7,67.93
2022-12-23 19:00,364.4,67.64
2022-12-23 20:00,363.9,67.55
2022-12-23 21:00,363.1,67.39
2022-12-23 22:00,362,67.17
2022-12-23 23:00,361.7,67.1
2022-12-24 00:00,361.5,67.06
2022-12-24 01:00,360.9,66.99
2022-12-24 02:00,360.5,66.88
2022-12-24 03:00,359.8,66.72
2022-12-24 04:00,359.5,66.7
2022-12-24 05:00,359.3,66.65
2022-12-24 06:00,359.1,66.56
2022-12-24 07:00,358.8,66.54
2022-12-24 08:00,358.4,66.47
2022-12-24 09:00,358.5,66.56
2022-12-24 10:00,359.3,66.87
2022-12-24 11:00,362.3,67.78
2022-12-24 12:00,366.2,68.99
2022-12-24 13:00,369.7,69.55
2022-12-24 14:00,369.6,69.39
2022-12-24 15:00,367.3,68.83
2022-12-24 16:00,365.4,68.16
2022-12-24 17:00,364,67.68
2022-12-24 18:00,363.3,67.51
2022-12-24 19:00,362.7,67.33
2022-12-24 20:00,362,67.19
2022-12-24 21:00,361.5,67.1
2022-12-24 22:00,360.9,66.99
2022-12-24 23:00,360.4,66.92
2022-12-25 00:00,360.1,66.85
2022-12-25 01:00,360,66.79
2022-12-25 02:00,359.8,66.79
2022-12-25 03:00,359.5,66.76
2022-12-25 04:00,359.5,66.76
2022-12-25 05:00,359.4,66.72
2022-12-25 06:00,359.6,66.76
2022-12-25 07:00,359.1,66.69
2022-12-25 08:00,358.9,66.63
2022-12-25 09:00,359.4,66.83
2022-12-25 10:00,360.9,67.26
2022-12-25 11:00,364,68.18
2022-12-25 12:00,368.9,69.48
2022-12-25 13:00,371.8,70.07
2022-12-25 14:00,371.8,69.91
2022-12-25 15:00,369.5,69.28
2022-12-25 16:00,368.1,68.85
2022-12-25 17:00,367.2,68.47
2022-12-25 18:00,366,68.22
2022-12-25 19:00,364.9,67.91
2022-12-25 20:00,363.9,67.68
2022-12-25 21:00,363.2,67.53
2022-12-25 22:00,362.8,67.46
2022-12-25 23:00,362.4,67.39
2022-12-26 00:00,361.8,67.24
2022-12-26 01:00,361.1,67.14
2022-12-26 02:00,360.6,67.03
2022-12-26 03:00,360.3,66.96
2022-12-26 04:00,360,66.92
2022-12-26 05:00,359.8,66.85
2022-12-26 06:00,359.2,66.78
2022-12-26 07:00,359,66.7
2022-12-26 08:00,358.8,66.65
2022-12-26 09:00,359.2,66.85
2022-12-26 10:00,361.6,67.53
2022-12-26 11:00,365.7,68.7
2022-12-26 12:00,370.6,69.96
2022-12-26 13:00,373.6,70.57
2022-12-26 14:00,372.7,70.29
2022-12-26 15:00,371.4,69.82
2022-12-26 16:00,369.6,69.24
2022-12-26 17:00,368.6,68.79
2022-12-26 18:00,367.8,68.56
2022-12-26 19:00,366.2,68.18
2022-12-26 20:00,364.7,67.87
2022-12-26 21:00,363.7,67.69
2022-12-26 22:00,363.1,67.57
2022-12-26 23:00,362.7,67.51
2022-12-27 00:00,362,67.39
2022-12-27 01:00,361.6,67.3
2022-12-27 02:00,361.4,67.23
2022-12-27 03:00,361.1,67.17
2022-12-27 04:00,360.8,67.15
2022-12-27 05:00,360.7,67.14
2022-12-27 06:00,360.8,67.14
2022-12-27 07:00,360.8,67.14
2022-12-27 08:00,360.8,67.15
2022-12-27 09:00,361.8,67.46
2022-12-27 10:00,364.5,68.25
2022-12-27 11:00,368.3,69.28
2022-12-27 12:00,372.7,70.45
2022-12-27 13:00,375.9,71.11
2022-12-27 14:00,376,70.99
2022-12-27 15:00,374.9,70.54
2022-12-27 16:00,372.9,69.96
2022-12-27 17:00,371.5,69.46
2022-12-27 18:00,370.2,69.13
2022-12-27 19:00,368.3,68.68
2022-12-27 20:00,366.6,68.32
2022-12-27 21:00,365.4,68.13
2022-12-27 22:00,364.6,67.91
2022-12-27 23:00,363.8,67.78
2022-12-28 00:00,363.2,67.64
2022-12-28 01:00,362.6,67.53
2022-12-28 02:00,362.2,67.46
2022-12-28 03:00,361.9,67.39
2022-12-28 04:00,361.6,67.32
2022-12-28 05:00,361.4,67.3
2022-12-28 06:00,361.3,67.26
2022-12-28 07:00,361.9,67.24
2022-12-28 08:00,361,67.23
2022-12-28 09:00,361.5,67.41
2022-12-28 10:00,364.3,68.18
2022-12-28 11:00,369.4,69.6
2022-12-28 12:00,375.3,71.08
2022-12-28 13:00,378.9,71.82
2022-12-28 14:00,379.2,71.69
2022-12-28 15:00,377.8,71.22
2022-12-28 16:00,376.1,70.68
2022-12-28 17:00,374.5,70.14
2022-12-28 18:00,372.8,69.71
2022-12-28 19:00,370.8,69.24
2022-12-28 20:00,369.1,68.92
2022-12-28 21:00,368,68.68
2022-12-28 22:00,367.2,68.52
2022-12-28 23:00,366.7,68.4
2022-12-29 00:00,366.4,68.36
2022-12-29 01:00,365.9,68.29
2022-12-29 02:00,365.8,68.18
2022-12-29 03:00,365.4,68.18
2022-12-29 04:00,365.2,68.14
2022-12-29 05:00,365,68.09
2022-12-29 06:00,365.1,68.13
2022-12-29 07:00,365,68.09
2022-12-29 08:00,365,68.09
2022-12-29 09:00,365.5,68.31
2022-12-29 10:00,368.6,69.1
2022-12-29 11:00,374.4,70.66
2022-12-29 12:00,380.5,72.21
2022-12-29 13:00,383.8,72.88
2022-12-29 14:00,383.2,72.61
2022-12-29 15:00,381.2,72.1
2022-12-29 16:00,379.8,71.6
2022-12-29 17:00,378.8,71.13
2022-12-29 18:00,378.5,70.92
2022-12-29 19:00,376.9,70.59
2022-12-29 20:00,375.9,70.36
2022-12-29 21:00,375.2,70.29
2022-12-29 22:00,373.6,69.96
2022-12-29 23:00,373.6,69.71
2022-12-30 00:00,371.9,69.58
2022-12-30 01:00,371.1,69.44
2022-12-30 02:00,370.6,69.35
2022-12-30 03:00,370.3,69.24
2022-12-30 04:00,370,69.17
2022-12-30 05:00,367.8,69.1
2022-12-30 06:00,369.5,69.08
2022-12-30 07:00,369.3,69.04
2022-12-30 08:00,369.1,69.01
2022-12-30 09:00,369.4,69.17
2022-12-30 10:00,372,69.89
2022-12-30 11:00,376.6,71.26
2022-12-30 12:00,380.1,72.27
2022-12-30 13:00,381.7,72.57
2022-12-30 14:00,382.5,72.61
2022-12-30 15:00,380.7,72.23
2022-12-30 16:00,380.7,71.8
2022-12-30 17:00,380,71.49
2022-12-30 18:00,378.8,71.06
2022-12-30 19:00,377.1,70.61
2022-12-30 20:00,375.4,70.3
2022-12-30 21:00,374.9,70.21
2022-12-30 22:00,374.6,70.16
2022-12-30 23:00,374.6,70.16
2022-12-31 00:00,375.1,70.23
2022-12-31 01:00,375.3,70.29
2022-12-31 02:00,375.6,70.34
2022-12-31 03:00,375.4,70.43
2022-12-31 04:00,376.5,70.61
2022-12-31 05:00,377.3,70.77
2022-12-31 06:00,377.5,70.83
2022-12-31 07:00,377.4,70.84
2022-12-31 08:00,377.8,70.92
2022-12-31 09:00,378.2,71.06
2022-12-31 10:00,378.9,71.28
2022-12-31 11:00,376.3,71.35
2022-12-31 12:00,374.1,71.31
2022-12-31 13:00,377.9,71.38
2022-12-31 14:00,379.7,71.82
2022-12-31 15:00,380.8,72.23
2022-12-31 16:00,381.3,72.12
2022-12-31 17:00,380.4,71.73
2022-12-31 18:00,379.4,71.26
2022-12-31 19:00,378.6,70.97
2022-12-31 20:00,377.7,70.81
2022-12-31 21:00,377.2,70.66
2022-12-31 22:00,376.5,70.57
2022-12-31 23:00,375.8,70.39
2023-01-01 00:00,374.9,70.23
2023-01-01 01:00,375,70.23
2023-01-01 02:00,375.4,70.36
2023-01-01 03:00,375.3,70.34
2023-01-01 04:00,375,70.3
2023-01-01 05:00,375.4,70.36
2023-01-01 06:00,375.3,70.38
2023-01-01 07:00,375.1,70.34
2023-01-01 08:00,375.2,70.36
2023-01-01 09:00,375.8,70.59
2023-01-01 10:00,376.7,71.01
2023-01-01 11:00,378.3,71.42
2023-01-01 12:00,379.8,71.76
2023-01-01 13:00,380.7,71.96
2023-01-01 14:00,381.6,72.18
2023-01-01 15:00,380.6,72.34
2023-01-01 16:00,382.1,72.19
2023-01-01 17:00,380.6,71.53
2023-01-01 18:00,379.2,71.11
2023-01-01 19:00,377.8,70.75
2023-01-01 20:00,376.5,70.5
2023-01-01 21:00,375.4,70.36
2023-01-01 22:00,375.5,70.34
2023-01-01 23:00,376.2,70.52
2023-01-02 00:00,376.3,70.61
2023-01-02 01:00,378.4,70.65
2023-01-02 02:00,373.5,70.61
2023-01-02 03:00,372.1,70.38
2023-01-02 04:00,370.1,70.2
2023-01-02 05:00,373.3,70.12
2023-01-02 06:00,372.3,70.14
2023-01-02 07:00,373,70.2
2023-01-02 08:00,371.3,70.21
2023-01-02 09:00,371.8,70.39
2023-01-02 10:00,374.7,70.88
2023-01-02 11:00,376.4,71.46
2023-01-02 12:00,378.3,72.03
2023-01-02 13:00,385.8,73.47
2023-01-02 14:00,385.2,73.44
2023-01-02 15:00,377.1,72.91
2023-01-02 16:00,378.3,72.41
2023-01-02 17:00,383.2,71.87
2023-01-02 18:00,381.5,71.38
2023-01-02 19:00,380.1,71.04
2023-01-02 20:00,378.6,70.81
2023-01-02 21:00,378,70.68
2023-01-02 22:00,377.6,70.54
