Date,LowRangeSpC,Temp
2023-01-02 23:00,381.8,70.38
2023-01-03 00:00,375.8,70.27
2023-01-03 01:00,375.5,70.2
2023-01-03 02:00,375.6,70.14
2023-01-03 03:00,375.1,70.14
2023-01-03 04:00,375.3,70.12
2023-01-03 05:00,375.5,70.2
2023-01-03 06:00,373.1,70.36
2023-01-03 07:00,377.1,70.52
2023-01-03 08:00,377.1,70.59
2023-01-03 09:00,376.7,70.66
2023-01-03 10:00,377.8,71.08
2023-01-03 11:00,380.8,72
2023-01-03 12:00,382.8,72.81
2023-01-03 13:00,381.4,73.11
