depth,ID,day,mnth,yr,Date,DO,Temp,CO2,pH,SpC,min,light,velocity_m.s,VentDO,VentTemp_F,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,velocity_m.h,Q_m.h,U.H,deltaDO,deltaDO_rate,K600_1d,K_reaeration,not,hour,Month,year,time.x,time.y,ER,GPP,GPPavg,u_md,L_max
0.6269594394552936,LF,10,5,2022,2022-05-10T00:00:00Z,2.74,72.61,14722.911285301156,NA,NA,0,0,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.56,8.650341929403519,5.910341929403518,22.97,8.583104273228685,6.837235605305608,6.373788767354563,233.6249768362776,2929.4676904005714,0.10350881223727633,0.9941313320769234,9.984944973717354,4.392688630564663,17.55365392944323,-7.568708955725874,0,5,2022,ER,ER,-6.038744346965129,0,5.526775884331003,5606.999444070662,4084.6050630999753
0.6269594394552936,LF,10,5,2022,2022-05-10T01:00:00Z,2.78,72.54,14722.911285301156,NA,523.8,0,0,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.52,8.656952049126414,5.876952049126414,22.97,8.583104273228685,6.837235605305608,6.357093827216011,233.6249768362776,2929.4676904005714,0.10350881223727633,1.034131332076923,10.386700542686572,4.392688630564663,17.50767543654652,-7.120974893859948,1,5,2022,ER,ER,-6.038744346965129,0,5.526775884331003,5606.999444070662,4084.6050630999753
0.6269594394552936,LF,10,5,2022,2022-05-10T02:00:00Z,2.85,72.46,14722.911285301156,NA,523.2,0,0,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.48,8.663571198100966,5.813571198100966,22.97,8.583104273228685,6.837235605305608,6.325403401703287,233.6249768362776,2929.4676904005714,0.10350881223727633,1.1041313320769233,11.089772788382712,4.392688630564663,17.420398813076297,-6.330626024693585,2,5,2022,ER,ER,-6.038744346965129,0,5.526775884331003,5606.999444070662,4084.6050630999753
0.6269594394552936,LF,10,5,2022,2022-05-10T03:00:00Z,2.91,72.36,14722.911285301156,NA,522.8,0,0,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.42,8.673516893734934,5.763516893734934,22.97,8.583104273228685,6.837235605305608,6.300376249520271,233.6249768362776,2929.4676904005714,0.10350881223727633,1.1641313320769233,11.692406141836543,4.392688630564663,17.351473094905295,-5.659066953068752,3,5,2022,ER,ER,-6.038744346965129,0.3796773938963769,5.526775884331003,5606.999444070662,4084.6050630999753
0.6269594394552936,LF,10,5,2022,2022-05-10T04:00:00Z,2.97,72.32,14722.911285301156,NA,522.3,0,0,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.4,8.67683666122181,5.706836661221809,22.97,8.583104273228685,6.837235605305608,6.2720361332637085,233.6249768362776,2929.4676904005714,0.10350881223727633,1.2241313320769234,12.295039495290377,4.392688630564663,17.27342334910326,-4.978383853812884,4,5,2022,ER,ER,-6.038744346965129,1.0603604931522446,5.526775884331003,5606.999444070662,4084.6050630999753
0.6269594394552936,LF,10,5,2022,2022-05-10T05:00:00Z,2.89,72.28,14722.911285301156,NA,522.1,0,0,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.38,8.680158700560774,5.790158700560774,22.97,8.583104273228685,6.837235605305608,6.313697152933191,233.6249768362776,2929.4676904005714,0.10350881223727633,1.1441313320769233,11.491528357351932,4.392688630564663,17.3881593637907,-5.896631006438767,5,5,2022,ER,ER,-6.038744346965129,0.14211334052636193,5.526775884331003,5606.999444070662,4084.6050630999753
0.6269594394552936,LF,10,5,2022,2022-05-10T06:00:00Z,3.03,72.21,14722.911285301156,NA,521.8,0,365.7739351345537,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.34,8.686809604528337,5.656809604528338,22.97,8.583104273228685,6.837235605305608,6.247022604916973,233.6249768362776,2929.4676904005714,0.10350881223727633,1.284131332076923,12.897672848744204,4.392688630564663,17.20453515148965,-4.306862302745447,6,5,2022,AM,ER,-6.038744346965129,1.7318820442196818,5.526775884331003,5606.999444070662,4084.6050630999753
0.6269594394552936,LF,10,5,2022,2022-05-10T07:00:00Z,3.15,72.25,14722.911285301156,NA,521.9,0,865.4309861959449,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.36,8.683483014184452,5.533483014184451,22.97,8.583104273228685,6.837235605305608,6.18535930974503,233.6249768362776,2929.4676904005714,0.10350881223727633,1.404131332076923,14.10293955565187,4.392688630564663,17.034712117952466,-2.931772562300596,7,5,2022,AM,ER,-6.038744346965129,3.106971784664533,5.526775884331003,5606.999444070662,4084.6050630999753
0.6269594394552936,LF,10,5,2022,2022-05-10T08:00:00Z,3.32,72.43,2754.1976683241446,NA,523.2,0,1328.938604592683,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.46,8.666884164600134,5.346884164600134,22.97,8.583104273228685,6.837235605305608,6.092059884952871,233.6249768362776,2929.4676904005714,0.10350881223727633,1.574131332076923,15.810400723771059,4.392688630564663,16.77776199387463,-0.9673612701035719,8,5,2022,AM,ER,-6.038744346965129,5.071383076861557,5.526775884331003,5606.999444070662,4084.6050630999753
0.6269594394552936,LF,10,5,2022,2022-05-10T09:00:00Z,3.53,72.68,NA,NA,524.8,0,1724.7075053652507,0.064895826898966,1.7458686679230768,73.34492582666667,0.8137410251112699,22.6,8.64374081962798,5.113740819627981,22.97,8.583104273228685,6.837235605305608,5.975488212466795,233.6249768362776,2929.4676904005714,0.10350881223727633,1.784131332076923,17.91961746085947,4.392688630564663,16.45671922457585,1.4628982362836211,9,5,2022,AM,ER,-6.038744346965129,7.50164258324875,5.526775884331003,5606.999444070662,4084.6050630999753
